Crop,original_total_ha,optimized_total_ha,delta_ha,pct_change
wheat,30731432.5,27361774.265681963,-3369658.2343180366,-10.964858974009871
rice,4459552.0,4211855.033510054,-247696.96648994554,-5.554301564146926
bajra,279267.0,1225676.9301097402,946409.9301097402,338.8907139439104
maize,1968674.82,3079850.949122272,1111176.129122272,56.442847637085734
jowar,4197163.0,5806551.57977907,1609388.5797790699,38.34467662511725
ragi,91039.0,41419.56179690031,-49619.43820309969,-54.503496526872766
