Alpha,objective_nitrogen_kharif,objective_water_kharif,nitrogen_mt_kharif,water_bcm_kharif,solve_status_kharif,solve_status_code_kharif,is_valid_kharif,variable_count_kharif,constraint_count_kharif,income_mode_kharif,objective_mode_kharif,objective_nitrogen_rabi,objective_water_rabi,nitrogen_mt_rabi,water_bcm_rabi,solve_status_rabi,solve_status_code_rabi,is_valid_rabi,variable_count_rabi,constraint_count_rabi,income_mode_rabi,objective_mode_rabi,objective_nitrogen,objective_water,nitrogen_mt,water_bcm,is_valid,solve_status,nitrogen_pct_of_2017_baseline,water_pct_of_2017_baseline
0.1,4487911827.767296,210554168287.28113,4.487911827767296,210.55416828728113,Optimal,1,True,2459,776,profit,normalized,2975147795.0211477,90848869349.3858,2.975147795021148,90.84886934938581,Optimal,1,True,1788,741,profit,normalized,7463059622.788444,301403037636.66693,7.463059622788443,301.4030376366669,True,Optimal|Optimal,90.07552620991552,64.45936726965154
0.11,4484976138.3095255,210578032306.36322,4.484976138309525,210.5780323063632,Optimal,1,True,2459,776,profit,normalized,2975147356.321381,90848871271.06802,2.975147356321381,90.84887127106802,Optimal,1,True,1788,741,profit,normalized,7460123494.630907,301426903577.4313,7.460123494630907,301.4269035774313,True,Optimal|Optimal,90.04008856072373,64.46447134376116
0.12,4482979268.116251,210595240869.9574,4.482979268116251,210.5952408699574,Optimal,1,True,2459,776,profit,normalized,2975147356.321381,90848871271.06802,2.975147356321381,90.84887127106802,Optimal,1,True,1788,741,profit,normalized,7458126624.437632,301444112141.0254,7.458126624437631,301.4441121410254,True,Optimal|Optimal,90.0159873016526,64.46815164217352
0.13,4472028455.769871,210700706985.68457,4.472028455769871,210.70070698568458,Optimal,1,True,2459,776,profit,normalized,2975147356.321381,90848871271.06802,2.975147356321381,90.84887127106802,Optimal,1,True,1788,741,profit,normalized,7447175812.091251,301549578256.75256,7.447175812091252,301.54957825675257,True,Optimal|Optimal,89.88381628408303,64.49070708534845
0.14,4468585123.725573,210736896883.08252,4.468585123725573,210.73689688308252,Optimal,1,True,2459,776,profit,normalized,2968933860.510726,90883404757.78423,2.968933860510726,90.88340475778422,Optimal,1,True,1788,741,profit,normalized,7437518984.236299,301620301640.86676,7.4375189842362985,301.6203016408668,True,Optimal|Optimal,89.76726303454214,64.50583229651724
0.15,4460504816.631174,210833189074.81213,4.4605048166311745,210.83318907481214,Optimal,1,True,2459,776,profit,normalized,2968400338.0755014,90886619671.31187,2.9684003380755013,90.88661967131188,Optimal,1,True,1788,741,profit,normalized,7428905154.706676,301719808746.124,7.428905154706675,301.71980874612404,True,Optimal|Optimal,89.66329827119038,64.52711331974119
0.16,4441967677.160839,211058516955.4582,4.441967677160839,211.0585169554582,Optimal,1,True,2459,776,profit,normalized,2968400338.0755014,90886619671.31187,2.9684003380755013,90.88661967131188,Optimal,1,True,1788,741,profit,normalized,7410368015.2363405,301945136626.7701,7.41036801523634,301.9451366267701,True,Optimal|Optimal,89.43956394818986,64.57530292236943
0.17,4440566726.995948,211077260102.13922,4.4405667269959475,211.07726010213923,Optimal,1,True,2459,776,profit,normalized,2966149720.9029155,90902144592.72716,2.9661497209029153,90.90214459272715,Optimal,1,True,1788,741,profit,normalized,7406716447.898863,301979404694.8664,7.406716447898863,301.9794046948664,True,Optimal|Optimal,89.39549129353627,64.58263164076712
0.18,4422405813.146549,211342743087.0138,4.42240581314655,211.3427430870138,Optimal,1,True,2459,776,profit,normalized,2961797947.3477373,90934971953.26625,2.9617979473477374,90.93497195326626,Optimal,1,True,1788,741,profit,normalized,7384203760.494287,302277715040.28,7.3842037604942865,302.27771504028004,True,Optimal|Optimal,89.1237740265089,64.6464295913987
0.19,4380573201.227485,211994354843.5921,4.3805732012274845,211.9943548435921,Optimal,1,True,2459,776,profit,normalized,2957033918.658291,90974032295.53891,2.957033918658291,90.9740322955389,Optimal,1,True,1788,741,profit,normalized,7337607119.885776,302968387139.131,7.337607119885775,302.968387139131,True,Optimal|Optimal,88.56137507292023,64.79413973669723
0.2,4374187764.7114105,212101451842.9463,4.374187764711411,212.1014518429463,Optimal,1,True,2459,776,profit,normalized,2932345989.736955,91186596340.2772,2.9323459897369553,91.1865963402772,Optimal,1,True,1788,741,profit,normalized,7306533754.448366,303288048183.2235,7.306533754448366,303.2880481832235,True,Optimal|Optimal,88.18633455544386,64.86250384080358
0.21,4364652502.082248,212269833627.10602,4.364652502082247,212.269833627106,Optimal,1,True,2459,776,profit,normalized,2932345989.736955,91186596340.2772,2.9323459897369553,91.1865963402772,Optimal,1,True,1788,741,profit,normalized,7296998491.819202,303456429967.38324,7.296998491819203,303.45642996738326,True,Optimal|Optimal,88.07124853948213,64.89851470304232
0.22,4355626156.380877,212435892174.30872,4.355626156380876,212.43589217430872,Optimal,1,True,2459,776,profit,normalized,2930750985.650813,91201869413.0701,2.930750985650813,91.2018694130701,Optimal,1,True,1788,741,profit,normalized,7286377142.03169,303637761587.3788,7.286377142031689,303.6377615873788,True,Optimal|Optimal,87.94305397592156,64.93729507361371
0.23,4354993408.823477,212448192918.36603,4.354993408823477,212.44819291836603,Optimal,1,True,2459,776,profit,normalized,2917196175.564776,91342023171.26143,2.9171961755647757,91.34202317126143,Optimal,1,True,1788,741,profit,normalized,7272189584.388252,303790216089.62744,7.2721895843882525,303.79021608962745,True,Optimal|Optimal,87.7718170054351,64.96989965792518
0.24,4320381613.5119705,213170758543.49487,4.32038161351197,213.17075854349488,Optimal,1,True,2459,776,profit,normalized,2865543013.908263,91917774987.22452,2.865543013908263,91.91777498722452,Optimal,1,True,1788,741,profit,normalized,7185924627.420234,305088533530.71936,7.185924627420234,305.08853353071936,True,Optimal|Optimal,86.73064062669583,65.24756348448828
0.25,4311709809.98411,213360176216.06055,4.31170980998411,213.36017621606055,Optimal,1,True,2459,776,profit,normalized,2864902673.540426,91925357528.23059,2.864902673540426,91.92535752823059,Optimal,1,True,1788,741,profit,normalized,7176612483.524536,305285533744.29114,7.176612483524536,305.2855337442911,True,Optimal|Optimal,86.61824754611719,65.28969480877218
0.26,4311285279.840248,213369971067.66864,4.311285279840248,213.36997106766864,Optimal,1,True,2459,776,profit,normalized,2864441315.742248,91930903910.67477,2.864441315742248,91.93090391067477,Optimal,1,True,1788,741,profit,normalized,7175726595.582497,305300874978.3434,7.175726595582496,305.30087497834336,True,Optimal|Optimal,86.60755530639574,65.29297575195012
0.27,4311214578.581924,213371722900.6856,4.311214578581924,213.3717229006856,Optimal,1,True,2459,776,profit,normalized,2862862616.721625,91951723784.39738,2.8628626167216247,91.95172378439739,Optimal,1,True,1788,741,profit,normalized,7174077195.303549,305323446685.083,7.174077195303549,305.323446685083,True,Optimal|Optimal,86.5876478414194,65.2978030355304
0.28,4292733287.642605,213842999470.05524,4.292733287642605,213.84299947005525,Optimal,1,True,2459,776,profit,normalized,2862855795.1986036,91951816943.43329,2.8628557951986036,91.95181694343329,Optimal,1,True,1788,741,profit,normalized,7155589082.841208,305794816413.4885,7.1555890828412085,305.79481641348855,True,Optimal|Optimal,86.36450525073336,65.3986122200739
0.29,4284625896.849495,214064237427.54626,4.284625896849495,214.06423742754626,Optimal,1,True,2459,776,profit,normalized,2862855795.1986036,91951816943.43329,2.8628557951986036,91.95181694343329,Optimal,1,True,1788,741,profit,normalized,7147481692.048099,306016054370.97955,7.147481692048099,306.01605437097953,True,Optimal|Optimal,86.26665295840424,65.44592713391062
