season,State,District,Crop,Original Area (Hectare),Optimized Area (Hectare)
kharif,kerala,pathanamthitta,rice,450.0,450.0
kharif,kerala,thiruvananthapuram,rice,1353.0,1353.0
kharif,kerala,thrissur,rice,12632.0,12632.0
kharif,kerala,wayanad,jowar,0.0,0.00023441188199029578
kharif,kerala,wayanad,rice,7391.0,7390.999765588118
kharif,madhya pradesh,agar malwa,bajra,0.0,0.0
kharif,madhya pradesh,agar malwa,jowar,800.0,19100.0
kharif,madhya pradesh,agar malwa,maize,18300.0,0.0
kharif,madhya pradesh,agar malwa,rice,0.0,0.0
kharif,madhya pradesh,alirajpur,bajra,17000.0,0.0
kharif,madhya pradesh,alirajpur,jowar,8600.0,72120.0
kharif,madhya pradesh,alirajpur,maize,41500.0,0.0
kharif,madhya pradesh,alirajpur,rice,5020.0,0.0
kharif,madhya pradesh,anuppur,bajra,0.0,0.0
kharif,madhya pradesh,anuppur,jowar,300.0,121500.0
kharif,madhya pradesh,anuppur,maize,14000.0,0.0
kharif,madhya pradesh,anuppur,rice,107200.0,0.0
kharif,madhya pradesh,ashoknagar,bajra,7600.0,0.0
kharif,madhya pradesh,ashoknagar,jowar,100.0,17700.0
kharif,madhya pradesh,ashoknagar,maize,6300.0,0.0
kharif,madhya pradesh,ashoknagar,rice,3700.0,0.0
kharif,madhya pradesh,balaghat,bajra,0.0,0.0
kharif,madhya pradesh,balaghat,jowar,0.0,225000.0
kharif,madhya pradesh,balaghat,maize,10000.0,0.0
kharif,madhya pradesh,balaghat,ragi,0.0,0.0
kharif,madhya pradesh,balaghat,rice,215000.0,0.0
kharif,madhya pradesh,barwani,bajra,8500.0,0.0
kharif,madhya pradesh,barwani,jowar,33900.0,0.0
kharif,madhya pradesh,barwani,maize,61010.0,104110.0
kharif,madhya pradesh,barwani,rice,700.0,0.0
kharif,madhya pradesh,betul,bajra,0.0,0.0
kharif,madhya pradesh,betul,jowar,7500.0,132500.0
kharif,madhya pradesh,betul,maize,80000.0,0.0
kharif,madhya pradesh,betul,rice,45000.0,0.0
kharif,madhya pradesh,bhind,bajra,61900.0,76200.0
kharif,madhya pradesh,bhind,jowar,11300.0,0.0
kharif,madhya pradesh,bhind,maize,0.0,0.0
kharif,madhya pradesh,bhind,rice,3000.0,0.0
kharif,madhya pradesh,bhopal,bajra,0.0,0.0
kharif,madhya pradesh,bhopal,jowar,150.0,15000.0
kharif,madhya pradesh,bhopal,maize,5900.0,0.0
kharif,madhya pradesh,bhopal,rice,8950.0,0.0
kharif,madhya pradesh,burhanpur,bajra,100.0,0.0
kharif,madhya pradesh,burhanpur,jowar,9600.0,24600.0
kharif,madhya pradesh,burhanpur,maize,14500.0,0.0
kharif,madhya pradesh,burhanpur,rice,400.0,0.0
kharif,madhya pradesh,chhatarpur,bajra,10.0,14440.0
kharif,madhya pradesh,chhatarpur,jowar,7000.0,0.0
kharif,madhya pradesh,chhatarpur,maize,1100.0,0.0
kharif,madhya pradesh,chhatarpur,rice,6330.0,0.0
kharif,madhya pradesh,chhindwara,bajra,0.0,0.0
kharif,madhya pradesh,chhindwara,jowar,14000.0,9631.705512466366
kharif,madhya pradesh,chhindwara,maize,262500.0,300878.2944875336
kharif,madhya pradesh,chhindwara,ragi,0.0,0.0
kharif,madhya pradesh,chhindwara,rice,34010.0,0.0
kharif,madhya pradesh,damoh,bajra,0.0,0.0
kharif,madhya pradesh,damoh,jowar,3100.0,0.0
kharif,madhya pradesh,damoh,maize,5030.0,0.0
kharif,madhya pradesh,damoh,rice,75700.0,83830.0
kharif,madhya pradesh,datia,bajra,0.0,0.0
kharif,madhya pradesh,datia,jowar,4600.0,22500.0
kharif,madhya pradesh,datia,maize,1300.0,0.0
kharif,madhya pradesh,datia,rice,16600.0,0.0
kharif,madhya pradesh,dewas,bajra,0.0,0.0
kharif,madhya pradesh,dewas,jowar,3500.0,16900.0
kharif,madhya pradesh,dewas,maize,13300.0,0.0
kharif,madhya pradesh,dewas,rice,100.0,0.0
kharif,madhya pradesh,dhar,bajra,2900.0,0.0
kharif,madhya pradesh,dhar,jowar,17000.0,93030.0
kharif,madhya pradesh,dhar,maize,72900.0,0.0
kharif,madhya pradesh,dhar,rice,230.0,0.0
kharif,madhya pradesh,dindori,bajra,0.0,0.0
kharif,madhya pradesh,dindori,jowar,100.0,106900.0
kharif,madhya pradesh,dindori,maize,28000.0,0.0
kharif,madhya pradesh,dindori,rice,78800.0,0.0
kharif,madhya pradesh,guna,bajra,0.0,0.0
kharif,madhya pradesh,guna,jowar,900.0,29690.0
kharif,madhya pradesh,guna,maize,26800.0,0.0
kharif,madhya pradesh,guna,rice,1990.0,0.0
kharif,madhya pradesh,gwalior,bajra,11900.0,0.0
kharif,madhya pradesh,gwalior,jowar,13400.0,34400.0
kharif,madhya pradesh,gwalior,maize,200.0,0.0
kharif,madhya pradesh,gwalior,rice,8900.0,0.0
kharif,madhya pradesh,harda,bajra,0.0,0.0
kharif,madhya pradesh,harda,jowar,700.0,16500.0
kharif,madhya pradesh,harda,maize,14000.0,0.0
kharif,madhya pradesh,harda,rice,1800.0,0.0
kharif,madhya pradesh,hoshangabad,bajra,0.0,0.0
kharif,madhya pradesh,hoshangabad,jowar,3300.0,157450.0
kharif,madhya pradesh,hoshangabad,maize,20150.0,0.0
kharif,madhya pradesh,hoshangabad,rice,134000.0,0.0
kharif,madhya pradesh,indore,bajra,0.0,0.0
kharif,madhya pradesh,indore,jowar,100.0,9100.0
kharif,madhya pradesh,indore,maize,9000.0,0.0
kharif,madhya pradesh,indore,rice,0.0,0.0
kharif,madhya pradesh,jabalpur,bajra,0.0,0.0
kharif,madhya pradesh,jabalpur,jowar,40.0,0.0
kharif,madhya pradesh,jabalpur,maize,7000.0,0.0
kharif,madhya pradesh,jabalpur,rice,109000.0,116040.0
kharif,madhya pradesh,jhabua,bajra,40.0,0.0
kharif,madhya pradesh,jhabua,jowar,1500.0,0.0
kharif,madhya pradesh,jhabua,maize,66700.0,76610.0
kharif,madhya pradesh,jhabua,rice,8370.0,0.0
kharif,madhya pradesh,katni,bajra,0.0,0.0
kharif,madhya pradesh,katni,jowar,4600.0,0.0
kharif,madhya pradesh,katni,maize,4400.0,0.0
kharif,madhya pradesh,katni,ragi,0.0,0.0
kharif,madhya pradesh,katni,rice,101200.0,110200.0
kharif,madhya pradesh,khandwa,bajra,200.0,0.0
kharif,madhya pradesh,khandwa,jowar,6300.0,46400.0
kharif,madhya pradesh,khandwa,maize,34600.0,0.0
kharif,madhya pradesh,khandwa,rice,5300.0,0.0
kharif,madhya pradesh,khargone,bajra,410.0,0.0
kharif,madhya pradesh,khargone,jowar,18000.0,81310.0
kharif,madhya pradesh,khargone,maize,62500.0,0.0
kharif,madhya pradesh,khargone,rice,400.0,0.0
kharif,madhya pradesh,mandla,bajra,0.0,0.0
kharif,madhya pradesh,mandla,jowar,4300.0,0.0
kharif,madhya pradesh,mandla,maize,19500.0,0.0
kharif,madhya pradesh,mandla,rice,136300.0,160100.0
kharif,madhya pradesh,mandsaur,bajra,170.0,0.0
kharif,madhya pradesh,mandsaur,jowar,160.0,0.0
kharif,madhya pradesh,mandsaur,maize,45000.0,45330.0
kharif,madhya pradesh,mandsaur,rice,0.0,0.0
kharif,madhya pradesh,morena,bajra,121500.0,77562.95007077773
kharif,madhya pradesh,morena,jowar,3600.0,0.0
kharif,madhya pradesh,morena,maize,620.0,0.0
kharif,madhya pradesh,morena,rice,1400.0,49557.049929222274
kharif,madhya pradesh,narsinghpur,bajra,1000.0,0.0
kharif,madhya pradesh,narsinghpur,jowar,800.0,0.0
kharif,madhya pradesh,narsinghpur,maize,5000.0,0.0
kharif,madhya pradesh,narsinghpur,rice,38600.0,45400.0
kharif,madhya pradesh,neemuch,bajra,0.0,0.0
kharif,madhya pradesh,neemuch,jowar,1500.0,29300.0
kharif,madhya pradesh,neemuch,maize,27800.0,0.0
kharif,madhya pradesh,neemuch,rice,0.0,0.0
kharif,madhya pradesh,panna,bajra,0.0,0.0
kharif,madhya pradesh,panna,jowar,7600.0,68600.0
kharif,madhya pradesh,panna,maize,2600.0,0.0
kharif,madhya pradesh,panna,rice,58400.0,0.0
kharif,madhya pradesh,raisen,bajra,0.0,0.0
kharif,madhya pradesh,raisen,jowar,1300.0,0.0
kharif,madhya pradesh,raisen,maize,6900.0,0.0
kharif,madhya pradesh,raisen,rice,112000.0,120200.0
kharif,madhya pradesh,rajgarh,bajra,0.0,0.0
kharif,madhya pradesh,rajgarh,jowar,100.0,0.0
kharif,madhya pradesh,rajgarh,maize,63900.0,65150.0
kharif,madhya pradesh,rajgarh,rice,1150.0,0.0
kharif,madhya pradesh,ratlam,bajra,0.0,0.0
kharif,madhya pradesh,ratlam,jowar,160.0,55660.0
kharif,madhya pradesh,ratlam,maize,55500.0,0.0
kharif,madhya pradesh,ratlam,rice,0.0,0.0
kharif,madhya pradesh,rewa,bajra,8000.0,0.0
kharif,madhya pradesh,rewa,jowar,26120.0,0.0
kharif,madhya pradesh,rewa,maize,2180.0,0.0
kharif,madhya pradesh,rewa,rice,121300.0,157600.0
kharif,madhya pradesh,sagar,bajra,0.0,0.0
kharif,madhya pradesh,sagar,jowar,7000.0,15660.0
kharif,madhya pradesh,sagar,maize,3600.0,0.0
kharif,madhya pradesh,sagar,rice,5060.0,0.0
kharif,madhya pradesh,satna,bajra,400.0,0.0
kharif,madhya pradesh,satna,jowar,7600.0,0.0
kharif,madhya pradesh,satna,maize,4200.0,0.0
kharif,madhya pradesh,satna,rice,132000.0,144200.0
kharif,madhya pradesh,sehore,bajra,60.0,0.0
kharif,madhya pradesh,sehore,jowar,1900.0,0.0
kharif,madhya pradesh,sehore,maize,11200.0,0.0
kharif,madhya pradesh,sehore,rice,27500.0,40660.0
kharif,madhya pradesh,seoni,bajra,0.0,0.0
kharif,madhya pradesh,seoni,jowar,500.0,0.0
kharif,madhya pradesh,seoni,maize,98200.0,0.0
kharif,madhya pradesh,seoni,rice,131100.0,229800.0
kharif,madhya pradesh,shahdol,bajra,0.0,0.0
kharif,madhya pradesh,shahdol,jowar,2000.0,114300.0
kharif,madhya pradesh,shahdol,maize,14200.0,0.0
kharif,madhya pradesh,shahdol,rice,98100.0,0.0
kharif,madhya pradesh,shajapur,bajra,40.0,0.0
kharif,madhya pradesh,shajapur,jowar,1000.0,5190.0
kharif,madhya pradesh,shajapur,maize,4100.0,0.0
kharif,madhya pradesh,shajapur,rice,50.0,0.0
kharif,madhya pradesh,sheopur,bajra,27000.0,0.0
kharif,madhya pradesh,sheopur,jowar,3000.0,0.0
kharif,madhya pradesh,sheopur,maize,2700.0,0.0
kharif,madhya pradesh,sheopur,rice,20000.0,52700.0
kharif,madhya pradesh,shivpuri,bajra,8700.0,0.0
kharif,madhya pradesh,shivpuri,jowar,400.0,0.0
kharif,madhya pradesh,shivpuri,maize,6600.0,0.0
kharif,madhya pradesh,shivpuri,rice,4400.0,20100.0
kharif,madhya pradesh,sidhi,bajra,8900.0,0.0
kharif,madhya pradesh,sidhi,jowar,11500.0,0.0
kharif,madhya pradesh,sidhi,maize,9500.0,0.0
kharif,madhya pradesh,sidhi,rice,68500.0,98400.0
kharif,madhya pradesh,singrauli,bajra,23600.0,0.0
kharif,madhya pradesh,singrauli,jowar,12010.0,0.0
kharif,madhya pradesh,singrauli,maize,28200.0,0.0
kharif,madhya pradesh,singrauli,rice,45450.0,109260.0
kharif,madhya pradesh,tikamgarh,bajra,0.0,0.0
kharif,madhya pradesh,tikamgarh,jowar,1000.0,7260.0
kharif,madhya pradesh,tikamgarh,maize,1700.0,0.0
kharif,madhya pradesh,tikamgarh,rice,4560.0,0.0
kharif,madhya pradesh,ujjain,bajra,0.0,0.0
kharif,madhya pradesh,ujjain,jowar,900.0,7300.0
kharif,madhya pradesh,ujjain,maize,6400.0,0.0
kharif,madhya pradesh,ujjain,rice,0.0,0.0
kharif,madhya pradesh,umaria,bajra,10.0,0.0
kharif,madhya pradesh,umaria,jowar,600.0,0.0
kharif,madhya pradesh,umaria,maize,10500.0,0.0
kharif,madhya pradesh,umaria,rice,35000.0,46110.0
kharif,madhya pradesh,vidisha,bajra,0.0,0.0
kharif,madhya pradesh,vidisha,jowar,4600.0,20530.0
kharif,madhya pradesh,vidisha,maize,5430.0,0.0
kharif,madhya pradesh,vidisha,rice,10500.0,0.0
kharif,maharashtra,ahmadnagar,bajra,119500.0,0.0
kharif,maharashtra,ahmadnagar,jowar,1600.0,0.0
kharif,maharashtra,ahmadnagar,maize,27400.0,148500.0
kharif,maharashtra,ahmadnagar,rice,0.0,0.0
kharif,maharashtra,ahmednagar,maize,0.0,0.0
kharif,maharashtra,ahmednagar,ragi,100.0,16300.0
kharif,maharashtra,ahmednagar,rice,16200.0,0.0
kharif,maharashtra,akola,bajra,100.0,0.0
kharif,maharashtra,akola,jowar,10619.0,0.0
kharif,maharashtra,akola,maize,300.0,11019.0
kharif,maharashtra,amravati,bajra,104.0,0.0
kharif,maharashtra,amravati,jowar,18341.0,33945.0
kharif,maharashtra,amravati,maize,6600.0,0.0
kharif,maharashtra,amravati,rice,8900.0,0.0
kharif,maharashtra,aurangabad,bajra,54200.0,0.0
kharif,maharashtra,aurangabad,jowar,3300.0,95500.0
kharif,maharashtra,aurangabad,maize,38000.0,0.0
kharif,maharashtra,aurangabad,ragi,0.0,0.0
kharif,maharashtra,aurangabad,rice,0.0,0.0
kharif,maharashtra,beed,bajra,152700.0,0.0
kharif,maharashtra,beed,jowar,21000.0,0.0
kharif,maharashtra,beed,maize,7900.0,0.0
kharif,maharashtra,beed,ragi,0.0,181665.0
kharif,maharashtra,beed,rice,65.0,0.0
kharif,maharashtra,bhandara,maize,0.0,164700.0
kharif,maharashtra,bhandara,rice,164700.0,0.0
kharif,maharashtra,buldana,bajra,0.0,0.0
kharif,maharashtra,buldana,jowar,20202.0,0.0
kharif,maharashtra,buldana,maize,0.0,20202.0
kharif,maharashtra,buldana,rice,0.0,0.0
kharif,maharashtra,buldhana,bajra,2180.0,0.0
kharif,maharashtra,buldhana,maize,31840.0,34020.0
kharif,maharashtra,buldhana,ragi,0.0,0.0
kharif,maharashtra,chandrapur,bajra,0.0,0.0
kharif,maharashtra,chandrapur,jowar,2200.0,0.0
kharif,maharashtra,chandrapur,maize,26.0,131626.0
kharif,maharashtra,chandrapur,rice,129400.0,0.0
kharif,maharashtra,dhule,bajra,77800.0,0.0
kharif,maharashtra,dhule,jowar,22000.0,172300.0
kharif,maharashtra,dhule,maize,63900.0,0.0
kharif,maharashtra,dhule,ragi,1600.0,0.0
kharif,maharashtra,dhule,rice,7000.0,0.0
kharif,maharashtra,gadchiroli,bajra,0.0,0.0
kharif,maharashtra,gadchiroli,jowar,23.0,0.0
kharif,maharashtra,gadchiroli,maize,1600.0,150123.0
kharif,maharashtra,gadchiroli,rice,148500.0,0.0
kharif,maharashtra,gondia,maize,0.0,138500.0
kharif,maharashtra,gondia,rice,138500.0,0.0
kharif,maharashtra,hingoli,bajra,300.0,0.0
kharif,maharashtra,hingoli,jowar,56997.0,58397.0
kharif,maharashtra,hingoli,maize,1100.0,0.0
kharif,maharashtra,hingoli,rice,0.0,0.0
kharif,maharashtra,jalgaon,bajra,20200.0,0.0
kharif,maharashtra,jalgaon,jowar,55700.0,0.0
kharif,maharashtra,jalgaon,maize,120500.0,196400.0
kharif,maharashtra,jalgaon,rice,0.0,0.0
kharif,maharashtra,jalna,bajra,19500.0,0.0
kharif,maharashtra,jalna,jowar,200.0,79600.0
kharif,maharashtra,jalna,maize,59900.0,0.0
kharif,maharashtra,jalna,rice,0.0,0.0
kharif,maharashtra,kolhapur,jowar,4900.0,139800.0
kharif,maharashtra,kolhapur,maize,4400.0,0.0
kharif,maharashtra,kolhapur,ragi,21300.0,0.0
kharif,maharashtra,kolhapur,rice,109200.0,0.0
kharif,maharashtra,latur,bajra,1500.0,0.0
kharif,maharashtra,latur,jowar,78408.0,89408.0
kharif,maharashtra,latur,maize,6700.0,0.0
kharif,maharashtra,latur,rice,2800.0,0.0
kharif,maharashtra,nagpur,jowar,2300.0,99549.0
kharif,maharashtra,nagpur,maize,49.0,0.0
kharif,maharashtra,nagpur,rice,97200.0,0.0
kharif,maharashtra,nanded,bajra,0.0,0.0
kharif,maharashtra,nanded,jowar,88397.0,89597.0
kharif,maharashtra,nanded,maize,500.0,0.0
kharif,maharashtra,nanded,rice,700.0,0.0
kharif,maharashtra,nandurbar,bajra,4962.0,0.0
kharif,maharashtra,nandurbar,jowar,39500.0,118479.0
kharif,maharashtra,nandurbar,maize,47400.0,0.0
kharif,maharashtra,nandurbar,ragi,17.0,0.0
kharif,maharashtra,nandurbar,rice,26600.0,0.0
kharif,maharashtra,nashik,bajra,136500.0,0.0
kharif,maharashtra,nashik,jowar,800.0,394400.0
kharif,maharashtra,nashik,maize,158600.0,0.0
kharif,maharashtra,nashik,ragi,26000.0,0.0
kharif,maharashtra,nashik,rice,72500.0,0.0
kharif,maharashtra,osmanabad,bajra,9900.0,0.0
kharif,maharashtra,osmanabad,jowar,12936.0,0.0
kharif,maharashtra,osmanabad,maize,19000.0,0.0
kharif,maharashtra,osmanabad,ragi,0.0,49336.0
kharif,maharashtra,osmanabad,rice,7500.0,0.0
kharif,maharashtra,palghar,ragi,11300.0,88000.0
kharif,maharashtra,palghar,rice,76700.0,0.0
kharif,maharashtra,parbhani,bajra,1350.0,0.0
kharif,maharashtra,parbhani,jowar,12175.0,14795.0
kharif,maharashtra,parbhani,maize,1270.0,0.0
kharif,maharashtra,parbhani,rice,0.0,0.0
kharif,maharashtra,pune,bajra,32000.0,0.0
kharif,maharashtra,pune,jowar,1700.0,107900.0
kharif,maharashtra,pune,maize,19500.0,0.0
kharif,maharashtra,pune,ragi,2700.0,0.0
kharif,maharashtra,pune,rice,52000.0,0.0
kharif,maharashtra,raigad,ragi,6700.0,0.0
kharif,maharashtra,raigad,rice,110500.0,117200.0
kharif,maharashtra,ratnagiri,ragi,14200.0,89400.0
kharif,maharashtra,ratnagiri,rice,75200.0,0.0
kharif,maharashtra,sangli,bajra,58800.0,0.0
kharif,maharashtra,sangli,jowar,53800.0,114364.53950908093
kharif,maharashtra,sangli,maize,35500.0,0.0
kharif,maharashtra,sangli,ragi,0.0,50735.46049091905
kharif,maharashtra,sangli,rice,17000.0,0.0
kharif,maharashtra,satara,bajra,67400.0,0.0
kharif,maharashtra,satara,jowar,24100.0,0.0
kharif,maharashtra,satara,maize,19100.0,160900.0
kharif,maharashtra,satara,ragi,4500.0,0.0
kharif,maharashtra,satara,rice,45800.0,0.0
kharif,maharashtra,sindhudurg,ragi,1800.0,0.0
kharif,maharashtra,sindhudurg,rice,62500.0,64300.0
kharif,maharashtra,solapur,bajra,28600.0,0.0
kharif,maharashtra,solapur,jowar,0.0,39917.62081502532
kharif,maharashtra,solapur,maize,21500.0,10782.379184974676
kharif,maharashtra,solapur,ragi,0.0,0.0
kharif,maharashtra,solapur,rice,600.0,0.0
kharif,maharashtra,thane,ragi,2600.0,57300.0
kharif,maharashtra,thane,rice,54700.0,0.0
kharif,maharashtra,wardha,jowar,3000.0,0.0
kharif,maharashtra,wardha,maize,0.0,3000.0
kharif,maharashtra,washim,bajra,200.0,0.0
kharif,maharashtra,washim,jowar,8554.0,0.0
kharif,maharashtra,washim,maize,500.0,9254.0
kharif,maharashtra,washim,rice,0.0,0.0
kharif,maharashtra,yavatmal,bajra,37.0,0.0
kharif,maharashtra,yavatmal,jowar,22546.0,0.0
kharif,maharashtra,yavatmal,maize,1700.0,24283.0
kharif,maharashtra,yavatmal,rice,0.0,0.0
kharif,manipur,bishnupur,maize,880.0,0.0
kharif,manipur,bishnupur,rice,31480.0,32360.0
kharif,manipur,chandel,maize,3000.0,0.0
kharif,manipur,chandel,rice,10010.0,13010.0
kharif,manipur,churachandpur,maize,5440.0,19718.286543890343
kharif,manipur,churachandpur,rice,29040.0,14761.713456109657
kharif,manipur,imphal east,maize,610.0,0.0
kharif,manipur,imphal east,rice,40690.0,41300.0
kharif,manipur,imphal west,maize,600.0,0.0
kharif,manipur,imphal west,rice,43740.0,44340.0
kharif,manipur,senapati,maize,3900.0,0.0
kharif,manipur,senapati,rice,12100.0,16000.0
kharif,manipur,tamenglong,maize,1940.0,0.0
kharif,manipur,tamenglong,rice,27440.0,29380.0
kharif,manipur,thoubal,maize,1470.0,0.0
kharif,manipur,thoubal,rice,32100.0,33570.0
kharif,manipur,ukhrul,maize,1970.0,0.0
kharif,manipur,ukhrul,rice,10110.0,12080.0
kharif,meghalaya,east garo hills,maize,801.0,0.0
kharif,meghalaya,east garo hills,rice,9126.0,9927.0
kharif,meghalaya,east jaintia hills,maize,355.0,200.18966091537462
kharif,meghalaya,east jaintia hills,rice,4388.0,4542.810339084625
kharif,meghalaya,east khasi hills,maize,2111.0,7847.0
kharif,meghalaya,east khasi hills,rice,5736.0,0.0
kharif,meghalaya,north garo hills,maize,296.0,0.0
kharif,meghalaya,north garo hills,rice,8796.0,9092.0
kharif,meghalaya,ri bhoi,maize,1594.0,0.0
kharif,meghalaya,ri bhoi,rice,9477.0,11071.0
kharif,meghalaya,south garo hills,maize,1014.0,0.0
kharif,meghalaya,south garo hills,rice,8307.0,9321.0
kharif,meghalaya,south west garo hills,maize,1496.0,0.0
kharif,meghalaya,south west garo hills,rice,12837.0,14333.0
kharif,meghalaya,south west khasi hills,maize,1370.0,0.0
kharif,meghalaya,south west khasi hills,rice,1793.0,3163.0
kharif,meghalaya,west garo hills,maize,3150.0,0.0
kharif,meghalaya,west garo hills,rice,22946.0,26096.0
kharif,meghalaya,west jaintia hills,maize,2868.0,0.0
kharif,meghalaya,west jaintia hills,rice,8030.0,10898.0
kharif,meghalaya,west khasi hills,maize,3097.0,9119.0
kharif,meghalaya,west khasi hills,rice,6022.0,0.0
kharif,mizoram,aizawl,maize,505.0,0.0
kharif,mizoram,aizawl,rice,3858.0,4363.0
kharif,mizoram,champhai,maize,425.8,0.0
kharif,mizoram,champhai,rice,8890.4,9316.199999999999
kharif,mizoram,kolasib,maize,731.0,0.0
kharif,mizoram,kolasib,rice,5668.0,6399.0
kharif,mizoram,lawngtlai,maize,693.0,3468.900896489401
kharif,mizoram,lawngtlai,rice,5337.0,2561.099103510599
kharif,mizoram,lunglei,maize,487.2,0.0
kharif,mizoram,lunglei,rice,3389.7,3876.8999999999996
kharif,mizoram,mamit,maize,896.0,0.0
kharif,mizoram,mamit,rice,3150.0,4046.0
kharif,mizoram,saiha,maize,206.0,0.0
kharif,mizoram,saiha,rice,1138.0,1344.0
kharif,mizoram,serchhip,maize,1530.0,0.0
kharif,mizoram,serchhip,rice,4196.1,5726.1
kharif,nagaland,dimapur,bajra,60.0,0.0
kharif,nagaland,dimapur,maize,5360.0,0.0
kharif,nagaland,dimapur,ragi,50.0,0.0
kharif,nagaland,dimapur,rice,46630.0,52100.0
kharif,nagaland,kiphire,bajra,30.0,0.0
kharif,nagaland,kiphire,maize,7260.0,0.0
kharif,nagaland,kiphire,ragi,30.0,821.5194597504475
kharif,nagaland,kiphire,rice,12000.0,18498.48054024955
kharif,nagaland,kohima,bajra,90.0,0.0
kharif,nagaland,kohima,jowar,60.0,0.0
kharif,nagaland,kohima,maize,4610.0,0.0
kharif,nagaland,kohima,rice,16210.0,20970.0
kharif,nagaland,longleng,bajra,50.0,0.0
kharif,nagaland,longleng,maize,3040.0,0.0
kharif,nagaland,longleng,ragi,20.0,0.0
kharif,nagaland,longleng,rice,8570.0,11680.0
kharif,nagaland,mokokchung,bajra,60.0,0.0
kharif,nagaland,mokokchung,maize,3100.0,0.0
kharif,nagaland,mokokchung,ragi,80.0,0.0
kharif,nagaland,mokokchung,rice,16670.0,19910.0
kharif,nagaland,mon,bajra,100.0,0.0
kharif,nagaland,mon,jowar,60.0,0.0
kharif,nagaland,mon,maize,4570.0,0.0
kharif,nagaland,mon,ragi,40.0,25860.0
kharif,nagaland,mon,rice,21090.0,0.0
kharif,nagaland,peren,bajra,40.0,0.0
kharif,nagaland,peren,maize,3100.0,0.0
kharif,nagaland,peren,rice,17220.0,20360.0
kharif,nagaland,phek,bajra,70.0,0.0
kharif,nagaland,phek,jowar,50.0,0.0
kharif,nagaland,phek,maize,8110.0,0.0
kharif,nagaland,phek,rice,16740.0,24970.0
kharif,nagaland,tuensang,bajra,100.0,0.0
kharif,nagaland,tuensang,maize,10150.0,0.0
kharif,nagaland,tuensang,ragi,80.0,0.0
kharif,nagaland,tuensang,rice,17170.0,27500.0
kharif,nagaland,wokha,bajra,40.0,0.0
kharif,nagaland,wokha,jowar,50.0,0.0
kharif,nagaland,wokha,maize,4280.0,0.0
kharif,nagaland,wokha,ragi,40.0,0.0
kharif,nagaland,wokha,rice,19770.0,24180.0
kharif,nagaland,zunheboto,bajra,60.0,0.0
kharif,nagaland,zunheboto,jowar,50.0,0.0
kharif,nagaland,zunheboto,maize,10100.0,0.0
kharif,nagaland,zunheboto,rice,14680.0,24890.0
kharif,odisha,anugul,maize,388.0,0.0
kharif,odisha,anugul,ragi,0.0,0.0
kharif,odisha,anugul,rice,91570.0,91958.0
kharif,odisha,balangir,jowar,0.0,0.0
kharif,odisha,balangir,maize,526.0,0.0
kharif,odisha,balangir,ragi,0.0,0.0
kharif,odisha,balangir,rice,155240.0,155766.0
kharif,odisha,baleshwar,rice,185400.0,185400.0
kharif,odisha,bargarh,maize,203.0,0.0
kharif,odisha,bargarh,ragi,0.0,0.0
kharif,odisha,bargarh,rice,233310.0,233513.0
kharif,odisha,bhadrak,maize,0.0,0.0
kharif,odisha,bhadrak,rice,156750.0,156750.0
kharif,odisha,boudh,maize,92.0,0.0
kharif,odisha,boudh,ragi,0.0,0.0
kharif,odisha,boudh,rice,57880.0,57972.0
kharif,odisha,cuttack,maize,0.0,0.0
kharif,odisha,cuttack,ragi,0.0,0.0
kharif,odisha,cuttack,rice,108660.0,108660.0
kharif,odisha,deogarh,jowar,0.0,0.0
kharif,odisha,deogarh,maize,121.0,0.0
kharif,odisha,deogarh,ragi,0.0,0.0
kharif,odisha,deogarh,rice,46810.0,46931.0
kharif,odisha,dhenkanal,maize,7.0,0.0
kharif,odisha,dhenkanal,ragi,0.0,0.0
kharif,odisha,dhenkanal,rice,62490.0,62497.0
kharif,odisha,gajapati,bajra,0.0,0.0
kharif,odisha,gajapati,jowar,0.0,0.0
kharif,odisha,gajapati,maize,10906.0,0.0
kharif,odisha,gajapati,ragi,628.0,0.0
kharif,odisha,gajapati,rice,37490.0,49024.0
kharif,odisha,ganjam,bajra,0.0,0.0
kharif,odisha,ganjam,jowar,0.0,0.0
kharif,odisha,ganjam,maize,256.0,0.0
kharif,odisha,ganjam,ragi,259.0,0.0
kharif,odisha,ganjam,rice,204830.0,205345.0
kharif,odisha,jagatsinghapur,maize,0.0,0.0
kharif,odisha,jagatsinghapur,ragi,0.0,0.0
kharif,odisha,jagatsinghapur,rice,78080.0,78080.0
kharif,odisha,jajapur,maize,0.0,0.0
kharif,odisha,jajapur,rice,106070.0,106070.0
kharif,odisha,jharsuguda,maize,131.0,0.0
kharif,odisha,jharsuguda,ragi,12.0,0.0
kharif,odisha,jharsuguda,rice,47620.0,47763.0
kharif,odisha,kalahandi,bajra,0.0,0.0
kharif,odisha,kalahandi,jowar,0.0,0.0
kharif,odisha,kalahandi,maize,1343.0,0.0
kharif,odisha,kalahandi,ragi,1123.0,0.0
kharif,odisha,kalahandi,rice,170860.0,173326.0
kharif,odisha,kandhamal,bajra,0.0,0.0
kharif,odisha,kandhamal,jowar,0.0,0.0
kharif,odisha,kandhamal,maize,926.0,0.0
kharif,odisha,kandhamal,ragi,2.0,0.0
kharif,odisha,kandhamal,rice,30000.0,30928.0
kharif,odisha,kendrapara,rice,121810.0,121810.0
