iteration,scenario,season,metric,metric_key,status,kharif_status,rabi_status,pct_reduction,display_pct_change
2,Water based,annual,Nitrogen Leach,N_leach,Optimal,Optimal,Optimal,7.487174137786744,-7.487174137786744
2,Nitrogen based,annual,Greenhouse Gas emission,AGHG,Optimal,Optimal,Optimal,28.023323016758983,-28.023323016758983
2,Water based,annual,Greenhouse Gas emission,AGHG,Optimal,Optimal,Optimal,39.71048357499587,-39.71048357499587
2,Nitrogen based,annual,Profit,profit,Optimal,Optimal,Optimal,-6.693785259416521,6.693785259416521
2,Water based,annual,Profit,profit,Optimal,Optimal,Optimal,-15.801773695567283,15.801773695567283
2,Nitrogen based,annual,Calorie,Calorie,Optimal,Optimal,Optimal,-1.970447767946624,1.970447767946624
2,Water based,annual,Calorie,Calorie,Optimal,Optimal,Optimal,-3.7798407971231978,3.7798407971231978
2,Nitrogen based,annual,Phosphorus application,P_applied,Optimal,Optimal,Optimal,16.005528370028337,-16.005528370028337
2,Water based,annual,Phosphorus application,P_applied,Optimal,Optimal,Optimal,4.978881231613434,-4.978881231613434
2,Nitrogen based,annual,Nitrogen application,N_applied,Optimal,Optimal,Optimal,14.679496354842648,-14.679496354842648
2,Water based,annual,Nitrogen application,N_applied,Optimal,Optimal,Optimal,2.6488506660779016,-2.6488506660779016
2,Nitrogen based,annual,Phosphorus Surplus,P_surplus,Optimal,Optimal,Optimal,21.60394655209305,-21.60394655209305
2,Water based,annual,Phosphorus Surplus,P_surplus,Optimal,Optimal,Optimal,8.43857059587658,-8.43857059587658
