Crop,original_total_ha,optimized_total_ha,delta_ha,pct_change
wheat,30731432.5,30588261.238078464,-143171.26192153618,-0.4658789072768937
rice,44544904.75,43189596.79452036,-1355307.9554796368,-3.042565615722047
bajra,7565813.0,8098746.139265652,532933.1392656518,7.043963937063364
maize,9439537.82,10041252.092211204,601714.2722112034,6.37440395584117
jowar,6238229.0,6820840.443185593,582611.443185593,9.339372491545165
ragi,1194984.0,976204.3627387282,-218779.63726127183,-18.308164566326564
