metric,display_metric,center_pct_reduction,center_display_pct,bootstrap_mean_pct_reduction,bootstrap_p2_5_pct_reduction,bootstrap_p97_5_pct_reduction,display_interval_low,display_interval_high,lower_err_display,upper_err_display,n_optimal,n_total
Nitrogen Emission,Nitrogen Emission,9.99901619159599,-9.99901619159599,11.349852009469174,9.69865015760952,13.014671368724793,-11.663835550851609,-8.347814339736336,1.6648193592556186,1.6512018518596534,500,500
Nitrogen Leach,Nitrogen Leach,10.309152634873328,-10.309152634873328,11.911044281201521,10.226577367868384,13.547771230438704,-11.94587958411051,-8.62468572154019,1.6367269492371825,1.6844669133331376,500,500
Greenhouse Gas emission,Greenhouse Gas emission,-6.321704344155962,6.321704344155962,-4.891012463378564,-8.334540258271195,-1.395042054246568,2.8257339350239663,9.765232139048592,3.4959704091319956,3.4435277948926304,500,500
Calorie,Calorie,-1.5889384665038409,1.5889384665038409,-1.1380200923905308,-1.6239795665126457,-0.672643398692225,1.1235617728055352,2.074897940625956,0.4653766936983057,0.48595947412211493,500,500
Phosphorus application,Phosphorus application,5.455734699081891,-5.455734699081891,6.139966723494313,3.3901108210385607,8.313649707550391,-7.629417683137969,-2.7058787966261386,2.1736829840560787,2.749855902455752,500,500
Nitrogen application,Nitrogen application,5.618879880849544,-5.618879880849544,6.358108169487537,5.4711956330044815,7.273431204273123,-6.53420291563513,-4.731967344366488,0.9153230347855859,0.8869125364830559,500,500
Phosphorus Surplus,Phosphorus Surplus,7.443990026487229,-7.443990026487229,8.298727040252338,4.461430084613421,11.235006988936918,-10.38026997517181,-3.606693070848312,2.9362799486845814,3.8372969556389167,500,500
Nitrogen Surplus,Nitrogen Surplus,9.551488490706419,-9.551488490706419,10.815745796685732,9.127673814648906,12.46925799065262,-11.205000684673307,-7.863416508669593,1.653512193966888,1.688071982036826,500,500
Water Demand,Water Demand,2.5622906744416745,-2.5622906744416745,1.6286429900810386,-3.7101038409187397,6.331339934804314,-7.26498761916495,2.7764561565581034,4.702696944723275,5.338746830999778,500,500
