Target,Source,quantity
MEGHALAYA,MANIPUR,0.0
MEGHALAYA,MEGHALAYA,0.0
MEGHALAYA,MIZORAM,0.0
MEGHALAYA,NAGALAND,0.0
MEGHALAYA,ODISHA,0.0
MEGHALAYA,PUDUCHERRY,0.0
MEGHALAYA,PUNJAB,0.0
MEGHALAYA,RAJASHTHAN,0.0
MEGHALAYA,TAMIL NADU,0.0
MEGHALAYA,TELANGANA,0.0
MEGHALAYA,TRIPURA,0.0
MEGHALAYA,UTTAR PRADESH,0.0
MEGHALAYA,UTTARAKHAND,0.0
MEGHALAYA,WEST BENGAL,0.0
MIZORAM,ANDHRA PRADESH,0.0
MIZORAM,ARUNACHAL PRADESH,0.0
MIZORAM,ASSAM,0.0
MIZORAM,BIHAR,0.0
MIZORAM,CHANDIGARH,0.0
MIZORAM,CHATTISGARH,0.0
MIZORAM,DAMAN & DIU,0.0
MIZORAM,DELHI,0.0
MIZORAM,GOA,0.0
MIZORAM,GUJARAT,0.0
MIZORAM,HARYANA,0.0
MIZORAM,HIMACHAL PRADESH,0.0
MIZORAM,JAMMU & KASHMIR,0.0
MIZORAM,JHARKHAND,0.0
MIZORAM,KARNATAKA,0.0
MIZORAM,KERALA,0.0
MIZORAM,MADHYA PRADESH,0.0
MIZORAM,MAHARASHTRA,0.0
MIZORAM,MANIPUR,0.0
MIZORAM,MEGHALAYA,0.0
MIZORAM,MIZORAM,0.0
MIZORAM,NAGALAND,0.0
MIZORAM,ODISHA,0.0
MIZORAM,PUDUCHERRY,0.0
MIZORAM,PUNJAB,0.0
MIZORAM,RAJASHTHAN,0.0
MIZORAM,TAMIL NADU,0.0
MIZORAM,TELANGANA,0.0
MIZORAM,TRIPURA,0.0
MIZORAM,UTTAR PRADESH,0.0
MIZORAM,UTTARAKHAND,0.0
MIZORAM,WEST BENGAL,0.0
NAGALAND,ANDHRA PRADESH,0.0
NAGALAND,ARUNACHAL PRADESH,0.0
NAGALAND,ASSAM,0.0
NAGALAND,BIHAR,0.0
NAGALAND,CHANDIGARH,0.0
NAGALAND,CHATTISGARH,0.0
NAGALAND,DAMAN & DIU,0.0
NAGALAND,DELHI,0.0
NAGALAND,GOA,0.0
NAGALAND,GUJARAT,0.0
NAGALAND,HARYANA,0.0
NAGALAND,HIMACHAL PRADESH,0.0
NAGALAND,JAMMU & KASHMIR,0.0
NAGALAND,JHARKHAND,0.0
NAGALAND,KARNATAKA,0.0
NAGALAND,KERALA,0.0
NAGALAND,MADHYA PRADESH,0.0
NAGALAND,MAHARASHTRA,0.0
NAGALAND,MANIPUR,0.0
NAGALAND,MEGHALAYA,0.0
NAGALAND,MIZORAM,0.0
NAGALAND,NAGALAND,0.0
NAGALAND,ODISHA,0.0
NAGALAND,PUDUCHERRY,0.0
NAGALAND,PUNJAB,0.0
NAGALAND,RAJASHTHAN,0.0
NAGALAND,TAMIL NADU,0.0
NAGALAND,TELANGANA,0.0
NAGALAND,TRIPURA,0.0
NAGALAND,UTTAR PRADESH,0.0
NAGALAND,UTTARAKHAND,0.0
NAGALAND,WEST BENGAL,0.0
ODISHA,ANDHRA PRADESH,0.0
ODISHA,ARUNACHAL PRADESH,0.0
ODISHA,ASSAM,0.0
ODISHA,BIHAR,0.0
ODISHA,CHANDIGARH,0.0
ODISHA,CHATTISGARH,0.0
ODISHA,DAMAN & DIU,0.0
ODISHA,DELHI,0.0
ODISHA,GOA,0.0
ODISHA,GUJARAT,0.0
ODISHA,HARYANA,0.0
ODISHA,HIMACHAL PRADESH,0.0
ODISHA,JAMMU & KASHMIR,0.0
ODISHA,JHARKHAND,0.0
ODISHA,KARNATAKA,0.0
ODISHA,KERALA,0.0
ODISHA,MADHYA PRADESH,0.0
ODISHA,MAHARASHTRA,0.0
ODISHA,MANIPUR,0.0
ODISHA,MEGHALAYA,0.0
ODISHA,MIZORAM,0.0
ODISHA,NAGALAND,0.0
ODISHA,ODISHA,0.0
ODISHA,PUDUCHERRY,0.0
ODISHA,PUNJAB,0.0
ODISHA,RAJASHTHAN,0.0
ODISHA,TAMIL NADU,0.0
ODISHA,TELANGANA,0.0
ODISHA,TRIPURA,0.0
ODISHA,UTTAR PRADESH,0.0
ODISHA,UTTARAKHAND,0.0
ODISHA,WEST BENGAL,0.0
PUDUCHERRY,ANDHRA PRADESH,0.0
PUDUCHERRY,ARUNACHAL PRADESH,0.0
PUDUCHERRY,ASSAM,0.0
PUDUCHERRY,BIHAR,0.0
PUDUCHERRY,CHANDIGARH,0.0
PUDUCHERRY,CHATTISGARH,0.0
PUDUCHERRY,DAMAN & DIU,0.0
PUDUCHERRY,DELHI,0.0
PUDUCHERRY,GOA,0.0
PUDUCHERRY,GUJARAT,0.0
PUDUCHERRY,HARYANA,0.0
PUDUCHERRY,HIMACHAL PRADESH,0.0
PUDUCHERRY,JAMMU & KASHMIR,0.0
PUDUCHERRY,JHARKHAND,0.0
PUDUCHERRY,KARNATAKA,0.0
PUDUCHERRY,KERALA,0.0
PUDUCHERRY,MADHYA PRADESH,0.0
PUDUCHERRY,MAHARASHTRA,0.0
PUDUCHERRY,MANIPUR,0.0
PUDUCHERRY,MEGHALAYA,0.0
PUDUCHERRY,MIZORAM,0.0
PUDUCHERRY,NAGALAND,0.0
PUDUCHERRY,ODISHA,0.0
PUDUCHERRY,PUDUCHERRY,0.0
PUDUCHERRY,PUNJAB,0.0
PUDUCHERRY,RAJASHTHAN,0.0
PUDUCHERRY,TAMIL NADU,0.0
PUDUCHERRY,TELANGANA,0.0
PUDUCHERRY,TRIPURA,0.0
PUDUCHERRY,UTTAR PRADESH,0.0
PUDUCHERRY,UTTARAKHAND,0.0
PUDUCHERRY,WEST BENGAL,0.0
PUNJAB,ANDHRA PRADESH,0.0
PUNJAB,ARUNACHAL PRADESH,0.0
PUNJAB,ASSAM,0.0
PUNJAB,BIHAR,0.0
PUNJAB,CHANDIGARH,0.0
PUNJAB,CHATTISGARH,0.0
PUNJAB,DAMAN & DIU,0.0
PUNJAB,DELHI,0.0
PUNJAB,GOA,0.0
PUNJAB,GUJARAT,0.0
PUNJAB,HARYANA,0.0
PUNJAB,HIMACHAL PRADESH,0.0
PUNJAB,JAMMU & KASHMIR,0.0
PUNJAB,JHARKHAND,0.0
PUNJAB,KARNATAKA,0.0
PUNJAB,KERALA,0.0
PUNJAB,MADHYA PRADESH,581660.0
PUNJAB,MAHARASHTRA,0.0
PUNJAB,MANIPUR,0.0
PUNJAB,MEGHALAYA,0.0
PUNJAB,MIZORAM,0.0
PUNJAB,NAGALAND,0.0
PUNJAB,ODISHA,0.0
PUNJAB,PUDUCHERRY,0.0
PUNJAB,PUNJAB,0.0
PUNJAB,RAJASHTHAN,0.0
PUNJAB,TAMIL NADU,0.0
PUNJAB,TELANGANA,0.0
PUNJAB,TRIPURA,0.0
PUNJAB,UTTAR PRADESH,0.0
PUNJAB,UTTARAKHAND,0.0
PUNJAB,WEST BENGAL,0.0
RAJASHTHAN,ANDHRA PRADESH,0.0
RAJASHTHAN,ARUNACHAL PRADESH,0.0
RAJASHTHAN,ASSAM,0.0
RAJASHTHAN,BIHAR,0.0
RAJASHTHAN,CHANDIGARH,0.0
RAJASHTHAN,CHATTISGARH,0.0
RAJASHTHAN,DAMAN & DIU,0.0
RAJASHTHAN,DELHI,0.0
RAJASHTHAN,GOA,0.0
RAJASHTHAN,GUJARAT,0.0
RAJASHTHAN,HARYANA,0.0
RAJASHTHAN,HIMACHAL PRADESH,0.0
RAJASHTHAN,JAMMU & KASHMIR,0.0
RAJASHTHAN,JHARKHAND,0.0
RAJASHTHAN,KARNATAKA,0.0
RAJASHTHAN,KERALA,0.0
RAJASHTHAN,MADHYA PRADESH,0.0
RAJASHTHAN,MAHARASHTRA,0.0
RAJASHTHAN,MANIPUR,0.0
RAJASHTHAN,MEGHALAYA,0.0
RAJASHTHAN,MIZORAM,0.0
RAJASHTHAN,NAGALAND,0.0
RAJASHTHAN,ODISHA,0.0
RAJASHTHAN,PUDUCHERRY,0.0
RAJASHTHAN,PUNJAB,0.0
RAJASHTHAN,RAJASHTHAN,0.0
RAJASHTHAN,TAMIL NADU,0.0
RAJASHTHAN,TELANGANA,0.0
RAJASHTHAN,TRIPURA,0.0
RAJASHTHAN,UTTAR PRADESH,0.0
RAJASHTHAN,UTTARAKHAND,0.0
RAJASHTHAN,WEST BENGAL,0.0
TAMIL NADU,ANDHRA PRADESH,26235.0
TAMIL NADU,ARUNACHAL PRADESH,0.0
TAMIL NADU,ASSAM,0.0
TAMIL NADU,BIHAR,0.0
TAMIL NADU,CHANDIGARH,0.0
TAMIL NADU,CHATTISGARH,0.0
TAMIL NADU,DAMAN & DIU,0.0
TAMIL NADU,DELHI,0.0
TAMIL NADU,GOA,0.0
TAMIL NADU,GUJARAT,0.0
TAMIL NADU,HARYANA,0.0
TAMIL NADU,HIMACHAL PRADESH,0.0
TAMIL NADU,JAMMU & KASHMIR,0.0
TAMIL NADU,JHARKHAND,0.0
TAMIL NADU,KARNATAKA,0.0
TAMIL NADU,KERALA,0.0
TAMIL NADU,MADHYA PRADESH,439020.0
TAMIL NADU,MAHARASHTRA,0.0
TAMIL NADU,MANIPUR,0.0
TAMIL NADU,MEGHALAYA,0.0
TAMIL NADU,MIZORAM,0.0
TAMIL NADU,NAGALAND,0.0
TAMIL NADU,ODISHA,0.0
TAMIL NADU,PUDUCHERRY,0.0
TAMIL NADU,PUNJAB,0.0
TAMIL NADU,RAJASHTHAN,79121.33333333333
TAMIL NADU,TAMIL NADU,0.0
TAMIL NADU,TELANGANA,0.0
TAMIL NADU,TRIPURA,0.0
TAMIL NADU,UTTAR PRADESH,181166.66666666666
TAMIL NADU,UTTARAKHAND,0.0
TAMIL NADU,WEST BENGAL,0.0
TELANGANA,ARUNACHAL PRADESH,0.0
TELANGANA,ASSAM,0.0
TELANGANA,BIHAR,0.0
TELANGANA,CHANDIGARH,0.0
TELANGANA,CHATTISGARH,0.0
TELANGANA,DAMAN & DIU,0.0
TELANGANA,DELHI,0.0
TELANGANA,GOA,0.0
TELANGANA,GUJARAT,0.0
TELANGANA,HARYANA,0.0
TELANGANA,HIMACHAL PRADESH,0.0
TELANGANA,JAMMU & KASHMIR,0.0
TELANGANA,JHARKHAND,0.0
TELANGANA,KARNATAKA,0.0
TELANGANA,KERALA,0.0
TELANGANA,MADHYA PRADESH,0.0
TELANGANA,MAHARASHTRA,0.0
TELANGANA,MANIPUR,0.0
TELANGANA,MEGHALAYA,0.0
TELANGANA,MIZORAM,0.0
TELANGANA,NAGALAND,0.0
TELANGANA,ODISHA,0.0
TELANGANA,PUDUCHERRY,0.0
TELANGANA,PUNJAB,0.0
TELANGANA,RAJASHTHAN,0.0
TELANGANA,TAMIL NADU,0.0
TELANGANA,TELANGANA,0.0
TELANGANA,TRIPURA,0.0
TELANGANA,UTTAR PRADESH,0.0
TELANGANA,UTTARAKHAND,0.0
TELANGANA,WEST BENGAL,0.0
TRIPURA,ANDHRA PRADESH,0.0
TRIPURA,ARUNACHAL PRADESH,0.0
TRIPURA,ASSAM,0.0
TRIPURA,BIHAR,0.0
TRIPURA,CHANDIGARH,0.0
TRIPURA,CHATTISGARH,0.0
TRIPURA,DAMAN & DIU,0.0
TRIPURA,DELHI,0.0
TRIPURA,GOA,0.0
TRIPURA,GUJARAT,0.0
TRIPURA,HARYANA,0.0
TRIPURA,HIMACHAL PRADESH,0.0
TRIPURA,JAMMU & KASHMIR,0.0
TRIPURA,JHARKHAND,0.0
TRIPURA,KARNATAKA,0.0
TRIPURA,KERALA,0.0
TRIPURA,MADHYA PRADESH,0.0
TRIPURA,MAHARASHTRA,0.0
TRIPURA,MANIPUR,0.0
TRIPURA,MEGHALAYA,0.0
TRIPURA,MIZORAM,0.0
TRIPURA,NAGALAND,0.0
TRIPURA,ODISHA,0.0
TRIPURA,PUDUCHERRY,0.0
TRIPURA,PUNJAB,0.0
TRIPURA,RAJASHTHAN,0.0
TRIPURA,TAMIL NADU,0.0
TRIPURA,TELANGANA,0.0
TRIPURA,TRIPURA,0.0
TRIPURA,UTTAR PRADESH,0.0
TRIPURA,UTTARAKHAND,0.0
TRIPURA,WEST BENGAL,0.0
UTTAR PRADESH,ANDHRA PRADESH,0.0
UTTAR PRADESH,ARUNACHAL PRADESH,0.0
UTTAR PRADESH,ASSAM,0.0
UTTAR PRADESH,BIHAR,0.0
UTTAR PRADESH,CHANDIGARH,0.0
UTTAR PRADESH,CHATTISGARH,0.0
UTTAR PRADESH,DAMAN & DIU,0.0
UTTAR PRADESH,DELHI,0.0
UTTAR PRADESH,GOA,0.0
UTTAR PRADESH,GUJARAT,0.0
UTTAR PRADESH,HARYANA,0.0
UTTAR PRADESH,HIMACHAL PRADESH,0.0
UTTAR PRADESH,JAMMU & KASHMIR,0.0
UTTAR PRADESH,JHARKHAND,0.0
UTTAR PRADESH,KARNATAKA,0.0
UTTAR PRADESH,KERALA,0.0
UTTAR PRADESH,MADHYA PRADESH,0.0
UTTAR PRADESH,MAHARASHTRA,0.0
UTTAR PRADESH,MANIPUR,0.0
UTTAR PRADESH,MEGHALAYA,0.0
UTTAR PRADESH,MIZORAM,0.0
UTTAR PRADESH,NAGALAND,0.0
UTTAR PRADESH,ODISHA,0.0
UTTAR PRADESH,PUDUCHERRY,0.0
UTTAR PRADESH,PUNJAB,0.0
UTTAR PRADESH,RAJASHTHAN,0.0
UTTAR PRADESH,TAMIL NADU,0.0
UTTAR PRADESH,TELANGANA,0.0
UTTAR PRADESH,TRIPURA,0.0
UTTAR PRADESH,UTTAR PRADESH,0.0
UTTAR PRADESH,UTTARAKHAND,0.0
UTTAR PRADESH,WEST BENGAL,0.0
UTTARAKHAND,ANDHRA PRADESH,0.0
UTTARAKHAND,ARUNACHAL PRADESH,0.0
UTTARAKHAND,ASSAM,0.0
UTTARAKHAND,BIHAR,0.0
UTTARAKHAND,CHANDIGARH,0.0
UTTARAKHAND,CHATTISGARH,0.0
UTTARAKHAND,DAMAN & DIU,0.0
UTTARAKHAND,DELHI,0.0
UTTARAKHAND,GOA,0.0
UTTARAKHAND,GUJARAT,0.0
UTTARAKHAND,HARYANA,0.0
UTTARAKHAND,HIMACHAL PRADESH,0.0
UTTARAKHAND,JAMMU & KASHMIR,0.0
UTTARAKHAND,JHARKHAND,0.0
UTTARAKHAND,KARNATAKA,0.0
UTTARAKHAND,KERALA,0.0
UTTARAKHAND,MADHYA PRADESH,0.0
UTTARAKHAND,MAHARASHTRA,0.0
UTTARAKHAND,MANIPUR,0.0
UTTARAKHAND,MEGHALAYA,0.0
UTTARAKHAND,MIZORAM,0.0
UTTARAKHAND,NAGALAND,0.0
UTTARAKHAND,ODISHA,0.0
UTTARAKHAND,PUDUCHERRY,0.0
UTTARAKHAND,PUNJAB,0.0
UTTARAKHAND,RAJASHTHAN,0.0
UTTARAKHAND,TAMIL NADU,0.0
UTTARAKHAND,TELANGANA,0.0
UTTARAKHAND,TRIPURA,0.0
UTTARAKHAND,UTTAR PRADESH,0.0
UTTARAKHAND,UTTARAKHAND,0.0
UTTARAKHAND,WEST BENGAL,0.0
WEST BENGAL,ANDHRA PRADESH,0.0
WEST BENGAL,ARUNACHAL PRADESH,0.0
WEST BENGAL,ASSAM,0.0
WEST BENGAL,BIHAR,0.0
WEST BENGAL,CHANDIGARH,0.0
WEST BENGAL,CHATTISGARH,0.0
WEST BENGAL,DAMAN & DIU,0.0
WEST BENGAL,DELHI,0.0
WEST BENGAL,GOA,0.0
WEST BENGAL,GUJARAT,0.0
WEST BENGAL,HARYANA,0.0
WEST BENGAL,HIMACHAL PRADESH,0.0
WEST BENGAL,JAMMU & KASHMIR,0.0
WEST BENGAL,JHARKHAND,0.0
WEST BENGAL,KARNATAKA,0.0
WEST BENGAL,KERALA,0.0
WEST BENGAL,MADHYA PRADESH,0.0
WEST BENGAL,MAHARASHTRA,210.0
WEST BENGAL,MANIPUR,0.0
WEST BENGAL,MEGHALAYA,0.0
WEST BENGAL,MIZORAM,0.0
WEST BENGAL,NAGALAND,0.0
WEST BENGAL,ODISHA,0.0
WEST BENGAL,PUDUCHERRY,0.0
WEST BENGAL,PUNJAB,0.0
WEST BENGAL,RAJASHTHAN,0.0
WEST BENGAL,TAMIL NADU,0.0
WEST BENGAL,TELANGANA,0.0
WEST BENGAL,TRIPURA,0.0
WEST BENGAL,UTTAR PRADESH,88700.0
WEST BENGAL,UTTARAKHAND,0.0
WEST BENGAL,WEST BENGAL,0.0
