state,crop,Year,district,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Jharkhand,maize,2017, BOKARO CHATRA DEOGHAR DHANBAD DUMKA EAST SINGHBUM GARHWA GIRIDIH GODDA GUMLA HAZARIBAGH JAMTARA KHUNTI KODERMA LATEHAR LOHARDAGA PAKUR PALAMU RAMGARH RANCHI SAHEBGANJ SARAIKELA KHARSAWAN SIMDEGA WEST SINGHBHUM CHATRA DEOGHAR DUMKA EAST SINGHBUM GARHWA GIRIDIH GODDA GUMLA JAMTARA KHUNTI KODERMA PAKUR PALAMU RANCHI SAHEBGANJ SARAIKELA KHARSAWAN SIMDEGA WEST SINGHBHUM,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,294698.0,596732.0,84.44258439757478
Jharkhand,bajra,2017, BOKARO DHANBAD DUMKA EAST SINGHBUM GIRIDIH SAHEBGANJ SARAIKELA KHARSAWAN SIMDEGA WEST SINGHBHUM,KharifKharifKharifKharifKharifKharifKharifKharifKharif,614.0,354.0,5.754276804276804
Jharkhand,jowar,2017, BOKARO CHATRA DHANBAD DUMKA EAST SINGHBUM GARHWA GIRIDIH GUMLA HAZARIBAGH JAMTARA KHUNTI KODERMA LATEHAR LOHARDAGA PAKUR RAMGARH RANCHI SAHEBGANJ SARAIKELA KHARSAWAN SIMDEGA WEST SINGHBHUM,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharif,3329.0,2210.0,14.745465659736219
Jharkhand,ragi,2017, CHATRA DHANBAD DUMKA GUMLA HAZARIBAGH KHUNTI KODERMA LATEHAR LOHARDAGA RAMGARH RANCHI SARAIKELA KHARSAWAN SIMDEGA WEST SINGHBHUM,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharif,19013.0,18485.0,12.776659494502526
Jharkhand,rice,2017, BOKARO CHATRA DEOGHAR DHANBAD DUMKA EAST SINGHBUM GARHWA GIRIDIH GODDA GUMLA HAZARIBAGH JAMTARA KHUNTI KODERMA LATEHAR LOHARDAGA PAKUR PALAMU RAMGARH RANCHI SAHEBGANJ SARAIKELA KHARSAWAN SIMDEGA WEST SINGHBHUM,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharif,1735411.0,3421253.0,48.54917706452376
Jharkhand,wheat,2017, BOKARO CHATRA DEOGHAR DHANBAD DUMKA EAST SINGHBUM GARHWA GIRIDIH GODDA GUMLA HAZARIBAGH JAMTARA KHUNTI KODERMA LATEHAR LOHARDAGA PAKUR PALAMU RAMGARH RANCHI SAHEBGANJ SARAIKELA KHARSAWAN SIMDEGA WEST SINGHBHUM,RabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,220963.0,468754.0,51.94814303358434
Karnataka,maize,2017, BAGALKOTE BALLARI BANGALORE RURAL BELAGAVI BENGALURU URBAN BIDAR CHAMARAJANAGARA CHIKKABALLAPURA CHIKKAMAGALURU CHITRADURGA DAVANGERE DHARWAD GADAG HASSAN HAVERI KALABURAGI KODAGU KOLAR KOPPAL MANDYA MYSURU RAICHUR RAMANAGARA SHIVAMOGGA TUMAKURU UTTARA KANNADA VIJAYAPURA YADAGIRI BAGALKOTE BALLARI BANGALORE RURAL BELAGAVI BENGALURU URBAN BIDAR CHAMARAJANAGARA CHIKKABALLAPURA CHITRADURGA DAVANGERE DHARWAD GADAG HASSAN HAVERI KALABURAGI KOPPAL MANDYA MYSURU RAICHUR RAMANAGARA SHIVAMOGGA TUMAKURU UDUPI UTTARA KANNADA VIJAYAPURA YADAGIRI,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,1307008.0,5610665.0,214.98915941230487
Karnataka,bajra,2017, BAGALKOTE BALLARI BANGALORE RURAL BELAGAVI BENGALURU URBAN BIDAR CHAMARAJANAGARA CHIKKABALLAPURA CHITRADURGA DAVANGERE GADAG KALABURAGI KOPPAL RAICHUR RAMANAGARA SHIVAMOGGA TUMAKURU VIJAYAPURA YADAGIRI BALLARI RAMANAGARA YADAGIRI,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabi,231550.0,367253.0,33.629882548102984
Karnataka,jowar,2017, BAGALKOTE BALLARI BELAGAVI BIDAR CHAMARAJANAGARA CHIKKAMAGALURU CHITRADURGA DAVANGERE DHARWAD GADAG HASSAN HAVERI KALABURAGI KOPPAL MYSURU SHIVAMOGGA YADAGIRI BAGALKOTE BALLARI BELAGAVI BIDAR CHAMARAJANAGARA CHIKKAMAGALURU CHITRADURGA DAVANGERE DHARWAD GADAG HASSAN HAVERI KALABURAGI KOPPAL MYSURU RAICHUR SHIVAMOGGA UTTARA KANNADA VIJAYAPURA YADAGIRI,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,1088098.0,1264010.0,53.43689709042897
Karnataka,ragi,2017, BALLARI BANGALORE RURAL BELAGAVI BENGALURU URBAN CHAMARAJANAGARA CHIKKABALLAPURA CHIKKAMAGALURU CHITRADURGA DAVANGERE DHARWAD HASSAN HAVERI KOLAR MANDYA MYSURU RAMANAGARA SHIVAMOGGA TUMAKURU BALLARI BANGALORE RURAL BENGALURU URBAN CHAMARAJANAGARA CHIKKABALLAPURA CHITRADURGA DAVANGERE HASSAN KOLAR MANDYA MYSURU RAMANAGARA SHIVAMOGGA TUMAKURU,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,777835.0,1568292.0,58.79144546001134
Karnataka,rice,2017, BALLARI BANGALORE RURAL BELAGAVI BENGALURU URBAN BIDAR CHAMARAJANAGARA CHIKKABALLAPURA CHIKKAMAGALURU CHITRADURGA DAKSHINA KANNADA DAVANGERE DHARWAD GADAG HASSAN HAVERI KALABURAGI KODAGU KOLAR KOPPAL MANDYA MYSURU RAICHUR RAMANAGARA SHIVAMOGGA TUMAKURU UDUPI UTTARA KANNADA VIJAYAPURA YADAGIRI BALLARI BALLARI BANGALORE RURAL BELAGAVI BENGALURU URBAN BENGALURU URBAN CHAMARAJANAGARA CHAMARAJANAGARA CHIKKABALLAPURA CHIKKAMAGALURU CHITRADURGA CHITRADURGA DAKSHINA KANNADA DAKSHINA KANNADA DAVANGERE DHARWAD GADAG HASSAN HAVERI KALABURAGI KALABURAGI KODAGU KODAGU KOLAR KOPPAL MANDYA MANDYA MYSURU RAICHUR RAMANAGARA RAMANAGARA SHIVAMOGGA SHIVAMOGGA TUMAKURU TUMAKURU UDUPI UDUPI UTTARA KANNADA UTTARA KANNADA YADAGIRI,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,992925.0,2907471.0,202.86776352502176
Karnataka,wheat,2017, BAGALKOTE BALLARI BELAGAVI BIDAR CHITRADURGA DAVANGERE DHARWAD GADAG HAVERI KALABURAGI KOPPAL RAICHUR TUMAKURU VIJAYAPURA YADAGIRI,RabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,193338.0,219087.0,15.972775638076193
Kerala,rice,2017, ALAPPUZHA ERNAKULAM IDUKKI KANNUR KASARAGOD KOLLAM KOTTAYAM KOZHIKODE MALAPPURAM PALAKKAD PATHANAMTHITTA THIRUVANANTHAPURAM THRISSUR ALAPPUZHA ALAPPUZHA ERNAKULAM ERNAKULAM IDUKKI IDUKKI KANNUR KANNUR KASARAGOD KASARAGOD KOLLAM KOLLAM KOTTAYAM KOTTAYAM KOZHIKODE KOZHIKODE MALAPPURAM MALAPPURAM PALAKKAD PALAKKAD PATHANAMTHITTA PATHANAMTHITTA THIRUVANANTHAPURAM THIRUVANANTHAPURAM THRISSUR THRISSUR WAYANAD WAYANAD,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,189086.0,521310.0,101.89237461025705
Madhya Pradesh,maize,2017, AGAR MALWA ALIRAJPUR ANUPPUR ASHOKNAGAR BALAGHAT BARWANI BETUL BHOPAL BURHANPUR CHHATARPUR CHHINDWARA DAMOH DATIA DEWAS DHAR DINDORI GUNA GWALIOR HARDA HOSHANGABAD INDORE JABALPUR JHABUA KATNI KHANDWA KHARGONE MANDLA MANDSAUR MORENA NARSINGHPUR NEEMUCH PANNA RAISEN RAJGARH RATLAM REWA SAGAR SATNA SEHORE SEONI SHAHDOL SHAJAPUR SHEOPUR SHIVPURI SIDHI SINGRAULI TIKAMGARH UJJAIN UMARIA VIDISHA ALIRAJPUR ANUPPUR ASHOKNAGAR BALAGHAT BARWANI BETUL BHOPAL BURHANPUR CHHINDWARA DAMOH DHAR HARDA HOSHANGABAD INDORE JHABUA KATNI KHANDWA KHARGONE MANDSAUR NEEMUCH RAISEN RAJGARH SEONI SHAHDOL SHAJAPUR SINGRAULI UJJAIN VIDISHA,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,1352160.0,4812570.0,226.64352309859606
Madhya Pradesh,bajra,2017, ALIRAJPUR ASHOKNAGAR BARWANI BHIND BURHANPUR CHHATARPUR DHAR GWALIOR JHABUA KHANDWA KHARGONE MANDSAUR MORENA NARSINGHPUR REWA SATNA SEHORE SHAJAPUR SHEOPUR SHIVPURI SIDHI SINGRAULI UMARIA,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharif,309940.0,754740.0,36.88629268664588
Madhya Pradesh,jowar,2017, AGAR MALWA ALIRAJPUR ANUPPUR ASHOKNAGAR BARWANI BETUL BHIND BHOPAL BURHANPUR CHHATARPUR CHHINDWARA DAMOH DATIA DEWAS DHAR DINDORI GUNA GWALIOR HARDA HOSHANGABAD INDORE JABALPUR JHABUA KATNI KHANDWA KHARGONE MANDLA MANDSAUR MORENA NARSINGHPUR NEEMUCH PANNA RAISEN RAJGARH RATLAM REWA SAGAR SATNA SEHORE SEONI SHAHDOL SHAJAPUR SHEOPUR SHIVPURI SIDHI SINGRAULI TIKAMGARH UJJAIN UMARIA VIDISHA,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharif,270040.0,653420.0,111.36260671067642
Madhya Pradesh,rice,2017, ALIRAJPUR ANUPPUR ASHOKNAGAR BALAGHAT BARWANI BETUL BHIND BHOPAL BURHANPUR CHHATARPUR CHHINDWARA DAMOH DATIA DEWAS DHAR DINDORI GUNA GWALIOR HARDA HOSHANGABAD JABALPUR JHABUA KATNI KHANDWA KHARGONE MANDLA MORENA NARSINGHPUR PANNA RAISEN RAJGARH REWA SAGAR SATNA SEHORE SEONI SHAHDOL SHAJAPUR SHEOPUR SHIVPURI SIDHI SINGRAULI TIKAMGARH UMARIA VIDISHA ALIRAJPUR ASHOKNAGAR BALAGHAT BARWANI DAMOH DHAR GWALIOR HARDA INDORE KHANDWA MANDSAUR NARSINGHPUR NEEMUCH SEONI SHAHDOL UJJAIN UMARIA,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,2035140.0,4899058.0,114.6865960534964
Madhya Pradesh,wheat,2017, AGAR MALWA ALIRAJPUR ANUPPUR ASHOKNAGAR BALAGHAT BARWANI BETUL BHIND BHOPAL BURHANPUR CHHATARPUR CHHINDWARA DAMOH DATIA DEWAS DHAR DINDORI GUNA GWALIOR HARDA HOSHANGABAD INDORE JABALPUR JHABUA KATNI KHANDWA KHARGONE MANDLA MANDSAUR MORENA NARSINGHPUR NEEMUCH PANNA RAISEN RAJGARH RATLAM REWA SAGAR SATNA SEHORE SEONI SHAHDOL SHAJAPUR SHEOPUR SHIVPURI SIDHI SINGRAULI TIKAMGARH UJJAIN UMARIA VIDISHA,RabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,5802980.0,20019950.0,170.65976734270288
Maharashtra,maize,2017, AHMEDNAGAR AKOLA AMRAVATI AURANGABAD BEED BULDHANA CHANDRAPUR DHULE GADCHIROLI HINGOLI JALGAON JALNA KOLHAPUR LATUR NAGPUR NANDED NANDURBAR NASHIK OSMANABAD PARBHANI PUNE SANGLI SATARA SOLAPUR WASHIM YAVATMAL AHMEDNAGAR AKOLA AMRAVATI AURANGABAD BEED BHANDARA BULDHANA CHANDRAPUR DHULE GADCHIROLI GONDIA HINGOLI JALGAON JALNA KOLHAPUR LATUR NAGPUR NANDED NANDURBAR NASHIK OSMANABAD PARBHANI PUNE SANGLI SATARA SOLAPUR THANE WARDHA WASHIM YAVATMAL,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,1063507.0,3125403.0,114.76038270053954
Maharashtra,bajra,2017, AHMEDNAGAR AKOLA AMRAVATI AURANGABAD BEED BULDHANA DHULE HINGOLI JALGAON JALNA LATUR NANDURBAR NASHIK OSMANABAD PARBHANI PUNE SANGLI SATARA SOLAPUR WASHIM YAVATMAL,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharif,787833.0,669176.0,12.79083203654789
Maharashtra,jowar,2017, AHMEDNAGAR AKOLA AMRAVATI AURANGABAD BEED BULDHANA CHANDRAPUR DHULE GADCHIROLI HINGOLI JALGAON JALNA KOLHAPUR LATUR NAGPUR NANDED NANDURBAR NASHIK OSMANABAD PARBHANI PUNE SANGLI SATARA WARDHA WASHIM YAVATMAL AHMEDNAGAR AKOLA AURANGABAD BEED BULDHANA CHANDRAPUR DHULE GADCHIROLI HINGOLI JALGAON JALNA KOLHAPUR LATUR NAGPUR NANDED NANDURBAR NASHIK OSMANABAD PARBHANI PUNE SANGLI SATARA SOLAPUR WARDHA WASHIM YAVATMAL,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,3464153.0,2389682.0,43.9341496887429
Maharashtra,ragi,2017, AHMEDNAGAR DHULE KOLHAPUR NANDURBAR NASHIK PALGHAR PUNE RAIGAD RATNAGIRI SATARA SINDHUDURG THANE,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharif,92817.0,106410.0,13.448593356859947
Maharashtra,rice,2017, AHMEDNAGAR AMRAVATI BEED BHANDARA CHANDRAPUR DHULE GADCHIROLI GONDIA KOLHAPUR LATUR NAGPUR NANDED NANDURBAR NASHIK OSMANABAD PALGHAR PUNE RAIGAD RATNAGIRI SANGLI SATARA SINDHUDURG SOLAPUR THANE BHANDARA CHANDRAPUR GADCHIROLI GONDIA KOLHAPUR NAGPUR NANDED PALGHAR RAIGAD RATNAGIRI SINDHUDURG THANE,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,1450943.0,2730800.0,69.72679939097573
Maharashtra,wheat,2017, AHMEDNAGAR AKOLA AMRAVATI AURANGABAD BEED BHANDARA BULDHANA CHANDRAPUR DHULE GADCHIROLI GONDIA HINGOLI JALGAON JALNA KOLHAPUR LATUR NAGPUR NANDED NANDURBAR NASHIK OSMANABAD PALGHAR PARBHANI PUNE SANGLI SATARA SOLAPUR THANE WARDHA WASHIM YAVATMAL,RabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,1137731.5,1884842.0,46.65187003000153
Manipur,maize,2017, BISHNUPUR CHANDEL CHURACHANDPUR IMPHAL EAST IMPHAL WEST SENAPATI TAMENGLONG THOUBAL UKHRUL BISHNUPUR CHANDEL CHURACHANDPUR IMPHAL EAST IMPHAL WEST SENAPATI TAMENGLONG THOUBAL UKHRUL,KharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabi,26930.0,63090.0,42.42109826523962
Manipur,rice,2017, BISHNUPUR CHANDEL CHURACHANDPUR IMPHAL EAST IMPHAL WEST SENAPATI TAMENGLONG THOUBAL UKHRUL,KharifKharifKharifKharifKharifKharifKharifKharifKharif,236710.0,607820.0,19.614065621980107
Manipur,wheat,2017, BISHNUPUR CHURACHANDPUR IMPHAL EAST IMPHAL WEST SENAPATI THOUBAL,RabiRabiRabiRabiRabiRabi,2250.0,5620.0,15.019484702093397
Meghalaya,maize,2017, EAST GARO HILLS EAST JAINTIA HILLS EAST KHASI HILLS NORTH GARO HILLS RI BHOI SOUTH GARO HILLS SOUTH WEST GARO HILLS SOUTH WEST KHASI HILLS WEST GARO HILLS WEST JAINTIA HILLS WEST KHASI HILLS,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharif,18152.0,41624.0,24.718962832958493
Meghalaya,rice,2017, EAST GARO HILLS EAST JAINTIA HILLS EAST KHASI HILLS NORTH GARO HILLS RI BHOI SOUTH GARO HILLS SOUTH WEST GARO HILLS SOUTH WEST KHASI HILLS WEST GARO HILLS WEST JAINTIA HILLS WEST KHASI HILLS EAST GARO HILLS EAST GARO HILLS EAST JAINTIA HILLS EAST JAINTIA HILLS EAST KHASI HILLS EAST KHASI HILLS NORTH GARO HILLS NORTH GARO HILLS RI BHOI RI BHOI SOUTH GARO HILLS SOUTH GARO HILLS SOUTH WEST GARO HILLS SOUTH WEST GARO HILLS SOUTH WEST KHASI HILLS SOUTH WEST KHASI HILLS WEST GARO HILLS WEST GARO HILLS WEST JAINTIA HILLS WEST JAINTIA HILLS WEST KHASI HILLS WEST KHASI HILLS,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,111141.0,304548.0,82.38183301089279
Meghalaya,wheat,2017, EAST GARO HILLS NORTH GARO HILLS SOUTH WEST GARO HILLS WEST GARO HILLS WEST KHASI HILLS,RabiRabiRabiRabiRabi,460.0,887.0,8.175997935021702
Mizoram,maize,2017, AIZAWL CHAMPHAI KOLASIB LAWNGTLAI LUNGLEI MAMIT SAIHA SERCHHIP AIZAWL CHAMPHAI KOLASIB LAWNGTLAI LUNGLEI MAMIT SAIHA SERCHHIP,KharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabi,5979.2,9470.3,24.263262631778122
Mizoram,rice,2017, AIZAWL CHAMPHAI KOLASIB LAWNGTLAI LUNGLEI MAMIT SAIHA SERCHHIP LAWNGTLAI SAIHA,KharifKharifKharifKharifKharifKharifKharifKharifRabiRabi,36114.2,59605.700000000004,17.002081882342647
Nagaland,maize,2017, DIMAPUR KIPHIRE KOHIMA LONGLENG MOKOKCHUNG MON PEREN PHEK TUENSANG WOKHA ZUNHEBOTO DIMAPUR KIPHIRE MOKOKCHUNG MON PHEK WOKHA,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabi,69010.0,136780.0,33.68440700974315
Nagaland,bajra,2017, DIMAPUR KIPHIRE KOHIMA LONGLENG MOKOKCHUNG MON PEREN PHEK TUENSANG WOKHA ZUNHEBOTO,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharif,700.0,710.0,10.95
Nagaland,jowar,2017, KOHIMA MON PHEK WOKHA ZUNHEBOTO,KharifKharifKharifKharifKharif,270.0,260.0,4.8
Nagaland,ragi,2017, DIMAPUR KIPHIRE LONGLENG MOKOKCHUNG MON TUENSANG WOKHA,KharifKharifKharifKharifKharifKharifKharif,340.0,330.0,6.875
Nagaland,rice,2017, DIMAPUR KIPHIRE KOHIMA LONGLENG MOKOKCHUNG MON PEREN PHEK TUENSANG WOKHA ZUNHEBOTO DIMAPUR MON PEREN,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabi,212000.0,524440.0,35.116297643665135
Nagaland,wheat,2017, DIMAPUR KOHIMA MOKOKCHUNG MON PEREN PHEK TUENSANG WOKHA ZUNHEBOTO,RabiRabiRabiRabiRabiRabiRabiRabiRabi,3410.0,6260.0,16.51641551067684
Odisha,maize,2017, ANUGUL BALANGIR BARGARH BOUDH DEOGARH DHENKANAL GAJAPATI GANJAM JHARSUGUDA KALAHANDI KANDHAMAL KENDUJHAR KHORDHA KORAPUT MALKANGIRI MAYURBHANJ NABARANGPUR NAYAGARH NUAPADA RAYAGADA SUNDARGARH ANUGUL BALANGIR BARGARH DHENKANAL GAJAPATI GANJAM JHARSUGUDA KALAHANDI KENDUJHAR KORAPUT MALKANGIRI MAYURBHANJ NABARANGPUR RAYAGADA SUNDARGARH,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,46942.0,117948.6,72.41711844353641
Odisha,ragi,2017, GAJAPATI GANJAM JHARSUGUDA KALAHANDI KORAPUT MALKANGIRI MAYURBHANJ NABARANGPUR NAYAGARH NUAPADA RAYAGADA SUNDARGARH GAJAPATI GANJAM JHARSUGUDA KALAHANDI KANDHAMAL KHORDHA KORAPUT MALKANGIRI NABARANGPUR NAYAGARH RAYAGADA SUNDARGARH,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,42592.0,32646.900000000005,13.820812984403542
Odisha,rice,2017, ANUGUL BALANGIR BALESHWAR BARGARH BOUDH CUTTACK DEOGARH DHENKANAL GAJAPATI GANJAM JAGATSINGHAPUR JAJAPUR JHARSUGUDA KALAHANDI KANDHAMAL KENDRAPARA KENDUJHAR KHORDHA KORAPUT MALKANGIRI MAYURBHANJ NABARANGPUR NUAPADA PURI RAYAGADA SAMBALPUR SONEPUR SUNDARGARH ANUGUL ANUGUL BALANGIR BALANGIR BALESHWAR BALESHWAR BARGARH BARGARH BHADRAK BHADRAK BOUDH BOUDH CUTTACK CUTTACK DEOGARH DHENKANAL DHENKANAL GAJAPATI GAJAPATI GANJAM GANJAM JAGATSINGHAPUR JAGATSINGHAPUR JAJAPUR JAJAPUR JHARSUGUDA JHARSUGUDA KALAHANDI KALAHANDI KANDHAMAL KANDHAMAL KENDRAPARA KENDRAPARA KENDUJHAR KENDUJHAR KHORDHA KHORDHA KORAPUT KORAPUT MALKANGIRI MALKANGIRI MAYURBHANJ MAYURBHANJ NABARANGPUR NABARANGPUR NAYAGARH NUAPADA NUAPADA PURI PURI RAYAGADA RAYAGADA SAMBALPUR SAMBALPUR SONEPUR SONEPUR SUNDARGARH SUNDARGARH,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,3766390.0,6551370.0,161.35370970812332
Odisha,wheat,2017, BALANGIR BARGARH DHENKANAL KALAHANDI KENDUJHAR MAYURBHANJ SUNDARGARH,RabiRabiRabiRabiRabiRabiRabi,73.0,157.9,16.706141414141413
Puducherry,bajra,2017, PONDICHERRY PONDICHERRY,KharifRabi,14.0,39.0,5.5777777777777775
Puducherry,jowar,2017, PONDICHERRY PONDICHERRY,KharifRabi,5.0,15.0,6.0
Puducherry,ragi,2017, PONDICHERRY PONDICHERRY,KharifRabi,45.0,130.0,5.8076923076923075
Puducherry,rice,2017, KARAIKAL PONDICHERRY YANAM KARAIKAL KARAIKAL PONDICHERRY PONDICHERRY YANAM,KharifKharifKharifRabiRabiRabiRabiRabi,17371.0,55987.0,25.274003948469883
Punjab,maize,2017, AMRITSAR FAZILKA GURDASPUR HOSHIARPUR JALANDHAR KAPURTHALA LUDHIANA PATHANKOT PATIALA RUPNAGAR SAS NAGAR SHAHID BHAGAT SINGH NAGAR,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharif,114000.0,423000.0,44.987554112554115
Punjab,bajra,2017, BATHINDA FAZILKA MANSA SANGRUR,KharifKharifKharifKharif,1000.0,600.0,2.6
Punjab,rice,2017, AMRITSAR BARNALA BATHINDA FARIDKOT FATEHGARH SAHIB FAZILKA FIROZEPUR GURDASPUR HOSHIARPUR JALANDHAR KAPURTHALA LUDHIANA MANSA MOGA MUKTSAR PATHANKOT PATIALA RUPNAGAR SANGRUR SAS NAGAR SHAHID BHAGAT SINGH NAGAR TARN TARAN,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharif,3065000.0,13382000.0,93.5792533381004
