state,crop,Year,district,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Punjab,wheat,2017, AMRITSAR BARNALA BATHINDA FARIDKOT FATEHGARH SAHIB FAZILKA FIROZEPUR GURDASPUR HOSHIARPUR JALANDHAR KAPURTHALA LUDHIANA MANSA MOGA MUKTSAR PATHANKOT PATIALA RUPNAGAR SANGRUR SAS NAGAR SHAHID BHAGAT SINGH NAGAR TARN TARAN,RabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,3512000.0,17830000.0,110.29394871233072
Rajasthan,maize,2017, AJMER ALWAR BANSWARA BARAN BARMER BHARATPUR BHILWARA BUNDI CHITTORGARH CHURU DAUSA DUNGARPUR GANGANAGAR HANUMANGARH JAIPUR JALORE JHALAWAR JODHPUR KARAULI KOTA NAGAUR PALI PRATAPGARH RAJSAMAND SAWAI MADHOPUR SIKAR SIROHI TONK UDAIPUR,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharif,870123.0,1763557.0,59.402826350376635
Rajasthan,bajra,2017, AJMER ALWAR BANSWARA BARAN BARMER BHARATPUR BHILWARA BIKANER BUNDI CHITTORGARH CHURU DAUSA DHOLPUR DUNGARPUR GANGANAGAR HANUMANGARH JAIPUR JAISALMER JALORE JHALAWAR JHUNJHUNU JODHPUR KARAULI KOTA NAGAUR PALI PRATAPGARH RAJSAMAND SAWAI MADHOPUR SIKAR SIROHI TONK UDAIPUR,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharif,4264301.0,3756813.0,33.40652610171804
Rajasthan,jowar,2017, AJMER ALWAR BANSWARA BARAN BARMER BHARATPUR BHILWARA BIKANER BUNDI CHITTORGARH CHURU DAUSA DHOLPUR DUNGARPUR GANGANAGAR HANUMANGARH JAIPUR JAISALMER JALORE JHALAWAR JODHPUR KARAULI KOTA NAGAUR PALI PRATAPGARH RAJSAMAND SAWAI MADHOPUR TONK UDAIPUR,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharif,509129.0,300831.0,18.888492870434657
Rajasthan,rice,2017, AJMER ALWAR BANSWARA BARAN BHARATPUR BHILWARA BUNDI CHITTORGARH DHOLPUR DUNGARPUR GANGANAGAR HANUMANGARH JHALAWAR KARAULI KOTA PRATAPGARH RAJSAMAND SAWAI MADHOPUR TONK UDAIPUR,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharif,190641.0,450932.0,45.09683893462934
Rajasthan,wheat,2017, AJMER ALWAR BANSWARA BARAN BARMER BHARATPUR BHILWARA BIKANER BUNDI CHITTORGARH CHURU DAUSA DHOLPUR DUNGARPUR GANGANAGAR HANUMANGARH JAIPUR JAISALMER JALORE JHALAWAR JHUNJHUNU JODHPUR KARAULI KOTA NAGAUR PALI PRATAPGARH RAJSAMAND SAWAI MADHOPUR SIKAR SIROHI TONK UDAIPUR,RabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,3050258.0,11280500.0,110.41206042501949
Sikkim,maize,2017, EAST DISTRICT NORTH DISTRICT SOUTH DISTRICT WEST DISTRICT,KharifKharifKharifKharif,38458.0,67968.0,6.930919475987688
Sikkim,rice,2017, EAST DISTRICT NORTH DISTRICT SOUTH DISTRICT WEST DISTRICT,KharifKharifKharifKharif,9501.0,17636.0,7.262741161709219
Sikkim,wheat,2017, EAST DISTRICT NORTH DISTRICT,RabiRabi,172.0,185.0,2.06474358974359
Tamil Nadu,maize,2017, ARIYALUR COIMBATORE CUDDALORE DHARMAPURI DINDIGUL ERODE KANNIYAKUMARI KARUR KRISHNAGIRI MADURAI NAGAPATTINAM NAMAKKAL PERAMBALUR PUDUKKOTTAI SALEM SIVAGANGA THANJAVUR THENI TIRUCHIRAPPALLI TIRUNELVELI TIRUPPUR TIRUVANNAMALAI VELLORE VILLUPURAM VIRUDHUNAGAR ARIYALUR COIMBATORE CUDDALORE DHARMAPURI DINDIGUL ERODE KANNIYAKUMARI KARUR KRISHNAGIRI MADURAI NAGAPATTINAM NAMAKKAL PERAMBALUR PUDUKKOTTAI RAMANATHAPURAM SALEM SIVAGANGA THANJAVUR THENI THIRUVALLUR TIRUCHIRAPPALLI TIRUNELVELI TIRUPPUR TIRUVANNAMALAI TUTICORIN VELLORE VILLUPURAM VIRUDHUNAGAR,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,324518.0,2591632.0,418.84274287983357
Tamil Nadu,bajra,2017, ARIYALUR COIMBATORE CUDDALORE DHARMAPURI DINDIGUL ERODE KANCHIPURAM KARUR KRISHNAGIRI MADURAI NAMAKKAL PERAMBALUR PUDUKKOTTAI SALEM SIVAGANGA THANJAVUR THENI THIRUVALLUR TIRUCHIRAPPALLI TIRUPPUR TIRUVANNAMALAI VELLORE VILLUPURAM VIRUDHUNAGAR ARIYALUR COIMBATORE CUDDALORE DHARMAPURI DINDIGUL ERODE KANCHIPURAM KARUR KRISHNAGIRI MADURAI NAMAKKAL PERAMBALUR PUDUKKOTTAI RAMANATHAPURAM SALEM SIVAGANGA THANJAVUR THENI THIRUVALLUR TIRUCHIRAPPALLI TIRUNELVELI TIRUPPUR TIRUVANNAMALAI TUTICORIN VELLORE VILLUPURAM VIRUDHUNAGAR,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,63029.0,143548.0,113.5559299643525
Tamil Nadu,jowar,2017, ARIYALUR COIMBATORE CUDDALORE DHARMAPURI DINDIGUL ERODE KANCHIPURAM KANNIYAKUMARI KARUR KRISHNAGIRI MADURAI NAMAKKAL PERAMBALUR PUDUKKOTTAI SALEM SIVAGANGA THANJAVUR THENI THIRUVALLUR TIRUCHIRAPPALLI TIRUNELVELI TIRUPPUR TIRUVANNAMALAI VELLORE VILLUPURAM VIRUDHUNAGAR ARIYALUR COIMBATORE DHARMAPURI DINDIGUL ERODE KANCHIPURAM KARUR KRISHNAGIRI MADURAI NAMAKKAL PERAMBALUR PUDUKKOTTAI RAMANATHAPURAM SALEM SIVAGANGA THANJAVUR THENI THIRUVALLUR TIRUCHIRAPPALLI TIRUNELVELI TIRUPPUR TIRUVANNAMALAI TUTICORIN VELLORE VILLUPURAM VIRUDHUNAGAR,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,385646.0,430661.0,68.61075646240586
Tamil Nadu,ragi,2017, ARIYALUR COIMBATORE CUDDALORE DHARMAPURI DINDIGUL ERODE KANCHIPURAM KARUR KRISHNAGIRI MADURAI NAMAKKAL PERAMBALUR PUDUKKOTTAI RAMANATHAPURAM SALEM SIVAGANGA THANJAVUR THENI THIRUVALLUR TIRUCHIRAPPALLI TIRUNELVELI TIRUVANNAMALAI VELLORE VILLUPURAM VIRUDHUNAGAR ARIYALUR COIMBATORE CUDDALORE DHARMAPURI DINDIGUL ERODE KANCHIPURAM KARUR KRISHNAGIRI MADURAI NAGAPATTINAM NAMAKKAL PUDUKKOTTAI RAMANATHAPURAM SALEM SIVAGANGA THANJAVUR THENI THIRUVALLUR TIRUCHIRAPPALLI TIRUNELVELI TIRUVANNAMALAI TUTICORIN VELLORE VILLUPURAM VIRUDHUNAGAR,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,86513.0,321332.0,195.78908622249918
Tamil Nadu,rice,2017, ARIYALUR COIMBATORE CUDDALORE DHARMAPURI DINDIGUL ERODE KANCHIPURAM KANNIYAKUMARI KRISHNAGIRI MADURAI NAGAPATTINAM NAMAKKAL PERAMBALUR PUDUKKOTTAI SALEM SIVAGANGA THANJAVUR THE NILGIRIS THENI THIRUVALLUR THIRUVARUR TIRUCHIRAPPALLI TIRUNELVELI TIRUVANNAMALAI TUTICORIN VELLORE VILLUPURAM VIRUDHUNAGAR ARIYALUR ARIYALUR COIMBATORE CUDDALORE CUDDALORE DHARMAPURI DHARMAPURI DINDIGUL DINDIGUL ERODE ERODE KANCHIPURAM KANCHIPURAM KANNIYAKUMARI KANNIYAKUMARI KARUR KARUR KRISHNAGIRI KRISHNAGIRI MADURAI MADURAI NAGAPATTINAM NAGAPATTINAM NAMAKKAL NAMAKKAL PERAMBALUR PERAMBALUR PUDUKKOTTAI PUDUKKOTTAI RAMANATHAPURAM SALEM SALEM SIVAGANGA SIVAGANGA THANJAVUR THANJAVUR THENI THENI THIRUVALLUR THIRUVALLUR THIRUVARUR THIRUVARUR TIRUCHIRAPPALLI TIRUCHIRAPPALLI TIRUNELVELI TIRUNELVELI TIRUPPUR TIRUPPUR TIRUVANNAMALAI TIRUVANNAMALAI TUTICORIN TUTICORIN VELLORE VELLORE VILLUPURAM VILLUPURAM VIRUDHUNAGAR VIRUDHUNAGAR,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,1828865.0,6638450.0,359.93108941499935
Telangana,maize,2017," ADILABAD BHADRADRI HANUMAKONDA
 JAGITIAL JANGOAN JAYASHANKAR JOGULAMBA KAMAREDDY KARIMNAGAR KHAMMAM KOMARAM BHEEM ASIFABAD MAHABUBABAD MAHBUBNAGAR MANCHERIAL MEDAK MEDCHAL MALKAJGIRI NAGARKURNOOL NALGONDA NIRMAL NIZAMABAD PEDDAPALLI RAJANNA RANGAREDDI SANGAREDDY SIDDIPET SURYAPET VIKARABAD WANAPARTHY WARANGAL YADADRI ADILABAD BHADRADRI HANUMAKONDA
 JAGITIAL JANGOAN JAYASHANKAR JOGULAMBA KAMAREDDY KARIMNAGAR KHAMMAM KOMARAM BHEEM ASIFABAD MAHABUBABAD MAHBUBNAGAR MANCHERIAL MEDAK MEDCHAL MALKAJGIRI NAGARKURNOOL NALGONDA NIRMAL NIZAMABAD PEDDAPALLI RAJANNA RANGAREDDI SANGAREDDY SIDDIPET SURYAPET VIKARABAD WANAPARTHY WARANGAL YADADRI",KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,630457.0,2752147.0,324.48666511111725
Telangana,bajra,2017, JOGULAMBA NAGARKURNOOL NALGONDA RANGAREDDI SANGAREDDY VIKARABAD WANAPARTHY JAGITIAL JAYASHANKAR MAHABUBABAD NALGONDA NIRMAL NIZAMABAD SANGAREDDY,KharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabi,8762.0,9259.0,13.9919841107497
Telangana,jowar,2017," ADILABAD HANUMAKONDA
 JANGOAN JOGULAMBA KAMAREDDY KHAMMAM KOMARAM BHEEM ASIFABAD MAHABUBABAD MAHBUBNAGAR MANCHERIAL MEDAK MEDCHAL MALKAJGIRI NAGARKURNOOL NALGONDA NIRMAL NIZAMABAD RANGAREDDI SANGAREDDY SIDDIPET VIKARABAD WANAPARTHY YADADRI ADILABAD BHADRADRI JAGITIAL JANGOAN JAYASHANKAR JOGULAMBA KAMAREDDY KHAMMAM KOMARAM BHEEM ASIFABAD MAHABUBABAD MAHBUBNAGAR MANCHERIAL MEDAK MEDCHAL MALKAJGIRI NAGARKURNOOL NALGONDA NIRMAL NIZAMABAD RANGAREDDI SANGAREDDY SURYAPET VIKARABAD WANAPARTHY WARANGAL",KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,67312.0,73395.0,52.56716236018894
Telangana,ragi,2017, MAHBUBNAGAR NAGARKURNOOL RANGAREDDI VIKARABAD WANAPARTHY MAHBUBNAGAR NAGARKURNOOL VIKARABAD WANAPARTHY,KharifKharifKharifKharifKharifRabiRabiRabiRabi,1455.0,1655.0,10.631567923533835
Telangana,rice,2017," ADILABAD BHADRADRI HANUMAKONDA
 JAGITIAL JANGOAN JAYASHANKAR JOGULAMBA KAMAREDDY KARIMNAGAR KHAMMAM KOMARAM BHEEM ASIFABAD MAHABUBABAD MAHBUBNAGAR MANCHERIAL MEDAK MEDCHAL MALKAJGIRI NAGARKURNOOL NALGONDA NIRMAL NIZAMABAD PEDDAPALLI RAJANNA RANGAREDDI SANGAREDDY SIDDIPET SURYAPET VIKARABAD WANAPARTHY WARANGAL YADADRI ADILABAD BHADRADRI HANUMAKONDA
 JAGITIAL JANGOAN JAYASHANKAR JOGULAMBA KAMAREDDY KARIMNAGAR KHAMMAM KOMARAM BHEEM ASIFABAD MAHABUBABAD MAHBUBNAGAR MANCHERIAL MEDAK MEDCHAL MALKAJGIRI NAGARKURNOOL NALGONDA NIRMAL NIZAMABAD PEDDAPALLI RAJANNA RANGAREDDI SANGAREDDY SIDDIPET SURYAPET VIKARABAD WANAPARTHY WARANGAL YADADRI",KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,1962376.0,6263429.0,186.1797572189081
Telangana,wheat,2017, MAHBUBNAGAR RANGAREDDI ADILABAD KAMAREDDY KOMARAM BHEEM ASIFABAD MEDAK NIRMAL NIZAMABAD RANGAREDDI SANGAREDDY SIDDIPET VIKARABAD,KharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,4158.0,5773.0,16.277946738473673
Tripura,maize,2017, DHALAI GOMATI KHOWAI NORTH TRIPURA SEPAHIJALA SOUTH TRIPURA UNAKOTI WEST TRIPURA DHALAI GOMATI KHOWAI NORTH TRIPURA SEPAHIJALA SOUTH TRIPURA UNAKOTI WEST TRIPURA,KharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabi,15736.0,22473.0,23.822397579329742
Tripura,jowar,2017, DHALAI GOMATI KHOWAI NORTH TRIPURA SEPAHIJALA SOUTH TRIPURA UNAKOTI WEST TRIPURA,KharifKharifKharifKharifKharifKharifKharifKharif,857.0,702.0,6.561844274903956
Tripura,rice,2017, DHALAI GOMATI KHOWAI NORTH TRIPURA SEPAHIJALA SOUTH TRIPURA UNAKOTI WEST TRIPURA DHALAI DHALAI GOMATI GOMATI KHOWAI KHOWAI NORTH TRIPURA NORTH TRIPURA SEPAHIJALA SEPAHIJALA SOUTH TRIPURA SOUTH TRIPURA UNAKOTI UNAKOTI WEST TRIPURA WEST TRIPURA,KharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,274068.0,812092.0,66.73135176578256
Tripura,wheat,2017, DHALAI GOMATI KHOWAI NORTH TRIPURA SEPAHIJALA SOUTH TRIPURA UNAKOTI WEST TRIPURA,RabiRabiRabiRabiRabiRabiRabiRabi,195.0,396.0,16.201030412164865
Uttar Pradesh,maize,2017, AGRA ALIGARH ALLAHABAD AMBEDKAR NAGAR AMETHI AMROHA AURAIYA AZAMGARH BAGHPAT BAHRAICH BALLIA BALRAMPUR BANDA BARABANKI BAREILLY BASTI BUDAUN BULANDSHAHR CHANDAULI CHITRAKOOT DEORIA ETAH ETAWAH FAIZABAD FARRUKHABAD FATEHPUR FIROZABAD GAUTAM BUDDHA NAGAR GHAZIABAD GHAZIPUR GONDA GORAKHPUR HAPUR HARDOI HATHRAS JALAUN JAUNPUR JHANSI KANNAUJ KANPUR DEHAT KANPUR NAGAR KASGANJ KAUSHAMBI KHERI KUSHI NAGAR LALITPUR LUCKNOW MAHARAJGANJ MAHOBA MAINPURI MATHURA MAU MEERUT MIRZAPUR MORADABAD MUZAFFARNAGAR PILIBHIT PRATAPGARH RAE BARELI RAMPUR SAHARANPUR SAMBHAL SANT KABEER NAGAR SANT RAVIDAS NAGAR SHAHJAHANPUR SHAMLI SHRAVASTI SIDDHARTH NAGAR SITAPUR SONBHADRA SULTANPUR UNNAO VARANASI AGRA ALIGARH ALLAHABAD AMBEDKAR NAGAR AMETHI AMROHA AURAIYA AZAMGARH BAHRAICH BALLIA BALRAMPUR BARABANKI BAREILLY BASTI BIJNOR BUDAUN BULANDSHAHR CHANDAULI CHITRAKOOT DEORIA ETAH ETAWAH FAIZABAD FARRUKHABAD FATEHPUR FIROZABAD GHAZIPUR GONDA GORAKHPUR HAMIRPUR HAPUR HARDOI HATHRAS JALAUN JAUNPUR JHANSI KANNAUJ KANPUR DEHAT KANPUR NAGAR KASGANJ KAUSHAMBI KHERI KUSHI NAGAR LUCKNOW MAHARAJGANJ MAHOBA MAINPURI MATHURA MAU MEERUT MIRZAPUR MORADABAD MUZAFFARNAGAR PILIBHIT PRATAPGARH RAE BARELI RAMPUR SAHARANPUR SAMBHAL SANT KABEER NAGAR SANT RAVIDAS NAGAR SHAHJAHANPUR SHAMLI SHRAVASTI SIDDHARTH NAGAR SITAPUR SONBHADRA SULTANPUR UNNAO VARANASI,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,724343.0,1598893.0,314.8995535381765
Uttar Pradesh,bajra,2017, AGRA ALIGARH ALLAHABAD AMBEDKAR NAGAR AMETHI AMROHA AURAIYA AZAMGARH BAGHPAT BAHRAICH BALLIA BANDA BARABANKI BAREILLY BUDAUN BULANDSHAHR CHANDAULI CHITRAKOOT DEORIA ETAH ETAWAH FAIZABAD FARRUKHABAD FATEHPUR FIROZABAD GAUTAM BUDDHA NAGAR GHAZIABAD GHAZIPUR GORAKHPUR HAMIRPUR HARDOI HATHRAS JALAUN JAUNPUR JHANSI KANNAUJ KANPUR DEHAT KANPUR NAGAR KASGANJ KAUSHAMBI KHERI KUSHI NAGAR LUCKNOW MAINPURI MATHURA MAU MEERUT MIRZAPUR MORADABAD PRATAPGARH RAE BARELI RAMPUR SAMBHAL SANT KABEER NAGAR SANT RAVIDAS NAGAR SHAHJAHANPUR SHRAVASTI SITAPUR SULTANPUR UNNAO VARANASI,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharif,925397.0,1795148.0,99.71550553395893
Uttar Pradesh,jowar,2017, AGRA ALIGARH ALLAHABAD AMBEDKAR NAGAR AMETHI AURAIYA AZAMGARH BAHRAICH BALLIA BALRAMPUR BANDA BARABANKI BAREILLY BUDAUN BULANDSHAHR CHANDAULI CHITRAKOOT DEORIA ETAWAH FAIZABAD FARRUKHABAD FATEHPUR FIROZABAD GHAZIABAD GHAZIPUR HAMIRPUR HARDOI HATHRAS JALAUN JAUNPUR JHANSI KANNAUJ KANPUR DEHAT KANPUR NAGAR KASGANJ KAUSHAMBI KHERI LALITPUR LUCKNOW MAHOBA MAINPURI MATHURA MAU MIRZAPUR MORADABAD PRATAPGARH RAE BARELI RAMPUR SAMBHAL SANT RAVIDAS NAGAR SHAHJAHANPUR SITAPUR SONBHADRA SULTANPUR UNNAO VARANASI,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharif,169145.0,214815.0,64.47833630818701
Uttar Pradesh,rice,2017, AGRA ALIGARH ALLAHABAD AMBEDKAR NAGAR AMETHI AMROHA AURAIYA AZAMGARH BAGHPAT BAHRAICH BALLIA BALRAMPUR BANDA BARABANKI BAREILLY BASTI BIJNOR BUDAUN BULANDSHAHR CHANDAULI CHITRAKOOT DEORIA ETAH ETAWAH FAIZABAD FARRUKHABAD FATEHPUR FIROZABAD GAUTAM BUDDHA NAGAR GHAZIABAD GHAZIPUR GONDA GORAKHPUR HAMIRPUR HAPUR HARDOI HATHRAS JALAUN JAUNPUR JHANSI KANNAUJ KANPUR DEHAT KANPUR NAGAR KASGANJ KAUSHAMBI KHERI KUSHI NAGAR LALITPUR LUCKNOW MAHARAJGANJ MAHOBA MAINPURI MATHURA MAU MEERUT MIRZAPUR MORADABAD MUZAFFARNAGAR PILIBHIT PRATAPGARH RAE BARELI RAMPUR SAHARANPUR SAMBHAL SANT KABEER NAGAR SANT RAVIDAS NAGAR SHAHJAHANPUR SHAMLI SHRAVASTI SIDDHARTH NAGAR SITAPUR SONBHADRA SULTANPUR UNNAO VARANASI BALLIA BAREILLY BIJNOR BUDAUN BULANDSHAHR FIROZABAD GORAKHPUR HARDOI HATHRAS KHERI MAHARAJGANJ MAINPURI MEERUT MORADABAD MUZAFFARNAGAR PILIBHIT RAMPUR SANT KABEER NAGAR SHAHJAHANPUR SHAMLI SITAPUR,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,5923632.0,15518603.0,246.63898139321967
Uttar Pradesh,wheat,2017, AGRA ALIGARH ALLAHABAD AMBEDKAR NAGAR AMETHI AMROHA AURAIYA AZAMGARH BAGHPAT BAHRAICH BALLIA BALRAMPUR BANDA BARABANKI BAREILLY BASTI BIJNOR BUDAUN BULANDSHAHR CHANDAULI CHITRAKOOT DEORIA ETAH ETAWAH FAIZABAD FARRUKHABAD FATEHPUR FIROZABAD GAUTAM BUDDHA NAGAR GHAZIABAD GHAZIPUR GONDA GORAKHPUR HAMIRPUR HAPUR HARDOI HATHRAS JALAUN JAUNPUR JHANSI KANNAUJ KANPUR DEHAT KANPUR NAGAR KASGANJ KAUSHAMBI KHERI KUSHI NAGAR LALITPUR LUCKNOW MAHARAJGANJ MAHOBA MAINPURI MATHURA MAU MEERUT MIRZAPUR MORADABAD MUZAFFARNAGAR PILIBHIT PRATAPGARH RAE BARELI RAMPUR SAHARANPUR SAMBHAL SANT KABEER NAGAR SANT RAVIDAS NAGAR SHAHJAHANPUR SHAMLI SHRAVASTI SIDDHARTH NAGAR SITAPUR SONBHADRA SULTANPUR UNNAO VARANASI,RabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,9752941.0,35645666.0,273.7443164960492
Uttarakhand,maize,2017, ALMORA BAGESHWAR CHAMOLI CHAMPAWAT DEHRADUN HARIDWAR NAINITAL PAURI GARHWAL PITHORAGARH RUDRA PRAYAG TEHRI GARHWAL UDAM SINGH NAGAR UTTAR KASHI CHAMPAWAT HARIDWAR NAINITAL UDAM SINGH NAGAR,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabiRabi,20872.0,42659.0,29.949859698932155
Uttarakhand,ragi,2017, ALMORA BAGESHWAR CHAMOLI CHAMPAWAT DEHRADUN NAINITAL PAURI GARHWAL PITHORAGARH RUDRA PRAYAG TEHRI GARHWAL UTTAR KASHI,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharif,101504.0,138836.0,16.42495368899269
Uttarakhand,rice,2017, ALMORA BAGESHWAR CHAMOLI CHAMPAWAT DEHRADUN HARIDWAR NAINITAL PAURI GARHWAL PITHORAGARH RUDRA PRAYAG TEHRI GARHWAL UDAM SINGH NAGAR UTTAR KASHI HARIDWAR NAINITAL UDAM SINGH NAGAR,KharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifKharifRabiRabiRabi,260492.0,664872.0,34.48298988821255
Uttarakhand,wheat,2017, ALMORA BAGESHWAR CHAMOLI CHAMPAWAT DEHRADUN HARIDWAR NAINITAL PAURI GARHWAL PITHORAGARH RUDRA PRAYAG TEHRI GARHWAL UDAM SINGH NAGAR UTTAR KASHI,RabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabiRabi,330401.0,929884.0,27.29827244929929
