State,Crop,District,Optimized Area (Hectare),Original Area (Hectare),Original yield,Optimized production kg,Original production kg,Optimized Total N Applied,Original Total N Applied,Optimized Total P Applied,Original Total P Applied,Optimized Total N surplus,Original Total N surplus,Optimized Total P surplus,Original Total P surplus,Optimized Calorie,Original Calorie,Optimized AGHG,Original AGHG,Optimized N_leach,Original N_leach,Optimized N_emission,Original N_emission,Optimized water,Original water,Optimized profit,Original profit,Area (Hectare)
andaman and nicobar,bajra,ariyalurcoimbatorecuddaloredharmapuridindigulerodekancheepuramkanniyakumarikarurkrishnagirimadurainagappattinamnamakkalperambalurpudukkottairamanathapuramsalemsivagangathanjavurthe nilgiristhenithiruvallurthiruvarurtiruchirappallitirunelvelitiruppurtiruvannamalaituticorinvelloreviluppuramvirudhunagaramritsarbarnalabathindafaridkotfatehgarh sahibfazilkafirozpurgurdaspurhoshiarpurjalandharkapurthalaludhianamansamogamuktsarpathankotpatialarupnagarsangrurshahid bhagat singh nagartarn taranambalabhiwanicharki dadrifaridabadfatehabadgurgaonhisarjhajjarjindkaithalkarnalkurukshetramewatpalwalpanchkulapanipatrewarirohtaksirsasonipatyamunanagaranantapurchittooreast godavarigunturkadapakrishnakurnoolprakasamnelloresrikakulamvisakhapatnamvizianagaramwest godavariballaribangalore ruralbelagavibengaluru urbanbidarchamarajanagarachikkaballapurachikmagalurchitradurgadakshina kannadadavangeredharwadgadaghassanhaverikalaburagikodagukolarkoppalmandyamysururaichurramanagarashivamoggatumakuruudupiuttara kannadavijayapurayadgiralmorabageshwarchamolichampawatdehradunhardwarnainitalpauri garhwalpithoragarhrudra prayagtehri garhwaludham singh nagaruttar kashispsr nellorevisakhapatanamparaganas northparaganas southalipurduarbankurabirbhumcoochbehardarjeelingdakshin dinajpuruttar dinajpurhooghlyhowrahjalpaigurijhargramkalimpongmaldahmedinipur eastmedinipur westmurshidabadnadiabarddhamanpuruliyaalappuzhaernakulamidukkikannurkasaragodkollamkottayamkozhikodemalappurampalakkadpathanamthittathiruvananthapuramthrissurwayanadbagalkotchikballapurachikkamagalurudavanagereyadagiriagraaligarhallahabadambedkar nagaramethiamrohaauraiyaazamgarhbaghpatbahraichballiabalrampurbandabarabankibareillybastibijnorbudaunbulandshahrchandaulichitrakootdeoriaetahetawahfaizabadfarrukhabadfatehpurfirozabadkanpur nagarghaziabadghazipurgondagorakhpurhamirpurhapurhardoihathrasjalaunjaunpurjhansikannaujkanpur dehatkasganjkaushambilakhimpur kherikushinagarlalitpurlucknowmaharajganjmahobamainpurimathuramaumeerutmirzapurmoradabadmuzaffarnagarpilibhitpratapgarhrae barelirampursaharanpursambhalsant kabeer nagarsant ravi das nagarshahajahanpurshamlishravastisiddharth nagarsitapursonbhadrasultanpurunnaovaranasiahmednagaramravatibeedbhandarachandrapurdhulegadchiroligondiakolhapurlaturnagpurnandednandurbarnashikosmanabadpalgharpuneraigadratnagirisanglisatarasindhudurgsolapurthaneanantnagbadgambandiporabaramulladodaganderbaljammukathuakishtwarkulgamkupwarapoonchpulwamarajaurirambanreasisambashopiansrinagarudhampurahmadabadanandaravallibharuchchhotaudepurdangdohadgandhinagarkhedamahesanamahisagarnarmadanavsaripanch mahalssabar kanthasuratsurendranagartapivadodaravalsadajmeralwarbanswarabaranbharatpurbhilwarabundichittorgarhdholpurdungarpurganganagarhanumangarhjhalawarkaraulikotarajsamandsawai madhopurtonkudaipurarariaarwalaurangabadbankabegusaraibhagalpurbhojpurbuxardarbhangagayagopalganjjamuijehanabadkaimurkatiharkhagariakishanganjlakhisaraimadhepuramadhubanimungermuzaffarpurnalandanawadapashchim champaranpatnapurbi champaranpurniarohtassaharsasamastipursaransheikhpurasheoharsitamarhisiwansupaulvaishalidinajpur dakshindinajpur uttarpaschim bardhamanpurba bardhamanpurulianagapattinamvirudunagaranugulbalangirbaleshwarbargarhbhadrakboudhcuttackdeogarhdhenkanalgajapatiganjamjagatsinghapurjajapurjharsugudakalahandikandhamalkendraparakendujharkhordhakoraputmalkangirimayurbhanjnabarangpurnayagarhnuapadapurirayagadasambalpursonepursundargarhbaksabarpetabongaigaoncacharchirangdarrangdhemajidhubridibrugarhdima hasaogoalparagolaghathailakandijorhatkamrupkarbi anglongkarimganjkokrajharlakhimpurmorigaonnagaonnalbarisivasagarsonitpurtinsukiaudalguribokarochatradeoghardhanbaddumkaeast singhbumgarhwagiridihgoddagumlahazaribaghjamtarakhuntikodermalateharlohardagapakurpalamuramgarhranchisahibganjsaraikelakharsawansimdegawest singhbhumbilaspurchambakangrakinnaurkullumandishimlasirmaursolanunakaimur (bhabua)baloda bazaruttar bastar kankerbemetarabijapurdantewadadhamtaridurggariabandjanjgirchampajashpurkabirdhamkondagaonkorbakoreamahasamundmungelinarayanpurraigarhraipurrajnandgaonsukmasurajpursurgujalahul and spitiarvallibanas kanthadevbhumi dwarkakachchhpatanrajkotahmadnagarakolabuldhanahingolijalgaonjalnaparbhaniwashimyavatmalagar malwaalirajpuranuppurashoknagarbalaghatbarwanibetulbhopalburhanpurchhatarpurchhindwaradamohdatiadewasdhardindorigunagwaliorhardahoshangabadindorejabalpurjhabuakatnikhandwakhargonemandlamandsaurmorenanarsinghpurneemuchpannaraisenrajgarhratlamrewasagarsatnasehoreseonishahdolshajapursheopurshivpurisidhisingraulitikamgarhujjainumariavidishabarmerchittaurgarhchurudausajaipurjalorejodhpurnagaurpalisikarsirohiharidwarudam singh nagarkanchipuramvillupurambhindbagalkotebuldanawardhasahebganjsaraikela kharsawangautam buddha nagarkherikushi nagarsant ravidas nagarmahendragarhjamnagarchamrajnagartumkurbalodbastargariyabandjanjgir-champakankeramrelibhavnagarbotadgir somnathjunagadhmorbikamrup metromarigaonbikanerjaisalmerjhunjhununshahjahanpurnicobarsnorth and middle andamansouth andamansanjawchanglangdibang valleyeast kamengeast siangkra daadikurung kumeylohitlongdinglower dibang valleylower subansirinamsaipapum paresiangtawangtirapupper siangupper subansiriwest kamengwest siangchandigarhdadra and nagar havelibishnupurchandelchurachandpurimphal eastimphal westsenapatitamenglongthoubalukhruleast garo hillseast jaintia hillseast khasi hillsnorth garo hillsri bhoisouth garo hillssouth west garo hillssouth west khasi hillswest garo hillswest jaintia hillswest khasi hillsaizawlchamphaikolasiblawngtlailungleimamitsaihaserchhipdimapurkiphirekohimalonglengmokokchungmonperenphektuensangwokhazunhebotokaraikalpondicherryyanameast districtnorth districtsouth districtwest districtadilabadbhadradrihanumakondajagitialjangoanjayashankarjogulambakamareddykarimnagarkhammamkomaram bheem asifabadmahabubabadmahbubnagarmancherialmedakmedchal malkajgirinagarkurnoolnalgondanirmalnizamabadpeddapallirajannarangareddisangareddysiddipetsuryapetvikarabadwanaparthywarangalyadadridhalaigomatikhowainorth tripurasepahijalasouth tripuraunakotiwest tripuranorth and middle andamansouth andamansanantapurchittoorwest godavarieast godavarigunturkadapakrishnakurnoolprakasamspsr nellorenelloresrikakulamvisakhapatanamvisakhapatnamvizianagaramchanglangeast kamengeast sianglohitlower dibang valleynamsaipapum paretawangtirapwest kamengbaksabarpetabongaigaoncacharchirangdarrangdhemajidhubridibrugarhgoalparagolaghathailakandijorhatkamrupkamrup metrokarbi anglongkarimganjkokrajharlakhimpurmorigaonmarigaonnagaonnalbarisivasagarsonitpurtinsukiaudalguriarariaarwalaurangabadbankabegusaraibhagalpurbhojpurbuxardarbhangagayagopalganjjamuijehanabadkaimurkatiharkhagariakishanganjlakhisaraimadhepuramadhubanimungermuzaffarpurnalandanawadapashchim champaranpatnapurbi champaranpurniarohtassaharsasamastipursaransheikhpurasheoharsitamarhisiwansupaulvaishalichandigarhbaloda bazarbalrampurbastarbemetarabilaspurdantewadadhamtaridurggariyabandjanjgir-champajashpurkabirdhamkankerkondagaonkorbakoreamahasamundmungelinarayanpurraigarhraipurrajnandgaonsukmasurajpursurgujadadra and nagar haveliahmadabadamrelianandarvalliaravallibanas kanthabharuchbhavnagarbotadchhotaudepurdangdevbhumi dwarkadohadgandhinagargir somnathjamnagarjunagadhkachchhkhedamahesanamahisagarmorbinarmadanavsaripanch mahalspatanporbandarrajkotsabar kanthasuratsurendranagartapivadodaravalsadambalabhiwanicharki dadrifaridabadfatehabadgurgaonhisarjhajjarjindkaithalkarnalkurukshetramahendragarhmewatpalwalpanchkulapanipatrewarirohtaksirsasonipatyamunanagarchambahamirpurkangrakinnaurkullulahul and spitimandishimlasirmaursolanunabadgamdodajammukargilkathuakishtwarleh ladakhpoonchpulwamarajaurirambanreasisambaudhampurbokarochatradeoghardhanbaddumkaeast singhbumgarhwagiridihgoddagumlahazaribaghjamtarakhuntikodermalateharlohardagapakurpalamuramgarhranchisahebganjsahibganjsaraikela kharsawansimdegawest singhbhumbagalkotbagalkoteballaribangalore ruralbelagavibengaluru urbanbidarchamarajanagarachamrajnagarchikballapurachikkaballapurachikmagalurchitradurgadakshina kannadadavanageredavangeredharwadgadaghassanhaverikalaburagikodagukolarkoppalmandyamysururaichurramanagarashivamoggatumakurutumkurudupiuttara kannadavijayapurayadagiriyadgiralappuzhaernakulamidukkikannurkasaragodkollamkottayamkozhikodemalappurampalakkadpathanamthittathiruvananthapuramthrissurwayanadagar malwaalirajpuranuppurashoknagarbalaghatbarwanibetulbhindbhopalburhanpurchhatarpurchhindwaradamohdatiadewasdhardindorigunagwaliorhardahoshangabadindorejabalpurjhabuakatnikhandwakhargonemandlamandsaurmorenanarsinghpurneemuchpannaraisenrajgarhratlamrewasagarsatnasehoreseonishahdolshajapursheopurshivpurisidhisingraulitikamgarhujjainumariavidishaahmadnagarakolaamravatibeedbhandarabuldhanabuldanachandrapurdhulegadchiroligondiahingolijalgaonjalnakolhapurlaturnagpurnandednandurbarnashikosmanabadpalgharparbhanipuneraigadratnagirisanglisatarasindhudurgsolapurthanewardhawashimyavatmalbishnupurchandelchurachandpurimphal eastimphal westsenapatitamenglongthoubalukhruleast garo hillseast jaintia hillseast khasi hillsnorth garo hillsri bhoisouth garo hillssouth west garo hillssouth west khasi hillswest garo hillswest jaintia hillswest khasi hillsaizawlchamphaikolasiblawngtlailungleimamitsaihaserchhipdimapurkiphirekohimamokokchungmonperenphektuensangwokhazunhebotoanugulbalangirbaleshwarbargarhbhadrakboudhcuttackdhenkanalgajapatiganjamjagatsinghapurjajapurjharsugudakalahandikandhamalkendraparakendujharkhordhakoraputmalkangirimayurbhanjnabarangpurnuapadapurirayagadasambalpursonepursundargarhkaraikalpondicherryyanamamritsarbarnalabathindafaridkotfatehgarh sahibfazilkafirozpurgurdaspurhoshiarpurjalandharkapurthalaludhianamansamogamuktsarpathankotpatialarupnagarsangrurshahid bhagat singh nagartarn taranajmeralwarbanswarabaranbarmerbharatpurbhilwarabikanerbundichittaurgarhchurudausadholpurdungarpurganganagarhanumangarhjaipurjaisalmerjalorejhalawarjhunjhununjodhpurkaraulikotanagaurpalipratapgarhrajsamandsawai madhopursikarsirohitonkudaipureast districtnorth districtariyalurcoimbatorecuddaloredharmapuridindigulerodekanchipuramkancheepuramkanniyakumarikarurkrishnagirimadurainagapattinamnagappattinamnamakkalperambalurpudukkottairamanathapuramsalemsivagangathanjavurthenithiruvallurthiruvarurtiruchirappallitirunelvelitiruppurtiruvannamalaituticorinvelloreviluppuramvillupuramvirudunagarvirudhunagaradilabadbhadradrihanumakondajagitialjangoanjayashankarjogulambakamareddykarimnagarkhammamkomaram bheem asifabadmahabubabadmahbubnagarmancherialmedakmedchal malkajgirinagarkurnoolnalgondanirmalnizamabadpeddapallirajannarangareddisangareddysiddipetsuryapetvikarabadwanaparthywarangalyadadridhalaigomatikhowainorth tripurasepahijalasouth tripuraunakotiwest tripuraagraaligarhallahabadambedkar nagaramethiamrohaauraiyaazamgarhbaghpatbahraichballiabandabarabankibareillybastibijnorbudaunbulandshahrchandaulichitrakootdeoriaetahetawahfaizabadfarrukhabadfatehpurfirozabadkanpur nagarghaziabadghazipurgondagorakhpurhapurhardoihathrasjalaunjaunpurjhansikannaujkanpur dehatkasganjkaushambikherilakhimpur kherikushi nagarkushinagarlalitpurlucknowmaharajganjmahobamainpurimathuramaumeerutmirzapurmoradabadmuzaffarnagarpilibhitrae barelirampursaharanpursambhalsant kabeer nagarsant ravidas nagarsant ravi das nagarshahajahanpurshamlishravastisiddharth nagarsitapursonbhadrasultanpurunnaovaranasialmorabageshwarchamolichampawatdehradunharidwarhardwarnainitalpauri garhwalpithoragarhrudra prayagtehri garhwaludam singh nagarudham singh nagaruttar kashiparaganas northparaganas southalipurduarbankurabirbhumcoochbehardarjeelingdinajpur dakshindakshin dinajpurdinajpur uttaruttar dinajpurhooghlyhowrahjalpaigurijhargramkalimpongmaldahmedinipur eastmedinipur westmurshidabadnadiapaschim bardhamanbarddhamanpurba bardhamanpuruliapuruliya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
andaman and nicobar,jowar,ariyalurcoimbatorecuddaloredharmapuridindigulerodekancheepuramkanniyakumarikarurkrishnagirimadurainagappattinamnamakkalperambalurpudukkottairamanathapuramsalemsivagangathanjavurthe nilgiristhenithiruvallurthiruvarurtiruchirappallitirunelvelitiruppurtiruvannamalaituticorinvelloreviluppuramvirudhunagaramritsarbarnalabathindafaridkotfatehgarh sahibfazilkafirozpurgurdaspurhoshiarpurjalandharkapurthalaludhianamansamogamuktsarpathankotpatialarupnagarsangrurshahid bhagat singh nagartarn taranambalabhiwanicharki dadrifaridabadfatehabadgurgaonhisarjhajjarjindkaithalkarnalkurukshetramewatpalwalpanchkulapanipatrewarirohtaksirsasonipatyamunanagaranantapurchittooreast godavarigunturkadapakrishnakurnoolprakasamnelloresrikakulamvisakhapatnamvizianagaramwest godavariballaribangalore ruralbelagavibengaluru urbanbidarchamarajanagarachikkaballapurachikmagalurchitradurgadakshina kannadadavangeredharwadgadaghassanhaverikalaburagikodagukolarkoppalmandyamysururaichurramanagarashivamoggatumakuruudupiuttara kannadavijayapurayadgiralmorabageshwarchamolichampawatdehradunhardwarnainitalpauri garhwalpithoragarhrudra prayagtehri garhwaludham singh nagaruttar kashispsr nellorevisakhapatanamparaganas northparaganas southalipurduarbankurabirbhumcoochbehardarjeelingdakshin dinajpuruttar dinajpurhooghlyhowrahjalpaigurijhargramkalimpongmaldahmedinipur eastmedinipur westmurshidabadnadiabarddhamanpuruliyaalappuzhaernakulamidukkikannurkasaragodkollamkottayamkozhikodemalappurampalakkadpathanamthittathiruvananthapuramthrissurwayanadbagalkotchikballapurachikkamagalurudavanagereyadagiriagraaligarhallahabadambedkar nagaramethiamrohaauraiyaazamgarhbaghpatbahraichballiabalrampurbandabarabankibareillybastibijnorbudaunbulandshahrchandaulichitrakootdeoriaetahetawahfaizabadfarrukhabadfatehpurfirozabadkanpur nagarghaziabadghazipurgondagorakhpurhamirpurhapurhardoihathrasjalaunjaunpurjhansikannaujkanpur dehatkasganjkaushambilakhimpur kherikushinagarlalitpurlucknowmaharajganjmahobamainpurimathuramaumeerutmirzapurmoradabadmuzaffarnagarpilibhitpratapgarhrae barelirampursaharanpursambhalsant kabeer nagarsant ravi das nagarshahajahanpurshamlishravastisiddharth nagarsitapursonbhadrasultanpurunnaovaranasiahmednagaramravatibeedbhandarachandrapurdhulegadchiroligondiakolhapurlaturnagpurnandednandurbarnashikosmanabadpalgharpuneraigadratnagirisanglisatarasindhudurgsolapurthaneanantnagbadgambandiporabaramulladodaganderbaljammukathuakishtwarkulgamkupwarapoonchpulwamarajaurirambanreasisambashopiansrinagarudhampurahmadabadanandaravallibharuchchhotaudepurdangdohadgandhinagarkhedamahesanamahisagarnarmadanavsaripanch mahalssabar kanthasuratsurendranagartapivadodaravalsadajmeralwarbanswarabaranbharatpurbhilwarabundichittorgarhdholpurdungarpurganganagarhanumangarhjhalawarkaraulikotarajsamandsawai madhopurtonkudaipurarariaarwalaurangabadbankabegusaraibhagalpurbhojpurbuxardarbhangagayagopalganjjamuijehanabadkaimurkatiharkhagariakishanganjlakhisaraimadhepuramadhubanimungermuzaffarpurnalandanawadapashchim champaranpatnapurbi champaranpurniarohtassaharsasamastipursaransheikhpurasheoharsitamarhisiwansupaulvaishalidinajpur dakshindinajpur uttarpaschim bardhamanpurba bardhamanpurulianagapattinamvirudunagaranugulbalangirbaleshwarbargarhbhadrakboudhcuttackdeogarhdhenkanalgajapatiganjamjagatsinghapurjajapurjharsugudakalahandikandhamalkendraparakendujharkhordhakoraputmalkangirimayurbhanjnabarangpurnayagarhnuapadapurirayagadasambalpursonepursundargarhbaksabarpetabongaigaoncacharchirangdarrangdhemajidhubridibrugarhdima hasaogoalparagolaghathailakandijorhatkamrupkarbi anglongkarimganjkokrajharlakhimpurmorigaonnagaonnalbarisivasagarsonitpurtinsukiaudalguribokarochatradeoghardhanbaddumkaeast singhbumgarhwagiridihgoddagumlahazaribaghjamtarakhuntikodermalateharlohardagapakurpalamuramgarhranchisahibganjsaraikelakharsawansimdegawest singhbhumbilaspurchambakangrakinnaurkullumandishimlasirmaursolanunakaimur (bhabua)baloda bazaruttar bastar kankerbemetarabijapurdantewadadhamtaridurggariabandjanjgirchampajashpurkabirdhamkondagaonkorbakoreamahasamundmungelinarayanpurraigarhraipurrajnandgaonsukmasurajpursurgujalahul and spitiarvallibanas kanthadevbhumi dwarkakachchhpatanrajkotahmadnagarakolabuldhanahingolijalgaonjalnaparbhaniwashimyavatmalagar malwaalirajpuranuppurashoknagarbalaghatbarwanibetulbhopalburhanpurchhatarpurchhindwaradamohdatiadewasdhardindorigunagwaliorhardahoshangabadindorejabalpurjhabuakatnikhandwakhargonemandlamandsaurmorenanarsinghpurneemuchpannaraisenrajgarhratlamrewasagarsatnasehoreseonishahdolshajapursheopurshivpurisidhisingraulitikamgarhujjainumariavidishabarmerchittaurgarhchurudausajaipurjalorejodhpurnagaurpalisikarsirohiharidwarudam singh nagarkanchipuramvillupurambhindbagalkotebuldanawardhasahebganjsaraikela kharsawangautam buddha nagarkherikushi nagarsant ravidas nagarmahendragarhjamnagarchamrajnagartumkurbalodbastargariyabandjanjgir-champakankeramrelibhavnagarbotadgir somnathjunagadhmorbikamrup metromarigaonbikanerjaisalmerjhunjhununshahjahanpurnicobarsnorth and middle andamansouth andamansanjawchanglangdibang valleyeast kamengeast siangkra daadikurung kumeylohitlongdinglower dibang valleylower subansirinamsaipapum paresiangtawangtirapupper siangupper subansiriwest kamengwest siangchandigarhdadra and nagar havelibishnupurchandelchurachandpurimphal eastimphal westsenapatitamenglongthoubalukhruleast garo hillseast jaintia hillseast khasi hillsnorth garo hillsri bhoisouth garo hillssouth west garo hillssouth west khasi hillswest garo hillswest jaintia hillswest khasi hillsaizawlchamphaikolasiblawngtlailungleimamitsaihaserchhipdimapurkiphirekohimalonglengmokokchungmonperenphektuensangwokhazunhebotokaraikalpondicherryyanameast districtnorth districtsouth districtwest districtadilabadbhadradrihanumakondajagitialjangoanjayashankarjogulambakamareddykarimnagarkhammamkomaram bheem asifabadmahabubabadmahbubnagarmancherialmedakmedchal malkajgirinagarkurnoolnalgondanirmalnizamabadpeddapallirajannarangareddisangareddysiddipetsuryapetvikarabadwanaparthywarangalyadadridhalaigomatikhowainorth tripurasepahijalasouth tripuraunakotiwest tripuranorth and middle andamansouth andamansanantapurchittoorwest godavarieast godavarigunturkadapakrishnakurnoolprakasamspsr nellorenelloresrikakulamvisakhapatanamvisakhapatnamvizianagaramchanglangeast kamengeast sianglohitlower dibang valleynamsaipapum paretawangtirapwest kamengbaksabarpetabongaigaoncacharchirangdarrangdhemajidhubridibrugarhgoalparagolaghathailakandijorhatkamrupkamrup metrokarbi anglongkarimganjkokrajharlakhimpurmorigaonmarigaonnagaonnalbarisivasagarsonitpurtinsukiaudalguriarariaarwalaurangabadbankabegusaraibhagalpurbhojpurbuxardarbhangagayagopalganjjamuijehanabadkaimurkatiharkhagariakishanganjlakhisaraimadhepuramadhubanimungermuzaffarpurnalandanawadapashchim champaranpatnapurbi champaranpurniarohtassaharsasamastipursaransheikhpurasheoharsitamarhisiwansupaulvaishalichandigarhbaloda bazarbalrampurbastarbemetarabilaspurdantewadadhamtaridurggariyabandjanjgir-champajashpurkabirdhamkankerkondagaonkorbakoreamahasamundmungelinarayanpurraigarhraipurrajnandgaonsukmasurajpursurgujadadra and nagar haveliahmadabadamrelianandarvalliaravallibanas kanthabharuchbhavnagarbotadchhotaudepurdangdevbhumi dwarkadohadgandhinagargir somnathjamnagarjunagadhkachchhkhedamahesanamahisagarmorbinarmadanavsaripanch mahalspatanporbandarrajkotsabar kanthasuratsurendranagartapivadodaravalsadambalabhiwanicharki dadrifaridabadfatehabadgurgaonhisarjhajjarjindkaithalkarnalkurukshetramahendragarhmewatpalwalpanchkulapanipatrewarirohtaksirsasonipatyamunanagarchambahamirpurkangrakinnaurkullulahul and spitimandishimlasirmaursolanunabadgamdodajammukargilkathuakishtwarleh ladakhpoonchpulwamarajaurirambanreasisambaudhampurbokarochatradeoghardhanbaddumkaeast singhbumgarhwagiridihgoddagumlahazaribaghjamtarakhuntikodermalateharlohardagapakurpalamuramgarhranchisahebganjsahibganjsaraikela kharsawansimdegawest singhbhumbagalkotbagalkoteballaribangalore ruralbelagavibengaluru urbanbidarchamarajanagarachamrajnagarchikballapurachikkaballapurachikmagalurchitradurgadakshina kannadadavanageredavangeredharwadgadaghassanhaverikalaburagikodagukolarkoppalmandyamysururaichurramanagarashivamoggatumakurutumkurudupiuttara kannadavijayapurayadagiriyadgiralappuzhaernakulamidukkikannurkasaragodkollamkottayamkozhikodemalappurampalakkadpathanamthittathiruvananthapuramthrissurwayanadagar malwaalirajpuranuppurashoknagarbalaghatbarwanibetulbhindbhopalburhanpurchhatarpurchhindwaradamohdatiadewasdhardindorigunagwaliorhardahoshangabadindorejabalpurjhabuakatnikhandwakhargonemandlamandsaurmorenanarsinghpurneemuchpannaraisenrajgarhratlamrewasagarsatnasehoreseonishahdolshajapursheopurshivpurisidhisingraulitikamgarhujjainumariavidishaahmadnagarakolaamravatibeedbhandarabuldhanabuldanachandrapurdhulegadchiroligondiahingolijalgaonjalnakolhapurlaturnagpurnandednandurbarnashikosmanabadpalgharparbhanipuneraigadratnagirisanglisatarasindhudurgsolapurthanewardhawashimyavatmalbishnupurchandelchurachandpurimphal eastimphal westsenapatitamenglongthoubalukhruleast garo hillseast jaintia hillseast khasi hillsnorth garo hillsri bhoisouth garo hillssouth west garo hillssouth west khasi hillswest garo hillswest jaintia hillswest khasi hillsaizawlchamphaikolasiblawngtlailungleimamitsaihaserchhipdimapurkiphirekohimamokokchungmonperenphektuensangwokhazunhebotoanugulbalangirbaleshwarbargarhbhadrakboudhcuttackdhenkanalgajapatiganjamjagatsinghapurjajapurjharsugudakalahandikandhamalkendraparakendujharkhordhakoraputmalkangirimayurbhanjnabarangpurnuapadapurirayagadasambalpursonepursundargarhkaraikalpondicherryyanamamritsarbarnalabathindafaridkotfatehgarh sahibfazilkafirozpurgurdaspurhoshiarpurjalandharkapurthalaludhianamansamogamuktsarpathankotpatialarupnagarsangrurshahid bhagat singh nagartarn taranajmeralwarbanswarabaranbarmerbharatpurbhilwarabikanerbundichittaurgarhchurudausadholpurdungarpurganganagarhanumangarhjaipurjaisalmerjalorejhalawarjhunjhununjodhpurkaraulikotanagaurpalipratapgarhrajsamandsawai madhopursikarsirohitonkudaipureast districtnorth districtariyalurcoimbatorecuddaloredharmapuridindigulerodekanchipuramkancheepuramkanniyakumarikarurkrishnagirimadurainagapattinamnagappattinamnamakkalperambalurpudukkottairamanathapuramsalemsivagangathanjavurthenithiruvallurthiruvarurtiruchirappallitirunelvelitiruppurtiruvannamalaituticorinvelloreviluppuramvillupuramvirudunagarvirudhunagaradilabadbhadradrihanumakondajagitialjangoanjayashankarjogulambakamareddykarimnagarkhammamkomaram bheem asifabadmahabubabadmahbubnagarmancherialmedakmedchal malkajgirinagarkurnoolnalgondanirmalnizamabadpeddapallirajannarangareddisangareddysiddipetsuryapetvikarabadwanaparthywarangalyadadridhalaigomatikhowainorth tripurasepahijalasouth tripuraunakotiwest tripuraagraaligarhallahabadambedkar nagaramethiamrohaauraiyaazamgarhbaghpatbahraichballiabandabarabankibareillybastibijnorbudaunbulandshahrchandaulichitrakootdeoriaetahetawahfaizabadfarrukhabadfatehpurfirozabadkanpur nagarghaziabadghazipurgondagorakhpurhapurhardoihathrasjalaunjaunpurjhansikannaujkanpur dehatkasganjkaushambikherilakhimpur kherikushi nagarkushinagarlalitpurlucknowmaharajganjmahobamainpurimathuramaumeerutmirzapurmoradabadmuzaffarnagarpilibhitrae barelirampursaharanpursambhalsant kabeer nagarsant ravidas nagarsant ravi das nagarshahajahanpurshamlishravastisiddharth nagarsitapursonbhadrasultanpurunnaovaranasialmorabageshwarchamolichampawatdehradunharidwarhardwarnainitalpauri garhwalpithoragarhrudra prayagtehri garhwaludam singh nagarudham singh nagaruttar kashiparaganas northparaganas southalipurduarbankurabirbhumcoochbehardarjeelingdinajpur dakshindakshin dinajpurdinajpur uttaruttar dinajpurhooghlyhowrahjalpaigurijhargramkalimpongmaldahmedinipur eastmedinipur westmurshidabadnadiapaschim bardhamanbarddhamanpurba bardhamanpuruliapuruliya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
