source_endpoint,crop_name,state_name,agriculture_year,year_code,season_name,production_tonnes
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2013 - 2014,2013,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2013 - 2014,2013,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2014 - 2015,2014,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2014 - 2015,2014,Kharif,53457.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2014 - 2015,2014,Rabi,288943.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2014 - 2015,2014,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2014 - 2015,2014,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2015 - 2016,2015,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2015 - 2016,2015,Kharif,48493.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2015 - 2016,2015,Rabi,307475.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2015 - 2016,2015,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2015 - 2016,2015,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2016 - 2017,2016,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2016 - 2017,2016,Kharif,18067.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2016 - 2017,2016,Rabi,177522.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2016 - 2017,2016,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2016 - 2017,2016,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2017 - 2018,2017,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2017 - 2018,2017,Kharif,28695.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2017 - 2018,2017,Rabi,302170.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2017 - 2018,2017,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Andhra Pradesh,2017 - 2018,2017,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2011 - 2012,2011,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2011 - 2012,2011,Kharif,1123.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2011 - 2012,2011,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2011 - 2012,2011,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2011 - 2012,2011,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2012 - 2013,2012,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2012 - 2013,2012,Kharif,1233.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2012 - 2013,2012,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2012 - 2013,2012,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2012 - 2013,2012,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2013 - 2014,2013,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2013 - 2014,2013,Kharif,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2013 - 2014,2013,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2013 - 2014,2013,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2013 - 2014,2013,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2014 - 2015,2014,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2014 - 2015,2014,Kharif,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2014 - 2015,2014,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2014 - 2015,2014,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2014 - 2015,2014,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2015 - 2016,2015,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2015 - 2016,2015,Kharif,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2015 - 2016,2015,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2015 - 2016,2015,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2015 - 2016,2015,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2016 - 2017,2016,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2016 - 2017,2016,Kharif,1005.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2016 - 2017,2016,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2016 - 2017,2016,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2016 - 2017,2016,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2017 - 2018,2017,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2017 - 2018,2017,Kharif,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2017 - 2018,2017,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2017 - 2018,2017,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Bihar,2017 - 2018,2017,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2011 - 2012,2011,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2011 - 2012,2011,Kharif,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2011 - 2012,2011,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2011 - 2012,2011,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2011 - 2012,2011,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2012 - 2013,2012,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2012 - 2013,2012,Kharif,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2012 - 2013,2012,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2012 - 2013,2012,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2012 - 2013,2012,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2013 - 2014,2013,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2013 - 2014,2013,Kharif,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2013 - 2014,2013,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2013 - 2014,2013,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2013 - 2014,2013,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2014 - 2015,2014,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2014 - 2015,2014,Kharif,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2014 - 2015,2014,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2014 - 2015,2014,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2014 - 2015,2014,Whole Year,1086.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2015 - 2016,2015,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2015 - 2016,2015,Kharif,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2015 - 2016,2015,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2015 - 2016,2015,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2015 - 2016,2015,Whole Year,1208.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2016 - 2017,2016,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2016 - 2017,2016,Kharif,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2016 - 2017,2016,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2016 - 2017,2016,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2016 - 2017,2016,Whole Year,1157.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2017 - 2018,2017,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2017 - 2018,2017,Kharif,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2017 - 2018,2017,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2017 - 2018,2017,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Chhattisgarh,2017 - 2018,2017,Whole Year,1127.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2011 - 2012,2011,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2011 - 2012,2011,Kharif,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2011 - 2012,2011,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2011 - 2012,2011,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2011 - 2012,2011,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2012 - 2013,2012,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2012 - 2013,2012,Kharif,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2012 - 2013,2012,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2012 - 2013,2012,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2012 - 2013,2012,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2013 - 2014,2013,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2013 - 2014,2013,Kharif,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2013 - 2014,2013,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2013 - 2014,2013,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2013 - 2014,2013,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2014 - 2015,2014,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2014 - 2015,2014,Kharif,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2014 - 2015,2014,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2014 - 2015,2014,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2014 - 2015,2014,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2015 - 2016,2015,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2015 - 2016,2015,Kharif,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2015 - 2016,2015,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2015 - 2016,2015,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2015 - 2016,2015,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2016 - 2017,2016,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2016 - 2017,2016,Kharif,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2016 - 2017,2016,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2016 - 2017,2016,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2016 - 2017,2016,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2017 - 2018,2017,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2017 - 2018,2017,Kharif,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2017 - 2018,2017,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2017 - 2018,2017,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Dadra and Nagar Haveli,2017 - 2018,2017,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2011 - 2012,2011,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2011 - 2012,2011,Kharif,3032.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2011 - 2012,2011,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2011 - 2012,2011,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2011 - 2012,2011,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2012 - 2013,2012,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2012 - 2013,2012,Kharif,3008.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2012 - 2013,2012,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2012 - 2013,2012,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2012 - 2013,2012,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2013 - 2014,2013,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2013 - 2014,2013,Kharif,3008.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2013 - 2014,2013,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2013 - 2014,2013,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2013 - 2014,2013,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2014 - 2015,2014,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2014 - 2015,2014,Kharif,2937.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2014 - 2015,2014,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2014 - 2015,2014,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2014 - 2015,2014,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2015 - 2016,2015,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2015 - 2016,2015,Kharif,3034.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2015 - 2016,2015,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2015 - 2016,2015,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2015 - 2016,2015,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2016 - 2017,2016,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2016 - 2017,2016,Kharif,3065.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2016 - 2017,2016,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2016 - 2017,2016,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2016 - 2017,2016,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2017 - 2018,2017,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2017 - 2018,2017,Kharif,3035.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2017 - 2018,2017,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2017 - 2018,2017,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Delhi,2017 - 2018,2017,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2011 - 2012,2011,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2011 - 2012,2011,Kharif,79200.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2011 - 2012,2011,Rabi,57300.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2011 - 2012,2011,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2011 - 2012,2011,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2012 - 2013,2012,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2012 - 2013,2012,Kharif,73800.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2012 - 2013,2012,Rabi,29900.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2012 - 2013,2012,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2012 - 2013,2012,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2013 - 2014,2013,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2013 - 2014,2013,Kharif,211755.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2013 - 2014,2013,Rabi,53857.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2013 - 2014,2013,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2013 - 2014,2013,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2014 - 2015,2014,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2014 - 2015,2014,Kharif,40618.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2014 - 2015,2014,Rabi,45164.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2014 - 2015,2014,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2014 - 2015,2014,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2015 - 2016,2015,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2015 - 2016,2015,Kharif,100471.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2015 - 2016,2015,Rabi,27154.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2015 - 2016,2015,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2015 - 2016,2015,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2016 - 2017,2016,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2016 - 2017,2016,Kharif,115386.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2016 - 2017,2016,Rabi,44912.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2016 - 2017,2016,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2016 - 2017,2016,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2017 - 2018,2017,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2017 - 2018,2017,Kharif,91210.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2017 - 2018,2017,Rabi,28227.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2017 - 2018,2017,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Gujarat,2017 - 2018,2017,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Haryana,2011 - 2012,2011,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Haryana,2011 - 2012,2011,Kharif,33000.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Haryana,2011 - 2012,2011,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Haryana,2011 - 2012,2011,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Haryana,2011 - 2012,2011,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Haryana,2012 - 2013,2012,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Haryana,2012 - 2013,2012,Kharif,26500.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Haryana,2012 - 2013,2012,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Haryana,2012 - 2013,2012,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Haryana,2012 - 2013,2012,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Haryana,2013 - 2014,2013,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Haryana,2013 - 2014,2013,Kharif,34000.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Haryana,2013 - 2014,2013,Rabi,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Haryana,2013 - 2014,2013,Summer,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Haryana,2013 - 2014,2013,Whole Year,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Haryana,2014 - 2015,2014,Autumn,0.0
https://data.desagri.gov.in/report/crop/horizontal_crop_vertical_year,Jowar,Haryana,2014 - 2015,2014,Kharif,27000.0
