crop_name,year,mospi_state_ut,des_state_name,production_tonnes_total,value_output_inr_lakh,value_output_inr,unit_price_inr_per_tonne,unit_price_inr_per_kg,join_status,value_source,production_source
Bajra,2017-18,Uttar Pradesh,Uttar Pradesh,1788889.0,205077.0,20507700000.0,11463.930964973231,11.463930964973231,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Bajra,2017-18,Uttarakhand,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Bajra,2017-18,West Bengal,West Bengal,0.0,14.0,1400000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,A & N Islands,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Andhra Pradesh,Andhra Pradesh,349774.0,44238.0,4423800000.0,12647.595304396553,12.647595304396553,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Arunachal Pradesh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Assam,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Bihar,Bihar,1123.0,309.0,30900000.0,27515.58325912734,27.51558325912734,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Chandigarh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Chhattisgarh,Chhattisgarh,0.0,402.0,40200000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Dadra & Nagar Haveli,Dadra and Nagar Haveli,0.0,54.0,5400000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Daman & Diu,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Delhi,Delhi,3032.0,306.0,30600000.0,10092.348284960422,10.092348284960423,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Goa,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Gujarat,Gujarat,136500.0,18772.0,1877200000.0,13752.380952380952,13.752380952380951,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Haryana,Haryana,33000.0,4447.0,444700000.0,13475.757575757576,13.475757575757576,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Himachal Pradesh,,,15.0,1500000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Jammu & Kashmir,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Jharkhand,,,52.0,5200000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Karnataka,Karnataka,1008210.0,222671.0,22267100000.0,22085.77578083931,22.08577578083931,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Kerala,,,16.0,1600000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Lakshadweep,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Madhya Pradesh,Madhya Pradesh,531896.0,67247.0,6724700000.0,12642.885075277874,12.642885075277874,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Maharashtra,Maharashtra,2624700.0,477200.0,47720000000.0,18181.125461957556,18.181125461957556,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Manipur,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Meghalaya,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Mizoram,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Nagaland,Nagaland,0.0,15.0,1500000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Odisha,,,502.0,50200000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Puducherry,Puducherry,0.0,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Punjab,,,10.0,1000000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Rajasthan,Rajasthan,408445.0,50448.0,5044800000.0,12351.234560344723,12.351234560344723,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Sikkim,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Tamil Nadu,Tamil Nadu,250051.0,38723.0,3872300000.0,15486.040847667076,15.486040847667077,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Telangana,Telangana,142729.0,29036.0,2903600000.0,20343.448072921412,20.34344807292141,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Tripura,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Uttar Pradesh,Uttar Pradesh,206729.0,26193.0,2619300000.0,12670.210759013007,12.670210759013008,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,Uttarakhand,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2011-12,West Bengal,West Bengal,0.0,1.0,100000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,A & N Islands,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Andhra Pradesh,Andhra Pradesh,408000.0,53642.0,5364200000.0,13147.549019607843,13.147549019607842,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Arunachal Pradesh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Assam,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Bihar,Bihar,1233.0,384.0,38400000.0,31143.552311435524,31.143552311435524,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Chandigarh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Chhattisgarh,Chhattisgarh,0.0,436.0,43600000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Dadra & Nagar Haveli,Dadra and Nagar Haveli,0.0,50.0,5000000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Daman & Diu,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Delhi,Delhi,3008.0,448.0,44800000.0,14893.617021276596,14.893617021276595,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Goa,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Gujarat,Gujarat,103700.0,16142.0,1614200000.0,15566.05593056895,15.566055930568949,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Haryana,Haryana,26500.0,4500.0,450000000.0,16981.132075471698,16.9811320754717,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Himachal Pradesh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Jammu & Kashmir,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Jharkhand,,,149.0,14900000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Karnataka,Karnataka,1311328.0,206823.0,20682300000.0,15772.026525781497,15.772026525781497,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Kerala,Kerala,0.0,11.0,1100000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Lakshadweep,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Madhya Pradesh,Madhya Pradesh,585877.0,62924.0,6292400000.0,10740.138288412072,10.740138288412073,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Maharashtra,Maharashtra,2107600.0,317527.0,31752700000.0,15065.809451508825,15.065809451508825,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Manipur,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Meghalaya,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Mizoram,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Nagaland,Nagaland,0.0,26.0,2600000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Odisha,,,456.0,45600000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Puducherry,Puducherry,0.0,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Punjab,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Rajasthan,Rajasthan,418440.0,61648.0,6164800000.0,14732.817130293472,14.732817130293471,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Sikkim,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Tamil Nadu,,,32147.0,3214700000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Telangana,Telangana,134000.0,22528.0,2252800000.0,16811.940298507463,16.811940298507462,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Tripura,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Uttar Pradesh,Uttar Pradesh,242907.0,33385.0,3338500000.0,13743.943155199315,13.743943155199315,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,Uttarakhand,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2012-13,West Bengal,West Bengal,0.0,69.0,6900000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,A & N Islands,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Andhra Pradesh,Andhra Pradesh,261692.0,38174.0,3817400000.0,14587.377527780749,14.587377527780749,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Arunachal Pradesh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Assam,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Bihar,Bihar,0.0,187.0,18700000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Chandigarh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Chhattisgarh,Chhattisgarh,0.0,465.0,46500000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Dadra & Nagar Haveli,Dadra and Nagar Haveli,0.0,49.0,4900000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Daman & Diu,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Delhi,Delhi,3008.0,531.0,53100000.0,17652.925531914894,17.652925531914896,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Goa,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Gujarat,Gujarat,265612.0,35772.0,3577200000.0,13467.76501061699,13.46776501061699,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Haryana,Haryana,34000.0,6817.0,681700000.0,20050.0,20.05,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Himachal Pradesh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Jammu & Kashmir,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Jharkhand,,,40.0,4000000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Karnataka,Karnataka,1313000.0,216923.0,21692300000.0,16521.17288651942,16.52117288651942,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Kerala,Kerala,0.0,10.0,1000000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Lakshadweep,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Madhya Pradesh,Madhya Pradesh,360754.0,56401.0,5640100000.0,15634.199482195623,15.634199482195623,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Maharashtra,Maharashtra,2846700.0,357460.0,35746000000.0,12556.99581972108,12.55699581972108,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Manipur,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Meghalaya,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Mizoram,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Nagaland,Nagaland,0.0,35.0,3500000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Odisha,,,580.0,58000000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Puducherry,Puducherry,0.0,1.0,100000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Punjab,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Rajasthan,Rajasthan,354164.0,58291.0,5829100000.0,16458.75921889294,16.45875921889294,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Sikkim,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Tamil Nadu,Tamil Nadu,508830.0,90026.0,9002600000.0,17692.746103806774,17.692746103806773,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Telangana,Telangana,107215.0,22198.0,2219800000.0,20704.192510376346,20.704192510376345,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Tripura,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Uttar Pradesh,Uttar Pradesh,165913.0,23370.0,2337000000.0,14085.69551511937,14.08569551511937,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,Uttarakhand,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2013-14,West Bengal,West Bengal,0.0,2.0,200000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,A & N Islands,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Andhra Pradesh,Andhra Pradesh,342400.0,43902.0,4390200000.0,12821.845794392524,12.821845794392525,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Arunachal Pradesh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Assam,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Bihar,Bihar,0.0,235.0,23500000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Chandigarh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Chhattisgarh,Chhattisgarh,1086.0,669.0,66900000.0,61602.20994475138,61.60220994475138,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Dadra & Nagar Haveli,Dadra and Nagar Haveli,0.0,57.0,5700000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Daman & Diu,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Delhi,Delhi,2937.0,644.0,64400000.0,21927.136533878107,21.927136533878105,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Goa,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Gujarat,Gujarat,85782.0,50055.0,5005500000.0,58351.402392110234,58.35140239211024,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Haryana,Haryana,27000.0,4785.0,478500000.0,17722.222222222223,17.72222222222222,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Himachal Pradesh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Jammu & Kashmir,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Jharkhand,,,48.0,4800000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Karnataka,Karnataka,1167020.0,206718.0,20671800000.0,17713.321108464294,17.713321108464292,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Kerala,Kerala,0.0,24.0,2400000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Lakshadweep,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Madhya Pradesh,Madhya Pradesh,372000.0,61064.0,6106400000.0,16415.05376344086,16.41505376344086,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Maharashtra,Maharashtra,2107500.0,380734.0,38073400000.0,18065.67022538553,18.065670225385528,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Manipur,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Meghalaya,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Mizoram,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Nagaland,Nagaland,0.0,39.0,3900000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Odisha,,,594.0,59400000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Puducherry,Puducherry,0.0,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Punjab,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Rajasthan,Rajasthan,502593.0,96092.0,9609200000.0,19119.24758203954,19.11924758203954,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Sikkim,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Tamil Nadu,Tamil Nadu,863053.0,106097.0,10609700000.0,12293.219535764316,12.293219535764315,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Telangana,Telangana,81591.0,17428.0,1742800000.0,21360.199041560958,21.360199041560957,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Tripura,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Uttar Pradesh,Uttar Pradesh,156272.0,22468.0,2246800000.0,14377.495648612676,14.377495648612676,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,Uttarakhand,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2014-15,West Bengal,West Bengal,0.0,2.0,200000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,A & N Islands,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Andhra Pradesh,Andhra Pradesh,355968.0,56505.0,5650500000.0,15873.617853290183,15.873617853290183,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Arunachal Pradesh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Assam,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Bihar,Bihar,0.0,253.0,25300000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Chandigarh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Chhattisgarh,Chhattisgarh,1208.0,740.0,74000000.0,61258.27814569537,61.258278145695364,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Dadra & Nagar Haveli,Dadra and Nagar Haveli,0.0,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Daman & Diu,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Delhi,Delhi,3034.0,598.0,59800000.0,19709.95385629532,19.70995385629532,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Goa,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Gujarat,Gujarat,127625.0,34609.0,3460900000.0,27117.727717923604,27.117727717923604,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Haryana,Haryana,30000.0,5595.0,559500000.0,18650.0,18.65,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Himachal Pradesh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Jammu & Kashmir,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Jharkhand,,,199.0,19900000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Karnataka,Karnataka,791890.0,187841.0,18784100000.0,23720.592506535,23.720592506535,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Kerala,Kerala,0.0,26.0,2600000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Lakshadweep,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Madhya Pradesh,Madhya Pradesh,399000.0,67200.0,6720000000.0,16842.105263157893,16.842105263157894,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Maharashtra,Maharashtra,1203000.0,236810.0,23681000000.0,19684.954280964255,19.684954280964256,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Manipur,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Meghalaya,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Mizoram,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Jowar,2015-16,Nagaland,Nagaland,0.0,43.0,4300000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
