crop_name,year,mospi_state_ut,des_state_name,production_tonnes_total,value_output_inr_lakh,value_output_inr,unit_price_inr_per_tonne,unit_price_inr_per_kg,join_status,value_source,production_source
Ragi,2012-13,Bihar,Bihar,3725.0,2085.0,208500000.0,55973.154362416106,55.9731543624161,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Chandigarh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Chhattisgarh,Chhattisgarh,0.0,276.0,27600000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Dadra & Nagar Haveli,Dadra and Nagar Haveli,1071.0,114.0,11400000.0,10644.257703081232,10.644257703081232,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Daman & Diu,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Delhi,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Goa,Goa,0.0,8.0,800000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Gujarat,Gujarat,16000.0,2040.0,204000000.0,12750.0,12.75,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Haryana,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Himachal Pradesh,Himachal Pradesh,1117.0,326.0,32600000.0,29185.31781557744,29.18531781557744,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Jammu & Kashmir,,,349.0,34900000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Jharkhand,Jharkhand,14111.0,1246.0,124600000.0,8829.990787329034,8.829990787329034,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Karnataka,Karnataka,969191.0,153329.0,15332900000.0,15820.307865013192,15.820307865013191,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Kerala,Kerala,0.0,14.0,1400000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Lakshadweep,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Madhya Pradesh,Madhya Pradesh,0.0,9.0,900000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Maharashtra,Maharashtra,139000.0,25987.0,2598700000.0,18695.68345323741,18.695683453237407,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Manipur,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Meghalaya,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Mizoram,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Nagaland,Nagaland,0.0,32.0,3200000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Odisha,Odisha,42228.2,5218.0,521800000.0,12356.67160807233,12.35667160807233,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Puducherry,Puducherry,0.0,10.0,1000000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Punjab,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Rajasthan,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Sikkim,,,691.0,69100000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Tamil Nadu,Tamil Nadu,134839.0,24968.0,2496800000.0,18516.897930124072,18.516897930124074,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Telangana,Telangana,3000.0,388.0,38800000.0,12933.333333333334,12.933333333333334,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Tripura,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Uttar Pradesh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,Uttarakhand,Uttarakhand,157792.0,20475.0,2047500000.0,12975.943013587508,12.975943013587509,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2012-13,West Bengal,West Bengal,10665.0,2069.0,206900000.0,19399.906235349274,19.399906235349274,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,A & N Islands,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Andhra Pradesh,Andhra Pradesh,39949.0,7501.0,750100000.0,18776.43996095021,18.77643996095021,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Arunachal Pradesh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Assam,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Bihar,Bihar,3510.0,1589.0,158900000.0,45270.65527065527,45.27065527065527,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Chandigarh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Chhattisgarh,Chhattisgarh,0.0,198.0,19800000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Dadra & Nagar Haveli,Dadra and Nagar Haveli,1040.0,116.0,11600000.0,11153.846153846154,11.153846153846155,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Daman & Diu,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Delhi,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Goa,Goa,78.0,3.0,300000.0,3846.153846153846,3.8461538461538463,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Gujarat,Gujarat,13952.0,2238.0,223800000.0,16040.711009174312,16.040711009174313,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Haryana,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Himachal Pradesh,Himachal Pradesh,0.0,310.0,31000000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Jammu & Kashmir,,,192.0,19200000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Jharkhand,Jharkhand,11938.0,1154.0,115400000.0,9666.610822583347,9.666610822583348,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Karnataka,Karnataka,1252457.0,186958.0,18695800000.0,14927.298901279644,14.927298901279645,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Kerala,Kerala,0.0,15.0,1500000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Lakshadweep,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Madhya Pradesh,Madhya Pradesh,0.0,22.0,2200000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Maharashtra,Maharashtra,142300.0,29495.0,2949500000.0,20727.33661278988,20.72733661278988,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Manipur,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Meghalaya,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Mizoram,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Nagaland,Nagaland,0.0,36.0,3600000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Odisha,Odisha,43756.4,6005.0,600500000.0,13723.706703476519,13.723706703476518,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Puducherry,Puducherry,0.0,14.0,1400000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Punjab,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Rajasthan,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Sikkim,,,764.0,76400000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Tamil Nadu,Tamil Nadu,357076.0,77892.0,7789200000.0,21813.843551512844,21.813843551512843,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Telangana,Telangana,1154.0,457.0,45700000.0,39601.38648180242,39.60138648180242,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Tripura,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Uttar Pradesh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,Uttarakhand,Uttarakhand,148803.0,20966.0,2096600000.0,14089.769695503452,14.08976969550345,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2013-14,West Bengal,West Bengal,10663.0,2246.0,224600000.0,21063.490574885116,21.063490574885115,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,A & N Islands,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Andhra Pradesh,Andhra Pradesh,31662.0,5855.0,585500000.0,18492.198850356894,18.492198850356893,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Arunachal Pradesh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Assam,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Bihar,Bihar,4991.0,2189.0,218900000.0,43858.94610298537,43.85894610298537,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Chandigarh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Chhattisgarh,Chhattisgarh,0.0,287.0,28700000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Dadra & Nagar Haveli,Dadra and Nagar Haveli,1060.0,111.0,11100000.0,10471.698113207547,10.471698113207546,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Daman & Diu,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Delhi,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Goa,Goa,80.0,0.0,0.0,0.0,0.0,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Gujarat,Gujarat,17069.0,2978.0,297800000.0,17446.833440740524,17.446833440740523,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Haryana,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Himachal Pradesh,Himachal Pradesh,0.0,311.0,31100000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Jammu & Kashmir,,,267.0,26700000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Jharkhand,Jharkhand,16751.0,1484.0,148400000.0,8859.172586711242,8.859172586711242,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Karnataka,Karnataka,1294219.0,198243.0,19824300000.0,15317.577627897597,15.317577627897597,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Kerala,Kerala,0.0,21.0,2100000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Lakshadweep,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Madhya Pradesh,,,345.0,34500000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Maharashtra,Maharashtra,119000.0,25081.0,2508100000.0,21076.470588235294,21.076470588235292,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Manipur,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Meghalaya,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Mizoram,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Nagaland,Nagaland,0.0,40.0,4000000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Odisha,Odisha,36959.1,5586.0,558600000.0,15114.004399457779,15.114004399457778,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Puducherry,Puducherry,0.0,15.0,1500000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Punjab,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Rajasthan,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Sikkim,,,713.0,71300000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Tamil Nadu,Tamil Nadu,343213.0,75401.0,7540100000.0,21969.156179981528,21.96915617998153,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Telangana,Telangana,0.0,248.0,24800000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Tripura,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Uttar Pradesh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,Uttarakhand,Uttarakhand,149033.0,22443.0,2244300000.0,15059.080874705602,15.059080874705602,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2014-15,West Bengal,West Bengal,10674.0,2185.0,218500000.0,20470.301667603522,20.470301667603522,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,A & N Islands,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Andhra Pradesh,Andhra Pradesh,32435.0,5455.0,545500000.0,16818.25188839217,16.81825188839217,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Arunachal Pradesh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Assam,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Bihar,Bihar,6244.0,2218.0,221800000.0,35522.101217168485,35.52210121716848,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Chandigarh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Chhattisgarh,Chhattisgarh,0.0,213.0,21300000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Dadra & Nagar Haveli,Dadra and Nagar Haveli,1035.0,173.0,17300000.0,16714.975845410627,16.714975845410628,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Daman & Diu,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Delhi,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Goa,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Gujarat,Gujarat,14995.0,2811.0,281100000.0,18746.248749583196,18.746248749583195,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Haryana,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Himachal Pradesh,Himachal Pradesh,0.0,317.0,31700000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Jammu & Kashmir,,,287.0,28700000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Jharkhand,Jharkhand,15286.0,1176.0,117600000.0,7693.314143660866,7.693314143660865,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Karnataka,Karnataka,1184809.0,181479.0,18147900000.0,15317.15238489917,15.317152384899169,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Kerala,Kerala,0.0,21.0,2100000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Lakshadweep,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Madhya Pradesh,,,116.0,11600000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Maharashtra,Maharashtra,92100.0,21760.0,2176000000.0,23626.492942453853,23.626492942453854,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Manipur,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Meghalaya,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Mizoram,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Nagaland,Nagaland,0.0,48.0,4800000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Odisha,Odisha,27049.1,4745.0,474500000.0,17542.173307060126,17.542173307060125,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Puducherry,Puducherry,0.0,18.0,1800000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Punjab,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Rajasthan,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Sikkim,,,740.0,74000000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Tamil Nadu,Tamil Nadu,277393.0,55754.0,5575400000.0,20099.28152476811,20.09928152476811,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Telangana,Telangana,0.0,84.0,8400000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Tripura,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Uttar Pradesh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,Uttarakhand,Uttarakhand,148705.0,24066.0,2406600000.0,16183.719444537843,16.183719444537843,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2015-16,West Bengal,West Bengal,10703.0,2480.0,248000000.0,23171.07353078576,23.171073530785762,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,A & N Islands,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Andhra Pradesh,Andhra Pradesh,31243.0,6772.0,677200000.0,21675.255257177607,21.675255257177607,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Arunachal Pradesh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Assam,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Bihar,Bihar,0.0,956.0,95600000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Chandigarh,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Chhattisgarh,Chhattisgarh,0.0,303.0,30300000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Dadra & Nagar Haveli,Dadra and Nagar Haveli,1462.0,193.0,19300000.0,13201.09439124487,13.201094391244869,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Daman & Diu,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Delhi,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Goa,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Gujarat,Gujarat,23923.0,5044.0,504400000.0,21084.31216820633,21.084312168206328,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Haryana,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Himachal Pradesh,Himachal Pradesh,0.0,358.0,35800000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Jammu & Kashmir,,,286.0,28600000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Jharkhand,Jharkhand,20157.0,3605.0,360500000.0,17884.60584412363,17.88460584412363,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Karnataka,Karnataka,485952.0,214879.0,21487900000.0,44218.153233241144,44.218153233241146,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Kerala,Kerala,0.0,14.0,1400000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Lakshadweep,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Madhya Pradesh,,,116.0,11600000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Maharashtra,Maharashtra,110900.0,28920.0,2892000000.0,26077.547339945897,26.077547339945898,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Manipur,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Meghalaya,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Mizoram,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Nagaland,Nagaland,0.0,52.0,5200000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Odisha,Odisha,31355.2,5697.0,569700000.0,18169.23508700311,18.169235087003113,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Puducherry,Puducherry,0.0,17.0,1700000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Punjab,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Rajasthan,,,0.0,0.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Sikkim,,,765.0,76500000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Tamil Nadu,Tamil Nadu,108007.0,25587.0,2558700000.0,23690.131195200313,23.690131195200312,matched,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
Ragi,2016-17,Telangana,Telangana,0.0,311.0,31100000.0,,,missing_or_zero_production,MoSPI current-price state value of output,DES APY state-year production aggregated from district-year-season report
