Crop,State,Year,Output_lakh,Production_tonne,rupee_per_kg,match_status,MSP_rs_per_kg,diff_rs_per_kg,pct_diff_from_msp
Wheat,Arunachal Pradesh,2018-19,1061,7742.1,13.704292117125844,both,17.35,-3.6457078828741576,-21.01272554970696
Wheat,Assam,2018-19,2823,23689.11,11.91686813054606,both,17.35,-5.433131869453941,-31.31488109195355
Wheat,Bihar,2018-19,840852,6465642.7,13.004925248962488,both,17.35,-4.345074751037513,-25.043658507420826
Wheat,Chhattisgarh,2018-19,24192,162725.76,14.866730381225445,both,17.35,-2.483269618774557,-14.312793191784188
Wheat,Gujarat,2018-19,312718,2407423.2,12.989739402694132,both,17.35,-4.360260597305869,-25.131184998881086
Wheat,Haryana,2018-19,1615761,12574017.5,12.84999802171422,both,17.35,-4.500001978285782,-25.93661082585465
Wheat,Himachal Pradesh,2018-19,76219,564630.0,13.49892850185077,both,17.35,-3.8510714981492313,-22.196377510946576
Wheat,Jammu & Kashmir,2018-19,91115,671941.71,13.559955967013863,both,17.35,-3.7900440329861382,-21.844634195885522
Wheat,Jharkhand,2018-19,37979,302625.41,12.54983842896735,both,17.35,-4.8001615710326515,-27.66663729701816
Wheat,Karnataka,2018-19,24191,163609.0,14.785861413491922,both,17.35,-2.5641385865080792,-14.778896752207949
Wheat,Madhya Pradesh,2018-19,2076891,16521360.0,12.570944522726943,both,17.35,-4.779055477273058,-27.544988341631456
Wheat,Maharashtra,2018-19,166383,1249180.24,13.319374952648946,both,17.35,-4.030625047351055,-23.23126828444412
Wheat,Manipur,2018-19,344,5729.58,6.003930480070093,both,17.35,-11.346069519929909,-65.39521337135393
Wheat,Meghalaya,2018-19,94,892.12,10.53669909877595,both,17.35,-6.813300901224052,-39.2697458283807
Wheat,Nagaland,2018-19,1064,6258.6,17.00060716454159,both,17.35,-0.34939283545840993,-2.0137915588380975
Wheat,Odisha,2018-19,39,272.25,14.325068870523417,both,17.35,-3.0249311294765846,-17.43476155317916
Wheat,Punjab,2018-19,2343311,18261760.0,12.831791678348637,both,17.35,-4.518208321651365,-26.04154652248625
Wheat,Rajasthan,2018-19,1225410,10082880.0,12.153372845853566,both,17.35,-5.1966271541464355,-29.95174152245784
Wheat,Sikkim,2018-19,28,175.88,15.919945417329998,both,17.35,-1.430054582670003,-8.242389525475522
Wheat,Telangana,2018-19,1053,9385.0,11.220031965903036,both,17.35,-6.129968034096965,-35.33122786223035
Wheat,Tripura,2018-19,29,332.06,8.733361440703487,both,17.35,-8.616638559296515,-49.66362282015282
Wheat,Uttar Pradesh,2018-19,3893584,32741280.0,11.891972458010194,both,17.35,-5.458027541989807,-31.458371999941246
Wheat,Uttarakhand,2018-19,116519,951570.0,12.244921550700422,both,17.35,-5.1050784492995795,-29.424083281265588
Wheat,West Bengal,2018-19,35534,337786.76,10.519654470767296,both,17.35,-6.830345529232705,-39.36798575926631
Wheat,Chandigarh,2018-19,324,273.0,118.68131868131869,both,17.35,101.33131868131869,584.0421826012605
Wheat,Dadra & Nagar Haveli,2018-19,22,171.12,12.856474988312296,both,17.35,-4.493525011687705,-25.899279606269193
Wheat,Delhi,2018-19,10691,82876.64,12.899895555611328,both,17.35,-4.450104444388673,-25.6490169705399
Jowar,Andhra Pradesh,2018-19,28911,230088.0,12.565192448106812,both,17.125,-4.559807551893188,-26.62661344171205
Jowar,Bihar,2018-19,107,763.26,14.018814034536067,both,17.125,-3.1061859654639328,-18.13831220708866
Jowar,Chhattisgarh,2018-19,336,3421.42,9.820483892652758,both,17.125,-7.304516107347242,-42.65410865604229
Jowar,Gujarat,2018-19,13028,96466.02,13.505273670459298,both,17.125,-3.6197263295407023,-21.13708805571213
Jowar,Haryana,2018-19,2867,21278.4,13.473757425370328,both,17.125,-3.6512425746296717,-21.321124523384945
Jowar,Jharkhand,2018-19,144,1401.51,10.27463236081084,both,17.125,-6.850367639189161,-40.00214679818488
Jowar,Karnataka,2018-19,170285,891685.2,19.09698624581859,both,17.125,1.9719862458185915,11.515248150765498
Jowar,Kerala,2018-19,13,167.51,7.760730702644619,both,17.125,-9.364269297355381,-54.68186451010442
Jowar,Madhya Pradesh,2018-19,17966,164175.0,10.943200852748593,both,17.125,-6.181799147251407,-36.098097210227195
Jowar,Maharashtra,2018-19,154604,872481.79,17.720025996187267,both,17.125,0.5950259961872675,3.4746043572979124
Jowar,Nagaland,2018-19,39,269.92,14.448725548310607,both,17.125,-2.676274451689393,-15.627880009865068
Jowar,Odisha,2018-19,424,4558.46,9.30138687188217,both,17.125,-7.823613128117829,-45.685332134994624
Jowar,Rajasthan,2018-19,57762,469572.48,12.300976411564834,both,17.125,-4.824023588435166,-28.16948080838053
Jowar,Tamil Nadu,2018-19,71233,464484.85,15.335914615944956,both,17.125,-1.7890853840550438,-10.447213921489306
Jowar,Telangana,2018-19,13554,67298.0,20.140271627685816,both,17.125,3.0152716276858165,17.607425563128857
Jowar,Tripura,2018-19,0,767.83,0.0,both,17.125,-17.125,-100.0
Jowar,Uttar Pradesh,2018-19,22542,183309.0,12.297268546552544,both,17.125,-4.827731453447456,-28.191132574875652
Jowar,West Bengal,2018-19,4,30.02,13.324450366422385,both,17.125,-3.8005496335776154,-22.19299056103717
Jowar,Dadra & Nagar Haveli,2018-19,21,153.71,13.662090950491184,both,17.125,-3.4629090495088164,-20.22136671246024
Jowar,Delhi,2018-19,310,3036.76,10.208248264597794,both,17.125,-6.916751735402206,-40.38979115563332
Bajra,Andhra Pradesh,2018-19,2388,22682.0,10.528172118860772,both,14.25,-3.7218278811392285,-26.1180903939595
Bajra,Bihar,2018-19,495,3525.61,14.040123553087266,both,14.25,-0.20987644691273388,-1.4728171713174307
Bajra,Chhattisgarh,2018-19,5,26.94,18.55976243504083,both,14.25,4.309762435040831,30.243946912567232
Bajra,Gujarat,2018-19,105440,892802.4,11.81000409497107,both,14.25,-2.4399959050289297,-17.122778280904768
Bajra,Haryana,2018-19,85172,878279.6,9.697595162178423,both,14.25,-4.552404837821577,-31.946700616291764
Bajra,Himachal Pradesh,2018-19,7,64.24,10.896637608966376,both,14.25,-3.353362391033624,-23.53236765637631
Bajra,Jammu & Kashmir,2018-19,911,13591.76,6.7025903930028194,both,14.25,-7.5474096069971806,-52.96427794383986
Bajra,Jharkhand,2018-19,11,75.14,14.63933989885547,both,14.25,0.3893398988554697,2.732209816529612
Bajra,Karnataka,2018-19,17445,176375.1,9.890851939984726,both,14.25,-4.359148060015274,-30.59051270186157
Bajra,Madhya Pradesh,2018-19,68696,628167.0,10.935945377582712,both,14.25,-3.314054622417288,-23.25652366608623
Bajra,Maharashtra,2018-19,41155,332232.0,12.387428062317898,both,14.25,-1.8625719376821017,-13.070680264435802
Bajra,Nagaland,2018-19,104,719.94,14.44564824846515,both,14.25,0.19564824846514917,1.3729701646677135
Bajra,Odisha,2018-19,118,1343.52,8.782898654281292,both,14.25,-5.467101345718708,-38.36562347872778
Bajra,Punjab,2018-19,81,716.1,11.311269375785503,both,14.25,-2.9387306242144966,-20.622671047119276
Bajra,Rajasthan,2018-19,333328,3808162.2,8.752988515037515,both,14.25,-5.497011484962485,-38.57551919271919
Bajra,Tamil Nadu,2018-19,15230,117996.96,12.907112183229126,both,14.25,-1.3428878167708742,-9.423774152778066
Bajra,Telangana,2018-19,625,3976.0,15.719315895372231,both,14.25,1.4693158953722314,10.310988739454256
Bajra,Uttar Pradesh,2018-19,148821,1779433.0,8.363394407094844,both,14.25,-5.8866055929051555,-41.30951293266775
Bajra,West Bengal,2018-19,4,28.54,14.01541695865452,both,14.25,-0.23458304134548058,-1.6461967813717935
Bajra,Daman & Diu,2018-19,77,647.78,11.886751674951372,both,14.25,-2.3632483250486285,-16.584198772271076
Bajra,Delhi,2018-19,382,3253.04,11.7428620613334,both,14.25,-2.5071379386666006,-17.59395044678316
Bajra,Puducherry,2018-19,3,28.0,10.714285714285714,both,14.25,-3.5357142857142865,-24.812030075187977
Maize,Andhra Pradesh,2018-19,169029,1562640.0,10.816886806942096,both,14.25,-3.4331131930579044,-24.09202240742389
Maize,Arunachal Pradesh,2018-19,8583,78030.0,10.999615532487503,both,14.25,-3.2503844675124967,-22.809715561491206
Maize,Assam,2018-19,10303,104987.06,9.813590360564437,both,14.25,-4.436409639435563,-31.132699224109217
Maize,Bihar,2018-19,242881,2482685.86,9.78299364866081,both,14.25,-4.46700635133919,-31.347412991853968
Maize,Chhattisgarh,2018-19,39489,296330.17,13.32601402010467,both,14.25,-0.9239859798953294,-6.484112139616346
Maize,Gujarat,2018-19,85827,802645.8,10.693010540888643,both,14.25,-3.5569894591113567,-24.961329537623552
Maize,Haryana,2018-19,1672,15599.6,10.71822354419344,both,14.25,-3.5317764558065594,-24.784396181098664
Maize,Himachal Pradesh,2018-19,90912,725553.4,12.530021911550548,both,14.25,-1.7199780884494515,-12.070021673329485
Maize,Jammu & Kashmir,2018-19,82583,574290.72,14.379999036028304,both,14.25,0.12999903602830365,0.9122739370407273
Maize,Jharkhand,2018-19,46210,455275.62,10.149895573147536,both,14.25,-4.1001044268524645,-28.7726626445787
Maize,Karnataka,2018-19,398693,3757706.0,10.610010469153254,both,14.25,-3.639989530846746,-25.543786181380675
Maize,Kerala,2018-19,0,144.41,0.0,both,14.25,-14.25,-100.0
Maize,Madhya Pradesh,2018-19,413144,4131435.0,10.000012102332482,both,14.25,-4.249987897667518,-29.82447647485978
Maize,Maharashtra,2018-19,192755,1765574.0,10.917412694115342,both,14.25,-3.3325873058846582,-23.386577585155496
Maize,Manipur,2018-19,5981,58167.9,10.282303469783162,both,14.25,-3.9676965302168377,-27.8434844225743
Maize,Meghalaya,2018-19,3570,41665.92,8.56815354131146,both,14.25,-5.68184645868854,-39.872606727638875
Maize,Mizoram,2018-19,987,10970.0,8.997265268915223,both,14.25,-5.252734731084777,-36.86129635848966
Maize,Nagaland,2018-19,19166,136902.1,13.999785247998387,both,14.25,-0.2502147520016127,-1.7558929965025452
Maize,Odisha,2018-19,12060,120964.6,9.969858950469806,both,14.25,-4.280141049530194,-30.03607754056276
Maize,Punjab,2018-19,42777,395125.0,10.826194242328375,both,14.25,-3.4238057576716248,-24.026707071379825
Maize,Rajasthan,2018-19,199940,1892470.72,10.565024752404096,both,14.25,-3.6849752475959043,-25.859475421725644
Maize,Sikkim,2018-19,11069,66791.5,16.57246805356969,both,14.25,2.3224680535696898,16.298021428559228
Maize,Tamil Nadu,2018-19,339545,2834502.88,11.97899647221385,both,14.25,-2.2710035277861493,-15.936866861657188
Maize,Telangana,2018-19,212159,2083464.0,10.182993322658804,both,14.25,-4.067006677341196,-28.54039773572769
Maize,Tripura,2018-19,1249,22691.89,5.504169110638206,both,14.25,-8.745830889361795,-61.37425185517049
Maize,Uttar Pradesh,2018-19,153452,1526158.0,10.054791181515938,both,14.25,-4.195208818484062,-29.44006188409868
Maize,Uttarakhand,2018-19,4137,39186.0,10.557341907824222,both,14.25,-3.692658092175778,-25.913390120531773
Maize,West Bengal,2018-19,169509,1732871.36,9.781972506026069,both,14.25,-4.468027493973931,-31.35457890508022
Maize,A & N Islands,2018-19,12,48.97,24.50479885644272,both,14.25,10.254798856442719,71.96350074696645
Maize,Dadra & Nagar Haveli,2018-19,13,122.12,10.645266950540451,both,14.25,-3.604733049459549,-25.296372276909118
Maize,Delhi,2018-19,12,102.2,11.741682974559687,both,14.25,-2.508317025440313,-17.60222473993202
Ragi,Andhra Pradesh,2018-19,4647,43136.0,10.772904302670623,both,19.0,-8.227095697329377,-43.30050367015461
Ragi,Bihar,2018-19,576,3087.69,18.654722462423365,both,19.0,-0.34527753757663504,-1.8172501977717634
Ragi,Chhattisgarh,2018-19,173,1647.8,10.49884694744508,both,19.0,-8.50115305255492,-44.74291080292064
Ragi,Gujarat,2018-19,986,9639.96,10.228258208540286,both,19.0,-8.771741791459714,-46.16706206031429
Ragi,Himachal Pradesh,2018-19,178,1823.2,9.763053971039929,both,19.0,-9.236946028960071,-48.61550541557932
Ragi,Jharkhand,2018-19,951,11291.74,8.422085524463014,both,19.0,-10.577914475536986,-55.673234081773614
Ragi,Karnataka,2018-19,64113,677516.25,9.462946460693749,both,19.0,-9.537053539306251,-50.19501862792764
Ragi,Kerala,2018-19,28,271.44,10.31535514294135,both,19.0,-8.68464485705865,-45.70865714241395
Ragi,Maharashtra,2018-19,13584,93477.23,14.53188118646648,both,19.0,-4.46811881353352,-23.516414808071158
Ragi,Nagaland,2018-19,34,339.85,10.004413711931734,both,19.0,-8.995586288068266,-47.34519098983297
Ragi,Odisha,2018-19,2675,25295.4,10.575045265147022,both,19.0,-8.424954734852978,-44.34186702554199
Ragi,Tamil Nadu,2018-19,31898,256000.2,12.460146515510534,both,19.0,-6.539853484489466,-34.42028149731298
Ragi,Telangana,2018-19,106,977.0,10.849539406345958,both,19.0,-8.150460593654042,-42.897161019231795
Ragi,Uttarakhand,2018-19,11954,109848.0,10.882310101230791,both,19.0,-8.117689898769209,-42.72468367773268
Ragi,West Bengal,2018-19,361,2930.23,12.31985202526764,both,19.0,-6.68014797473236,-35.158673551222954
Ragi,Dadra & Nagar Haveli,2018-19,136,1324.8,10.265700483091788,both,19.0,-8.734299516908212,-45.969997457411644
Ragi,Puducherry,2018-19,11,97.99,11.225635268904991,both,19.0,-7.774364731095009,-40.91770911102636
