Crop,State,Year,Output_lakh,Production_tonne,rupee_per_kg,match_status,MSP_rs_per_kg,diff_rs_per_kg,pct_diff_from_msp
Rice,Andhra Pradesh,2014-15,1177679,7233930.0,16.279933590731456,both,15.7,0.5799335907314571,3.693844526951956
Rice,Arunachal Pradesh,2014-15,37050,285000.0,13.0,both,15.7,-2.6999999999999993,-17.197452229299362
Rice,Assam,2014-15,691286,5222650.0,13.236307238662365,both,15.7,-2.4636927613376347,-15.692310581768375
Rice,Bihar,2014-15,955375,6356730.0,15.029346849716758,both,15.7,-0.6706531502832416,-4.271676116453769
Rice,Chhattisgarh,2014-15,1018094,6322110.0,16.10370588300425,both,15.7,0.4037058830042497,2.5713750509824824
Rice,Goa,2014-15,17172,120510.0,14.24943988050784,both,15.7,-1.4505601194921596,-9.239236429886367
Rice,Gujarat,2014-15,287042,1830900.0,15.677644874105631,both,15.7,-0.022355125894367944,-0.1423893369068022
Rice,Haryana,2014-15,911473,4006000.0,22.7526959560659,both,15.7,7.0526959560659,44.92163029341338
Rice,Himachal Pradesh,2014-15,19263,125220.0,15.383325347388595,both,15.7,-0.31667465261140393,-2.0170360038942925
Rice,Jammu & Kashmir,2014-15,66212,517230.0,12.801268294569148,both,15.7,-2.8987317054308512,-18.4632592702602
Rice,Jharkhand,2014-15,454465,3361870.0,13.518220514178122,both,15.7,-2.1817794858218775,-13.896684623069284
Rice,Karnataka,2014-15,608189,3541000.0,17.17562835357244,both,15.7,1.4756283535724393,9.39890671065248
Rice,Kerala,2014-15,95285,562100.0,16.951610033801813,both,15.7,1.2516100338018141,7.972038431858689
Rice,Madhya Pradesh,2014-15,639782,3625300.0,17.64769812153477,both,15.7,1.9476981215347706,12.40572051932975
Rice,Maharashtra,2014-15,580244,2946000.0,19.695994568906997,both,15.7,3.9959945689069976,25.452194706413998
Rice,Manipur,2014-15,51369,334110.0,15.374876537667236,both,15.7,-0.3251234623327637,-2.070850078552635
Rice,Meghalaya,2014-15,53343,298240.0,17.885930793991417,both,15.7,2.1859307939914174,13.923126076378455
Rice,Mizoram,2014-15,10676,60670.0,17.596835338717653,both,15.7,1.8968353387176542,12.081753749793975
Rice,Nagaland,2014-15,77212,454190.0,16.999933948347607,both,15.7,1.2999339483476078,8.27983406590833
Rice,Odisha,2014-15,1319051,8298210.0,15.895608812020903,both,15.7,0.19560881202090386,1.2459160001331457
Rice,Punjab,2014-15,1850890,11107000.0,16.66417574502566,both,15.7,0.9641757450256598,6.141246783602929
Rice,Rajasthan,2014-15,77371,366680.0,21.100414530380714,both,15.7,5.400414530380715,34.397544779495
Rice,Sikkim,2014-15,4483,20070.0,22.336821126058798,both,15.7,6.636821126058798,42.27274602585222
Rice,Tamil Nadu,2014-15,886022,5727810.0,15.468774278476417,both,15.7,-0.23122572152358245,-1.4727752963285508
Rice,Telangana,2014-15,717302,4440800.0,16.15254008286795,both,15.7,0.45254008286795155,2.8824209099869527
Rice,Tripura,2014-15,111191,746950.0,14.8860030791887,both,15.7,-0.8139969208112987,-5.1846937631292915
Rice,Uttar Pradesh,2014-15,1993633,12167940.0,16.3843099160581,both,15.7,0.6843099160581012,4.35866188572039
Rice,Uttarakhand,2014-15,96910,603690.0,16.052941079030628,both,15.7,0.35294107903062866,2.2480323505135584
Rice,West Bengal,2014-15,2199542,14677240.0,14.986073675977227,both,15.7,-0.713926324022772,-4.547301426896637
Rice,A & N Islands,2014-15,1968,13120.0,15.0,both,15.7,-0.6999999999999993,-4.458598726114645
Rice,Dadra & Nagar Haveli,2014-15,3998,25900.0,15.436293436293436,both,15.7,-0.2637065637065632,-1.6796596414430778
Rice,Daman & Diu,2014-15,564,4290.0,13.146853146853148,both,15.7,-2.553146853146851,-16.262081867177393
Rice,Delhi,2014-15,3282,25900.0,12.671814671814673,both,15.7,-3.0281853281853266,-19.287804638123102
Rice,Puducherry,2014-15,9785,52720.0,18.5603186646434,both,15.7,2.860318664643401,18.218590220658605
Wheat,Arunachal Pradesh,2014-15,1028,7500.0,13.706666666666669,both,17.35,-3.6433333333333326,-20.999039385206526
Wheat,Assam,2014-15,3428,28770.0,11.91518943343761,both,17.35,-5.434810566562392,-31.32455657961033
Wheat,Bihar,2014-15,518507,3987000.0,13.004941058439927,both,17.35,-4.345058941560074,-25.04356738651339
Wheat,Chhattisgarh,2014-15,20115,135300.0,14.866962305986696,both,17.35,-2.483037694013305,-14.311456449644409
Wheat,Gujarat,2014-15,397262,3059000.0,12.986662307943773,both,17.35,-4.363337692056229,-25.148920415309675
Wheat,Haryana,2014-15,1330489,10354000.0,12.85,both,17.35,-4.500000000000002,-25.936599423631133
Wheat,Himachal Pradesh,2014-15,87272,646460.0,13.499984531138818,both,17.35,-3.8500154688611836,-22.190290886807972
Wheat,Jammu & Kashmir,2014-15,42622,314320.0,13.560066174599134,both,17.35,-3.789933825400867,-21.84399899366494
Wheat,Jharkhand,2014-15,41463,330380.0,12.550093831345723,both,17.35,-4.799906168654278,-27.665165237200448
Wheat,Karnataka,2014-15,38591,261000.0,14.785823754789272,both,17.35,-2.5641762452107297,-14.779113805249162
Wheat,Madhya Pradesh,2014-15,2147952,17103900.0,12.558258642765685,both,17.35,-4.791741357234317,-27.61810580538511
Wheat,Maharashtra,2014-15,174218,1308000.0,13.319418960244649,both,17.35,-4.0305810397553525,-23.231014638359376
Wheat,Manipur,2014-15,337,5620.0,5.99644128113879,both,17.35,-11.353558718861212,-65.43837878306174
Wheat,Meghalaya,2014-15,89,840.0,10.595238095238097,both,17.35,-6.754761904761905,-38.932345272402905
Wheat,Nagaland,2014-15,952,5600.0,17.0,both,17.35,-0.3500000000000014,-2.0172910662824286
Wheat,Odisha,2014-15,96,660.0,14.545454545454543,both,17.35,-2.8045454545454582,-16.164527115535783
Wheat,Punjab,2014-15,1931000,15050000.0,12.830564784053156,both,17.35,-4.519435215946846,-26.048617959347812
Wheat,Rajasthan,2014-15,1193325,9823880.0,12.147186244131646,both,17.35,-5.202813755868355,-29.98739916927006
Wheat,Sikkim,2014-15,67,420.0,15.952380952380953,both,17.35,-1.3976190476190489,-8.055441196651577
Wheat,Telangana,2014-15,777,7000.0,11.1,both,17.35,-6.250000000000002,-36.02305475504324
Wheat,Tripura,2014-15,112,300.0,37.333333333333336,both,17.35,19.983333333333334,115.17771373679155
Wheat,Uttar Pradesh,2014-15,2662988,22417400.0,11.879111761399628,both,17.35,-5.470888238600374,-31.532497052451717
Wheat,Uttarakhand,2014-15,79940,654150.0,12.22043873729267,both,17.35,-5.129561262707332,-29.56519459773678
Wheat,West Bengal,2014-15,98807,939250.0,10.519776417354272,both,17.35,-6.830223582645729,-39.36728289709353
Wheat,Dadra & Nagar Haveli,2014-15,34,290.0,11.724137931034482,both,17.35,-5.625862068965519,-32.42571797674651
Wheat,Delhi,2014-15,11040,85560.0,12.903225806451612,both,17.35,-4.446774193548389,-25.62982244120109
Jowar,Andhra Pradesh,2014-15,35966,286200.0,12.566736547868624,both,17.125,-4.558263452131376,-26.61759680076716
Jowar,Bihar,2014-15,218,1550.0,14.064516129032258,both,17.125,-3.060483870967742,-17.871438662585355
Jowar,Chhattisgarh,2014-15,415,4400.0,9.431818181818182,both,17.125,-7.693181818181818,-44.923689449236896
Jowar,Gujarat,2014-15,26335,195700.0,13.456821665815022,both,17.125,-3.6681783341849776,-21.420019469693298
Jowar,Haryana,2014-15,3503,26000.0,13.473076923076922,both,17.125,-3.6519230769230777,-21.325098259404836
Jowar,Jharkhand,2014-15,30,290.0,10.344827586206897,both,17.125,-6.780172413793103,-39.59224767178455
Jowar,Karnataka,2014-15,224199,1174000.0,19.09701873935264,both,17.125,1.9720187393526416,11.515437894030024
Jowar,Kerala,2014-15,9,130.0,6.923076923076923,both,17.125,-10.201923076923077,-59.57327344188658
Jowar,Madhya Pradesh,2014-15,41257,377000.0,10.943501326259948,both,17.125,-6.181498673740052,-36.096342620379865
Jowar,Maharashtra,2014-15,373715,2109000.0,17.720009483167377,both,17.125,0.5950094831673773,3.474507930904393
Jowar,Nagaland,2014-15,33,230.0,14.347826086956522,both,17.125,-2.7771739130434785,-16.217073944779436
Jowar,Odisha,2014-15,390,4190.0,9.307875894988069,both,17.125,-7.817124105011931,-45.647440029266754
Jowar,Rajasthan,2014-15,62059,504500.0,12.301090188305253,both,17.125,-4.823909811694747,-28.16881641865546
Jowar,Tamil Nadu,2014-15,78631,512600.0,15.33964104564963,both,17.125,-1.7853589543503698,-10.425453748031357
Jowar,Telangana,2014-15,16770,83000.0,20.204819277108435,both,17.125,3.0798192771084345,17.98434614369889
Jowar,Uttar Pradesh,2014-15,20044,163000.0,12.296932515337422,both,17.125,-4.8280674846625775,-28.19309480094936
Jowar,West Bengal,2014-15,1,10.0,10.0,both,17.125,-7.125,-41.605839416058394
Jowar,Dadra & Nagar Haveli,2014-15,49,370.0,13.243243243243244,both,17.125,-3.881756756756756,-22.66719274018544
Jowar,Delhi,2014-15,316,3130.0,10.095846645367413,both,17.125,-7.029153354632587,-41.046150975956714
Bajra,Andhra Pradesh,2014-15,4001,38000.0,10.528947368421052,both,14.25,-3.7210526315789476,-26.112650046168053
Bajra,Bihar,2014-15,524,3730.0,14.048257372654156,both,14.25,-0.20174262734584403,-1.415737735760309
Bajra,Chhattisgarh,2014-15,19,100.0,19.0,both,14.25,4.75,33.333333333333336
Bajra,Gujarat,2014-15,91105,771400.0,11.810344827586206,both,14.25,-2.4396551724137936,-17.12038717483364
Bajra,Haryana,2014-15,64974,670000.0,9.697611940298508,both,14.25,-4.552388059701492,-31.94658287509819
Bajra,Himachal Pradesh,2014-15,42,360.0,11.666666666666666,both,14.25,-2.583333333333334,-18.128654970760238
Bajra,Jammu & Kashmir,2014-15,629,9390.0,6.698615548455804,both,14.25,-7.551384451544196,-52.99217158978384
Bajra,Jharkhand,2014-15,17,120.0,14.166666666666666,both,14.25,-0.08333333333333393,-0.5847953216374311
Bajra,Karnataka,2014-15,24530,248000.0,9.891129032258064,both,14.25,-4.358870967741936,-30.588568194680253
Bajra,Madhya Pradesh,2014-15,48665,445000.0,10.935955056179775,both,14.25,-3.3140449438202246,-23.256455746106838
Bajra,Maharashtra,2014-15,66644,538000.0,12.387360594795538,both,14.25,-1.8626394052044617,-13.071153720733065
Bajra,Nagaland,2014-15,102,700.0,14.571428571428571,both,14.25,0.3214285714285712,2.2556390977443592
Bajra,Odisha,2014-15,127,1440.0,8.819444444444445,both,14.25,-5.430555555555555,-38.109161793372316
Bajra,Rajasthan,2014-15,390044,4456120.0,8.752995879823704,both,14.25,-5.497004120176296,-38.57546751000909
Bajra,Tamil Nadu,2014-15,22919,177570.0,12.907022582643464,both,14.25,-1.3429774173565363,-9.424402928817798
Bajra,Telangana,2014-15,1651,11000.0,15.00909090909091,both,14.25,0.7590909090909097,5.3269537480063835
Bajra,Uttar Pradesh,2014-15,151210,1808000.0,8.363384955752212,both,14.25,-5.8866150442477885,-41.30957925787922
Bajra,West Bengal,2014-15,7,50.0,14.0,both,14.25,-0.25,-1.7543859649122806
Bajra,Daman & Diu,2014-15,46,2000.0,2.3,both,14.25,-11.95,-83.85964912280701
Bajra,Delhi,2014-15,449,3240.0,13.858024691358024,both,14.25,-0.3919753086419764,-2.750703920294571
Maize,Andhra Pradesh,2014-15,209631,1938000.0,10.81687306501548,both,14.25,-3.4331269349845197,-24.092118841996626
Maize,Arunachal Pradesh,2014-15,8250,75000.0,11.0,both,14.25,-3.25,-22.80701754385965
Maize,Assam,2014-15,9145,93150.0,9.817498658078367,both,14.25,-4.432501341921633,-31.10527257488865
Maize,Bihar,2014-15,228969,2340450.0,9.783118631032494,both,14.25,-4.466881368967506,-31.34653592257899
Maize,Chhattisgarh,2014-15,30690,230250.0,13.32899022801303,both,14.25,-0.9210097719869701,-6.463226470084001
Maize,Gujarat,2014-15,67473,631030.0,10.692518580733088,both,14.25,-3.557481419266912,-24.964781889592363
Maize,Haryana,2014-15,1929,18000.0,10.716666666666669,both,14.25,-3.5333333333333314,-24.795321637426888
Maize,Himachal Pradesh,2014-15,72550,579000.0,12.530224525043176,both,14.25,-1.7197754749568244,-12.068599824258417
Maize,Jammu & Kashmir,2014-15,51762,359960.0,14.37993110345594,both,14.25,0.12993110345593983,0.9117972172346654
Maize,Jharkhand,2014-15,48279,475640.0,10.150323774283072,both,14.25,-4.099676225716928,-28.769657724329324
Maize,Karnataka,2014-15,447105,4214000.0,10.60999050783104,both,14.25,-3.6400094921689607,-25.543926260834812
Maize,Kerala,2014-15,0,70.0,0.0,both,14.25,-14.25,-100.0
Maize,Madhya Pradesh,2014-15,212816,2128200.0,9.999812047739876,both,14.25,-4.250187952260124,-29.825880366737707
Maize,Maharashtra,2014-15,240401,2202000.0,10.91739327883742,both,14.25,-3.3326067211625805,-23.386713832719863
Maize,Manipur,2014-15,6040,58750.0,10.280851063829788,both,14.25,-3.969148936170212,-27.85367674505412
Maize,Meghalaya,2014-15,3487,40760.0,8.5549558390579,both,14.25,-5.6950441609421,-39.96522218204982
Maize,Mizoram,2014-15,776,8620.0,9.002320185614849,both,14.25,-5.247679814385151,-36.825823258843165
Maize,Nagaland,2014-15,19032,135940.0,14.000294247462117,both,14.25,-0.24970575253788319,-1.7523210704412855
Maize,Odisha,2014-15,18764,188170.0,9.971833979911782,both,14.25,-4.278166020088218,-30.0222176848296
Maize,Punjab,2014-15,49801,460000.0,10.826304347826088,both,14.25,-3.4236956521739117,-24.025934401220432
Maize,Rajasthan,2014-15,163890,1551240.0,10.565096310048736,both,14.25,-3.6849036899512644,-25.85897326281589
Maize,Sikkim,2014-15,11417,68890.0,16.572797212948178,both,14.25,2.3227972129481778,16.300331318934578
Maize,Tamil Nadu,2014-15,247710,2067885.0,11.97890598364996,both,14.25,-2.2710940163500393,-15.937501869123084
Maize,Telangana,2014-15,235029,2308000.0,10.183232235701906,both,14.25,-4.066767764298094,-28.538721152969078
Maize,Tripura,2014-15,323,5890.0,5.483870967741935,both,14.25,-8.766129032258064,-61.51669496321448
Maize,Uttar Pradesh,2014-15,128601,1279000.0,10.05480844409695,both,14.25,-4.195191555903049,-29.439940743179292
Maize,Uttarakhand,2014-15,5369,50870.0,10.554354236288578,both,14.25,-3.695645763711422,-25.934356236571382
Maize,West Bengal,2014-15,64864,663100.0,9.781933343387122,both,14.25,-4.468066656612878,-31.35485373061669
Maize,A & N Islands,2014-15,151,600.0,25.166666666666668,both,14.25,10.916666666666668,76.60818713450293
Maize,Dadra & Nagar Haveli,2014-15,13,110.0,11.818181818181818,both,14.25,-2.4318181818181817,-17.065390749601274
Maize,Delhi,2014-15,95,80.0,118.75,both,14.25,104.5,733.3333333333334
Ragi,Andhra Pradesh,2014-15,3663,34000.0,10.773529411764706,both,19.0,-8.226470588235294,-43.29721362229102
Ragi,Bihar,2014-15,1835,9840.0,18.64837398373984,both,19.0,-0.351626016260159,-1.850663243474521
Ragi,Chhattisgarh,2014-15,189,1800.0,10.5,both,19.0,-8.5,-44.73684210526316
Ragi,Goa,2014-15,0,10.0,0.0,both,19.0,-19.0,-100.0
Ragi,Gujarat,2014-15,1637,16000.0,10.23125,both,19.0,-8.76875,-46.15131578947369
Ragi,Himachal Pradesh,2014-15,186,1910.0,9.738219895287958,both,19.0,-9.261780104712042,-48.7462110774318
Ragi,Jammu & Kashmir,2014-15,278,4150.0,6.698795180722891,both,19.0,-12.301204819277109,-64.7431832593532
Ragi,Jharkhand,2014-15,981,11650.0,8.420600858369099,both,19.0,-10.579399141630901,-55.68104811384685
Ragi,Karnataka,2014-15,122934,1298000.0,9.471032357473035,both,19.0,-9.528967642526965,-50.15246127645771
Ragi,Kerala,2014-15,8,80.0,10.0,both,19.0,-9.0,-47.36842105263158
Ragi,Madhya Pradesh,2014-15,233,3000.0,7.766666666666667,both,19.0,-11.233333333333334,-59.12280701754387
Ragi,Maharashtra,2014-15,17294,119000.0,14.532773109243696,both,19.0,-4.467226890756304,-23.51172047766476
Ragi,Nagaland,2014-15,30,300.0,10.0,both,19.0,-9.0,-47.36842105263158
Ragi,Odisha,2014-15,4021,38020.0,10.576012624934243,both,19.0,-8.423987375065757,-44.336775658240825
Ragi,Sikkim,2014-15,514,3550.0,14.47887323943662,both,19.0,-4.52112676056338,-23.795404002965157
Ragi,Tamil Nadu,2014-15,43564,349630.0,12.46002917369791,both,19.0,-6.53997082630209,-34.42089908580047
Ragi,Telangana,2014-15,189,2000.0,9.45,both,19.0,-9.55,-50.26315789473685
Ragi,Uttarakhand,2014-15,16947,155730.0,10.882296282026584,both,19.0,-8.117703717973416,-42.724756410386405
Ragi,West Bengal,2014-15,1367,11090.0,12.326420198376915,both,19.0,-6.6735798016230845,-35.12410421906886
Ragi,Dadra & Nagar Haveli,2014-15,106,1060.0,10.0,both,19.0,-9.0,-47.36842105263158
Ragi,Puducherry,2014-15,10,90.0,11.11111111111111,both,19.0,-7.888888888888889,-41.52046783625731
Rice,Andhra Pradesh,2015-16,1218175,7488666.67,16.266914441259274,both,15.7,0.566914441259275,3.61092000802086
Rice,Arunachal Pradesh,2015-16,39780,204000.0,19.5,both,15.7,3.8000000000000007,24.20382165605096
Rice,Assam,2015-16,679186,5125104.0,13.252140834605502,both,15.7,-2.4478591653944974,-15.591459652194253
Rice,Bihar,2015-16,1014421,6802216.0,14.9130959675494,both,15.7,-0.7869040324505985,-5.012127595226743
Rice,Chhattisgarh,2015-16,932960,5789444.4,16.11484514818037,both,15.7,0.414845148180369,2.6423257845883374
Rice,Goa,2015-16,16397,115068.0,14.249834880244723,both,15.7,-1.450165119755276,-9.23672050799539
Rice,Gujarat,2015-16,266819,1702000.0,15.676792009400703,both,15.7,-0.023207990599296124,-0.14782159617386068
Rice,Haryana,2015-16,847804,4145000.0,20.45365500603136,both,15.7,4.753655006031362,30.278057363257087
Rice,Himachal Pradesh,2015-16,20028,129881.0,15.420269323457626,both,15.7,-0.27973067654237305,-1.7817240544100195
Rice,Jammu & Kashmir,2015-16,124016,646361.33,19.1867913880306,both,15.7,3.4867913880306,22.20886234414395
Rice,Jharkhand,2015-16,390250,2882249.01,13.539773928138152,both,15.7,-2.160226071861848,-13.759401731604127
Rice,Karnataka,2015-16,519077,3021000.0,17.18229063224098,both,15.7,1.4822906322409821,9.44134160663046
Rice,Kerala,2015-16,92603,549290.0,16.858672103988784,both,15.7,1.1586721039887848,7.380077095469967
Rice,Madhya Pradesh,2015-16,625371,3546667.0,17.632639320240667,both,15.7,1.9326393202406678,12.309804587520178
Rice,Maharashtra,2015-16,508661,2593000.0,19.616698804473582,both,15.7,3.916698804473583,24.947126143143844
Rice,Manipur,2015-16,52084,338760.0,15.374896682016766,both,15.7,-0.325103317983233,-2.070721770593841
Rice,Meghalaya,2015-16,53850,301076.0,17.88584942007998,both,15.7,2.185849420079979,13.922607771210057
Rice,Mizoram,2015-16,10924,62085.0,17.5952323427559,both,15.7,1.8952323427559001,12.071543584432487
Rice,Nagaland,2015-16,81296,318806.67,25.50009383429776,both,15.7,9.800093834297762,62.42097983629148
Rice,Odisha,2015-16,938651,5875370.0,15.97603214776261,both,15.7,0.27603214776261,1.7581665462586624
Rice,Punjab,2015-16,1969698,11823000.0,16.659883278355746,both,15.7,0.9598832783557469,6.1139062315652675
Rice,Rajasthan,2015-16,78025,369780.0,21.100384012115317,both,15.7,5.4003840121153175,34.397350395638966
Rice,Sikkim,2015-16,4398,13126.67,33.50430840418781,both,15.7,17.80430840418781,113.40323824323447
Rice,Tamil Nadu,2015-16,1159342,7517060.0,15.422811577930734,both,15.7,-0.2771884220692655,-1.765531350759653
Rice,Telangana,2015-16,490357,3047000.0,16.093107975057432,both,15.7,0.39310797505743267,2.503872452595113
Rice,Tripura,2015-16,118321,794848.0,14.88599078062724,both,15.7,-0.8140092193727586,-5.184772097915659
Rice,Uttar Pradesh,2015-16,2045706,12501000.0,16.36433885289177,both,15.7,0.6643388528917704,4.231457661731022
Rice,Uttarakhand,2015-16,103276,639130.0,16.158840924381582,both,15.7,0.4588409243815832,2.9225536584814216
Rice,West Bengal,2015-16,2381830,15953862.0,14.92948854640964,both,15.7,-0.770511453590359,-4.907716264906745
Rice,A & N Islands,2015-16,2016,13438.0,15.002232475070697,both,15.7,-0.6977675249293025,-4.444379139677086
Rice,Dadra & Nagar Haveli,2015-16,5761,36750.7,15.675891887773568,both,15.7,-0.024108112226430833,-0.15355485494541932
Rice,Daman & Diu,2015-16,318,2030.0,15.665024630541872,both,15.7,-0.0349753694581274,-0.22277305387342297
Rice,Delhi,2015-16,3282,17269.33,19.00479057380917,both,15.7,3.3047905738091714,21.049621489230393
Rice,Puducherry,2015-16,8146,43884.0,18.562574058882507,both,15.7,2.862574058882508,18.23295578906056
Wheat,Arunachal Pradesh,2015-16,1055,7700.0,13.7012987012987,both,17.35,-3.648701298701301,-21.029978666866285
Wheat,Assam,2015-16,4083,34263.0,11.916644777164873,both,17.35,-5.433355222835129,-31.31616843132639
Wheat,Bihar,2015-16,615975,4736448.0,13.004998682557057,both,17.35,-4.345001317442945,-25.043235259037143
Wheat,Chhattisgarh,2015-16,20427,137400.0,14.866812227074236,both,17.35,-2.483187772925765,-14.312321457785389
Wheat,Gujarat,2015-16,322672,2484000.0,12.99001610305958,both,17.35,-4.359983896940422,-25.12959018409465
Wheat,Haryana,2015-16,1458732,11352000.0,12.85,both,17.35,-4.500000000000002,-25.936599423631133
Wheat,Himachal Pradesh,2015-16,90129,667623.0,13.499984272561012,both,17.35,-3.85001572743899,-22.190292377169968
Wheat,Jammu & Kashmir,2015-16,73887,541472.0,13.645580934932925,both,17.35,-3.7044190650670767,-21.351118530645973
Wheat,Jharkhand,2015-16,36059,287319.0,12.550162015042511,both,17.35,-4.79983798495749,-27.6647722475936
Wheat,Karnataka,2015-16,23066,156000.0,14.785897435897436,both,17.35,-2.5641025641025657,-14.778689130274154
Wheat,Madhya Pradesh,2015-16,2243702,17688667.5,12.684403729110745,both,17.35,-4.665596270889257,-26.891044788987067
Wheat,Maharashtra,2015-16,130663,981000.0,13.319367991845056,both,17.35,-4.030632008154946,-23.23130840435127
Wheat,Manipur,2015-16,337,5620.0,5.99644128113879,both,17.35,-11.353558718861212,-65.43837878306174
Wheat,Meghalaya,2015-16,92,875.0,10.514285714285714,both,17.35,-6.835714285714287,-39.39892960065871
Wheat,Nagaland,2015-16,1012,5950.0,17.008403361344538,both,17.35,-0.34159663865546364,-1.968856706947917
Wheat,Odisha,2015-16,71,490.0,14.489795918367347,both,17.35,-2.860204081632654,-16.485326118920195
Wheat,Punjab,2015-16,2062517,16077000.0,12.82899172731231,both,17.35,-4.521008272687691,-26.057684568805136
Wheat,Rajasthan,2015-16,1194639,9870989.28,12.102525553548166,both,17.35,-5.247474446451836,-30.244809489635937
Wheat,Sikkim,2015-16,55,350.0,15.714285714285714,both,17.35,-1.635714285714288,-9.427748044462753
Wheat,Telangana,2015-16,951,8480.0,11.214622641509434,both,17.35,-6.135377358490567,-35.36240552444131
Wheat,Tripura,2015-16,35,407.0,8.5995085995086,both,17.35,-8.750491400491402,-50.43510893654986
Wheat,Uttar Pradesh,2015-16,3001127,25425184.5,11.803757018951032,both,17.35,-5.5462429810489695,-31.966818334576192
Wheat,Uttarakhand,2015-16,94371,772380.0,12.21820865377146,both,17.35,-5.131791346228541,-29.578048105063637
Wheat,West Bengal,2015-16,100990,960000.0,10.519791666666666,both,17.35,-6.830208333333335,-39.36719500480308
Wheat,Chandigarh,2015-16,300,253.0,118.57707509881423,both,17.35,101.22707509881423,583.4413550363931
Wheat,Dadra & Nagar Haveli,2015-16,13,100.25,12.967581047381548,both,17.35,-4.382418952618453,-25.258898862354194
Wheat,Delhi,2015-16,11037,85558.0,12.900021038359943,both,17.35,-4.449978961640058,-25.648293727032033
Jowar,Andhra Pradesh,2015-16,44947,357000.0,12.590196078431372,both,17.125,-4.534803921568628,-26.480606841276657
Jowar,Bihar,2015-16,241,1713.0,14.068884997081144,both,17.125,-3.0561150029188564,-17.845927024343688
Jowar,Chhattisgarh,2015-16,412,4200.0,9.80952380952381,both,17.125,-7.31547619047619,-42.718109141466805
Jowar,Gujarat,2015-16,18637,138000.0,13.505072463768116,both,17.125,-3.6199275362318843,-21.138262985295675
Jowar,Haryana,2015-16,3773,28000.0,13.475,both,17.125,-3.6500000000000004,-21.31386861313869
Jowar,Jharkhand,2015-16,126,1227.0,10.268948655256724,both,17.125,-6.8560513447432765,-40.035336319668765
Jowar,Karnataka,2015-16,182369,954963.2,19.096966249589517,both,17.125,1.9719662495895172,11.515131384464333
Jowar,Kerala,2015-16,10,132.0,7.575757575757576,both,17.125,-9.549242424242424,-55.761999557619994
Jowar,Madhya Pradesh,2015-16,43774,400000.0,10.9435,both,17.125,-6.1815,-36.096350364963506
Jowar,Maharashtra,2015-16,239621,1352263.0,17.7199997337796,both,17.125,0.5949997337795985,3.474451000172838
Jowar,Nagaland,2015-16,35,240.0,14.583333333333334,both,17.125,-2.541666666666666,-14.841849148418488
Jowar,Odisha,2015-16,362,3890.0,9.305912596401027,both,17.125,-7.819087403598973,-45.65890454656334
Jowar,Rajasthan,2015-16,42349,344269.0,12.301136611196478,both,17.125,-4.823863388803522,-28.16854533607896
Jowar,Tamil Nadu,2015-16,71771,467990.0,15.33601145323618,both,17.125,-1.7889885467638198,-10.446648448255882
Jowar,Telangana,2015-16,15247,76000.0,20.06184210526316,both,17.125,2.9368421052631604,17.149442950441813
Jowar,Uttar Pradesh,2015-16,12912,105000.0,12.297142857142855,both,17.125,-4.827857142857145,-28.19186652763296
Jowar,West Bengal,2015-16,2,16.0,12.5,both,17.125,-4.625,-27.00729927007299
Jowar,Delhi,2015-16,318,3113.0,10.215226469643431,both,17.125,-6.909773530356569,-40.34904251303106
Bajra,Andhra Pradesh,2015-16,6847,65000.0,10.533846153846154,both,14.25,-3.716153846153846,-26.078272604588392
Bajra,Bihar,2015-16,652,4639.0,14.054753179564562,both,14.25,-0.19524682043543784,-1.3701531258627218
Bajra,Gujarat,2015-16,93033,787748.85,11.809982331297595,both,14.25,-2.4400176687024047,-17.122931008437927
Bajra,Haryana,2015-16,63228,652000.0,9.69754601226994,both,14.25,-4.552453987730059,-31.947045527930243
Bajra,Himachal Pradesh,2015-16,5,47.0,10.638297872340424,both,14.25,-3.6117021276595764,-25.345278088839134
Bajra,Jammu & Kashmir,2015-16,359,5360.1,6.697636238129885,both,14.25,-7.552363761870115,-52.99904394294818
Bajra,Jharkhand,2015-16,16,114.0,14.035087719298245,both,14.25,-0.21491228070175517,-1.5081563558017905
Bajra,Karnataka,2015-16,14363,145216.8,9.890728896381136,both,14.25,-4.359271103618864,-30.591376165746418
Bajra,Madhya Pradesh,2015-16,67584,618000.0,10.935922330097087,both,14.25,-3.314077669902913,-23.256685402827458
Bajra,Maharashtra,2015-16,41250,333000.0,12.387387387387388,both,14.25,-1.8626126126126117,-13.070965702544642
Bajra,Nagaland,2015-16,102,700.0,14.571428571428571,both,14.25,0.3214285714285712,2.2556390977443592
Bajra,Odisha,2015-16,114,1290.0,8.837209302325581,both,14.25,-5.412790697674419,-37.98449612403101
Bajra,Rajasthan,2015-16,308744,3527287.81,8.753014118232672,both,14.25,-5.496985881767328,-38.57533952117423
Bajra,Tamil Nadu,2015-16,18296,141750.0,12.907231040564374,both,14.25,-1.3427689594356256,-9.422940066214915
Bajra,Telangana,2015-16,869,5000.0,17.38,both,14.25,3.129999999999999,21.964912280701746
Bajra,Uttar Pradesh,2015-16,148509,1775000.0,8.366704225352112,both,14.25,-5.8832957746478876,-41.28628613787991
Bajra,West Bengal,2015-16,8,52.0,15.384615384615383,both,14.25,1.1346153846153832,7.96221322537111
Bajra,Daman & Diu,2015-16,70,594.0,11.784511784511784,both,14.25,-2.4654882154882163,-17.301671687636606
