Crop,original_total_ha,optimized_total_ha,delta_ha,pct_change
wheat,30731432.5,28631313.93380965,-2100118.566190351,-6.833780254761475
rice,4459552.0,2619791.989312446,-1839760.0106875538,-41.2543683914338
bajra,279267.0,913963.4964212294,634696.4964212294,227.2722865291028
maize,1968674.82,4258241.262226569,2289566.4422265682,116.29987944004729
jowar,4197163.0,5123268.354125511,926105.3541255109,22.0650318828578
ragi,91039.0,180549.28410459394,89510.28410459394,98.32081207459873
