crop,source_state,target_state,original_trade_qtl,optimized_trade_qtl,original_trade_kcal,optimized_trade_kcal,diff_trade_kcal
rice,chhattisgarh,bihar,3644678.3333333335,811315.2762619903,1297505486666.6667,288828238349.26855,-1008677248317.3982
rice,chhattisgarh,chandigarh,4442.5,988.9125418367214,1581530000.0,352052864.8938728,-1229477135.1061273
rice,chhattisgarh,daman and diu,0.0,0.0,0.0,0.0,0.0
rice,chhattisgarh,delhi,8820.5,1963.4672088397976,3140098000.0,698994326.3469679,-2441103673.6530323
rice,chhattisgarh,dadra and nagar haveli,0.0,0.0,0.0,0.0,0.0
rice,chhattisgarh,goa,86374.33333333333,19227.160726194466,30749262666.666664,6844869218.52523,-23904393448.141434
rice,chhattisgarh,gujarat,156901.66666666666,34926.73629752421,55856993333.33333,12433918121.918617,-43423075211.41471
rice,chhattisgarh,himachal pradesh,8634.166666666666,1921.9889037648227,3073763333.333333,684228049.7402769,-2389535283.593056
rice,chhattisgarh,haryana,16254.916666666666,3618.3885105632908,5786750333.333333,1288146309.7605314,-4498604023.572802
rice,chhattisgarh,jharkhand,5897456.5,1312789.8025405728,2099494514000.0,467353169704.4439,-1632141344295.5562
rice,chhattisgarh,jammu and kashmir,21708.333333333332,4832.333842589868,7728166666.666666,1720310847.9619932,-6007855818.704673
rice,chhattisgarh,kerala,630839.5,140426.58265301213,224578862000.0,49991863424.47232,-174586998575.52768
rice,chhattisgarh,karnataka,1146844.4166666667,255290.67578550035,408276612333.3334,90883480579.63812,-317393131753.69525
rice,chhattisgarh,lakshadeep,0.0,0.0,0.0,0.0,0.0
rice,chhattisgarh,maharashtra,3363066.8333333335,748627.7930260979,1197251792666.6667,266511494317.29086,-930740298349.3759
rice,chhattisgarh,meghalaya,0.0,0.0,0.0,0.0,0.0
rice,chhattisgarh,manipur,2154.1666666666665,479.52333908233436,766883333.3333333,170710308.71331105,-596173024.6200222
rice,chhattisgarh,madhya pradesh,243047.08333333337,54102.939553217366,86524761666.66669,19260646480.94538,-67264115185.721306
rice,chhattisgarh,mizoram,2200.0,489.7259633181288,783200000.0,174342442.94125384,-608857557.0587461
rice,chhattisgarh,nagaland,24085.666666666668,5361.534686587581,8574497333.333334,1908706348.4251788,-6665790984.908155
rice,chhattisgarh,odisha,24580.0,5471.574626527093,8750480000.0,1947880567.043645,-6802599432.956355
rice,chhattisgarh,punjab,54640.666666666664,12163.160508944591,19452077333.333332,4330085141.184275,-15121992192.149057
rice,chhattisgarh,puducherry,0.0,0.0,0.0,0.0,0.0
rice,chhattisgarh,rajasthan,1275.0,283.8184560139155,453900000.0,101039370.34095393,-352860629.65904605
rice,chhattisgarh,sikkim,0.0,0.0,0.0,0.0,0.0
rice,chhattisgarh,telangana,0.0,0.0,0.0,0.0,0.0
rice,chhattisgarh,tamil nadu,4327139.0,963232.8705392929,1540461484000.0,342910901911.9883,-1197550582088.0117
rice,chhattisgarh,tripura,0.0,0.0,0.0,0.0,0.0
rice,chhattisgarh,uttarakhand,2292.5,510.31671404855007,816130000.0,181672750.2012838,-634457249.7987162
rice,chhattisgarh,uttar pradesh,6639.166666666667,1477.8964961195197,2363543333.3333335,526131152.61854905,-1837412180.7147844
rice,chhattisgarh,west bengal,1269617.0,282620.1856227603,451983652000.0,100612786081.70268,-351370865918.2973
rice,chandigarh,andhra pradesh,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,andaman and nicobar,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,arunachal pradesh,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,assam,48350.833333333336,48350.833333333336,17212896666.666668,17212896666.666668,0.0
rice,chandigarh,bihar,98988.33333333331,98988.33333333331,35239846666.66666,35239846666.66666,0.0
rice,chandigarh,chhattisgarh,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,daman and diu,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,delhi,4420.0,4420.0,1573520000.0,1573520000.0,0.0
rice,chandigarh,dadra and nagar haveli,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,goa,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,gujarat,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,himachal pradesh,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,haryana,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,jharkhand,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,jammu and kashmir,10839.166666666666,10839.166666666666,3858743333.333333,3858743333.333333,0.0
rice,chandigarh,kerala,2202.5,2202.5,784090000.0,784090000.0,0.0
rice,chandigarh,karnataka,47044.166666666664,47044.166666666664,16747723333.333332,16747723333.333332,0.0
rice,chandigarh,lakshadeep,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,maharashtra,2202.5,2202.5,784090000.0,784090000.0,0.0
rice,chandigarh,meghalaya,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,manipur,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,madhya pradesh,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,mizoram,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,nagaland,4412.5,4412.5,1570850000.0,1570850000.0,0.0
rice,chandigarh,odisha,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,punjab,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,puducherry,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,rajasthan,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,sikkim,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,telangana,0.0,0.0,0.0,0.0,0.0
rice,chandigarh,tamil nadu,8776.666666666666,8776.666666666666,3124493333.333333,3124493333.333333,0.0
