panel,season,scenario_year,direct_keys,fallback_keys,direct_key_share,fallback_key_share,direct_area_share,fallback_area_share
s20_frontier_bootstrap,kharif,2017-18,2237,222,0.9097193981293209,0.09028060187067914,0.9996634462909252,0.00033655370907481526
s20_frontier_bootstrap,rabi,2017-18,1737,51,0.9714765100671141,0.028523489932885907,0.9998901913411136,0.00010980865888640189
