season,retain_crop,gamma,nominal_substitution_pct,original_n_surplus,optimized_n_surplus,pct_reduction_n_surplus,baseline_retained_area,optimized_retained_area,realized_retained_share_pct,realized_staple_replacement_pct,solve_status,use_historical_caps,retention_level,cap_floor_repairs
kharif,rice,0.0,100.0,5287506520.162541,5118031121.27345,3.2052045372018134,40085352.75,38825584.442314334,96.85728521452099,3.142714785479007,Optimal,True,state,5
kharif,rice,0.1,90.0,5287506520.162541,5118031121.27345,3.2052045372018134,40085352.75,38825584.442314334,96.85728521452099,3.142714785479007,Optimal,True,state,5
kharif,rice,0.2,80.0,5287506520.162541,5118031121.27345,3.2052045372018134,40085352.75,38825584.442314334,96.85728521452099,3.142714785479007,Optimal,True,state,5
kharif,rice,0.3,70.0,5287506520.162541,5118031121.27345,3.2052045372018134,40085352.75,38825584.442314334,96.85728521452099,3.142714785479007,Optimal,True,state,5
kharif,rice,0.4,60.0,5287506520.162541,5118031121.27345,3.2052045372018134,40085352.75,38825584.442314334,96.85728521452099,3.142714785479007,Optimal,True,state,5
kharif,rice,0.5,50.0,5287506520.162541,5118031121.27345,3.2052045372018134,40085352.75,38825584.442314334,96.85728521452099,3.142714785479007,Optimal,True,state,5
kharif,rice,0.6,40.0,5287506520.162541,5118321745.8521595,3.1997080980465826,40085352.75,38835194.43530299,96.88125904119177,3.1187409588082327,Optimal,True,state,5
kharif,rice,0.7,30.000000000000004,5287506520.162541,5119586791.025073,3.1757829233335184,40085352.75,38908856.335302986,97.06502167503811,2.9349783249618873,Optimal,True,state,5
kharif,rice,0.8,19.999999999999996,5287506520.162541,5121378960.179437,3.14188851303767,40085352.75,39106373.835302986,97.55776400222145,2.4422359977785497,Optimal,True,state,5
kharif,rice,0.9,9.999999999999998,5287506520.162541,5126071399.903747,3.0531427175210775,40085352.75,39321758.56854792,98.09507930187273,1.9049206981272744,Optimal,True,state,5
kharif,rice,1.0,0.0,5287506520.162541,5151532810.326018,2.5716036343032846,40085352.75,40235604.38332443,100.37482926559609,-0.3748292655960958,Optimal,True,state,5
