Alpha,objective_nitrogen_kharif,objective_water_kharif,nitrogen_mt_kharif,water_bcm_kharif,solve_status_kharif,solve_status_code_kharif,is_valid_kharif,variable_count_kharif,constraint_count_kharif,income_mode_kharif,objective_mode_kharif,objective_nitrogen_rabi,objective_water_rabi,nitrogen_mt_rabi,water_bcm_rabi,solve_status_rabi,solve_status_code_rabi,is_valid_rabi,variable_count_rabi,constraint_count_rabi,income_mode_rabi,objective_mode_rabi,objective_nitrogen,objective_water,nitrogen_mt,water_bcm,is_valid,solve_status,income_mode,objective_mode,nitrogen_pct_of_2017_baseline,water_pct_of_2017_baseline
0.37,4162664953.471682,189508949714.61014,4.162664953471682,189.50894971461014,Optimal,1,True,2459,776,profit,normalized,2792838517.1099987,85091855530.34486,2.7928385171099985,85.09185553034486,Optimal,1,True,1788,741,profit,normalized,6955503470.58168,274600805244.95502,6.9555034705816805,274.60080524495504,True,Optimal|Optimal,profit,normalized,83.94956851938556,58.72732503500581
0.38,4158948261.317428,189661304729.62775,4.158948261317428,189.66130472962774,Optimal,1,True,2459,776,profit,normalized,2791939979.9899793,85111307672.78418,2.791939979989979,85.11130767278418,Optimal,1,True,1788,741,profit,normalized,6950888241.307407,274772612402.41193,6.950888241307408,274.77261240241194,True,Optimal|Optimal,profit,normalized,83.89386493044597,58.7640684625071
0.39,4141328833.830093,190414053201.13452,4.141328833830093,190.41405320113452,Optimal,1,True,2459,776,profit,normalized,2789332326.080071,85169898988.6743,2.789332326080071,85.1698989886743,Optimal,1,True,1788,741,profit,normalized,6930661159.910164,275583952189.80884,6.930661159910164,275.5839521898088,True,Optimal|Optimal,profit,normalized,83.64973382435322,58.9375851255984
0.4,4134243403.737248,190732829277.83975,4.134243403737248,190.73282927783976,Optimal,1,True,2459,776,profit,normalized,2786643598.2914658,85232185889.70766,2.786643598291466,85.23218588970765,Optimal,1,True,1788,741,profit,normalized,6920887002.028713,275965015167.5474,6.920887002028714,275.96501516754745,True,Optimal|Optimal,profit,normalized,83.53176445804371,59.01908091484964
0.41,4112299663.500775,191739027746.62045,4.1122996635007745,191.73902774662045,Optimal,1,True,2459,776,profit,normalized,2782444268.330941,85334772584.91333,2.7824442683309414,85.33477258491332,Optimal,1,True,1788,741,profit,normalized,6894743931.831717,277073800331.5338,6.894743931831717,277.0738003315338,True,Optimal|Optimal,profit,normalized,83.2162302235929,59.2562105425699
0.42,4111334062.4591756,191785874152.39047,4.111334062459176,191.78587415239048,Optimal,1,True,2459,776,profit,normalized,2781284828.241157,85363774560.65442,2.781284828241157,85.36377456065442,Optimal,1,True,1788,741,profit,normalized,6892618890.700333,277149648713.0449,6.892618890700333,277.14964871304494,True,Optimal|Optimal,profit,normalized,83.19058200318439,59.27243180801888
0.43,4109691128.4321346,191868613348.43347,4.109691128432135,191.86861334843348,Optimal,1,True,2459,776,profit,normalized,2781284828.241157,85363774560.65442,2.781284828241157,85.36377456065442,Optimal,1,True,1788,741,profit,normalized,6890975956.673292,277232387909.0879,6.890975956673292,277.2323879090879,True,Optimal|Optimal,profit,normalized,83.17075258274643,59.2901267730967
0.44,4101431857.4144936,192307450421.17822,4.101431857414494,192.30745042117823,Optimal,1,True,2459,776,profit,normalized,2781208118.0075126,85365859234.54927,2.7812081180075126,85.36585923454928,Optimal,1,True,1788,741,profit,normalized,6882639975.422007,277673309655.7275,6.8826399754220065,277.67330965572745,True,Optimal|Optimal,profit,normalized,83.07014131395893,59.38442421955468
0.45,4092967444.269821,192770159337.55292,4.092967444269821,192.7701593375529,Optimal,1,True,2459,776,profit,normalized,2781208118.0075126,85365859234.54927,2.7812081180075126,85.36585923454928,Optimal,1,True,1788,741,profit,normalized,6874175562.277334,278136018572.1022,6.874175562277334,278.13601857210216,True,Optimal|Optimal,profit,normalized,82.96797993422985,59.48338116508983
0.46,4092952465.9678717,192771019582.80273,4.092952465967872,192.77101958280272,Optimal,1,True,2459,776,profit,normalized,2779375852.2166247,85420442167.05434,2.7793758522166248,85.42044216705433,Optimal,1,True,1788,741,profit,normalized,6872328318.184496,278191461749.85706,6.872328318184496,278.19146174985707,True,Optimal|Optimal,profit,normalized,82.94568458994605,59.495238484729086
0.47,4084402500.277375,193278085563.3744,4.084402500277375,193.2780855633744,Optimal,1,True,2459,776,profit,normalized,2773130741.0205235,85615824701.0797,2.7731307410205237,85.6158247010797,Optimal,1,True,1788,741,profit,normalized,6857533241.297899,278893910264.4541,6.857533241297899,278.8939102644541,True,Optimal|Optimal,profit,normalized,82.76711515552708,59.645467185625634
0.48,4077568046.045436,193693886211.94623,4.077568046045436,193.69388621194622,Optimal,1,True,2459,776,profit,normalized,2772866153.3147283,85624347047.50883,2.772866153314728,85.62434704750883,Optimal,1,True,1788,741,profit,normalized,6850434199.360165,279318233259.4551,6.850434199360165,279.3182332594551,True,Optimal|Optimal,profit,normalized,82.68143314701477,59.73621475071388
0.49,4074573437.288376,193884855714.2809,4.074573437288376,193.88485571428092,Optimal,1,True,2459,776,profit,normalized,2772321058.676584,85642494760.28215,2.772321058676584,85.64249476028215,Optimal,1,True,1788,741,profit,normalized,6846894495.96496,279527350474.56305,6.8468944959649605,279.52735047456304,True,Optimal|Optimal,profit,normalized,82.63871063613243,59.78093746975727
0.5,4074573437.288376,193884855714.2809,4.074573437288376,193.88485571428092,Optimal,1,True,2459,776,profit,normalized,2772137464.149767,85648928271.09235,2.772137464149767,85.64892827109234,Optimal,1,True,1788,741,profit,normalized,6846710901.438143,279533783985.3733,6.846710901438143,279.5337839853733,True,Optimal|Optimal,profit,normalized,82.63649473883989,59.78231336841908
0.51,4074473573.217266,193891693579.71225,4.074473573217266,193.89169357971224,Optimal,1,True,2459,776,profit,normalized,2769678872.608558,85739564780.34587,2.769678872608558,85.73956478034587,Optimal,1,True,1788,741,profit,normalized,6844152445.825825,279631258360.0581,6.8441524458258245,279.6312583600581,True,Optimal|Optimal,profit,normalized,82.60561541491481,59.80315966302334
0.52,4070584239.3752146,194171399939.3591,4.070584239375215,194.1713999393591,Optimal,1,True,2459,776,profit,normalized,2767094322.9098516,85839355832.15157,2.7670943229098515,85.83935583215157,Optimal,1,True,1788,741,profit,normalized,6837678562.285067,280010755771.5107,6.837678562285067,280.0107557715107,True,Optimal|Optimal,profit,normalized,82.52747876640474,59.884320633445235
0.53,4066717249.6585245,194465190918.45773,4.066717249658525,194.46519091845772,Optimal,1,True,2459,776,profit,normalized,2740090849.772735,86905681318.03244,2.740090849772735,86.90568131803244,Optimal,1,True,1788,741,profit,normalized,6806808099.431259,281370872236.4902,6.806808099431259,281.3708722364902,True,Optimal|Optimal,profit,normalized,82.15488718514366,60.17520106860296
0.54,4050402528.3361263,195723191050.94852,4.050402528336126,195.72319105094851,Optimal,1,True,2459,776,profit,normalized,2739563015.975038,86927815426.29169,2.739563015975038,86.92781542629169,Optimal,1,True,1788,741,profit,normalized,6789965544.311165,282651006477.24023,6.789965544311165,282.65100647724023,True,Optimal|Optimal,profit,normalized,81.95160567704347,60.44897615669095
0.55,4050402528.3361263,195723191050.94852,4.050402528336126,195.72319105094851,Optimal,1,True,2459,776,profit,normalized,2731029895.0029693,87290895151.01054,2.7310298950029694,87.29089515101055,Optimal,1,True,1788,741,profit,normalized,6781432423.339096,283014086201.95905,6.781432423339096,283.01408620195906,True,Optimal|Optimal,profit,normalized,81.84861502701237,60.526625969072825
0.56,4044712805.09171,196204806039.7322,4.04471280509171,196.2048060397322,Optimal,1,True,2459,776,profit,normalized,2730659365.8809175,87307615869.94586,2.7306593658809177,87.30761586994586,Optimal,1,True,1788,741,profit,normalized,6775372170.972628,283512421909.6781,6.775372170972628,283.5124219096781,True,Optimal|Optimal,profit,normalized,81.77547070705978,60.63320221548135
0.57,4044534833.4390736,196220765556.61563,4.044534833439074,196.22076555661562,Optimal,1,True,2459,776,profit,normalized,2729535058.722678,87359606530.17789,2.729535058722678,87.35960653017789,Optimal,1,True,1788,741,profit,normalized,6774069892.161752,283580372086.7935,6.7740698921617515,283.58037208679355,True,Optimal|Optimal,profit,normalized,81.75975283060016,60.64773433651459
0.58,4040403775.831828,196606308311.26352,4.0404037758318285,196.60630831126352,Optimal,1,True,2459,776,profit,normalized,2725297678.946194,87566736922.5333,2.7252976789461942,87.5667369225333,Optimal,1,True,1788,741,profit,normalized,6765701454.778023,284173045233.7968,6.765701454778023,284.1730452337968,True,Optimal|Optimal,profit,normalized,81.65874983196507,60.77448599885051
0.59,4037229908.3523197,196910186824.82462,4.0372299083523195,196.91018682482462,Optimal,1,True,2459,776,profit,normalized,2725296314.282957,87566806368.36119,2.725296314282957,87.56680636836118,Optimal,1,True,1788,741,profit,normalized,6762526222.635277,284476993193.1858,6.762526222635277,284.47699319318576,True,Optimal|Optimal,profit,normalized,81.62042631311992,60.839489634177944
0.6,4034710813.40473,197161087621.76413,4.03471081340473,197.16108762176412,Optimal,1,True,2459,776,profit,normalized,2720575151.7206264,87810189020.68155,2.7205751517206265,87.81018902068155,Optimal,1,True,1788,741,profit,normalized,6755285965.125357,284971276642.4457,6.755285965125356,284.9712766424457,True,Optimal|Optimal,profit,normalized,81.53303990083533,60.945199246930954
