scenario,state,metric,baseline_total,optimized_total,pct_reduction,display_pct_change
Nitrogen based,uttarakhand,Phosphorus application,30994133.60039065,30283442.63341187,2.292985427957965,-2.292985427957965
Nitrogen based,west bengal,Phosphorus application,267404323.14440745,274687952.04560924,-2.7238261579145737,2.7238261579145737
Nitrogen based,andaman and nicobar,Nitrogen application,693577.7563107929,693577.7563107929,0.0,-0.0
Nitrogen based,andhra pradesh,Nitrogen application,491138196.4370666,399193033.23896074,18.720833334714484,-18.720833334714484
Nitrogen based,arunachal pradesh,Nitrogen application,24015061.561510205,22899246.99263822,4.6463115075263515,-4.6463115075263515
Nitrogen based,assam,Nitrogen application,166713588.17650124,165598928.2140292,0.6686077449739433,-0.6686077449739433
Nitrogen based,bihar,Nitrogen application,720449892.7154951,629349566.3207722,12.644921918351699,-12.644921918351699
Nitrogen based,chandigarh,Nitrogen application,73358.6168026929,73358.6168026929,0.0,-0.0
Nitrogen based,chhattisgarh,Nitrogen application,509975658.6584435,329443642.17567796,35.40012418586373,-35.40012418586373
Nitrogen based,dadra and nagar haveli,Nitrogen application,1981638.3212801886,1982513.4132544955,-0.04416002480924572,0.04416002480924572
Nitrogen based,gujarat,Nitrogen application,471963893.49576855,357655764.8345937,24.21967659740049,-24.21967659740049
Nitrogen based,haryana,Nitrogen application,767022589.0997484,720067922.4995893,6.121679761122756,-6.121679761122756
Nitrogen based,himachal pradesh,Nitrogen application,67379118.04632168,61619711.039776295,8.5477625316881,-8.5477625316881
Nitrogen based,jammu and kashmir,Nitrogen application,112665659.08180645,108988210.53198121,3.2640367790819416,-3.2640367790819416
Nitrogen based,jharkhand,Nitrogen application,253929985.12953573,235727456.2468205,7.168325896380328,-7.168325896380328
Nitrogen based,karnataka,Nitrogen application,555747514.1332167,363466732.14108896,34.59858606691611,-34.59858606691611
Nitrogen based,kerala,Nitrogen application,16512008.57072589,16512008.564189747,3.9584178221503857e-08,-3.9584178221503857e-08
Nitrogen based,madhya pradesh,Nitrogen application,1143523663.9456954,1066223500.9961128,6.75982188972466,-6.75982188972466
Nitrogen based,maharashtra,Nitrogen application,935450019.8191364,738103094.1467357,21.096469238469474,-21.096469238469474
Nitrogen based,manipur,Nitrogen application,34580537.09820288,33619397.26454973,2.779424249321721,-2.779424249321721
Nitrogen based,meghalaya,Nitrogen application,16802564.51509747,16377343.523227591,2.5306910233125888,-2.5306910233125888
Nitrogen based,mizoram,Nitrogen application,5412398.5870580785,5038990.748744681,6.899119351746867,-6.899119351746867
Nitrogen based,nagaland,Nitrogen application,36397010.31311029,36029080.48932573,1.010879247002413,-1.010879247002413
Nitrogen based,odisha,Nitrogen application,345731241.099165,319806379.4169916,7.498559169762007,-7.498559169762007
Nitrogen based,puducherry,Nitrogen application,2201822.855363913,2199419.5025877524,0.10915286714849012,-0.10915286714849012
Nitrogen based,punjab,Nitrogen application,1335715053.8191957,1322639635.6323333,0.978907750532276,-0.978907750532276
Nitrogen based,rajasthan,Nitrogen application,833369532.8920208,752059912.3884227,9.756730633219986,-9.756730633219986
Nitrogen based,sikkim,Nitrogen application,5878366.764618727,5840150.533064011,0.6501164878778288,-0.6501164878778288
Nitrogen based,tamil nadu,Nitrogen application,386664404.59677005,348183179.41413087,9.952099217089565,-9.952099217089565
Nitrogen based,telangana,Nitrogen application,335845807.9952835,297396835.6338297,11.448400261703947,-11.448400261703947
Nitrogen based,tripura,Nitrogen application,37333844.073455945,36915231.60892584,1.1212680475829515,-1.1212680475829515
Nitrogen based,uttar pradesh,Nitrogen application,2503884366.6527395,2345209491.1111507,6.337148698033115,-6.337148698033115
Nitrogen based,uttarakhand,Nitrogen application,89544261.14929327,83776300.82715347,6.441462856590138,-6.441462856590138
Nitrogen based,west bengal,Nitrogen application,683399406.5876904,676048591.8310559,1.075624983834582,-1.075624983834582
Nitrogen based,andaman and nicobar,Phosphorus Surplus,229645.9414278377,229645.9414278377,0.0,-0.0
Nitrogen based,andhra pradesh,Phosphorus Surplus,174719848.99250114,122841056.66687311,29.69255790042185,-29.69255790042185
Nitrogen based,arunachal pradesh,Phosphorus Surplus,7858140.655211288,7256617.446573532,7.654777828885551,-7.654777828885551
Nitrogen based,assam,Phosphorus Surplus,39637867.655382305,36695304.80449338,7.423615408558339,-7.423615408558339
Nitrogen based,bihar,Phosphorus Surplus,212227288.613703,184883100.09283125,12.88438857202938,-12.88438857202938
Nitrogen based,chandigarh,Phosphorus Surplus,15705.287009481837,15705.287009481837,0.0,-0.0
Nitrogen based,chhattisgarh,Phosphorus Surplus,172356129.0712664,137060044.14757138,20.47857834466721,-20.47857834466721
Nitrogen based,dadra and nagar haveli,Phosphorus Surplus,657842.8523189217,651783.4015720383,0.9211091563165283,-0.9211091563165283
Nitrogen based,gujarat,Phosphorus Surplus,113232618.60920501,81976721.16215228,27.603262938681034,-27.603262938681034
Nitrogen based,haryana,Phosphorus Surplus,172771864.73533875,167256190.64067122,3.1924608228988736,-3.1924608228988736
Nitrogen based,himachal pradesh,Phosphorus Surplus,14008145.237650627,15083165.654734144,-7.674252364218159,7.674252364218159
Nitrogen based,jammu and kashmir,Phosphorus Surplus,34907775.44415194,31685347.45675658,9.231261363391196,-9.231261363391196
Nitrogen based,jharkhand,Phosphorus Surplus,66025894.353406884,59053355.02632565,10.560310307589882,-10.560310307589882
Nitrogen based,karnataka,Phosphorus Surplus,252804408.185267,142299871.66135392,43.71147533271261,-43.71147533271261
Nitrogen based,kerala,Phosphorus Surplus,3301205.675045984,3301205.67398448,3.215503303661983e-08,-3.215503303661983e-08
Nitrogen based,madhya pradesh,Phosphorus Surplus,285298958.8127247,237672147.10734272,16.693650724692993,-16.693650724692993
Nitrogen based,maharashtra,Phosphorus Surplus,328764504.36395574,265307522.98947442,19.301652256300713,-19.301652256300713
Nitrogen based,manipur,Phosphorus Surplus,10850694.21609321,9984786.971914025,7.980201330297511,-7.980201330297511
Nitrogen based,meghalaya,Phosphorus Surplus,5287647.013218964,5028754.419691195,4.896177692658865,-4.896177692658865
Nitrogen based,mizoram,Phosphorus Surplus,1818364.3974908243,1616560.3232278773,11.098109627609192,-11.098109627609192
Nitrogen based,nagaland,Phosphorus Surplus,11569894.813913902,11253472.01832199,2.734880486652174,-2.734880486652174
Nitrogen based,odisha,Phosphorus Surplus,103781253.09985784,103534374.76239046,0.23788336534135623,-0.23788336534135623
Nitrogen based,puducherry,Phosphorus Surplus,763272.7492434288,761795.4596997378,0.19354674264937322,-0.19354674264937322
Nitrogen based,punjab,Phosphorus Surplus,189199426.04065692,180307444.44968322,4.699793110927786,-4.699793110927786
Nitrogen based,rajasthan,Phosphorus Surplus,186832468.01111215,169349862.47895294,9.357370117874481,-9.357370117874481
Nitrogen based,sikkim,Phosphorus Surplus,1862938.9512019448,1842200.4328670877,1.113215133618681,-1.113215133618681
Nitrogen based,tamil nadu,Phosphorus Surplus,114851044.84992473,63262801.49851045,44.91752201194545,-44.91752201194545
Nitrogen based,telangana,Phosphorus Surplus,103784762.86706454,65461500.38306168,36.925711853376995,-36.925711853376995
Nitrogen based,tripura,Phosphorus Surplus,12090299.205656212,11893216.360701295,1.6300907165532827,-1.6300907165532827
Nitrogen based,uttar pradesh,Phosphorus Surplus,728349784.5714084,612168186.2202731,15.95134656619709,-15.95134656619709
Nitrogen based,uttarakhand,Phosphorus Surplus,24498827.40032555,23493631.77339169,4.103035669864362,-4.103035669864362
Nitrogen based,west bengal,Phosphorus Surplus,215378915.2026714,217370368.62504542,-0.9246278450701889,0.9246278450701889
Nitrogen based,andaman and nicobar,Nitrogen Surplus,548242.9583046617,548242.9583046617,0.0,-0.0
Nitrogen based,andhra pradesh,Nitrogen Surplus,345828762.1828158,240605740.6286958,30.426336112117784,-30.426336112117784
Nitrogen based,arunachal pradesh,Nitrogen Surplus,19885776.307674725,18768765.05208237,5.617136783145116,-5.617136783145116
Nitrogen based,assam,Nitrogen Surplus,96453960.113647,87033531.26599629,9.766762128326379,-9.766762128326379
Nitrogen based,bihar,Nitrogen Surplus,440663021.8189458,341742642.4096068,22.44807812577979,-22.44807812577979
Nitrogen based,chandigarh,Nitrogen Surplus,19019.716802692896,19019.716802692896,0.0,-0.0
Nitrogen based,chhattisgarh,Nitrogen Surplus,429372578.3839037,223829993.94862515,47.870449763911594,-47.870449763911594
Nitrogen based,dadra and nagar haveli,Nitrogen Surplus,1570461.5213259452,1558182.2350538848,0.7818902981903639,-0.7818902981903639
Nitrogen based,gujarat,Nitrogen Surplus,352179750.89730847,229652575.46605495,34.79109037900962,-34.79109037900962
Nitrogen based,haryana,Nitrogen Surplus,420280929.1016169,376976528.1528232,10.303679741395886,-10.303679741395886
Nitrogen based,himachal pradesh,Nitrogen Surplus,44425299.24628947,38684771.91766612,12.921752753534491,-12.921752753534491
Nitrogen based,jammu and kashmir,Nitrogen Surplus,83699258.60468192,79505341.93141131,5.010697517738844,-5.010697517738844
Nitrogen based,jharkhand,Nitrogen Surplus,192182804.42934373,173346596.14571065,9.801193368763771,-9.801193368763771
Nitrogen based,karnataka,Nitrogen Surplus,386150309.93505853,201219990.97511512,47.89076020450285,-47.89076020450285
Nitrogen based,kerala,Nitrogen Surplus,9787109.57040125,9787109.567878116,2.578017046875019e-08,-2.578017046875019e-08
Nitrogen based,madhya pradesh,Nitrogen Surplus,577296364.7395926,478914469.1151907,17.041835291788143,-17.041835291788143
Nitrogen based,maharashtra,Nitrogen Surplus,771363193.2175524,576657917.458077,25.24171200693543,-25.24171200693543
Nitrogen based,manipur,Nitrogen Surplus,25839885.098074134,23421690.673258368,9.35837917095071,-9.35837917095071
Nitrogen based,meghalaya,Nitrogen Surplus,12339219.415123755,11907486.300371353,3.4988689335019214,-3.4988689335019214
Nitrogen based,mizoram,Nitrogen Surplus,4526053.337077195,4147407.9213084495,8.36590706227215,-8.36590706227215
Nitrogen based,nagaland,Nitrogen Surplus,27779816.312647093,27242078.95895516,1.935712416669654,-1.935712416669654
Nitrogen based,odisha,Nitrogen Surplus,259086708.5851463,229892889.3302977,11.267972569598003,-11.267972569598003
Nitrogen based,puducherry,Nitrogen Surplus,1475923.9553820873,1473655.6919978138,0.15368429897774105,-0.15368429897774105
Nitrogen based,punjab,Nitrogen Surplus,784657783.8183974,771587801.7183158,1.6656920213648836,-1.6656920213648836
Nitrogen based,rajasthan,Nitrogen Surplus,488890835.48743284,401456483.46656084,17.88422806774408,-17.88422806774408
Nitrogen based,sikkim,Nitrogen Surplus,4804192.664487509,4765934.043159952,0.796359013874768,-0.796359013874768
Nitrogen based,tamil nadu,Nitrogen Surplus,253120960.19363666,100273606.34312698,60.38510352267232,-60.38510352267232
Nitrogen based,telangana,Nitrogen Surplus,219506124.59582916,144763296.75739145,34.050452112012685,-34.050452112012685
Nitrogen based,tripura,Nitrogen Surplus,26560666.473689504,26115016.78303754,1.6778558290072147,-1.6778558290072147
Nitrogen based,uttar pradesh,Nitrogen Surplus,1499077381.5341449,1323490276.275448,11.713011444346003,-11.713011444346003
Nitrogen based,uttarakhand,Nitrogen Surplus,58171610.74898739,51248879.764147475,11.90053171247355,-11.90053171247355
Nitrogen based,west bengal,Nitrogen Surplus,447791575.97398716,424349938.45274234,5.234943839722116,-5.234943839722116
Nitrogen based,andaman and nicobar,Water Demand,37266289.42019246,37266289.42019246,0.0,-0.0
Nitrogen based,andhra pradesh,Water Demand,16244129027.041794,10607602975.294197,34.69885053464181,-34.69885053464181
Nitrogen based,arunachal pradesh,Water Demand,1115542783.3118017,797453685.8281734,28.514289388282496,-28.514289388282496
Nitrogen based,assam,Water Demand,10662792494.629087,9626037972.089842,9.723105115864021,-9.723105115864021
Nitrogen based,bihar,Water Demand,24392181905.013638,18156497502.393166,25.564274761901363,-25.564274761901363
Nitrogen based,chandigarh,Water Demand,1455894.888491245,1455894.888491245,0.0,-0.0
Nitrogen based,chhattisgarh,Water Demand,22709220026.525684,12112250878.900826,46.66373012920296,-46.66373012920296
Nitrogen based,dadra and nagar haveli,Water Demand,104088295.82467885,102546178.94556965,1.4815468606640163,-1.4815468606640163
Nitrogen based,gujarat,Water Demand,12636704087.47295,8160129340.7142515,35.42517665817963,-35.42517665817963
Nitrogen based,haryana,Water Demand,18268097428.00516,17189540521.348034,5.9040461706958585,-5.9040461706958585
Nitrogen based,himachal pradesh,Water Demand,2421247951.126307,1904874137.738033,21.326763049941626,-21.326763049941626
Nitrogen based,jammu and kashmir,Water Demand,3353887167.2198334,2727654630.8292437,18.67184270571923,-18.67184270571923
Nitrogen based,jharkhand,Water Demand,9046872716.867134,9144173825.311571,-1.0755220227983011,1.0755220227983011
Nitrogen based,karnataka,Water Demand,18446411688.61756,14118366013.600517,23.46280538500441,-23.46280538500441
Nitrogen based,kerala,Water Demand,1081262615.455062,1081262615.098106,3.301288697068348e-08,-3.301288697068348e-08
Nitrogen based,madhya pradesh,Water Demand,20163582620.868546,16081998910.739525,20.24235368721001,-20.24235368721001
Nitrogen based,maharashtra,Water Demand,37975634628.06812,30354244212.509605,20.06915879142539,-20.06915879142539
Nitrogen based,manipur,Water Demand,1744891057.984178,1465905265.8019702,15.988722671575383,-15.988722671575383
Nitrogen based,meghalaya,Water Demand,834296024.8604375,712241880.8611152,14.629596733334518,-14.629596733334518
Nitrogen based,mizoram,Water Demand,272539190.4443431,166459681.83322224,38.922662255718414,-38.922662255718414
Nitrogen based,nagaland,Water Demand,1740489791.5502226,1854439115.4031591,-6.546968813384646,6.546968813384646
Nitrogen based,odisha,Water Demand,25127393676.654938,15215639569.594378,39.44600954085125,-39.44600954085125
Nitrogen based,puducherry,Water Demand,114506359.94267868,114354695.65955128,0.13245053218294572,-0.13245053218294572
Nitrogen based,punjab,Water Demand,28807728639.3157,28996381578.95077,-0.6548691915182941,0.6548691915182941
Nitrogen based,rajasthan,Water Demand,75985303334.66708,32573997085.010124,57.13118766988095,-57.13118766988095
Nitrogen based,sikkim,Water Demand,208434294.3097587,197539861.7189077,5.226794672598611,-5.226794672598611
Nitrogen based,tamil nadu,Water Demand,34977693866.9877,4762625875.012012,86.38381966197312,-86.38381966197312
Nitrogen based,telangana,Water Demand,15673520038.529758,9076426286.789246,42.09069650929127,-42.09069650929127
Nitrogen based,tripura,Water Demand,1929571669.772859,1940836166.9933324,-0.5837822661336699,0.5837822661336699
Nitrogen based,uttar pradesh,Water Demand,46670359652.195305,38320222390.55475,17.891735405231184,-17.891735405231184
Nitrogen based,uttarakhand,Water Demand,3606264241.3893247,3214773003.8752503,10.855866661707825,-10.855866661707825
Nitrogen based,west bengal,Water Demand,31232724546.29702,27578898550.48915,11.69871040354393,-11.69871040354393
