scenario,state,metric,baseline_total,optimized_total,pct_reduction,display_pct_change
Water based,arunachal pradesh,Nitrogen Surplus,19885776.307674725,18768765.05208237,5.617136783145116,-5.617136783145116
Water based,assam,Nitrogen Surplus,96453960.113647,96647168.99693008,-0.20031202768183914,0.20031202768183914
Water based,bihar,Nitrogen Surplus,440663021.8189458,388405221.4726045,11.858903007253545,-11.858903007253545
Water based,chandigarh,Nitrogen Surplus,19019.716802692896,19019.71680329101,-3.1446988718131222e-09,3.1446988718131222e-09
Water based,chhattisgarh,Nitrogen Surplus,429372578.3839037,274952248.28573364,35.964180730727115,-35.964180730727115
Water based,dadra and nagar haveli,Nitrogen Surplus,1570461.5213259452,1576693.7161232212,-0.3968384269621706,0.3968384269621706
Water based,gujarat,Nitrogen Surplus,352179750.89730847,254594901.26976323,27.708818970685186,-27.708818970685186
Water based,haryana,Nitrogen Surplus,420280929.1016169,398029733.4290663,5.294362444690098,-5.294362444690098
Water based,himachal pradesh,Nitrogen Surplus,44425299.24628947,46857606.81572149,-5.475050502074386,5.475050502074386
Water based,jammu and kashmir,Nitrogen Surplus,83699258.60468192,80136687.6390959,4.256394889245459,-4.256394889245459
Water based,jharkhand,Nitrogen Surplus,192182804.42934373,232313736.99946675,-20.88164583157449,20.88164583157449
Water based,karnataka,Nitrogen Surplus,386150309.93505853,278767046.6670664,27.808669449482377,-27.808669449482377
Water based,kerala,Nitrogen Surplus,9787109.57040125,9787109.571822558,-1.4522246171897659e-08,1.4522246171897659e-08
Water based,madhya pradesh,Nitrogen Surplus,577296364.7395926,491228194.8891448,14.90883627671404,-14.90883627671404
Water based,maharashtra,Nitrogen Surplus,771363193.2175524,858623305.5197012,-11.312454764423572,11.312454764423572
Water based,manipur,Nitrogen Surplus,25839885.098074134,23787443.01590879,7.9429226344288795,-7.9429226344288795
Water based,meghalaya,Nitrogen Surplus,12339219.415123755,11910601.894550905,3.473619409405337,-3.473619409405337
Water based,mizoram,Nitrogen Surplus,4526053.337077195,4153615.3144901316,8.228759028005044,-8.228759028005044
Water based,nagaland,Nitrogen Surplus,27779816.312647093,27469455.916609213,1.1172154363619209,-1.1172154363619209
Water based,odisha,Nitrogen Surplus,259086708.5851463,247986404.4605242,4.284397368448602,-4.284397368448602
Water based,puducherry,Nitrogen Surplus,1475923.9553820873,1474943.698391987,0.06641649703737536,-0.06641649703737536
Water based,punjab,Nitrogen Surplus,784657783.8183974,785871780.1739314,-0.15471666509522922,0.15471666509522922
Water based,rajasthan,Nitrogen Surplus,488890835.48743284,452693148.87316024,7.404042781489831,-7.404042781489831
Water based,sikkim,Nitrogen Surplus,4804192.664487509,4765934.043159952,0.796359013874768,-0.796359013874768
Water based,tamil nadu,Nitrogen Surplus,253120960.19363666,125280000.34066077,50.50587661929616,-50.50587661929616
Water based,telangana,Nitrogen Surplus,219506124.59582916,166423272.29872078,24.182857036380394,-24.182857036380394
Water based,tripura,Nitrogen Surplus,26560666.473689504,26492529.336088084,0.2565339904739049,-0.2565339904739049
Water based,uttar pradesh,Nitrogen Surplus,1499077381.5341449,1361821349.386766,9.1560338270805,-9.1560338270805
Water based,uttarakhand,Nitrogen Surplus,58171610.74898739,54987143.01122071,5.4742643305989525,-5.4742643305989525
Water based,west bengal,Nitrogen Surplus,447791575.97398716,457768082.8937007,-2.2279353732847147,2.2279353732847147
Water based,andaman and nicobar,Water Demand,37266289.42019246,37266289.42019246,0.0,-0.0
Water based,andhra pradesh,Water Demand,16244129027.041794,6874534955.912519,57.67987963855496,-57.67987963855496
Water based,arunachal pradesh,Water Demand,1115542783.3118017,797453685.8281734,28.514289388282496,-28.514289388282496
Water based,assam,Water Demand,10662792494.629087,8337275419.265722,21.8096439233413,-21.8096439233413
Water based,bihar,Water Demand,24392181905.013638,13831803063.564154,43.2941131817276,-43.2941131817276
Water based,chandigarh,Water Demand,1455894.888491245,1455894.8884286107,4.302112577338816e-09,-4.302112577338816e-09
Water based,chhattisgarh,Water Demand,22709220026.525684,10498499358.931578,53.76988136682492,-53.76988136682492
Water based,dadra and nagar haveli,Water Demand,104088295.82467885,102164923.72094868,1.8478274511956696,-1.8478274511956696
Water based,gujarat,Water Demand,12636704087.47295,7304778286.996357,42.193959465761736,-42.193959465761736
Water based,haryana,Water Demand,18268097428.00516,16004690204.47248,12.38994499811927,-12.38994499811927
Water based,himachal pradesh,Water Demand,2421247951.126307,1406622578.488474,41.90505859450923,-41.90505859450923
Water based,jammu and kashmir,Water Demand,3353887167.2198334,2641085329.13133,21.25300591669494,-21.25300591669494
Water based,jharkhand,Water Demand,9046872716.867134,6208193505.76454,31.377463792655288,-31.377463792655288
Water based,karnataka,Water Demand,18446411688.61756,11240031772.154768,39.06656773202953,-39.06656773202953
Water based,kerala,Water Demand,1081262615.455062,1081262614.6990943,6.991526445374738e-08,-6.991526445374738e-08
Water based,madhya pradesh,Water Demand,20163582620.868546,15404438716.757706,23.602670188110846,-23.602670188110846
Water based,maharashtra,Water Demand,37975634628.06812,21487361464.475266,43.41803191724999,-43.41803191724999
Water based,manipur,Water Demand,1744891057.984178,1184610504.6061141,32.10977274566011,-32.10977274566011
Water based,meghalaya,Water Demand,834296024.8604375,711770162.9642152,14.68613756330898,-14.68613756330898
Water based,mizoram,Water Demand,272539190.4443431,164735022.4725829,39.55547376360742,-39.55547376360742
Water based,nagaland,Water Demand,1740489791.5502226,1631850299.3482614,6.241891950724863,-6.241891950724863
Water based,odisha,Water Demand,25127393676.654938,12697205805.114496,49.46867164774409,-49.46867164774409
Water based,puducherry,Water Demand,114506359.94267868,114268930.7264627,0.20735024354527035,-0.20735024354527035
Water based,punjab,Water Demand,28807728639.3157,28488279625.35979,1.1089003855720085,-1.1089003855720085
Water based,rajasthan,Water Demand,75985303334.66708,21324647645.644592,71.93582612716166,-71.93582612716166
Water based,sikkim,Water Demand,208434294.3097587,197539861.7189077,5.226794672598611,-5.226794672598611
Water based,tamil nadu,Water Demand,34977693866.9877,3710907521.3379216,89.39064554841818,-89.39064554841818
Water based,telangana,Water Demand,15673520038.529758,8400522584.613611,46.40308900640794,-46.40308900640794
Water based,tripura,Water Demand,1929571669.772859,1915890524.39154,0.7090249922113301,-0.7090249922113301
Water based,uttar pradesh,Water Demand,46670359652.195305,36149326398.61625,22.543287285518403,-22.543287285518403
Water based,uttarakhand,Water Demand,3606264241.3893247,2562064409.714816,28.955166947839274,-28.955166947839274
Water based,west bengal,Water Demand,31232724546.29702,24524279045.929512,21.47889944863253,-21.47889944863253
Nitrogen based,andaman and nicobar,Nitrogen Emission,19298.15213232409,19298.15213232409,0.0,-0.0
Nitrogen based,andhra pradesh,Nitrogen Emission,12380669.686144806,8613685.514507307,30.42633611211781,-30.42633611211781
Nitrogen based,arunachal pradesh,Nitrogen Emission,658219.1957840335,621246.1232239263,5.617136783145162,-5.617136783145162
Nitrogen based,assam,Nitrogen Emission,3404824.792011739,3072283.653689669,9.766762128326388,-9.766762128326388
Nitrogen based,bihar,Nitrogen Emission,17229924.153120786,13362137.31821563,22.448078125779798,-22.448078125779798
Nitrogen based,chandigarh,Nitrogen Emission,669.4940314547899,669.4940314547899,0.0,-0.0
Nitrogen based,chhattisgarh,Nitrogen Emission,12967051.867193893,7247789.201374761,44.10611389847704,-44.10611389847704
Nitrogen based,dadra and nagar haveli,Nitrogen Emission,55280.245550673266,54832.51428792182,0.8099299456639163,-0.8099299456639163
Nitrogen based,gujarat,Nitrogen Emission,12255855.33122633,7991909.62621871,34.79109037900961,-34.79109037900961
Nitrogen based,haryana,Nitrogen Emission,12314231.222677376,11045412.274877721,10.303679741395877,-10.303679741395877
Nitrogen based,himachal pradesh,Nitrogen Emission,1546000.4137708736,1346230.0627347808,12.921752753534506,-12.921752753534506
Nitrogen based,jammu and kashmir,Nitrogen Emission,2125961.1685589203,2019435.6850578473,5.0106975177388176,-5.0106975177388176
Nitrogen based,jharkhand,Nitrogen Emission,6764834.715912898,6101800.184329017,9.80119336876372,-9.80119336876372
Nitrogen based,karnataka,Nitrogen Emission,15175707.180447802,7907945.645322025,47.890760204502854,-47.890760204502854
Nitrogen based,kerala,Nitrogen Emission,387569.5389878894,387569.53882275743,4.260706123320431e-08,-4.260706123320431e-08
Nitrogen based,madhya pradesh,Nitrogen Emission,19166239.30935448,15928229.231652504,16.894342314308883,-16.894342314308883
Nitrogen based,maharashtra,Nitrogen Emission,27537665.997866627,20586687.653253343,25.241712006935458,-25.241712006935458
Nitrogen based,manipur,Nitrogen Emission,739020.7138049202,669860.3532551894,9.358379170950698,-9.358379170950698
Nitrogen based,meghalaya,Nitrogen Emission,439276.2111784058,423906.51229322015,3.4988689335019463,-3.4988689335019463
Nitrogen based,mizoram,Nitrogen Emission,139855.04811568532,128154.90476843106,8.365907062272168,-8.365907062272168
Nitrogen based,nagaland,Nitrogen Emission,830616.5077481483,814538.1608727593,1.935712416669681,-1.935712416669681
Nitrogen based,odisha,Nitrogen Emission,7979870.624422508,7235739.334558286,9.325104690128661,-9.325104690128661
Nitrogen based,puducherry,Nitrogen Emission,66564.17038773213,66461.8717091014,0.15368429897773342,-0.15368429897773342
Nitrogen based,punjab,Nitrogen Emission,22362746.83882432,21990252.348972004,1.665692021364849,-1.665692021364849
Nitrogen based,rajasthan,Nitrogen Emission,17844515.495291293,14653161.646529468,17.88422806774407,-17.88422806774407
Nitrogen based,sikkim,Nitrogen Emission,139802.0065365865,138688.6806559546,0.7963590138747628,-0.7963590138747628
Nitrogen based,tamil nadu,Nitrogen Emission,8656736.838622373,3429357.3369349428,60.38510352267231,-60.38510352267231
Nitrogen based,telangana,Nitrogen Emission,9219257.233024824,6080058.463810442,34.05045211201267,-34.05045211201267
Nitrogen based,tripura,Nitrogen Emission,889782.3268685986,875481.0154953543,1.607282021837265,-1.607282021837265
Nitrogen based,uttar pradesh,Nitrogen Emission,54866232.164149694,48439744.1116814,11.713011444345987,-11.713011444345987
Nitrogen based,uttarakhand,Nitrogen Emission,2245424.174910913,1970213.2069706256,12.256524669830217,-12.256524669830217
Nitrogen based,west bengal,Nitrogen Emission,17329533.9901933,16420969.496130992,5.242867434152935,-5.242867434152935
Nitrogen based,andaman and nicobar,Nitrogen Leach,298189.3450219055,298189.3450219055,0.0,-0.0
Nitrogen based,andhra pradesh,Nitrogen Leach,90261306.92971492,62798098.30408959,30.42633611211779,-30.42633611211779
Nitrogen based,arunachal pradesh,Nitrogen Leach,13319492.970880533,12571318.83188477,5.617136783145148,-5.617136783145148
Nitrogen based,assam,Nitrogen Leach,69408269.69778039,62629329.099010944,9.766762128326368,-9.766762128326368
Nitrogen based,bihar,Nitrogen Leach,160709804.0573695,124633541.68678363,22.44807812577976,-22.44807812577976
Nitrogen based,chandigarh,Nitrogen Leach,10344.823968984667,10344.823968984667,0.0,-0.0
Nitrogen based,chhattisgarh,Nitrogen Leach,275700132.58030456,108261943.29333037,60.73199447526694,-60.73199447526694
Nitrogen based,dadra and nagar haveli,Nitrogen Leach,854174.0214491816,841079.8855438879,1.5329588089179287,-1.5329588089179287
Nitrogen based,gujarat,Nitrogen Leach,94243301.34011972,61455029.19471629,34.79109037900961,-34.79109037900961
Nitrogen based,haryana,Nitrogen Leach,88595219.85462084,79466652.13461512,10.303679741395895,-10.303679741395895
Nitrogen based,himachal pradesh,Nitrogen Leach,19578229.37783977,17048378.98411546,12.9217527535345,-12.9217527535345
Nitrogen based,jammu and kashmir,Nitrogen Leach,44067659.65536503,41859562.52688804,5.010697517738861,-5.010697517738861
Nitrogen based,jharkhand,Nitrogen Leach,104412917.64646244,94179205.68596461,9.801193368763744,-9.801193368763744
Nitrogen based,karnataka,Nitrogen Leach,86729359.61141416,45194009.97301087,47.89076020450285,-47.89076020450285
Nitrogen based,kerala,Nitrogen Leach,5516993.664835184,5516993.65810958,1.2190704073948265e-07,-1.2190704073948265e-07
Nitrogen based,madhya pradesh,Nitrogen Leach,89885043.98995455,77547793.51118669,13.725587629624629,-13.725587629624629
Nitrogen based,maharashtra,Nitrogen Leach,146019052.47608268,109161343.77481395,25.241712006935444,-25.241712006935444
Nitrogen based,manipur,Nitrogen Leach,15888945.346805783,14401997.59498657,9.358379170950707,-9.358379170950707
Nitrogen based,meghalaya,Nitrogen Leach,7114793.914760359,6865856.600794122,3.4988689335019445,-3.4988689335019445
Nitrogen based,mizoram,Nitrogen Leach,2656340.7035306063,2434113.7090159287,8.365907062272186,-8.365907062272186
Nitrogen based,nagaland,Nitrogen Leach,18704150.323305286,18342091.763064504,1.9357124166696815,-1.9357124166696815
Nitrogen based,odisha,Nitrogen Leach,141202256.17890477,115731212.32074709,18.03869466921661,-18.03869466921661
Nitrogen based,puducherry,Nitrogen Leach,90031.3612783073,89892.99721186662,0.153684298977742,-0.153684298977742
Nitrogen based,punjab,Nitrogen Leach,213426917.19860405,209871882.06738195,1.6656920213648436,-1.6656920213648436
Nitrogen based,rajasthan,Nitrogen Leach,72991401.73827374,59937452.98155753,17.8842280677441,-17.8842280677441
Nitrogen based,sikkim,Nitrogen Leach,2706682.147172263,2685127.239916317,0.796359013874779,-0.796359013874779
Nitrogen based,tamil nadu,Nitrogen Leach,84188031.36040354,33351001.469724037,60.3851035226723,-60.3851035226723
Nitrogen based,telangana,Nitrogen Leach,45788977.59068998,30197623.70359186,34.0504521120127,-34.0504521120127
Nitrogen based,tripura,Nitrogen Leach,15766411.618782092,15441550.92563895,2.0604605600690062,-2.0604605600690062
Nitrogen based,uttar pradesh,Nitrogen Leach,225761053.6590422,199317635.60708243,11.713011444346023,-11.713011444346023
Nitrogen based,uttarakhand,Nitrogen Leach,19708541.72175693,17173799.10373228,12.86113733735288,-12.86113733735288
Nitrogen based,west bengal,Nitrogen Leach,235986160.53829128,223535735.54423666,5.275913200017677,-5.275913200017677
Nitrogen based,andaman and nicobar,Greenhouse Gas emission,43905.62930020327,43905.62930020327,0.0,-0.0
Nitrogen based,andhra pradesh,Greenhouse Gas emission,18549297.360916704,11024906.563364346,40.56429012457485,-40.56429012457485
Nitrogen based,arunachal pradesh,Greenhouse Gas emission,1132306.8831005269,418842.77554585296,63.00978278971851,-63.00978278971851
Nitrogen based,assam,Greenhouse Gas emission,20031334.57408335,18354311.756129127,8.371997441068979,-8.371997441068979
Nitrogen based,bihar,Greenhouse Gas emission,29379546.177207597,16324625.798620867,44.43540516195797,-44.43540516195797
Nitrogen based,chandigarh,Greenhouse Gas emission,480.615323326,480.615323326,0.0,-0.0
Nitrogen based,chhattisgarh,Greenhouse Gas emission,32845408.92856572,8023981.353847616,75.5704629182767,-75.5704629182767
Nitrogen based,dadra and nagar haveli,Greenhouse Gas emission,117129.0382537,114157.92672303988,2.536613955819157,-2.536613955819157
Nitrogen based,gujarat,Greenhouse Gas emission,8208378.837459667,5073287.62890723,38.193792838181025,-38.193792838181025
Nitrogen based,haryana,Greenhouse Gas emission,13676991.379258294,9952372.076493982,27.2327385422853,-27.2327385422853
Nitrogen based,himachal pradesh,Greenhouse Gas emission,1088379.889671376,2043544.4103561062,-87.76021403456208,87.76021403456208
Nitrogen based,jammu and kashmir,Greenhouse Gas emission,2736947.7963893833,2477521.662705582,9.478665761401786,-9.478665761401786
Nitrogen based,jharkhand,Greenhouse Gas emission,14680467.174921595,15780908.178761479,-7.4959535737374186,7.4959535737374186
Nitrogen based,karnataka,Greenhouse Gas emission,9728102.144668024,1993426.9363369376,79.50857313489934,-79.50857313489934
Nitrogen based,kerala,Greenhouse Gas emission,1553135.9729938577,1553135.9711047453,1.2163213255806968e-07,-1.2163213255806968e-07
Nitrogen based,madhya pradesh,Greenhouse Gas emission,22227176.48876487,8019740.283269482,63.919212647979805,-63.919212647979805
Nitrogen based,maharashtra,Greenhouse Gas emission,14318285.135830736,5368524.835401851,62.50581138402248,-62.50581138402248
Nitrogen based,manipur,Greenhouse Gas emission,1969921.3632335598,1345646.8520168406,31.69032647029085,-31.69032647029085
Nitrogen based,meghalaya,Greenhouse Gas emission,929390.961108435,655817.7262624062,29.435753767150107,-29.435753767150107
Nitrogen based,mizoram,Greenhouse Gas emission,301959.5494096218,63948.60404095599,78.82212893548639,-78.82212893548639
Nitrogen based,nagaland,Greenhouse Gas emission,1805391.8331974898,1863156.3715560802,-3.199556866072936,3.199556866072936
Nitrogen based,odisha,Greenhouse Gas emission,30982824.975301098,14832357.568455163,52.12716212843978,-52.12716212843978
Nitrogen based,puducherry,Greenhouse Gas emission,142690.47697598697,142289.2379224094,0.28119539725491743,-0.28119539725491743
Nitrogen based,punjab,Greenhouse Gas emission,27840278.549276996,28117975.977514993,-0.9974664145205139,0.9974664145205139
Nitrogen based,rajasthan,Greenhouse Gas emission,5065679.214530526,3242606.062440429,35.98872085821673,-35.98872085821673
Nitrogen based,sikkim,Greenhouse Gas emission,112388.13814843298,87952.25937347398,21.742400201243754,-21.742400201243754
Nitrogen based,tamil nadu,Greenhouse Gas emission,15385421.580811344,2797205.006695629,81.81912018462792,-81.81912018462792
Nitrogen based,telangana,Greenhouse Gas emission,16694275.86664589,1685831.8413207536,89.90173724941889,-89.90173724941889
Nitrogen based,tripura,Greenhouse Gas emission,2265448.687643638,2271975.8578398265,-0.2881182095092042,0.2881182095092042
Nitrogen based,uttar pradesh,Greenhouse Gas emission,56536014.421888374,40407787.5340524,28.527350314230496,-28.527350314230496
Nitrogen based,uttarakhand,Greenhouse Gas emission,2409370.4013020475,1598649.9207062821,33.6486444822948,-33.6486444822948
Nitrogen based,west bengal,Greenhouse Gas emission,45788183.10774979,34598996.283112325,24.436843886788033,-24.436843886788033
Nitrogen based,andaman and nicobar,Profit,-2306119.8875215426,-2306119.8875215426,-0.0,0.0
Nitrogen based,andhra pradesh,Profit,12008019479.819286,12008019467.811266,1.0000000767138737e-07,-1.0000000767138737e-07
Nitrogen based,arunachal pradesh,Profit,9561966.920106303,131403430.65251084,-1274.2301322566173,1274.2301322566173
Nitrogen based,assam,Profit,7611457189.32793,7639854588.584282,-0.3730875514371628,0.3730875514371628
Nitrogen based,bihar,Profit,67260724997.9744,75978133692.42627,-12.96062255456568,12.96062255456568
Nitrogen based,chandigarh,Profit,5340637.528430857,5340637.528430857,0.0,-0.0
Nitrogen based,chhattisgarh,Profit,-2170889375.3739505,-2170889377.000593,-7.492978327049988e-08,7.492978327049988e-08
Nitrogen based,dadra and nagar haveli,Profit,-29293427.745590128,-26138456.94874449,10.77023428001044,-10.77023428001044
Nitrogen based,gujarat,Profit,19331506051.84829,19331506032.516785,9.999999363696267e-08,-9.999999363696267e-08
Nitrogen based,haryana,Profit,55058596935.87753,55058596931.08757,8.69975450724468e-09,-8.69975450724468e-09
Nitrogen based,himachal pradesh,Profit,-205613946.1803294,295421958.4518142,243.67797707297566,-243.67797707297566
Nitrogen based,jammu and kashmir,Profit,1393538933.4769125,1393538932.0833733,1.0000001842901118e-07,-1.0000001842901118e-07
Nitrogen based,jharkhand,Profit,9111243598.23107,9111243588.66217,1.0502297574966462e-07,-1.0502297574966462e-07
Nitrogen based,karnataka,Profit,-27307556120.060486,11704287272.760283,142.86098404888807,-142.86098404888807
Nitrogen based,kerala,Profit,-4321086459.208597,-4321086452.885777,1.4632476738120743e-07,-1.4632476738120743e-07
Nitrogen based,madhya pradesh,Profit,142493837188.04453,149075170050.4733,-4.618678949422633,4.618678949422633
Nitrogen based,maharashtra,Profit,-15741130761.453293,14707590353.129196,193.43414126985707,-193.43414126985707
Nitrogen based,manipur,Profit,-75523937.90123925,65986067.15236348,187.37106272007665,-187.37106272007665
Nitrogen based,meghalaya,Profit,-92623786.15251713,-17806725.753091566,80.77521283380656,-80.77521283380656
Nitrogen based,mizoram,Profit,-7905641.807858334,32898383.516709283,516.138048197526,-516.138048197526
Nitrogen based,nagaland,Profit,-36923058.633494705,-36923058.682755455,-1.3341459845434948e-07,1.3341459845434948e-07
Nitrogen based,odisha,Profit,11110986383.457003,11110986372.346014,1.0000002010160286e-07,-1.0000002010160286e-07
Nitrogen based,puducherry,Profit,-48730148.90881823,-46753638.213169515,4.056032538187144,-4.056032538187144
Nitrogen based,punjab,Profit,165592888616.4004,166250875267.9408,-0.39735199804663474,0.39735199804663474
Nitrogen based,rajasthan,Profit,38922814519.53662,39299360691.94775,-0.9674176368261459,0.9674176368261459
Nitrogen based,sikkim,Profit,33665851.88924715,37981889.76792094,-12.820224757337364,12.820224757337364
Nitrogen based,tamil nadu,Profit,-17585570056.10183,-17585570073.687397,-9.999998531900537e-08,9.999998531900537e-08
Nitrogen based,telangana,Profit,-2038081446.4877455,4508158025.307718,321.1961662806308,-321.1961662806308
Nitrogen based,tripura,Profit,-351756558.5409017,-326611638.5949192,7.148386955536665,-7.148386955536665
Nitrogen based,uttar pradesh,Profit,99564765650.52408,99564765550.9594,9.999991599067441e-08,-9.999991599067441e-08
Nitrogen based,uttarakhand,Profit,-1028167389.0802364,-789968064.5864615,23.167368175999034,-23.167368175999034
Nitrogen based,west bengal,Profit,-8353006817.890621,-3350152768.795794,59.89285245619128,-59.89285245619128
Nitrogen based,andaman and nicobar,Calorie,40107822001.69207,40107822001.69207,0.0,-0.0
Nitrogen based,andhra pradesh,Calorie,39560188726117.42,39560188686557.24,9.999997715223888e-08,-9.999997715223888e-08
Nitrogen based,arunachal pradesh,Calorie,1119674365554.6077,1119674364459.8623,9.777354872153971e-08,-9.777354872153971e-08
Nitrogen based,assam,Calorie,19326457187423.336,21613588944855.605,-11.834200832838711,11.834200832838711
Nitrogen based,bihar,Calorie,61436213359048.484,71858853489860.53,-16.96497808206302,16.96497808206302
Nitrogen based,chandigarh,Calorie,8458320000.0,8458320000.0,0.0,-0.0
Nitrogen based,chhattisgarh,Calorie,21874233571251.08,27686051935484.836,-26.569243421959836,26.569243421959836
Nitrogen based,dadra and nagar haveli,Calorie,110351159987.49779,111084939822.80511,-0.6649498160150384,0.6649498160150384
Nitrogen based,gujarat,Calorie,22968123599610.598,23857047747892.297,-3.870251500635298,3.870251500635298
Nitrogen based,haryana,Calorie,61421461999693.88,61421461979400.84,3.3039003634594596e-08,-3.3039003634594596e-08
Nitrogen based,himachal pradesh,Calorie,4790553240009.545,4790553237162.542,5.942952279310912e-08,-5.942952279310912e-08
Nitrogen based,jammu and kashmir,Calorie,6333898743611.915,6333898737278.016,1.0000001058511688e-07,-1.0000001058511688e-07
Nitrogen based,jharkhand,Calorie,15797822170053.514,15797822154255.693,9.999998824171146e-08,-9.999998824171146e-08
Nitrogen based,karnataka,Calorie,40778582359454.82,40778582318676.24,9.999998961598325e-08,-9.999998961598325e-08
Nitrogen based,kerala,Calorie,1855863600089.5908,1855863598780.0554,7.056204994415581e-08,-7.056204994415581e-08
Nitrogen based,madhya pradesh,Calorie,103172792881583.44,103306626274031.2,-0.12971771792721837,0.12971771792721837
Nitrogen based,maharashtra,Calorie,37131563960399.91,37131563923268.34,9.999999606695827e-08,-9.999999606695827e-08
Nitrogen based,manipur,Calorie,2397703400035.5386,2771328161114.667,-15.582609636938022,15.582609636938022
Nitrogen based,meghalaya,Calorie,1229401099992.745,1230678253746.8623,-0.10388422087183134,0.10388422087183134
Nitrogen based,mizoram,Calorie,244584717994.7251,245919096223.62674,-0.5455689299976706,0.5455689299976706
Nitrogen based,nagaland,Calorie,2359349700127.81,2361895362432.6753,-0.10789677785905716,0.10789677785905716
Nitrogen based,odisha,Calorie,23831566400118.6,24182403064117.824,-1.4721510878004085,1.4721510878004085
Nitrogen based,puducherry,Calorie,199916839994.98026,199916839795.06342,9.999999980223233e-08,-9.999999980223233e-08
Nitrogen based,punjab,Calorie,106641065000220.44,106641064950998.4,4.6156732633810675e-08,-4.6156732633810675e-08
Nitrogen based,rajasthan,Calorie,58038377640853.36,58038377619138.19,3.741519449316005e-08,-3.741519449316005e-08
Nitrogen based,sikkim,Calorie,295830420036.19525,295830419740.96045,9.979866242625466e-08,-9.979866242625466e-08
Nitrogen based,tamil nadu,Calorie,35465693940852.67,63880320259861.56,-80.11862496303306,80.11862496303306
Nitrogen based,telangana,Calorie,32011405769851.38,40855569661028.484,-27.628164644698657,27.628164644698657
Nitrogen based,tripura,Calorie,2971524979935.489,2971524976963.9644,9.999998095681535e-08,-9.999998095681535e-08
Nitrogen based,uttar pradesh,Calorie,182473871376611.6,182783952594074.6,-0.16993184565203692,0.16993184565203692
Nitrogen based,uttarakhand,Calorie,5952728140056.795,5986718186607.416,-0.5709994770615678,0.5709994770615678
Nitrogen based,west bengal,Calorie,64085227307347.51,64085227243262.3,9.999997445612945e-08,-9.999997445612945e-08
Nitrogen based,andaman and nicobar,Phosphorus application,261218.10542916853,261218.10542916853,0.0,-0.0
Nitrogen based,andhra pradesh,Phosphorus application,208300028.04122877,160412868.80950862,22.989511658751127,-22.989511658751127
Nitrogen based,arunachal pradesh,Phosphorus application,8806524.583171733,8321356.529728824,5.509188657350817,-5.509188657350817
Nitrogen based,assam,Phosphorus application,54949714.1263895,54575935.78322155,0.680218903975056,-0.680218903975056
Nitrogen based,bihar,Phosphorus application,273505037.01294625,256879912.6343092,6.078544132205544,-6.078544132205544
Nitrogen based,chandigarh,Phosphorus application,26636.487009481836,26636.487009481836,0.0,-0.0
Nitrogen based,chhattisgarh,Phosphorus application,190020257.19219786,165642944.9680905,12.828796563226774,-12.828796563226774
Nitrogen based,dadra and nagar haveli,Phosphorus application,747418.3523092744,743844.523122139,0.4781564670031695,-0.4781564670031695
Nitrogen based,gujarat,Phosphorus application,138639859.80883405,109349454.51420276,21.126972672230675,-21.126972672230675
Nitrogen based,haryana,Phosphorus application,243602654.73493952,239080070.51856256,1.8565414327269618,-1.8565414327269618
Nitrogen based,himachal pradesh,Phosphorus application,19290695.43765589,20205843.755845927,-4.743988215187138,4.743988215187138
Nitrogen based,jammu and kashmir,Phosphorus application,41363895.461826354,38217729.871733636,7.606066969674632,-7.606066969674632
Nitrogen based,jharkhand,Phosphorus application,79692127.15346314,72628497.76450579,8.86364769176624,-8.86364769176624
Nitrogen based,karnataka,Phosphorus application,294759087.3848274,188895157.42509428,35.915408376034485,-35.915408376034485
Nitrogen based,kerala,Phosphorus application,4760873.675116448,4760873.6735741785,3.23946686571753e-08,-3.23946686571753e-08
Nitrogen based,madhya pradesh,Phosphorus application,405573147.2140838,365065963.7085701,9.987639414433854,-9.987639414433854
Nitrogen based,maharashtra,Phosphorus application,368964481.1643221,308075696.26310223,16.50261421074361,-16.50261421074361
Nitrogen based,manipur,Phosphorus application,12790700.216117859,12371945.70405963,3.27389826188363,-3.27389826188363
Nitrogen based,meghalaya,Phosphorus application,6285628.4132132195,6099396.098154879,2.962827307240362,-2.962827307240362
Nitrogen based,mizoram,Phosphorus application,2017459.3774865542,1855823.7184141367,8.011842066123327,-8.011842066123327
Nitrogen based,nagaland,Phosphorus application,13535208.814019995,13218190.637015987,2.342174260921892,-2.342174260921892
Nitrogen based,odisha,Phosphorus application,122663894.50072616,125737294.70986144,-2.505545924205989,2.505545924205989
Nitrogen based,puducherry,Phosphorus application,920813.6492394836,919658.5903318636,0.12543894289295238,-0.12543894289295238
Nitrogen based,punjab,Phosphorus application,303108856.0408317,294141909.1616214,2.958325598379204,-2.958325598379204
Nitrogen based,rajasthan,Phosphorus application,258601625.5120418,242005161.34859455,6.41777256062702,-6.41777256062702
Nitrogen based,sikkim,Phosphorus application,2144187.951236441,2127571.126908659,0.7749705112464486,-0.7749705112464486
Nitrogen based,tamil nadu,Phosphorus application,146140724.15059048,128277469.92804328,12.223324009356926,-12.223324009356926
Nitrogen based,telangana,Phosphorus application,131080018.36693883,107240762.51644471,18.186796239042096,-18.186796239042096
Nitrogen based,tripura,Phosphorus application,14445387.205606088,14254830.37696135,1.3191534843094044,-1.3191534843094044
Nitrogen based,uttar pradesh,Phosphorus application,935465323.5110295,824888417.488689,11.820524314821041,-11.820524314821041
