,state,district,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),crop
0,Andhra Pradesh, ADILABAD,1998,Rabi,300.0,100.0,0.3333333333333333,bajra
1,Andhra Pradesh, ADILABAD,1999,Rabi,644.0,377.0,0.5854037267080745,bajra
2,Andhra Pradesh, ADILABAD,2000,Rabi,518.0,311.0,0.6003861003861004,bajra
3,Andhra Pradesh, ADILABAD,2001,Rabi,628.0,293.0,0.46656050955414013,bajra
4,Andhra Pradesh, ADILABAD,2002,Rabi,960.0,455.0,0.4739583333333333,bajra
5,Andhra Pradesh, ADILABAD,2003,Rabi,1820.0,1112.0,0.610989010989011,bajra
6,Andhra Pradesh, ADILABAD,2004,Rabi,1230.0,389.0,0.31626016260162604,bajra
7,Andhra Pradesh, ADILABAD,2005,Rabi,779.0,494.0,0.6341463414634146,bajra
8,Andhra Pradesh, ADILABAD,2006,Rabi,1035.0,365.0,0.3526570048309179,bajra
9,Andhra Pradesh, ADILABAD,2007,Rabi,1000.0,1000.0,1.0,bajra
10,Andhra Pradesh, ADILABAD,2008,Rabi,350.0,222.0,0.6342857142857142,bajra
11,Andhra Pradesh, ADILABAD,2009,Rabi,831.0,402.0,0.48375451263537905,bajra
12,Andhra Pradesh, ADILABAD,2010,Rabi,1555.0,1127.0,0.7247588424437299,bajra
13,Andhra Pradesh, ADILABAD,2011,Rabi,524.0,328.0,0.6259541984732825,bajra
17,Andhra Pradesh, ANANTAPUR,1999,Rabi,99.0,54.0,0.5454545454545454,bajra
19,Andhra Pradesh, ANANTAPUR,2000,Rabi,317.0,185.0,0.583596214511041,bajra
21,Andhra Pradesh, ANANTAPUR,2001,Rabi,27.0,9.0,0.3333333333333333,bajra
23,Andhra Pradesh, ANANTAPUR,2002,Rabi,129.0,39.0,0.3023255813953488,bajra
25,Andhra Pradesh, ANANTAPUR,2003,Rabi,113.0,19.0,0.168141592920354,bajra
27,Andhra Pradesh, ANANTAPUR,2004,Rabi,62.0,24.0,0.3870967741935484,bajra
29,Andhra Pradesh, ANANTAPUR,2005,Rabi,66.0,125.0,1.893939393939394,bajra
31,Andhra Pradesh, ANANTAPUR,2006,Rabi,141.0,43.0,0.3049645390070922,bajra
34,Andhra Pradesh, ANANTAPUR,2008,Rabi,26.0,35.0,1.3461538461538463,bajra
36,Andhra Pradesh, ANANTAPUR,2009,Rabi,45.0,83.0,1.8444444444444446,bajra
38,Andhra Pradesh, ANANTAPUR,2010,Rabi,5.0,4.0,0.8,bajra
40,Andhra Pradesh, ANANTAPUR,2011,Rabi,116.0,147.0,1.2672413793103448,bajra
43,Andhra Pradesh, ANANTAPUR,2013,Rabi,17.0,16.0,0.9411764705882353,bajra
45,Andhra Pradesh, ANANTAPUR,2014,Rabi,47.0,28.0,0.5957446808510638,bajra
47,Andhra Pradesh, ANANTAPUR,2015,Rabi,33.0,34.0,1.0303030303030303,bajra
49,Andhra Pradesh, ANANTAPUR,2016,Rabi,6.0,3.0,0.5,bajra
51,Andhra Pradesh, ANANTAPUR,2017,Rabi,27.0,36.0,1.3333333333333333,bajra
53,Andhra Pradesh, ANANTAPUR,2018,Rabi,26.0,30.0,1.1538461538461537,bajra
55,Andhra Pradesh, ANANTAPUR,2019,Rabi,29.0,44.0,1.5172413793103448,bajra
59,Andhra Pradesh, CHITTOOR,1999,Rabi,68.0,76.0,1.1176470588235294,bajra
61,Andhra Pradesh, CHITTOOR,2000,Rabi,393.0,514.0,1.3078880407124682,bajra
63,Andhra Pradesh, CHITTOOR,2001,Rabi,258.0,313.0,1.2131782945736433,bajra
65,Andhra Pradesh, CHITTOOR,2002,Rabi,42.0,21.0,0.5,bajra
67,Andhra Pradesh, CHITTOOR,2003,Rabi,36.0,60.0,1.6666666666666667,bajra
69,Andhra Pradesh, CHITTOOR,2004,Rabi,57.0,75.0,1.3157894736842106,bajra
71,Andhra Pradesh, CHITTOOR,2005,Rabi,58.0,69.0,1.1896551724137931,bajra
73,Andhra Pradesh, CHITTOOR,2006,Rabi,30.0,19.0,0.6333333333333333,bajra
76,Andhra Pradesh, CHITTOOR,2008,Rabi,9.0,17.0,1.8888888888888888,bajra
78,Andhra Pradesh, CHITTOOR,2009,Rabi,17.0,20.0,1.1764705882352942,bajra
80,Andhra Pradesh, CHITTOOR,2010,Rabi,15.0,29.0,1.9333333333333333,bajra
82,Andhra Pradesh, CHITTOOR,2011,Rabi,2.0,4.0,2.0,bajra
85,Andhra Pradesh, CHITTOOR,2013,Rabi,2.0,4.0,2.0,bajra
87,Andhra Pradesh, CHITTOOR,2014,Rabi,1.0,2.0,2.0,bajra
90,Andhra Pradesh, CHITTOOR,2016,Rabi,3.0,8.0,2.6666666666666665,bajra
93,Andhra Pradesh, CHITTOOR,2018,Rabi,1.0,2.0,2.0,bajra
95,Andhra Pradesh, CHITTOOR,2019,Rabi,1.0,4.0,4.0,bajra
100,Andhra Pradesh, EAST GODAVARI,2000,Rabi,2.0,1.0,0.5,bajra
106,Andhra Pradesh, EAST GODAVARI,2005,Rabi,9.0,6.0,0.6666666666666666,bajra
108,Andhra Pradesh, EAST GODAVARI,2006,Rabi,24.0,11.0,0.4583333333333333,bajra
114,Andhra Pradesh, EAST GODAVARI,2011,Rabi,6.0,5.0,0.8333333333333334,bajra
119,Andhra Pradesh, EAST GODAVARI,2016,Rabi,4.0,4.0,1.0,bajra
125,Andhra Pradesh, GUNTUR,1998,Rabi,200.0,200.0,1.0,bajra
128,Andhra Pradesh, GUNTUR,2000,Rabi,31.0,42.0,1.3548387096774193,bajra
130,Andhra Pradesh, GUNTUR,2001,Rabi,43.0,43.0,1.0,bajra
132,Andhra Pradesh, GUNTUR,2002,Rabi,6.0,5.0,0.8333333333333334,bajra
134,Andhra Pradesh, GUNTUR,2003,Rabi,197.0,268.0,1.3604060913705585,bajra
136,Andhra Pradesh, GUNTUR,2004,Rabi,10.0,3.0,0.3,bajra
138,Andhra Pradesh, GUNTUR,2006,Rabi,40.0,38.0,0.95,bajra
141,Andhra Pradesh, GUNTUR,2010,Rabi,118.0,220.0,1.8644067796610169,bajra
146,Andhra Pradesh, GUNTUR,2014,Rabi,62.0,68.0,1.096774193548387,bajra
148,Andhra Pradesh, GUNTUR,2015,Rabi,4.0,8.0,2.0,bajra
151,Andhra Pradesh, GUNTUR,2017,Rabi,63.0,59.0,0.9365079365079365,bajra
154,Andhra Pradesh, GUNTUR,2019,Rabi,25.0,50.0,2.0,bajra
157,Andhra Pradesh, KADAPA,1998,Rabi,500.0,900.0,1.8,bajra
159,Andhra Pradesh, KADAPA,1999,Rabi,777.0,790.0,1.0167310167310166,bajra
161,Andhra Pradesh, KADAPA,2000,Rabi,2350.0,3330.0,1.4170212765957446,bajra
163,Andhra Pradesh, KADAPA,2001,Rabi,1524.0,2746.0,1.8018372703412073,bajra
165,Andhra Pradesh, KADAPA,2002,Rabi,674.0,661.0,0.9807121661721068,bajra
167,Andhra Pradesh, KADAPA,2003,Rabi,992.0,877.0,0.8840725806451613,bajra
169,Andhra Pradesh, KADAPA,2004,Rabi,2451.0,3642.0,1.4859241126070992,bajra
171,Andhra Pradesh, KADAPA,2005,Rabi,2466.0,2634.0,1.0681265206812651,bajra
173,Andhra Pradesh, KADAPA,2006,Rabi,1800.0,2637.0,1.465,bajra
175,Andhra Pradesh, KADAPA,2007,Rabi,2000.0,3000.0,1.5,bajra
177,Andhra Pradesh, KADAPA,2008,Rabi,1305.0,3535.0,2.7088122605363987,bajra
179,Andhra Pradesh, KADAPA,2009,Rabi,1409.0,3666.0,2.601845280340667,bajra
181,Andhra Pradesh, KADAPA,2010,Rabi,2070.0,5177.0,2.5009661835748793,bajra
183,Andhra Pradesh, KADAPA,2011,Rabi,1926.0,4994.0,2.592938733125649,bajra
185,Andhra Pradesh, KADAPA,2012,Rabi,1000.0,2000.0,2.0,bajra
187,Andhra Pradesh, KADAPA,2013,Rabi,1354.0,2617.0,1.9327917282127032,bajra
189,Andhra Pradesh, KADAPA,2014,Rabi,1945.0,4991.0,2.5660668380462726,bajra
191,Andhra Pradesh, KADAPA,2015,Rabi,2301.0,3686.0,1.6019122120817035,bajra
193,Andhra Pradesh, KADAPA,2016,Rabi,2280.0,2665.0,1.168859649122807,bajra
195,Andhra Pradesh, KADAPA,2017,Rabi,3979.0,8296.0,2.084945966323197,bajra
197,Andhra Pradesh, KADAPA,2018,Rabi,1011.0,1445.0,1.4292779426310585,bajra
199,Andhra Pradesh, KADAPA,2019,Rabi,3400.0,8595.0,2.527941176470588,bajra
200,Andhra Pradesh, KARIMNAGAR,1998,Rabi,600.0,300.0,0.5,bajra
201,Andhra Pradesh, KARIMNAGAR,1999,Rabi,754.0,441.0,0.5848806366047745,bajra
202,Andhra Pradesh, KARIMNAGAR,2000,Rabi,764.0,458.0,0.599476439790576,bajra
203,Andhra Pradesh, KARIMNAGAR,2001,Rabi,471.0,220.0,0.46709129511677283,bajra
204,Andhra Pradesh, KARIMNAGAR,2002,Rabi,330.0,156.0,0.4727272727272727,bajra
205,Andhra Pradesh, KARIMNAGAR,2003,Rabi,939.0,574.0,0.6112886048988285,bajra
206,Andhra Pradesh, KARIMNAGAR,2004,Rabi,543.0,172.0,0.31675874769797424,bajra
207,Andhra Pradesh, KARIMNAGAR,2005,Rabi,2.0,1.0,0.5,bajra
208,Andhra Pradesh, KARIMNAGAR,2006,Rabi,165.0,58.0,0.3515151515151515,bajra
209,Andhra Pradesh, KARIMNAGAR,2008,Rabi,4.0,3.0,0.75,bajra
210,Andhra Pradesh, KARIMNAGAR,2009,Rabi,710.0,344.0,0.48450704225352115,bajra
211,Andhra Pradesh, KARIMNAGAR,2010,Rabi,2696.0,1955.0,0.7251483679525222,bajra
212,Andhra Pradesh, KARIMNAGAR,2011,Rabi,599.0,375.0,0.6260434056761269,bajra
213,Andhra Pradesh, KARIMNAGAR,2012,Rabi,1000.0,1000.0,1.0,bajra
218,Andhra Pradesh, KHAMMAM,2000,Rabi,91.0,55.0,0.6043956043956044,bajra
220,Andhra Pradesh, KHAMMAM,2001,Rabi,73.0,34.0,0.4657534246575342,bajra
222,Andhra Pradesh, KHAMMAM,2002,Rabi,24.0,11.0,0.4583333333333333,bajra
224,Andhra Pradesh, KHAMMAM,2003,Rabi,61.0,37.0,0.6065573770491803,bajra
227,Andhra Pradesh, KHAMMAM,2005,Rabi,1.0,1.0,1.0,bajra
230,Andhra Pradesh, KHAMMAM,2008,Rabi,6.0,4.0,0.6666666666666666,bajra
232,Andhra Pradesh, KHAMMAM,2009,Rabi,28.0,14.0,0.5,bajra
237,Andhra Pradesh, KRISHNA,2005,Rabi,2.0,2.0,1.0,bajra
241,Andhra Pradesh, KURNOOL,1998,Rabi,300.0,300.0,1.0,bajra
243,Andhra Pradesh, KURNOOL,1999,Rabi,559.0,337.0,0.6028622540250447,bajra
245,Andhra Pradesh, KURNOOL,2000,Rabi,504.0,409.0,0.8115079365079365,bajra
247,Andhra Pradesh, KURNOOL,2001,Rabi,184.0,146.0,0.7934782608695652,bajra
249,Andhra Pradesh, KURNOOL,2002,Rabi,362.0,240.0,0.6629834254143646,bajra
251,Andhra Pradesh, KURNOOL,2003,Rabi,236.0,282.0,1.194915254237288,bajra
253,Andhra Pradesh, KURNOOL,2004,Rabi,760.0,703.0,0.925,bajra
255,Andhra Pradesh, KURNOOL,2005,Rabi,1241.0,1518.0,1.2232070910556003,bajra
257,Andhra Pradesh, KURNOOL,2006,Rabi,681.0,620.0,0.9104258443465492,bajra
260,Andhra Pradesh, KURNOOL,2008,Rabi,368.0,400.0,1.0869565217391304,bajra
262,Andhra Pradesh, KURNOOL,2009,Rabi,488.0,352.0,0.7213114754098361,bajra
264,Andhra Pradesh, KURNOOL,2010,Rabi,416.0,618.0,1.4855769230769231,bajra
266,Andhra Pradesh, KURNOOL,2011,Rabi,619.0,290.0,0.46849757673667203,bajra
268,Andhra Pradesh, KURNOOL,2012,Rabi,1000.0,1000.0,1.0,bajra
270,Andhra Pradesh, KURNOOL,2013,Rabi,219.0,249.0,1.1369863013698631,bajra
272,Andhra Pradesh, KURNOOL,2014,Rabi,184.0,258.0,1.4021739130434783,bajra
274,Andhra Pradesh, KURNOOL,2015,Rabi,99.0,134.0,1.3535353535353536,bajra
276,Andhra Pradesh, KURNOOL,2016,Rabi,219.0,377.0,1.721461187214612,bajra
278,Andhra Pradesh, KURNOOL,2017,Rabi,310.0,602.0,1.9419354838709677,bajra
280,Andhra Pradesh, KURNOOL,2018,Rabi,112.0,82.0,0.7321428571428571,bajra
282,Andhra Pradesh, KURNOOL,2019,Rabi,820.0,1870.0,2.2804878048780486,bajra
286,Andhra Pradesh, MAHBUBNAGAR,1999,Rabi,84.0,40.0,0.47619047619047616,bajra
288,Andhra Pradesh, MAHBUBNAGAR,2000,Rabi,594.0,364.0,0.6127946127946128,bajra
290,Andhra Pradesh, MAHBUBNAGAR,2001,Rabi,29.0,14.0,0.4827586206896552,bajra
292,Andhra Pradesh, MAHBUBNAGAR,2002,Rabi,1.0,1.0,1.0,bajra
294,Andhra Pradesh, MAHBUBNAGAR,2003,Rabi,48.0,28.0,0.5833333333333334,bajra
300,Andhra Pradesh, MAHBUBNAGAR,2008,Rabi,101.0,67.0,0.6633663366336634,bajra
303,Andhra Pradesh, MAHBUBNAGAR,2010,Rabi,14.0,10.0,0.7142857142857143,bajra
305,Andhra Pradesh, MAHBUBNAGAR,2011,Rabi,20.0,11.0,0.55,bajra
314,Andhra Pradesh, MEDAK,2003,Rabi,9.0,5.0,0.5555555555555556,bajra
317,Andhra Pradesh, MEDAK,2005,Rabi,2.0,1.0,0.5,bajra
328,Andhra Pradesh, NALGONDA,2000,Rabi,5.0,3.0,0.6,bajra
330,Andhra Pradesh, NALGONDA,2001,Rabi,24.0,11.0,0.4583333333333333,bajra
333,Andhra Pradesh, NALGONDA,2003,Rabi,5.0,3.0,0.6,bajra
335,Andhra Pradesh, NALGONDA,2004,Rabi,82.0,16.0,0.1951219512195122,bajra
337,Andhra Pradesh, NALGONDA,2005,Rabi,9.0,4.0,0.4444444444444444,bajra
341,Andhra Pradesh, NALGONDA,2008,Rabi,6.0,3.0,0.5,bajra
346,Andhra Pradesh, NIZAMABAD,1998,Rabi,5000.0,2300.0,0.46,bajra
348,Andhra Pradesh, NIZAMABAD,1999,Rabi,6237.0,3649.0,0.5850569183902518,bajra
349,Andhra Pradesh, NIZAMABAD,2000,Rabi,6778.0,4067.0,0.6000295072292712,bajra
350,Andhra Pradesh, NIZAMABAD,2001,Rabi,5605.0,2618.0,0.4670829616413916,bajra
351,Andhra Pradesh, NIZAMABAD,2002,Rabi,4503.0,2134.0,0.4739062846990895,bajra
352,Andhra Pradesh, NIZAMABAD,2003,Rabi,4778.0,2919.0,0.6109250732524069,bajra
353,Andhra Pradesh, NIZAMABAD,2004,Rabi,4783.0,1511.0,0.31591051641229356,bajra
354,Andhra Pradesh, NIZAMABAD,2005,Rabi,7313.0,4636.0,0.6339395596882265,bajra
355,Andhra Pradesh, NIZAMABAD,2006,Rabi,7845.0,2769.0,0.35296367112810706,bajra
356,Andhra Pradesh, NIZAMABAD,2007,Rabi,9000.0,6000.0,0.6666666666666666,bajra
358,Andhra Pradesh, NIZAMABAD,2008,Rabi,7008.0,4443.0,0.6339897260273972,bajra
359,Andhra Pradesh, NIZAMABAD,2009,Rabi,7950.0,3848.0,0.4840251572327044,bajra
361,Andhra Pradesh, NIZAMABAD,2010,Rabi,8052.0,5838.0,0.7250372578241431,bajra
363,Andhra Pradesh, NIZAMABAD,2011,Rabi,6506.0,4073.0,0.6260375038426068,bajra
364,Andhra Pradesh, NIZAMABAD,2012,Rabi,3000.0,6000.0,2.0,bajra
367,Andhra Pradesh, PRAKASAM,1998,Rabi,400.0,500.0,1.25,bajra
369,Andhra Pradesh, PRAKASAM,1999,Rabi,718.0,964.0,1.3426183844011141,bajra
371,Andhra Pradesh, PRAKASAM,2000,Rabi,1807.0,2714.0,1.5019369120088544,bajra
373,Andhra Pradesh, PRAKASAM,2001,Rabi,717.0,880.0,1.2273361227336124,bajra
375,Andhra Pradesh, PRAKASAM,2002,Rabi,198.0,185.0,0.9343434343434344,bajra
377,Andhra Pradesh, PRAKASAM,2003,Rabi,66.0,93.0,1.4090909090909092,bajra
379,Andhra Pradesh, PRAKASAM,2004,Rabi,148.0,176.0,1.1891891891891893,bajra
381,Andhra Pradesh, PRAKASAM,2005,Rabi,159.0,260.0,1.6352201257861636,bajra
383,Andhra Pradesh, PRAKASAM,2006,Rabi,266.0,311.0,1.169172932330827,bajra
386,Andhra Pradesh, PRAKASAM,2008,Rabi,54.0,61.0,1.1296296296296295,bajra
388,Andhra Pradesh, PRAKASAM,2009,Rabi,426.0,1079.0,2.532863849765258,bajra
390,Andhra Pradesh, PRAKASAM,2010,Rabi,990.0,2141.0,2.1626262626262625,bajra
392,Andhra Pradesh, PRAKASAM,2011,Rabi,377.0,792.0,2.1007957559681696,bajra
394,Andhra Pradesh, PRAKASAM,2012,Rabi,1000.0,1000.0,1.0,bajra
396,Andhra Pradesh, PRAKASAM,2013,Rabi,649.0,1174.0,1.8089368258859784,bajra
398,Andhra Pradesh, PRAKASAM,2014,Rabi,1169.0,1199.0,1.0256629597946962,bajra
400,Andhra Pradesh, PRAKASAM,2015,Rabi,936.0,2096.0,2.2393162393162394,bajra
402,Andhra Pradesh, PRAKASAM,2016,Rabi,565.0,1122.0,1.9858407079646017,bajra
404,Andhra Pradesh, PRAKASAM,2017,Rabi,583.0,1184.0,2.0308747855917666,bajra
406,Andhra Pradesh, PRAKASAM,2018,Rabi,31.0,25.0,0.8064516129032258,bajra
408,Andhra Pradesh, PRAKASAM,2019,Rabi,247.0,568.0,2.299595141700405,bajra
413,Andhra Pradesh, RANGAREDDI,2000,Rabi,39.0,23.0,0.5897435897435898,bajra
415,Andhra Pradesh, RANGAREDDI,2001,Rabi,34.0,16.0,0.47058823529411764,bajra
418,Andhra Pradesh, RANGAREDDI,2003,Rabi,1.0,1.0,1.0,bajra
420,Andhra Pradesh, RANGAREDDI,2004,Rabi,2.0,1.0,0.5,bajra
430,Andhra Pradesh, SPSR NELLORE,1999,Rabi,79.0,142.0,1.7974683544303798,bajra
432,Andhra Pradesh, SPSR NELLORE,2000,Rabi,21.0,39.0,1.8571428571428572,bajra
434,Andhra Pradesh, SPSR NELLORE,2001,Rabi,67.0,99.0,1.4776119402985075,bajra
436,Andhra Pradesh, SPSR NELLORE,2002,Rabi,36.0,45.0,1.25,bajra
438,Andhra Pradesh, SPSR NELLORE,2003,Rabi,12.0,20.0,1.6666666666666667,bajra
442,Andhra Pradesh, SPSR NELLORE,2006,Rabi,54.0,115.0,2.1296296296296298,bajra
445,Andhra Pradesh, SPSR NELLORE,2008,Rabi,37.0,83.0,2.2432432432432434,bajra
447,Andhra Pradesh, SPSR NELLORE,2009,Rabi,29.0,71.0,2.4482758620689653,bajra
449,Andhra Pradesh, SPSR NELLORE,2010,Rabi,57.0,135.0,2.3684210526315788,bajra
451,Andhra Pradesh, SPSR NELLORE,2011,Rabi,49.0,116.0,2.36734693877551,bajra
454,Andhra Pradesh, SPSR NELLORE,2013,Rabi,53.0,193.0,3.641509433962264,bajra
456,Andhra Pradesh, SPSR NELLORE,2014,Rabi,15.0,40.0,2.6666666666666665,bajra
458,Andhra Pradesh, SPSR NELLORE,2015,Rabi,48.0,175.0,3.6458333333333335,bajra
460,Andhra Pradesh, SPSR NELLORE,2016,Rabi,47.0,176.0,3.74468085106383,bajra
462,Andhra Pradesh, SPSR NELLORE,2017,Rabi,28.0,75.0,2.6785714285714284,bajra
464,Andhra Pradesh, SPSR NELLORE,2018,Rabi,1.0,2.0,2.0,bajra
466,Andhra Pradesh, SPSR NELLORE,2019,Rabi,70.0,191.0,2.7285714285714286,bajra
526,Andhra Pradesh, VIZIANAGARAM,2009,Rabi,5.0,5.0,1.0,bajra
530,Andhra Pradesh, VIZIANAGARAM,2013,Rabi,3.0,3.0,1.0,bajra
540,Andhra Pradesh, WARANGAL,1999,Rabi,20.0,16.0,0.8,bajra
542,Andhra Pradesh, WARANGAL,2000,Rabi,15.0,9.0,0.6,bajra
546,Andhra Pradesh, WARANGAL,2003,Rabi,290.0,177.0,0.6103448275862069,bajra
550,Andhra Pradesh, WARANGAL,2007,Rabi,2000.0,1000.0,0.5,bajra
552,Andhra Pradesh, WARANGAL,2011,Rabi,4.0,3.0,0.75,bajra
907,Gujarat, AHMADABAD,1997,Rabi,12200.0,26300.0,2.1557377049180326,bajra
909,Gujarat, AHMADABAD,1998,Rabi,11100.0,22600.0,2.036036036036036,bajra
911,Gujarat, AHMADABAD,1999,Rabi,11000.0,23400.0,2.1272727272727274,bajra
913,Gujarat, AHMADABAD,2000,Rabi,9100.0,20600.0,2.2637362637362637,bajra
915,Gujarat, AHMADABAD,2001,Rabi,7900.0,16600.0,2.1012658227848102,bajra
917,Gujarat, AHMADABAD,2002,Rabi,2700.0,4400.0,1.6296296296296295,bajra
919,Gujarat, AHMADABAD,2003,Rabi,2000.0,4900.0,2.45,bajra
921,Gujarat, AHMADABAD,2004,Rabi,1500.0,3800.0,2.533333333333333,bajra
923,Gujarat, AHMADABAD,2005,Rabi,2900.0,7700.0,2.6551724137931036,bajra
925,Gujarat, AHMADABAD,2006,Rabi,1100.0,2800.0,2.5454545454545454,bajra
927,Gujarat, AHMADABAD,2007,Rabi,1200.0,3000.0,2.5,bajra
929,Gujarat, AHMADABAD,2008,Rabi,1400.0,3700.0,2.642857142857143,bajra
931,Gujarat, AHMADABAD,2009,Rabi,900.0,2300.0,2.5555555555555554,bajra
933,Gujarat, AHMADABAD,2010,Rabi,1800.0,5000.0,2.7777777777777777,bajra
935,Gujarat, AHMADABAD,2011,Rabi,3500.0,9000.0,2.5714285714285716,bajra
937,Gujarat, AHMADABAD,2012,Rabi,900.0,2300.0,2.5555555555555554,bajra
939,Gujarat, AHMADABAD,2013,Rabi,1340.0,3262.0,2.434328358208955,bajra
941,Gujarat, AHMADABAD,2014,Rabi,1073.0,2966.0,2.7642124883504193,bajra
943,Gujarat, AHMADABAD,2015,Rabi,585.0,1722.0,2.943589743589744,bajra
945,Gujarat, AHMADABAD,2016,Rabi,675.0,2455.0,3.637037037037037,bajra
947,Gujarat, AHMADABAD,2017,Rabi,717.0,2064.0,2.8786610878661087,bajra
949,Gujarat, AHMADABAD,2018,Rabi,1257.0,3598.0,2.862370723945903,bajra
951,Gujarat, AHMADABAD,2019,Rabi,928.0,3108.0,3.3491379310344827,bajra
953,Gujarat, AMRELI,1997,Rabi,300.0,600.0,2.0,bajra
955,Gujarat, AMRELI,1998,Rabi,300.0,800.0,2.6666666666666665,bajra
957,Gujarat, AMRELI,1999,Rabi,200.0,300.0,1.5,bajra
959,Gujarat, AMRELI,2000,Rabi,100.0,300.0,3.0,bajra
961,Gujarat, AMRELI,2001,Rabi,200.0,300.0,1.5,bajra
963,Gujarat, AMRELI,2002,Rabi,200.0,400.0,2.0,bajra
965,Gujarat, AMRELI,2003,Rabi,200.0,500.0,2.5,bajra
967,Gujarat, AMRELI,2004,Rabi,200.0,500.0,2.5,bajra
969,Gujarat, AMRELI,2005,Rabi,600.0,1300.0,2.1666666666666665,bajra
971,Gujarat, AMRELI,2006,Rabi,2000.0,4700.0,2.35,bajra
973,Gujarat, AMRELI,2007,Rabi,1100.0,2500.0,2.272727272727273,bajra
975,Gujarat, AMRELI,2008,Rabi,1400.0,3400.0,2.4285714285714284,bajra
977,Gujarat, AMRELI,2009,Rabi,400.0,800.0,2.0,bajra
979,Gujarat, AMRELI,2010,Rabi,1300.0,3100.0,2.3846153846153846,bajra
981,Gujarat, AMRELI,2011,Rabi,2300.0,5900.0,2.5652173913043477,bajra
983,Gujarat, AMRELI,2012,Rabi,200.0,500.0,2.5,bajra
985,Gujarat, AMRELI,2013,Rabi,820.0,2291.0,2.7939024390243903,bajra
987,Gujarat, AMRELI,2014,Rabi,325.0,853.0,2.624615384615385,bajra
989,Gujarat, AMRELI,2015,Rabi,350.0,931.0,2.66,bajra
991,Gujarat, AMRELI,2016,Rabi,672.0,1678.0,2.4970238095238093,bajra
993,Gujarat, AMRELI,2017,Rabi,1070.0,3123.0,2.918691588785047,bajra
995,Gujarat, AMRELI,2018,Rabi,559.0,1628.0,2.9123434704830053,bajra
997,Gujarat, AMRELI,2019,Rabi,3959.0,11373.0,2.8726951250315738,bajra
999,Gujarat, ANAND,2003,Rabi,28500.0,67100.0,2.354385964912281,bajra
1001,Gujarat, ANAND,2004,Rabi,25100.0,55600.0,2.2151394422310755,bajra
1003,Gujarat, ANAND,2005,Rabi,23000.0,53000.0,2.3043478260869565,bajra
1005,Gujarat, ANAND,2006,Rabi,20500.0,51000.0,2.4878048780487805,bajra
1007,Gujarat, ANAND,2007,Rabi,21800.0,60000.0,2.7522935779816513,bajra
1009,Gujarat, ANAND,2008,Rabi,19600.0,51300.0,2.61734693877551,bajra
1011,Gujarat, ANAND,2009,Rabi,26400.0,69200.0,2.621212121212121,bajra
1013,Gujarat, ANAND,2010,Rabi,42700.0,119300.0,2.7939110070257613,bajra
1015,Gujarat, ANAND,2011,Rabi,48100.0,133200.0,2.769230769230769,bajra
1017,Gujarat, ANAND,2012,Rabi,34000.0,93700.0,2.7558823529411764,bajra
1019,Gujarat, ANAND,2013,Rabi,46223.0,144359.0,3.1230988901629058,bajra
1021,Gujarat, ANAND,2014,Rabi,30979.0,92175.0,2.9754026921462926,bajra
1023,Gujarat, ANAND,2015,Rabi,36060.0,113026.0,3.1343871325568498,bajra
1025,Gujarat, ANAND,2016,Rabi,26054.0,81098.0,3.112689030475167,bajra
1027,Gujarat, ANAND,2017,Rabi,26351.0,82022.0,3.1126712458730217,bajra
1029,Gujarat, ANAND,2018,Rabi,25007.0,82367.0,3.2937577478306075,bajra
1031,Gujarat, ANAND,2019,Rabi,25330.0,80205.0,3.1664034741413345,bajra
1033,Gujarat, ARAVALLI,2014,Rabi,4100.0,10180.0,2.4829268292682927,bajra
1035,Gujarat, ARAVALLI,2015,Rabi,2805.0,6103.0,2.175757575757576,bajra
1037,Gujarat, ARAVALLI,2016,Rabi,3035.0,7969.0,2.6257001647446456,bajra
1039,Gujarat, ARAVALLI,2017,Rabi,2735.0,8375.0,3.0621572212065815,bajra
1041,Gujarat, ARAVALLI,2018,Rabi,1820.0,3590.0,1.9725274725274726,bajra
1043,Gujarat, ARAVALLI,2019,Rabi,4258.0,12554.0,2.9483325504931894,bajra
1045,Gujarat, BANAS KANTHA,1997,Rabi,34900.0,63000.0,1.8051575931232091,bajra
1047,Gujarat, BANAS KANTHA,1998,Rabi,36300.0,88200.0,2.4297520661157024,bajra
1049,Gujarat, BANAS KANTHA,1999,Rabi,67900.0,118400.0,1.743740795287187,bajra
1051,Gujarat, BANAS KANTHA,2000,Rabi,59400.0,111600.0,1.878787878787879,bajra
1053,Gujarat, BANAS KANTHA,2001,Rabi,64600.0,105500.0,1.63312693498452,bajra
1055,Gujarat, BANAS KANTHA,2002,Rabi,76800.0,109600.0,1.4270833333333333,bajra
1057,Gujarat, BANAS KANTHA,2003,Rabi,81100.0,165800.0,2.0443896424167693,bajra
1059,Gujarat, BANAS KANTHA,2004,Rabi,64900.0,131400.0,2.024653312788906,bajra
1061,Gujarat, BANAS KANTHA,2005,Rabi,79700.0,180700.0,2.2672521957340024,bajra
1063,Gujarat, BANAS KANTHA,2006,Rabi,81200.0,178100.0,2.1933497536945814,bajra
1065,Gujarat, BANAS KANTHA,2007,Rabi,79000.0,170500.0,2.1582278481012658,bajra
1067,Gujarat, BANAS KANTHA,2008,Rabi,74900.0,174400.0,2.328437917222964,bajra
1069,Gujarat, BANAS KANTHA,2009,Rabi,68400.0,140400.0,2.0526315789473686,bajra
