,state,district,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),crop
65057,West Bengal, BANKURA,2011,Rabi,42505.0,104441.0,2.457146218091989,rice
65059,West Bengal, BANKURA,2012,Rabi,322444.0,864752.0,2.6818672389624245,rice
65060,West Bengal, BANKURA,2012,Rabi,34831.0,113038.0,3.245327438201602,rice
65062,West Bengal, BANKURA,2013,Rabi,317884.0,874486.0,2.750959469492016,rice
65063,West Bengal, BANKURA,2013,Rabi,40009.0,120562.0,3.013371991301957,rice
65065,West Bengal, BANKURA,2014,Rabi,294204.0,794716.0,2.7012413155497548,rice
65066,West Bengal, BANKURA,2014,Rabi,40185.0,120678.0,3.0030608435983575,rice
65068,West Bengal, BANKURA,2015,Rabi,301070.0,809237.0,2.687869930580928,rice
65069,West Bengal, BANKURA,2015,Rabi,40379.0,124587.0,3.0854404517199536,rice
65071,West Bengal, BANKURA,2016,Rabi,309989.0,853677.0,2.7538944930303977,rice
65072,West Bengal, BANKURA,2016,Rabi,44667.0,145354.0,3.254169745001903,rice
65074,West Bengal, BANKURA,2017,Rabi,314162.0,858161.0,2.731587524907532,rice
65075,West Bengal, BANKURA,2017,Rabi,49343.0,168128.0,3.407332347040107,rice
65077,West Bengal, BANKURA,2018,Rabi,316502.0,727999.0,2.300140283473722,rice
65078,West Bengal, BANKURA,2018,Rabi,43147.0,125386.0,2.906018958444388,rice
65080,West Bengal, BANKURA,2019,Rabi,312379.0,791704.0,2.5344341328962576,rice
65081,West Bengal, BANKURA,2019,Rabi,52507.0,151641.0,2.8880149313424877,rice
65083,West Bengal, BIRBHUM,1997,Rabi,309991.0,840840.0,2.7124658457826194,rice
65084,West Bengal, BIRBHUM,1997,Rabi,50150.0,158930.0,3.1690927218344966,rice
65086,West Bengal, BIRBHUM,1998,Rabi,312904.0,890320.0,2.845345537289392,rice
65087,West Bengal, BIRBHUM,1998,Rabi,77540.0,272109.0,3.5092726334794944,rice
65089,West Bengal, BIRBHUM,1999,Rabi,307150.0,783310.0,2.550252319713495,rice
65090,West Bengal, BIRBHUM,1999,Rabi,77587.0,238310.0,3.071519713354041,rice
65092,West Bengal, BIRBHUM,2000,Rabi,261748.0,609130.0,2.327162003148066,rice
65093,West Bengal, BIRBHUM,2000,Rabi,51428.0,176926.0,3.4402660029555885,rice
65095,West Bengal, BIRBHUM,2001,Rabi,307985.0,911950.0,2.961020828936474,rice
65096,West Bengal, BIRBHUM,2001,Rabi,79669.0,229871.0,2.885325534398574,rice
65098,West Bengal, BIRBHUM,2002,Rabi,315681.0,902095.0,2.8576157576794294,rice
65099,West Bengal, BIRBHUM,2002,Rabi,79468.0,227690.0,2.8651784366034128,rice
65101,West Bengal, BIRBHUM,2003,Rabi,300623.0,878083.0,2.920877644092435,rice
65102,West Bengal, BIRBHUM,2003,Rabi,70571.0,220062.0,3.118306386476031,rice
65104,West Bengal, BIRBHUM,2004,Rabi,308737.0,855316.0,2.77037089820786,rice
65105,West Bengal, BIRBHUM,2004,Rabi,74007.0,219514.0,2.96612482602997,rice
65107,West Bengal, BIRBHUM,2005,Rabi,314476.0,948410.0,3.0158422264338136,rice
65108,West Bengal, BIRBHUM,2005,Rabi,48836.0,154942.0,3.1727004668687036,rice
65110,West Bengal, BIRBHUM,2006,Rabi,312799.0,960320.0,3.0700865411973823,rice
65111,West Bengal, BIRBHUM,2006,Rabi,64521.0,223353.0,3.4617101408843634,rice
65113,West Bengal, BIRBHUM,2007,Rabi,314944.0,958708.0,3.0440586262954685,rice
65114,West Bengal, BIRBHUM,2007,Rabi,74238.0,249379.0,3.3591826288423716,rice
65116,West Bengal, BIRBHUM,2008,Rabi,307871.0,931728.0,3.0263584423346144,rice
65117,West Bengal, BIRBHUM,2008,Rabi,81387.0,268153.0,3.2947890940813642,rice
65119,West Bengal, BIRBHUM,2009,Rabi,301071.0,805180.0,2.6743857761126115,rice
65120,West Bengal, BIRBHUM,2009,Rabi,54678.0,149905.0,2.741596254435056,rice
65122,West Bengal, BIRBHUM,2010,Rabi,186962.0,539456.0,2.8853777773023395,rice
65123,West Bengal, BIRBHUM,2010,Rabi,59448.0,201392.0,3.387700174942807,rice
65125,West Bengal, BIRBHUM,2011,Rabi,326412.0,940842.0,2.8823756479541194,rice
65126,West Bengal, BIRBHUM,2011,Rabi,57912.0,180053.0,3.109079292719989,rice
65128,West Bengal, BIRBHUM,2012,Rabi,312496.0,876823.0,2.805869515129794,rice
65129,West Bengal, BIRBHUM,2012,Rabi,57118.0,201202.0,3.5225673167828004,rice
65131,West Bengal, BIRBHUM,2013,Rabi,322256.0,1064745.0,3.3040346805024576,rice
65132,West Bengal, BIRBHUM,2013,Rabi,59586.0,203027.0,3.4072936595844663,rice
65134,West Bengal, BIRBHUM,2014,Rabi,315561.0,1029374.0,3.2620444224729925,rice
65135,West Bengal, BIRBHUM,2014,Rabi,66581.0,225789.0,3.3911926825971372,rice
65137,West Bengal, BIRBHUM,2015,Rabi,324014.0,1079645.0,3.332093674964662,rice
65138,West Bengal, BIRBHUM,2015,Rabi,73066.0,253114.0,3.4641830673637535,rice
65140,West Bengal, BIRBHUM,2016,Rabi,328427.0,1061204.0,3.2311716150012026,rice
65141,West Bengal, BIRBHUM,2016,Rabi,66976.0,229615.0,3.4283176063067367,rice
65143,West Bengal, BIRBHUM,2017,Rabi,329608.0,1059891.0,3.2156106647896894,rice
65144,West Bengal, BIRBHUM,2017,Rabi,88290.0,299182.0,3.3886283837354174,rice
65146,West Bengal, BIRBHUM,2018,Rabi,318965.0,957822.0,3.0029062749831485,rice
65147,West Bengal, BIRBHUM,2018,Rabi,63867.0,222538.0,3.4843972630623012,rice
65149,West Bengal, BIRBHUM,2019,Rabi,305350.0,1025442.0,3.358251187162273,rice
65150,West Bengal, BIRBHUM,2019,Rabi,77286.0,295183.0,3.819359262997179,rice
65152,West Bengal, COOCHBEHAR,1997,Rabi,222464.0,277140.0,1.2457745972382048,rice
65153,West Bengal, COOCHBEHAR,1997,Rabi,16269.0,38900.0,2.3910504640727765,rice
65155,West Bengal, COOCHBEHAR,1998,Rabi,222381.0,242130.0,1.088807047364658,rice
65156,West Bengal, COOCHBEHAR,1998,Rabi,27046.0,83091.0,3.0722103083635286,rice
65158,West Bengal, COOCHBEHAR,1999,Rabi,228943.0,305410.0,1.3340001659801786,rice
65159,West Bengal, COOCHBEHAR,1999,Rabi,29461.0,80980.0,2.7487186449882897,rice
65161,West Bengal, COOCHBEHAR,2000,Rabi,232980.0,394870.0,1.6948665121469655,rice
65162,West Bengal, COOCHBEHAR,2000,Rabi,28442.0,73683.0,2.590640601926728,rice
65164,West Bengal, COOCHBEHAR,2001,Rabi,222425.0,352220.0,1.583545015173654,rice
65165,West Bengal, COOCHBEHAR,2001,Rabi,28214.0,69654.0,2.4687743673353655,rice
65167,West Bengal, COOCHBEHAR,2002,Rabi,222609.0,357423.0,1.6056089376440306,rice
65168,West Bengal, COOCHBEHAR,2002,Rabi,27747.0,64491.0,2.3242512704076117,rice
65170,West Bengal, COOCHBEHAR,2003,Rabi,223111.0,394216.0,1.766905262403019,rice
65171,West Bengal, COOCHBEHAR,2003,Rabi,35750.0,90233.0,2.524,rice
65173,West Bengal, COOCHBEHAR,2004,Rabi,216497.0,366064.0,1.6908502196335284,rice
65174,West Bengal, COOCHBEHAR,2004,Rabi,38783.0,88965.0,2.293917438052755,rice
65176,West Bengal, COOCHBEHAR,2005,Rabi,235239.0,449044.0,1.9088841561135697,rice
65177,West Bengal, COOCHBEHAR,2005,Rabi,33222.0,78806.0,2.3721028234302572,rice
65179,West Bengal, COOCHBEHAR,2006,Rabi,196996.0,351419.0,1.7838890129748828,rice
65180,West Bengal, COOCHBEHAR,2006,Rabi,30049.0,83386.0,2.7750008319744417,rice
65182,West Bengal, COOCHBEHAR,2007,Rabi,230836.0,354548.0,1.5359302708416365,rice
65183,West Bengal, COOCHBEHAR,2007,Rabi,50357.0,147655.0,2.9321643465655223,rice
65185,West Bengal, COOCHBEHAR,2008,Rabi,229612.0,364084.0,1.5856488336846506,rice
65186,West Bengal, COOCHBEHAR,2008,Rabi,67270.0,114835.0,1.707075962539022,rice
65188,West Bengal, COOCHBEHAR,2009,Rabi,218509.0,411030.0,1.8810666837521566,rice
65189,West Bengal, COOCHBEHAR,2009,Rabi,51428.0,144105.0,2.8020728008088978,rice
65191,West Bengal, COOCHBEHAR,2010,Rabi,222220.0,505675.0,2.275560255602556,rice
65192,West Bengal, COOCHBEHAR,2010,Rabi,51338.0,148435.0,2.891328061085356,rice
65194,West Bengal, COOCHBEHAR,2011,Rabi,219727.0,452052.0,2.0573347836178533,rice
65195,West Bengal, COOCHBEHAR,2011,Rabi,49330.0,141713.0,2.872754915872694,rice
65197,West Bengal, COOCHBEHAR,2012,Rabi,219730.0,487072.0,2.216684112319665,rice
65198,West Bengal, COOCHBEHAR,2012,Rabi,53869.0,176821.0,3.282425885017357,rice
65200,West Bengal, COOCHBEHAR,2013,Rabi,212855.0,540216.0,2.5379530666416104,rice
65201,West Bengal, COOCHBEHAR,2013,Rabi,56109.0,180652.0,3.2196617298472616,rice
65203,West Bengal, COOCHBEHAR,2014,Rabi,217046.0,515777.0,2.376348792421883,rice
65204,West Bengal, COOCHBEHAR,2014,Rabi,56294.0,197210.0,3.5032152627278217,rice
65206,West Bengal, COOCHBEHAR,2015,Rabi,210429.0,525329.0,2.4964667417513744,rice
65207,West Bengal, COOCHBEHAR,2015,Rabi,55632.0,189632.0,3.4086856485475985,rice
65209,West Bengal, COOCHBEHAR,2016,Rabi,210831.0,506572.0,2.402739635063155,rice
65210,West Bengal, COOCHBEHAR,2016,Rabi,55394.0,190924.0,3.446654872368849,rice
65212,West Bengal, COOCHBEHAR,2017,Rabi,213535.0,527733.0,2.4714121806729574,rice
65213,West Bengal, COOCHBEHAR,2017,Rabi,54927.0,209273.0,3.8100205727602092,rice
65215,West Bengal, COOCHBEHAR,2018,Rabi,230368.0,631578.0,2.7416047367689957,rice
65216,West Bengal, COOCHBEHAR,2018,Rabi,50449.0,191946.0,3.804753315229241,rice
65218,West Bengal, COOCHBEHAR,2019,Rabi,226607.0,663279.0,2.9270013724200927,rice
65219,West Bengal, COOCHBEHAR,2019,Rabi,43100.0,162672.0,3.774292343387471,rice
65221,West Bengal, DARJEELING,1997,Rabi,28884.0,34960.0,1.210358676083645,rice
65222,West Bengal, DARJEELING,1997,Rabi,125.0,350.0,2.8,rice
65224,West Bengal, DARJEELING,1998,Rabi,29856.0,32490.0,1.0882234726688103,rice
65225,West Bengal, DARJEELING,1998,Rabi,394.0,1379.0,3.5,rice
65227,West Bengal, DARJEELING,1999,Rabi,30056.0,42850.0,1.4256720787862656,rice
65228,West Bengal, DARJEELING,1999,Rabi,392.0,1060.0,2.704081632653061,rice
65230,West Bengal, DARJEELING,2000,Rabi,28303.0,43470.0,1.5358795887361765,rice
65231,West Bengal, DARJEELING,2000,Rabi,469.0,1213.0,2.5863539445629,rice
65233,West Bengal, DARJEELING,2001,Rabi,28857.0,48309.0,1.6740825449630938,rice
65234,West Bengal, DARJEELING,2001,Rabi,1025.0,2096.0,2.044878048780488,rice
65236,West Bengal, DARJEELING,2002,Rabi,29136.0,48718.0,1.672089511257551,rice
65237,West Bengal, DARJEELING,2002,Rabi,1604.0,2569.0,1.6016209476309227,rice
65239,West Bengal, DARJEELING,2003,Rabi,28591.0,53179.0,1.859990906229233,rice
65240,West Bengal, DARJEELING,2003,Rabi,1215.0,2503.0,2.060082304526749,rice
65242,West Bengal, DARJEELING,2004,Rabi,28878.0,44083.0,1.5265253826442275,rice
65243,West Bengal, DARJEELING,2004,Rabi,1177.0,2248.0,1.9099405267629566,rice
65245,West Bengal, DARJEELING,2005,Rabi,28859.0,49262.0,1.706989154163346,rice
65246,West Bengal, DARJEELING,2005,Rabi,1288.0,2408.0,1.8695652173913044,rice
65248,West Bengal, DARJEELING,2006,Rabi,25536.0,46585.0,1.8242872807017543,rice
65249,West Bengal, DARJEELING,2006,Rabi,1536.0,3181.0,2.0709635416666665,rice
65251,West Bengal, DARJEELING,2007,Rabi,26905.0,49572.0,1.8424828098866382,rice
65252,West Bengal, DARJEELING,2007,Rabi,1498.0,3659.0,2.442590120160214,rice
65254,West Bengal, DARJEELING,2008,Rabi,27318.0,59556.0,2.1801010322864047,rice
65255,West Bengal, DARJEELING,2008,Rabi,1526.0,3204.0,2.0996068152031455,rice
65257,West Bengal, DARJEELING,2009,Rabi,27250.0,64401.0,2.3633394495412845,rice
65258,West Bengal, DARJEELING,2009,Rabi,1499.0,3406.0,2.2721814543028684,rice
65260,West Bengal, DARJEELING,2010,Rabi,27278.0,65640.0,2.40633477527678,rice
65261,West Bengal, DARJEELING,2010,Rabi,1533.0,3981.0,2.5968688845401173,rice
65263,West Bengal, DARJEELING,2011,Rabi,27242.0,60576.0,2.223625284487189,rice
65264,West Bengal, DARJEELING,2011,Rabi,1579.0,4299.0,2.722609246358455,rice
65266,West Bengal, DARJEELING,2012,Rabi,27311.0,58903.0,2.1567500274614626,rice
65267,West Bengal, DARJEELING,2012,Rabi,1630.0,3677.0,2.255828220858896,rice
65269,West Bengal, DARJEELING,2013,Rabi,27005.0,62125.0,2.300499907424551,rice
65270,West Bengal, DARJEELING,2013,Rabi,1638.0,3354.0,2.0476190476190474,rice
65272,West Bengal, DARJEELING,2014,Rabi,27135.0,56945.0,2.0985811682329096,rice
65273,West Bengal, DARJEELING,2014,Rabi,1516.0,3437.0,2.2671503957783643,rice
65275,West Bengal, DARJEELING,2015,Rabi,27094.0,64081.0,2.365136192514948,rice
65276,West Bengal, DARJEELING,2015,Rabi,1586.0,3680.0,2.320302648171501,rice
65278,West Bengal, DARJEELING,2016,Rabi,20978.0,45502.0,2.1690342263323483,rice
65279,West Bengal, DARJEELING,2016,Rabi,2421.0,5836.0,2.4105741429161505,rice
65281,West Bengal, DARJEELING,2017,Rabi,22067.0,52385.0,2.3739067385689037,rice
65282,West Bengal, DARJEELING,2017,Rabi,2318.0,5567.0,2.401639344262295,rice
65284,West Bengal, DARJEELING,2018,Rabi,20995.0,49512.0,2.3582757799476064,rice
65285,West Bengal, DARJEELING,2018,Rabi,2121.0,6506.0,3.0674210278170673,rice
65287,West Bengal, DARJEELING,2019,Rabi,20394.0,54399.0,2.667402177110915,rice
65288,West Bengal, DARJEELING,2019,Rabi,2222.0,6199.0,2.78982898289829,rice
65290,West Bengal, DINAJPUR DAKSHIN,1997,Rabi,174850.0,357070.0,2.042150414641121,rice
65291,West Bengal, DINAJPUR DAKSHIN,1997,Rabi,17674.0,47620.0,2.6943532873146996,rice
65293,West Bengal, DINAJPUR DAKSHIN,1998,Rabi,169845.0,325470.0,1.9162766051399807,rice
65294,West Bengal, DINAJPUR DAKSHIN,1998,Rabi,36514.0,126731.0,3.470750944843074,rice
65296,West Bengal, DINAJPUR DAKSHIN,1999,Rabi,171991.0,307930.0,1.7903843805780535,rice
65297,West Bengal, DINAJPUR DAKSHIN,1999,Rabi,36292.0,99720.0,2.7477129945993606,rice
65299,West Bengal, DINAJPUR DAKSHIN,2000,Rabi,165989.0,338010.0,2.036339757453807,rice
65300,West Bengal, DINAJPUR DAKSHIN,2000,Rabi,37395.0,116211.0,3.107661452065784,rice
65302,West Bengal, DINAJPUR DAKSHIN,2001,Rabi,164688.0,309544.0,1.8795783542213154,rice
65303,West Bengal, DINAJPUR DAKSHIN,2001,Rabi,37634.0,100882.0,2.6806079608864324,rice
65305,West Bengal, DINAJPUR DAKSHIN,2002,Rabi,163102.0,353361.0,2.166503169795588,rice
65306,West Bengal, DINAJPUR DAKSHIN,2002,Rabi,36812.0,96463.0,2.6204226882538304,rice
65308,West Bengal, DINAJPUR DAKSHIN,2003,Rabi,165217.0,391957.0,2.3723769345769505,rice
65309,West Bengal, DINAJPUR DAKSHIN,2003,Rabi,37855.0,110582.0,2.9211993131686698,rice
65311,West Bengal, DINAJPUR DAKSHIN,2004,Rabi,167135.0,414757.0,2.481568791695336,rice
65312,West Bengal, DINAJPUR DAKSHIN,2004,Rabi,40173.0,118905.0,2.9598237622283623,rice
65314,West Bengal, DINAJPUR DAKSHIN,2005,Rabi,159343.0,386280.0,2.424204389273454,rice
65315,West Bengal, DINAJPUR DAKSHIN,2005,Rabi,41368.0,113361.0,2.740306517114678,rice
65317,West Bengal, DINAJPUR DAKSHIN,2006,Rabi,132407.0,294431.0,2.2236815274116926,rice
65318,West Bengal, DINAJPUR DAKSHIN,2006,Rabi,42300.0,133787.0,3.1628132387706858,rice
65320,West Bengal, DINAJPUR DAKSHIN,2007,Rabi,147939.0,354857.0,2.398671073888562,rice
65321,West Bengal, DINAJPUR DAKSHIN,2007,Rabi,42674.0,122512.0,2.870881567230632,rice
65323,West Bengal, DINAJPUR DAKSHIN,2008,Rabi,154650.0,348657.0,2.2544907856450047,rice
65324,West Bengal, DINAJPUR DAKSHIN,2008,Rabi,43306.0,137644.0,3.1784048399759848,rice
65326,West Bengal, DINAJPUR DAKSHIN,2009,Rabi,149940.0,360599.0,2.4049553154595174,rice
65327,West Bengal, DINAJPUR DAKSHIN,2009,Rabi,35276.0,94451.0,2.6774861095362286,rice
65329,West Bengal, DINAJPUR DAKSHIN,2010,Rabi,151578.0,447713.0,2.9536806132816107,rice
65330,West Bengal, DINAJPUR DAKSHIN,2010,Rabi,34597.0,105254.0,3.042286903488742,rice
65332,West Bengal, DINAJPUR DAKSHIN,2011,Rabi,149572.0,374181.0,2.5016781215735566,rice
65333,West Bengal, DINAJPUR DAKSHIN,2011,Rabi,30807.0,90832.0,2.9484208134514884,rice
65335,West Bengal, DINAJPUR DAKSHIN,2012,Rabi,158532.0,440334.0,2.777571720535917,rice
65336,West Bengal, DINAJPUR DAKSHIN,2012,Rabi,21908.0,68722.0,3.1368449881321894,rice
65338,West Bengal, DINAJPUR DAKSHIN,2013,Rabi,157471.0,442904.0,2.8126067656901905,rice
65339,West Bengal, DINAJPUR DAKSHIN,2013,Rabi,21560.0,70157.0,3.2540352504638217,rice
65341,West Bengal, DINAJPUR DAKSHIN,2014,Rabi,163582.0,462884.0,2.8296756366837426,rice
65342,West Bengal, DINAJPUR DAKSHIN,2014,Rabi,16722.0,56152.0,3.3579715345054417,rice
65344,West Bengal, DINAJPUR DAKSHIN,2015,Rabi,168319.0,497713.0,2.956962672069107,rice
65345,West Bengal, DINAJPUR DAKSHIN,2015,Rabi,17913.0,60503.0,3.377602858259365,rice
65347,West Bengal, DINAJPUR DAKSHIN,2016,Rabi,161835.0,473198.0,2.92395340933667,rice
65348,West Bengal, DINAJPUR DAKSHIN,2016,Rabi,18268.0,62189.0,3.404258813225312,rice
65350,West Bengal, DINAJPUR DAKSHIN,2017,Rabi,163467.0,475216.0,2.907106633143081,rice
65351,West Bengal, DINAJPUR DAKSHIN,2017,Rabi,24420.0,80505.0,3.2966830466830466,rice
65353,West Bengal, DINAJPUR DAKSHIN,2018,Rabi,158208.0,482439.0,3.0493969963592233,rice
65354,West Bengal, DINAJPUR DAKSHIN,2018,Rabi,27436.0,92916.0,3.3866452835690333,rice
65356,West Bengal, DINAJPUR DAKSHIN,2019,Rabi,159088.0,495781.0,3.1163946997887964,rice
65357,West Bengal, DINAJPUR DAKSHIN,2019,Rabi,17701.0,57777.0,3.264052878368454,rice
65359,West Bengal, DINAJPUR UTTAR,1997,Rabi,183150.0,313230.0,1.7102375102375103,rice
65360,West Bengal, DINAJPUR UTTAR,1997,Rabi,64451.0,171040.0,2.6537990101006965,rice
65362,West Bengal, DINAJPUR UTTAR,1998,Rabi,174837.0,237580.0,1.358865686324977,rice
65363,West Bengal, DINAJPUR UTTAR,1998,Rabi,86623.0,338462.0,3.90729944702908,rice
65365,West Bengal, DINAJPUR UTTAR,1999,Rabi,190171.0,293100.0,1.5412444589343275,rice
65366,West Bengal, DINAJPUR UTTAR,1999,Rabi,93249.0,273480.0,2.932792844963485,rice
65368,West Bengal, DINAJPUR UTTAR,2000,Rabi,189979.0,337510.0,1.7765647782123288,rice
65369,West Bengal, DINAJPUR UTTAR,2000,Rabi,92386.0,290487.0,3.144275106617886,rice
65371,West Bengal, DINAJPUR UTTAR,2001,Rabi,185658.0,287622.0,1.549203373945642,rice
65372,West Bengal, DINAJPUR UTTAR,2001,Rabi,93666.0,266545.0,2.8456964106506097,rice
65374,West Bengal, DINAJPUR UTTAR,2002,Rabi,187523.0,320636.0,1.709848925198509,rice
65375,West Bengal, DINAJPUR UTTAR,2002,Rabi,95655.0,265260.0,2.7730907950446917,rice
65377,West Bengal, DINAJPUR UTTAR,2003,Rabi,196347.0,424675.0,2.1628800032595352,rice
65378,West Bengal, DINAJPUR UTTAR,2003,Rabi,98592.0,274178.0,2.780935572865953,rice
65380,West Bengal, DINAJPUR UTTAR,2004,Rabi,178332.0,383281.0,2.1492553215351142,rice
65381,West Bengal, DINAJPUR UTTAR,2004,Rabi,88494.0,263873.0,2.981817976359979,rice
65383,West Bengal, DINAJPUR UTTAR,2005,Rabi,189290.0,437762.0,2.3126525437159913,rice
65384,West Bengal, DINAJPUR UTTAR,2005,Rabi,89269.0,252123.0,2.8243063101412584,rice
65386,West Bengal, DINAJPUR UTTAR,2006,Rabi,164541.0,322537.0,1.9602226800615044,rice
65387,West Bengal, DINAJPUR UTTAR,2006,Rabi,89231.0,263845.0,2.95687597359662,rice
65389,West Bengal, DINAJPUR UTTAR,2007,Rabi,185328.0,407290.0,2.1976711560044895,rice
65390,West Bengal, DINAJPUR UTTAR,2007,Rabi,93716.0,273224.0,2.9154466686585003,rice
65392,West Bengal, DINAJPUR UTTAR,2008,Rabi,188201.0,404069.0,2.147007720469073,rice
65393,West Bengal, DINAJPUR UTTAR,2008,Rabi,94213.0,252671.0,2.681912262638914,rice
65395,West Bengal, DINAJPUR UTTAR,2009,Rabi,181770.0,375550.0,2.066072509214942,rice
65396,West Bengal, DINAJPUR UTTAR,2009,Rabi,74396.0,182964.0,2.459325770202699,rice
65398,West Bengal, DINAJPUR UTTAR,2010,Rabi,177585.0,467258.0,2.6311794352000453,rice
65399,West Bengal, DINAJPUR UTTAR,2010,Rabi,71596.0,187583.0,2.6200206715458965,rice
65401,West Bengal, DINAJPUR UTTAR,2011,Rabi,173283.0,446570.0,2.5771137387972276,rice
65402,West Bengal, DINAJPUR UTTAR,2011,Rabi,62032.0,188790.0,3.0434291978333765,rice
65404,West Bengal, DINAJPUR UTTAR,2012,Rabi,177035.0,436691.0,2.4666930268026097,rice
65405,West Bengal, DINAJPUR UTTAR,2012,Rabi,49554.0,136650.0,2.7575977721273763,rice
65407,West Bengal, DINAJPUR UTTAR,2013,Rabi,177121.0,424966.0,2.399297655275207,rice
65408,West Bengal, DINAJPUR UTTAR,2013,Rabi,50081.0,128804.0,2.57191350012979,rice
65410,West Bengal, DINAJPUR UTTAR,2014,Rabi,179862.0,466273.0,2.592393056899178,rice
65411,West Bengal, DINAJPUR UTTAR,2014,Rabi,37599.0,131609.0,3.5003324556504163,rice
65413,West Bengal, DINAJPUR UTTAR,2015,Rabi,183988.0,491800.0,2.6730004130704175,rice
65414,West Bengal, DINAJPUR UTTAR,2015,Rabi,42653.0,140718.0,3.2991348791409747,rice
65416,West Bengal, DINAJPUR UTTAR,2016,Rabi,180641.0,483624.0,2.6772659584479714,rice
65417,West Bengal, DINAJPUR UTTAR,2016,Rabi,40459.0,118870.0,2.938036036481376,rice
65419,West Bengal, DINAJPUR UTTAR,2017,Rabi,181989.0,369906.0,2.032573397293243,rice
65420,West Bengal, DINAJPUR UTTAR,2017,Rabi,46180.0,151659.0,3.2840840190558684,rice
65422,West Bengal, DINAJPUR UTTAR,2018,Rabi,180083.0,510986.0,2.8375027070850662,rice
65423,West Bengal, DINAJPUR UTTAR,2018,Rabi,39299.0,129927.0,3.306114659406092,rice
65425,West Bengal, DINAJPUR UTTAR,2019,Rabi,181689.0,554568.0,3.0522926539306177,rice
65426,West Bengal, DINAJPUR UTTAR,2019,Rabi,47166.0,152694.0,3.237374379849892,rice
65428,West Bengal, HOOGHLY,1997,Rabi,190596.0,505730.0,2.653413502906672,rice
65429,West Bengal, HOOGHLY,1997,Rabi,91805.0,245720.0,2.676542671967758,rice
65431,West Bengal, HOOGHLY,1998,Rabi,188614.0,436520.0,2.314356304410065,rice
65432,West Bengal, HOOGHLY,1998,Rabi,94864.0,292383.0,3.082128099173554,rice
65434,West Bengal, HOOGHLY,1999,Rabi,191201.0,452430.0,2.3662533145747147,rice
65435,West Bengal, HOOGHLY,1999,Rabi,112009.0,296620.0,2.6481800569597085,rice
65437,West Bengal, HOOGHLY,2000,Rabi,101162.0,224290.0,2.2171368695755325,rice
65438,West Bengal, HOOGHLY,2000,Rabi,88894.0,261063.0,2.9367898845816365,rice
65440,West Bengal, HOOGHLY,2001,Rabi,196336.0,536903.0,2.7346131122157935,rice
65441,West Bengal, HOOGHLY,2001,Rabi,108202.0,294571.0,2.7224173305484185,rice
65443,West Bengal, HOOGHLY,2002,Rabi,198791.0,514097.0,2.5861180838166717,rice
65444,West Bengal, HOOGHLY,2002,Rabi,98238.0,246208.0,2.5062399478816753,rice
65446,West Bengal, HOOGHLY,2003,Rabi,197954.0,509809.0,2.57539125251321,rice
65447,West Bengal, HOOGHLY,2003,Rabi,94846.0,269968.0,2.846382556987116,rice
65449,West Bengal, HOOGHLY,2004,Rabi,194577.0,524783.0,2.6970453856313954,rice
65450,West Bengal, HOOGHLY,2004,Rabi,103421.0,317238.0,3.0674427824136297,rice
65452,West Bengal, HOOGHLY,2005,Rabi,193277.0,535211.0,2.769139628615924,rice
65453,West Bengal, HOOGHLY,2005,Rabi,107679.0,289463.0,2.688202899358278,rice
65455,West Bengal, HOOGHLY,2006,Rabi,195831.0,529916.0,2.7059862840918956,rice
65456,West Bengal, HOOGHLY,2006,Rabi,96257.0,298814.0,3.1043352691232844,rice
65458,West Bengal, HOOGHLY,2007,Rabi,189637.0,504906.0,2.6624867510032324,rice
65459,West Bengal, HOOGHLY,2007,Rabi,106295.0,325885.0,3.065854461639776,rice
65461,West Bengal, HOOGHLY,2008,Rabi,192915.0,556159.0,2.882922530648213,rice
65462,West Bengal, HOOGHLY,2008,Rabi,106430.0,304575.0,2.8617401108709952,rice
65464,West Bengal, HOOGHLY,2009,Rabi,187162.0,528433.0,2.8233989805622937,rice
65465,West Bengal, HOOGHLY,2009,Rabi,106439.0,313613.0,2.94641062016742,rice
65467,West Bengal, HOOGHLY,2010,Rabi,194776.0,592723.0,3.043100792705467,rice
65468,West Bengal, HOOGHLY,2010,Rabi,93120.0,299884.0,3.2204037800687284,rice
65470,West Bengal, HOOGHLY,2011,Rabi,191578.0,543633.0,2.837658812598524,rice
65471,West Bengal, HOOGHLY,2011,Rabi,78128.0,248816.0,3.1847225066557443,rice
65473,West Bengal, HOOGHLY,2012,Rabi,184654.0,522117.0,2.8275423223975653,rice
65474,West Bengal, HOOGHLY,2012,Rabi,82707.0,255782.0,3.092628193502364,rice
65476,West Bengal, HOOGHLY,2013,Rabi,195988.0,545151.0,2.7815529522215647,rice
65477,West Bengal, HOOGHLY,2013,Rabi,84241.0,248238.0,2.9467598912643487,rice
65479,West Bengal, HOOGHLY,2014,Rabi,190221.0,580845.0,3.0535272130837288,rice
65480,West Bengal, HOOGHLY,2014,Rabi,79654.0,261105.0,3.277989805910563,rice
65482,West Bengal, HOOGHLY,2015,Rabi,188164.0,583359.0,3.1002689143513105,rice
65483,West Bengal, HOOGHLY,2015,Rabi,80551.0,265005.0,3.289903291082668,rice
65485,West Bengal, HOOGHLY,2016,Rabi,186331.0,573192.0,3.0762031009332853,rice
65486,West Bengal, HOOGHLY,2016,Rabi,70921.0,236645.0,3.3367408806982417,rice
