,state,district,Year,Season,crop,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),N_applied(kg/ha),P_applied(kg/ha),K_applied(kg/ha),Manure (kg/ha),calorie_per_100g,MSP_RsperQntl,CostofCultivation_rs_ha,CWR_y,CWU green_y,CWU blue_y,CWR m3/ha,CWU green m3/ha,CWU blue m3/ha
2409,bihar,madhepura,2013,Kharif,rice,72834,107146,1.471098663,53.4118016,37.33071836,15.97399976,0,345,1327.5,,11247120,8675928,1011060,7645.387957,5897.584044,687.2822508
2413,bihar,madhepura,2014,Kharif,rice,69600,152045,2.184554598,60.38821979,22.57915445,0,0,345,1380,26862.34,11247120,8675928,1011060,5148.472834,3971.486,462.822033
2416,bihar,madhepura,2015,Kharif,rice,78255,158298,2.02284838,59.7713068,21.83514852,0,0,345,1430,29791.17,11247120,8675928,1011060,5560.041034,4288.966036,499.8199617
2419,bihar,madhepura,2016,Kharif,rice,82457,213584,2.590247038,62.25757286,22.38200244,0,0,345,1490,43491.28,11247120,8675928,1011060,4342.103219,3349.459674,390.3334258
2422,bihar,madhepura,2017,Kharif,rice,70413,130157,1.848479684,34.49573053,32.77047371,0,0,345,1570,33602.78,11247120,8675928,1011060,6084.52454,4693.547933,546.9684134
2425,bihar,madhepura,2018,Kharif,rice,77903,196680,2.524678125,40.4510083,27.49995693,0,0,345,,,11247120,8675928,1011060,4454.872836,3436.449151,400.470852
2428,bihar,madhepura,2019,Kharif,rice,84339,187892,2.227818684,46.86741124,28.82726098,0,0,345,,,11247120,8675928,1011060,5048.489844,3894.360013,453.8340607
2432,bihar,madhubani,2009,Kharif,rice,186277,277475,1.489582718,48.69158365,0,0,0,345,1000,,11247120,8675928,1011060,7550.517244,5824.401622,678.7538467
2435,bihar,madhubani,2010,Kharif,rice,177560,97528,0.549267853,48.46578112,0,0,0,345,1000,,11247120,8675928,1011060,20476.56701,15795.44106,1840.74126
2438,bihar,madhubani,2011,Kharif,rice,176983,288999,1.632919546,57.87570111,23.83639519,8.826174241,0,345,1095,,11247120,8675928,1011060,6887.736771,5313.138679,619.1731874
2441,bihar,madhubani,2012,Kharif,rice,166170,173745,1.045585846,52.73814923,24.29050904,6.540111032,0,345,1265,23771.24,11247120,8675928,1011060,10756.76382,8297.671621,966.979425
2443,bihar,madhubani,2013,Kharif,rice,169166,147564,0.872302945,40.38871554,23.06639606,0,0,345,1327.5,,11247120,8675928,1011060,12893.59398,9946.003334,1159.0698
2446,bihar,madhubani,2014,Kharif,rice,201156,311965,1.550861023,51.22161773,21.92911548,0,450.5645256,345,1380,26862.34,11247120,8675928,1011060,7252.177875,5594.265295,651.9346252
2449,bihar,madhubani,2015,Kharif,rice,197564,194618,0.985088376,48.99404169,28.43585504,8.108030256,366.3245498,345,1430,29791.17,11247120,8675928,1011060,11417.37155,8807.258524,1026.364765
2452,bihar,madhubani,2016,Kharif,rice,200064,351047,1.754673504,56.11238527,45.65423978,17.16995526,306.9452758,345,1490,43491.28,11247120,8675928,1011060,6409.807848,4944.468574,576.2097606
2455,bihar,madhubani,2017,Kharif,rice,197857,296283,1.497460287,25.91039354,0,0,785.2662054,345,1570,33602.78,11247120,8675928,1011060,7510.796846,5793.761661,675.183181
2458,bihar,madhubani,2018,Kharif,rice,190347,207165,1.088354426,61.48573082,52.43914081,0,167.5435742,345,,,11247120,8675928,1011060,10334.06005,7971.601704,928.980464
2461,bihar,madhubani,2019,Kharif,rice,188901,212290,1.123816179,64,46,0,0,345,,,11247120,8675928,1011060,10007.97124,7720.059707,899.6667062
2463,bihar,munger,2009,Kharif,rice,29454,30874,1.048210769,22.69878794,0,0,0,345,1000,,11247120,8675928,1011060,10729.8268,8276.892638,964.5579206
2465,bihar,munger,2010,Kharif,rice,25936,11615,0.447833128,22.79780622,0,0,0,345,1000,,11247120,8675928,1011060,25114.5333,19373.12687,2257.671301
2468,bihar,munger,2011,Kharif,rice,29276,62158,2.123172565,45.02536113,22.98380598,0,0,345,1095,,11247120,8675928,1011060,5297.317885,4086.303744,476.2024608
2471,bihar,munger,2012,Kharif,rice,26688,75053,2.81223771,42.896688,23,0,0,345,1265,23771.24,11247120,8675928,1011060,3999.348974,3085.062109,359.5215285
2473,bihar,munger,2013,Kharif,rice,25371,65580,2.58484096,35.65191795,26.76591774,0,0,345,1327.5,,11247120,8675928,1011060,4351.184531,3356.464917,391.1497905
2475,bihar,munger,2014,Kharif,rice,21986,61206,2.783862458,71.25204167,54.72322917,0,0,345,1380,26862.34,11247120,8675928,1011060,4040.113393,3116.507418,363.1860465
2477,bihar,munger,2015,Kharif,rice,27131,71212,2.6247466,49.48056245,53.39534658,0,0,345,1430,29791.17,11247120,8675928,1011060,4285.030791,3305.434513,385.2028992
2479,bihar,munger,2016,Kharif,rice,26914,83883,3.116705061,50.32517223,53.73317319,0,0,345,1490,43491.28,11247120,8675928,1011060,3608.65715,2783.685922,324.4002818
2481,bihar,munger,2017,Kharif,rice,26914,76167,2.830014119,75.00211335,39.73437789,5.694447156,201.298413,345,1570,33602.78,11247120,8675928,1011060,3974.227522,3065.683645,357.2632353
2483,bihar,munger,2018,Kharif,rice,25561,35655,1.394898478,81.68961578,44.30767951,7.099125098,96.3209604,345,,,11247120,8675928,1011060,8063.038405,6219.755872,724.8269432
2485,bihar,munger,2019,Kharif,rice,25790,55286,2.143699108,79.05861388,42.35561701,7.45144046,112.2767717,345,,,11247120,8675928,1011060,5246.594523,4047.176195,471.6426835
2488,bihar,muzaffarpur,2009,Kharif,rice,132935,46033,0.346282018,69.52232622,30.56024604,10.03833337,0,345,1000,,11247120,8675928,1011060,32479.65367,25054.51499,2919.758893
2491,bihar,muzaffarpur,2010,Kharif,rice,119895,60075,0.501063431,87.69960983,16.70467603,7.350698882,0,345,1000,,11247120,8675928,1011060,22446.49942,17315.02934,2017.82836
2494,bihar,muzaffarpur,2011,Kharif,rice,132613,302113,2.278155234,64.41412028,37.71287094,14.17858038,0,345,1095,,11247120,8675928,1011060,4936.941888,3808.312916,443.8064558
2497,bihar,muzaffarpur,2012,Kharif,rice,117290,255627,2.179444113,78.81825644,39.14605945,11.14630263,0,345,1265,23771.24,11247120,8675928,1011060,5160.545266,3980.798566,463.9072844
2500,bihar,muzaffarpur,2013,Kharif,rice,130866,99501,0.760327358,54.14361746,40.44193256,8.060296976,0,345,1327.5,,11247120,8675928,1011060,14792.47049,11410.77973,1329.769329
2503,bihar,muzaffarpur,2014,Kharif,rice,140205,284976,2.032566599,86.67577169,42.6671824,1.081636364,4552.536213,345,1380,26862.34,11247120,8675928,1011060,5533.457062,4268.459397,497.4301952
2506,bihar,muzaffarpur,2015,Kharif,rice,113784,107837,0.947734304,58.36688899,33.17565337,10.95846501,0,345,1430,29791.17,11247120,8675928,1011060,11867.37671,9154.38849,1066.817985
2509,bihar,muzaffarpur,2016,Kharif,rice,123890,169338,1.366841553,59.58288651,35.63278211,12.23627111,0,345,1490,43491.28,11247120,8675928,1011060,8228.547029,6347.427748,739.7053432
2512,bihar,muzaffarpur,2017,Kharif,rice,122744,162920,1.327315388,62.08201078,35.09616829,12.84883964,0,345,1570,33602.78,11247120,8675928,1011060,8473.585178,6536.447989,761.7330508
2514,bihar,muzaffarpur,2018,Kharif,rice,118126,128455,1.08744053,91.9652234,41.1728803,7.989576527,63.70764492,345,,,11247120,8675928,1011060,10342.74491,7978.301124,929.7611892
2516,bihar,muzaffarpur,2019,Kharif,rice,119389,173215,1.450845555,85.00970817,39.81677893,8.104637303,66.74718765,345,,,11247120,8675928,1011060,7752.113903,5979.911486,696.876381
2519,bihar,nalanda,2009,Kharif,rice,60561,56313,0.929855848,25.16946424,0.887234078,0,0,345,1000,,11247120,8675928,1011060,12095.55226,9330.401073,1087.329829
2522,bihar,nalanda,2010,Kharif,rice,68335,74082,1.084100388,32.10132136,0,0,0,345,1000,,11247120,8675928,1011060,10374.61118,8002.88248,932.6258079
2525,bihar,nalanda,2011,Kharif,rice,126491,347693,2.748756829,40.37305766,19.74739754,0,0,345,1095,,11247120,8675928,1011060,4091.711527,3156.309758,367.8244614
2528,bihar,nalanda,2012,Kharif,rice,112084,281071,2.507681739,54.75949265,22.45794395,0,0,345,1265,23771.24,11247120,8675928,1011060,4485.066756,3459.740471,403.1851349
2531,bihar,nalanda,2013,Kharif,rice,49395,112398,2.275493471,59.1034327,21.96356368,0,0,345,1327.5,,11247120,8675928,1011060,4942.716885,3812.767697,444.3255992
2534,bihar,nalanda,2014,Kharif,rice,83947,217104,2.5862032,58.11682327,10.46038043,0,1622.105184,345,1380,26862.34,11247120,8675928,1011060,4348.892617,3354.696955,390.9437588
2537,bihar,nalanda,2015,Kharif,rice,106491,308483,2.896798791,78.85283623,10.86876214,0,1610.516486,345,1430,29791.17,11247120,8675928,1011060,3882.603112,2995.005393,349.0266577
2540,bihar,nalanda,2016,Kharif,rice,115088,358383,3.113991033,76.10005154,23.45286745,0,0,345,1490,43491.28,11247120,8675928,1011060,3611.802308,2786.112069,324.6830159
2543,bihar,nalanda,2017,Kharif,rice,119782,381071,3.181371158,91.77243461,23.6117984,0,0,345,1570,33602.78,11247120,8675928,1011060,3535.30583,2727.103368,317.806364
2545,bihar,nalanda,2018,Kharif,rice,107634,225220,2.09246149,82.50675979,22.7561334,0,0,345,,,11247120,8675928,1011060,5375.066664,4146.278458,483.1916883
2548,bihar,nalanda,2019,Kharif,rice,101739,215085,2.114086044,80.06288621,22.92934016,0,0,345,,,11247120,8675928,1011060,5320.086206,4103.867024,478.2492193
2552,bihar,nawada,2009,Kharif,rice,51211,61319,1.197379469,135.3279643,38.1887568,0,0,345,1000,,11247120,8675928,1011060,9393.11245,7245.763121,844.393967
2556,bihar,nawada,2010,Kharif,rice,44412,45968,1.035035576,77.87646535,32.87669788,0,0,345,1000,,11247120,8675928,1011060,10866.4091,8382.251008,976.8359885
2559,bihar,nawada,2011,Kharif,rice,66269,194741,2.938644012,65.28810376,27.86487858,4.792181541,0,345,1095,,11247120,8675928,1011060,3827.316257,2952.357606,344.0566452
2562,bihar,nawada,2012,Kharif,rice,64792,187882,2.899771577,71.99143751,34.21736487,3.69584302,4.101449361,345,1265,23771.24,11247120,8675928,1011060,3878.622747,2991.934975,348.6688428
2567,bihar,nawada,2013,Kharif,rice,63276,132156,2.088564385,65.69769162,35.40735563,2.888241378,0,345,1327.5,,11247120,8675928,1011060,5385.096137,4154.015104,484.0932879
2570,bihar,nawada,2014,Kharif,rice,77229,237015,3.068989628,99.40921541,39.09516593,0,0,345,1380,26862.34,11247120,8675928,1011060,3664.763118,2826.965566,329.4439286
2573,bihar,nawada,2015,Kharif,rice,68354,173466,2.537759312,73.12718336,51.16938179,29.06564401,0,345,1430,29791.17,11247120,8675928,1011060,4431.909657,3418.735559,398.4065767
2576,bihar,nawada,2016,Kharif,rice,68651,237320,3.456905216,109.3093965,56.19111969,41.30659092,0,345,1490,43491.28,11247120,8675928,1011060,3253.522818,2509.738468,292.4754764
2579,bihar,nawada,2017,Kharif,rice,77048,247140,3.20761084,101.9226923,63.92873445,0,0,345,1570,33602.78,11247120,8675928,1011060,3506.385457,2704.794451,315.2065666
2582,bihar,nawada,2018,Kharif,rice,65196,104329,1.600236211,94.88219778,57.40702664,0,0,345,,,11247120,8675928,1011060,7028.412383,5421.654592,631.8192234
2585,bihar,nawada,2019,Kharif,rice,63874,169015,2.646068823,94.88219778,57.40702664,0,0,345,,,11247120,8675928,1011060,4250.501688,3278.799072,382.0989051
2589,bihar,pashchim champaran,2009,Kharif,rice,123661,167334,1.353167126,48.45691511,46.97133825,17.29776684,89.5479619,345,1000,,11247120,8675928,1011060,8311.700589,6411.571662,747.1804335
2592,bihar,pashchim champaran,2010,Kharif,rice,126931,155591,1.225791966,53.66652525,47.48639266,21.65785949,0,345,1000,,11247120,8675928,1011060,9175.390535,7077.814379,824.8218525
2596,bihar,pashchim champaran,2011,Kharif,rice,172943,416130,2.406168506,95.66624768,39.06997177,6.356484639,0,345,1095,,11247120,8675928,1011060,4674.286098,3605.702584,420.1950102
2600,bihar,pashchim champaran,2012,Kharif,rice,162329,357027,2.19940368,100.9914768,44.33817272,0.238163759,0,345,1265,23771.24,11247120,8675928,1011060,5113.713368,3944.672858,459.6973303
2605,bihar,pashchim champaran,2013,Kharif,rice,162430,333021,2.050243182,92.7173407,39.8689087,0,0,345,1327.5,,11247120,8675928,1011060,5485.749252,4231.658019,493.141501
2609,bihar,pashchim champaran,2014,Kharif,rice,152803,367795,2.406988083,80.01216985,40.79862432,14.18769369,33.06587686,345,1380,26862.34,11247120,8675928,1011060,4672.69451,3604.474847,420.0519343
2612,bihar,pashchim champaran,2015,Kharif,rice,144586,266719,1.84470834,76.4971834,42.20683218,12.98436279,0,345,1430,29791.17,11247120,8675928,1011060,6096.963817,4703.14348,548.0866423
2615,bihar,pashchim champaran,2016,Kharif,rice,148488,290900,1.959080868,58.00995944,40.53636543,13.75789266,0,345,1490,43491.28,11247120,8675928,1011060,5741.018751,4428.570632,516.0889559
2618,bihar,pashchim champaran,2017,Kharif,rice,140276,238726,1.701830677,66.60230263,47.78129257,7.956866101,0,345,1570,33602.78,11247120,8675928,1011060,6608.836093,5097.997186,594.1014073
2621,bihar,pashchim champaran,2018,Kharif,rice,138258,254346,1.839647615,72.64571599,46.15696354,9.64299265,0,345,,,11247120,8675928,1011060,6113.73608,4716.081454,549.5943851
2623,bihar,pashchim champaran,2019,Kharif,rice,132451,339634,2.564223751,63.74482215,47.25052365,6.936606521,0,345,,,11247120,8675928,1011060,4386.169498,3383.452009,394.2947645
2625,bihar,patna,2009,Kharif,rice,45891,47687,1.039136214,55.37628876,10.85797191,0,576.8566087,345,1000,,11247120,8675928,1011060,10823.52809,8349.172979,972.9811995
2627,bihar,patna,2010,Kharif,rice,47667,61253,1.285018986,61.25032976,8.187398345,0,0,345,1000,,11247120,8675928,1011060,8752.49325,6751.595187,786.8054956
2629,bihar,patna,2011,Kharif,rice,60114,167324,2.783444788,36.45682278,21.66566925,0,0,345,1095,,11247120,8675928,1011060,4040.719632,3116.975065,363.2405443
2633,bihar,patna,2012,Kharif,rice,59828,191959,3.208514408,77.92118957,23.38896906,0,0,345,1265,23771.24,11247120,8675928,1011060,3505.398004,2704.032738,315.1177995
2637,bihar,patna,2013,Kharif,rice,56734,137470,2.423062009,86.36196614,22.97055061,0,0,345,1327.5,,11247120,8675928,1011060,4641.697142,3580.563753,417.2654255
2641,bihar,patna,2014,Kharif,rice,63660,163121,2.56237826,65.21206786,25.67372645,0,0,345,1380,26862.34,11247120,8675928,1011060,4389.32853,3385.888858,394.5787458
2645,bihar,patna,2015,Kharif,rice,63675,192854,3.028723989,66.46376159,27.64526858,0,593.6984476,345,1430,29791.17,11247120,8675928,1011060,3713.484636,2864.54891,333.8237501
2649,bihar,patna,2016,Kharif,rice,61357,184612,3.00881725,59.17637001,25.03105443,0,0,345,1490,43491.28,11247120,8675928,1011060,3738.053549,2883.50115,336.0323729
2653,bihar,patna,2017,Kharif,rice,72103,216664,3.004923512,74.71154996,41.18344548,0,0,345,1570,33602.78,11247120,8675928,1011060,3742.897267,2887.23755,336.4677989
2657,bihar,patna,2018,Kharif,rice,73476,178891,2.434686156,95.39307207,54.85444114,0,0,345,,,11247120,8675928,1011060,4619.535858,3563.468736,415.2732366
2661,bihar,patna,2019,Kharif,rice,56665,120278,2.122615371,88.34333167,50.10624187,0,0,345,,,11247120,8675928,1011060,5298.708449,4087.376412,476.3274655
2664,bihar,purbi champaran,2009,Kharif,rice,215183,112554,0.523061766,56.68602459,19.99731512,3.171913582,75.07230585,345,1000,,11247120,8675928,1011060,21502.47013,16586.81357,1932.964834
2667,bihar,purbi champaran,2010,Kharif,rice,132154,82241,0.622311848,62.59459424,22.12732541,3.776668763,0,345,1000,,11247120,8675928,1011060,18073.12528,13941.44756,1624.683835
2671,bihar,purbi champaran,2011,Kharif,rice,193342,384592,1.989179795,65.28810376,27.86487858,4.792181541,0,345,1095,,11247120,8675928,1011060,5654.149527,4361.560488,508.279846
2674,bihar,purbi champaran,2012,Kharif,rice,188808,353941,1.874608067,71.99143751,34.21736487,3.69584302,4.101449361,345,1265,23771.24,11247120,8675928,1011060,5999.718125,4628.129021,539.3447396
2676,bihar,purbi champaran,2013,Kharif,rice,189484,235785,1.244353085,65.69769162,35.40735563,2.888241378,0,345,1327.5,,11247120,8675928,1011060,9038.527837,6972.239715,812.5185785
2678,bihar,purbi champaran,2014,Kharif,rice,199560,347767,1.742668872,70.06359026,32.68895348,2.575008536,473.7659975,345,1380,26862.34,11247120,8675928,1011060,6453.96276,4978.529279,580.179067
2680,bihar,purbi champaran,2015,Kharif,rice,193282,139591,0.722214174,66.9480743,31.89494106,5.29300854,307.3761592,345,1430,29791.17,11247120,8675928,1011060,15573.10892,12012.95725,1399.944831
2682,bihar,purbi champaran,2016,Kharif,rice,185066,346111,1.870203063,68.04362174,34.54357865,7.054905948,150.9465075,345,1490,43491.28,11247120,8675928,1011060,6013.849632,4639.029939,540.6150916
2684,bihar,purbi champaran,2017,Kharif,rice,188947,270044,1.429205015,75.00211335,39.73437789,5.694447156,201.298413,345,1570,33602.78,11247120,8675928,1011060,7869.493796,6070.457288,707.4282481
2686,bihar,purbi champaran,2018,Kharif,rice,189633,252610,1.332099371,81.68961578,44.30767951,7.099125098,96.3209604,345,,,11247120,8675928,1011060,8443.153901,6512.973574,758.9974307
2688,bihar,purbi champaran,2019,Kharif,rice,190744,271697,1.424406534,79.05861388,42.35561701,7.45144046,112.2767717,345,,,11247120,8675928,1011060,7896.004215,6090.907189,709.8114026
2690,bihar,purnia,2009,Kharif,rice,93195,124362,1.334427813,27.83372515,0,0,0,345,1000,,11247120,8675928,1011060,8428.42145,6501.609092,757.6730569
2692,bihar,purnia,2010,Kharif,rice,81934,97935,1.195291332,27.8819576,0,0,0,345,1000,,11247120,8675928,1011060,9409.521929,7258.421246,845.8690973
2694,bihar,purnia,2011,Kharif,rice,87111,175970,2.020066352,23.47172064,18.53994502,9.648449086,0,345,1095,,11247120,8675928,1011060,5567.698303,4294.872785,500.508312
2696,bihar,purnia,2012,Kharif,rice,84690,166553,1.966619436,39.28556578,28.23650041,15.55648291,0,345,1265,23771.24,11247120,8675928,1011060,5719.011923,4411.594762,514.1106519
2698,bihar,purnia,2013,Kharif,rice,84336,155324,1.841728325,48.74619017,35.03632418,21.16227664,0,345,1327.5,,11247120,8675928,1011060,6106.82903,4710.753417,548.9734758
2700,bihar,purnia,2014,Kharif,rice,75584,204414,2.704461262,72.11581014,51.83323854,0,0,345,1380,26862.34,11247120,8675928,1011060,4158.728453,3208.006017,373.8489489
2702,bihar,purnia,2015,Kharif,rice,75885,142395,1.876457798,31.00032353,18.60189824,0,0,345,1430,29791.17,11247120,8675928,1011060,5993.803864,4623.566813,538.813077
2704,bihar,purnia,2016,Kharif,rice,110849,247900,2.23637561,42.01153586,26.26197959,0,0,345,1490,43491.28,11247120,8675928,1011060,5029.173073,3879.459229,452.0975794
2706,bihar,purnia,2017,Kharif,rice,105508,205201,1.944885696,53.65333333,45.61666667,0,783.3333334,345,1570,33602.78,11247120,8675928,1011060,5782.920829,4460.893521,519.8557438
2708,bihar,purnia,2018,Kharif,rice,103084,238621,2.314820923,83.19604198,46.33939482,0,0,345,,,11247120,8675928,1011060,4858.74302,3747.991006,436.7767675
2710,bihar,purnia,2019,Kharif,rice,103996,183292,1.762490865,80.31102763,45.5150684,0.315270899,0,345,,,11247120,8675928,1011060,6381.377755,4922.537854,573.6540371
2714,bihar,rohtas,2009,Kharif,rice,150555,388375,2.579622065,73.18260775,24.85147282,0,0,345,1000,,11247120,8675928,1011060,4359.987516,3363.255462,391.941135
2719,bihar,rohtas,2010,Kharif,rice,173306,286495,1.653116453,101.0334565,25.38189631,0,0,345,1000,,11247120,8675928,1011060,6803.586027,5248.225547,611.6084552
2721,bihar,rohtas,2011,Kharif,rice,170171,736230,4.326412844,66.88236094,27.38533998,0,0,345,1095,,11247120,8675928,1011060,2599.640951,2005.339831,233.6947574
2724,bihar,rohtas,2012,Kharif,rice,179176,719089,4.013310935,92.33352826,34.87657197,0,0,345,1265,23771.24,11247120,8675928,1011060,2802.454179,2161.788145,251.9266552
2726,bihar,rohtas,2013,Kharif,rice,197145,776198,3.937193436,102.0870631,36.34680469,0,0,345,1327.5,,11247120,8675928,1011060,2856.633839,2203.581851,256.7971364
2728,bihar,rohtas,2014,Kharif,rice,196508,820981,4.177850266,101.856285,38.22129815,0,0,345,1380,26862.34,11247120,8675928,1011060,2692.083077,2076.648862,242.0048436
2730,bihar,rohtas,2015,Kharif,rice,196657,759630,3.862715286,85.11322788,36.80352172,0,0,345,1430,29791.17,11247120,8675928,1011060,2911.713437,2246.069761,261.7485176
2732,bihar,rohtas,2016,Kharif,rice,193375,640722,3.313365223,85.2507578,35.1229006,0,0,345,1490,43491.28,11247120,8675928,1011060,3394.470348,2618.464134,305.1459564
2734,bihar,rohtas,2017,Kharif,rice,190723,739671,3.878247511,97.26658066,46,0,0,345,1570,33602.78,11247120,8675928,1011060,2900.052142,2237.074342,260.7002253
2735,bihar,rohtas,2018,Kharif,rice,192980,792138,4.104767333,97.26658066,46,0,0,345,,,11247120,8675928,1011060,2740.01401,2113.622355,246.3135954
2736,bihar,rohtas,2019,Kharif,rice,224721,923930,4.111453758,97.26658066,46,0,0,345,,,11247120,8675928,1011060,2735.557947,2110.184988,245.9130175
2739,bihar,saharsa,2009,Kharif,rice,88095,106235,1.20591407,40.0241525,0,0,0,345,1000,,11247120,8675928,1011060,9326.634691,7194.482771,838.4179479
2742,bihar,saharsa,2010,Kharif,rice,89703,95886,1.068927461,39.61055738,0,0,0,345,1000,,11247120,8675928,1011060,10521.87395,8116.479667,945.8639966
2746,bihar,saharsa,2011,Kharif,rice,95788,185617,1.937789702,50.190407,11.16624206,0,0,345,1095,,11247120,8675928,1011060,5804.097311,4477.228871,521.7594039
2749,bihar,saharsa,2012,Kharif,rice,97950,187981,1.919152629,62.9477761,14.03118168,0,0,345,1265,23771.24,11247120,8675928,1011060,5860.461451,4520.707665,526.826259
2752,bihar,saharsa,2013,Kharif,rice,95145,143578,1.509044091,88.57625702,27.89204278,0,0,345,1327.5,,11247120,8675928,1011060,7453.142072,5749.287283,670.0003044
2755,bihar,saharsa,2014,Kharif,rice,89504,165317,1.847034769,73.71279537,25.01170343,0,0,345,1380,26862.34,11247120,8675928,1011060,6089.284396,4697.219643,547.3963007
2758,bihar,saharsa,2015,Kharif,rice,78426,154569,1.970889756,63.6168146,22.78066656,0,0,345,1430,29791.17,11247120,8675928,1011060,5706.620559,4402.036174,512.99673
2761,bihar,saharsa,2016,Kharif,rice,77849,133319,1.712533237,75.60179886,23.44895239,0,0,345,1490,43491.28,11247120,8675928,1011060,6567.533846,5066.137001,590.3885413
2763,bihar,saharsa,2017,Kharif,rice,66699,118419,1.775423919,102.4952838,39.81540815,0,0,345,1570,33602.78,11247120,8675928,1011060,6334.892685,4886.679685,569.4752611
2765,bihar,saharsa,2018,Kharif,rice,77034,96143,1.248059298,89.42451542,38.86850556,0,0,345,,,11247120,8675928,1011060,9011.687196,6951.535084,810.1057387
2767,bihar,saharsa,2019,Kharif,rice,77044,117984,1.531384663,62.30643898,28.26602878,0,0,345,,,11247120,8675928,1011060,7344.412067,5665.413928,660.2260191
2771,bihar,samastipur,2009,Kharif,rice,93889,89224,0.950313668,58.43539665,9.088099552,0,0,345,1000,,11247120,8675928,1011060,11835.16598,9129.541424,1063.922401
2774,bihar,samastipur,2010,Kharif,rice,87541,46283,0.528700837,71.79981734,39.74100513,0,0,345,1000,,11247120,8675928,1011060,21273.12689,16409.90025,1912.348021
2775,bihar,samastipur,2011,Kharif,rice,109269,222973,2.040587907,52.85358839,5.905661739,0,0,345,1095,,11247120,8675928,1011060,5511.705701,4251.680592,495.4748563
2776,bihar,samastipur,2012,Kharif,rice,92560,165751,1.790741141,75.08637213,61.13551953,0,0,345,1265,23771.24,11247120,8675928,1011060,6280.706766,4844.881151,564.6042172
2779,bihar,samastipur,2013,Kharif,rice,92981,110929,1.193028683,80.50621632,63.56362081,0,0,345,1327.5,,11247120,8675928,1011060,9427.367638,7272.187267,847.4733375
2782,bihar,samastipur,2014,Kharif,rice,86101,182229,2.116456255,63.75101669,30.0730415,0,0,345,1380,26862.34,11247120,8675928,1011060,5314.128262,4099.271119,477.7136299
2786,bihar,samastipur,2015,Kharif,rice,97725,163272,1.670729087,43.01842701,27.91233222,0,0,345,1430,29791.17,11247120,8675928,1011060,6731.863406,5192.899357,605.1609492
2789,bihar,samastipur,2016,Kharif,rice,86862,218541,2.515956345,43.55119031,27.24755849,0,0,345,1490,43491.28,11247120,8675928,1011060,4470.316039,3448.3619,401.859119
2792,bihar,samastipur,2017,Kharif,rice,94961,198321,2.088446836,110.842998,46.18917798,1.236942052,6641.345109,345,1570,33602.78,11247120,8675928,1011060,5385.399238,4154.248914,484.1205352
2795,bihar,samastipur,2018,Kharif,rice,90277,159884,1.771038027,102.5074222,53.15260194,0,3440.536209,345,,,11247120,8675928,1011060,6350.580748,4898.781317,570.8855396
2798,bihar,samastipur,2019,Kharif,rice,91191,166707,1.828108037,109.2630821,45.69183433,0,5265.636008,345,,,11247120,8675928,1011060,6152.327856,4745.850806,553.0635934
2802,bihar,saran,2009,Kharif,rice,76269,83127,1.089918578,79.6717368,51.08896747,1.623699821,0,345,1000,,11247120,8675928,1011060,10319.22956,7960.161592,927.6472763
2805,bihar,saran,2010,Kharif,rice,70996,88778,1.250464815,105.2815398,45.70865458,9.68186826,0,345,1000,,11247120,8675928,1011060,8994.351433,6938.162431,808.5473401
2808,bihar,saran,2011,Kharif,rice,77399,135565,1.751508417,162.0366754,55.04390969,23.97865057,0,345,1095,,11247120,8675928,1011060,6421.390778,4953.403543,577.2510083
2812,bihar,saran,2012,Kharif,rice,70608,165822,2.348487424,146.6808139,65.15926117,27.31505031,0,345,1265,23771.24,11247120,8675928,1011060,4789.091007,3694.262065,430.5153989
2815,bihar,saran,2013,Kharif,rice,71869,123898,1.723942173,68.60135177,41.76667886,18.79521583,0,345,1327.5,,11247120,8675928,1011060,6524.070342,5032.609642,586.481389
2818,bihar,saran,2014,Kharif,rice,72545,164722,2.270618237,101.7520079,57.00636173,0,0,345,1380,26862.34,11247120,8675928,1011060,4953.329369,3820.954073,445.2796087
2821,bihar,saran,2015,Kharif,rice,68508,73686,1.075582414,92.13769584,47.46066782,0,0,345,1430,29791.17,11247120,8675928,1011060,10456.77194,8066.260557,940.0116505
2824,bihar,saran,2016,Kharif,rice,76452,151594,1.982865066,68.04362174,34.54357865,7.054905948,150.9465075,345,1490,43491.28,11247120,8675928,1011060,5672.15601,4375.450529,509.898539
2827,bihar,saran,2017,Kharif,rice,62387,116155,1.861846218,105.2432718,55.76743764,0,0,345,1570,33602.78,11247120,8675928,1011060,6040.842628,4659.852095,543.0416273
2830,bihar,saran,2018,Kharif,rice,64211,65212,1.015589229,108.2752861,54.56157779,0,0,345,,,11247120,8675928,1011060,11074.47743,8542.753064,995.5402941
2833,bihar,saran,2019,Kharif,rice,61074,143526,2.350034385,106.7508345,54.58027399,0,0,345,,,11247120,8675928,1011060,4785.938484,3691.830238,430.2320028
2836,bihar,sheikhpura,2009,Kharif,rice,13954,12579,0.901461946,56.68602459,19.99731512,3.171913582,75.07230585,345,1000,,11247120,8675928,1011060,12476.53331,9624.286455,1121.578125
2838,bihar,sheikhpura,2010,Kharif,rice,8856,4205,0.474819332,62.59459424,22.12732541,3.776668763,0,345,1000,,11247120,8675928,1011060,23687.15689,18272.06144,2129.357279
