,state,district,Year,Season,crop,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),N_applied(kg/ha),P_applied(kg/ha),K_applied(kg/ha),Manure (kg/ha),calorie_per_100g,MSP_RsperQntl,CostofCultivation_rs_ha,CWR_y,CWU green_y,CWU blue_y,CWR m3/ha,CWU green m3/ha,CWU blue m3/ha
338,andhra pradesh,krishna,2014,Rabi,maize,20950.0,141433.0,6.750978520286396,151.26591036952811,66.33026344288848,39.909944069990985,1016.4829931408776,342,1310.0,41509.6,17893488.0,5763240.0,12130248.0,2650.502878394717,853.6895773970714,1796.8133009976457
339,andhra pradesh,krishna,2014,Rabi,jowar,524.0,2370.0,4.522900763358779,79.20557640642757,88.96408906609001,1.405297702981716,0.0,349,1540.0,23309.78,3048825.0,853830.0,153435.0,674.0862025316455,188.77929113924048,33.92402531645569
340,andhra pradesh,krishna,2014,Rabi,rice,52830.0,209894.0,3.973007760742002,143.64865578916883,84.22515491398794,44.30963535169681,1092.7767305861323,345,1380.0,52092.45,26872696.0,1891305.0,24981391.0,6763.816639256007,476.0385868581285,6287.778052397879
341,andhra pradesh,krishna,2015,Rabi,maize,16171.0,100179.0,6.194978665512337,145.4124584474352,51.16436588368288,34.20456346965581,1516.9256468507133,342,1325.0,43025.34,17893488.0,5763240.0,12130248.0,2888.385734016111,930.3082885634714,1958.0774454526397
342,andhra pradesh,krishna,2015,Rabi,jowar,217.0,934.0,4.304147465437788,29.760485164807488,17.585668152850268,3.9545364214438505,180.36987522459893,349,1580.0,20671.52,3048825.0,853830.0,153435.0,708.3458511777302,198.37377944325482,35.64817451820129
343,andhra pradesh,krishna,2015,Rabi,rice,9861.0,55555.0,5.633809958422066,138.44559003246738,79.02182914321152,48.31302593861404,1130.91167826011,345,1430.0,53108.28,26872696.0,1891305.0,24981391.0,4769.8974935829365,335.70621195211953,4434.191281630817
344,andhra pradesh,krishna,2016,Rabi,maize,15544.0,115197.0,7.411026762738034,,,,,342,1365.0,67284.98,17893488.0,5763240.0,12130248.0,2414.4411527383522,777.6574264954816,1636.783726242871
345,andhra pradesh,krishna,2016,Rabi,jowar,508.0,1749.0,3.442913385826772,,,,,349,1637.5,39771.88,3048825.0,853830.0,153435.0,885.5363636363635,247.99636363636358,44.565454545454536
346,andhra pradesh,krishna,2016,Rabi,rice,15514.0,64217.0,4.13929354131752,,,,,345,1490.0,80303.72,26872696.0,1891305.0,24981391.0,6492.097197689085,456.9149254870205,6035.182272202064
347,andhra pradesh,krishna,2017,Rabi,maize,23547.0,163063.0,6.925001061706374,360.5,50.0,45.0,0.0,342,1425.0,49333.13,17893488.0,5763240.0,12130248.0,2583.896787965388,832.2366955103242,1751.6600924550635
348,andhra pradesh,krishna,2017,Rabi,jowar,1335.0,5674.0,4.250187265917603,129.30412261213974,54.63192678248909,1.1462882096069869,267.1547023427948,349,1712.5,49333.13,3048825.0,853830.0,153435.0,717.3389804370813,200.89232463870283,36.10076224885442
349,andhra pradesh,krishna,2017,Rabi,rice,22744.0,101234.0,4.451020049243756,149.38510775406428,66.53485097538454,52.83322080050855,654.7580009184301,345,1570.0,60845.66,26872696.0,1891305.0,24981391.0,6037.424164055555,424.9149586107435,5612.509205444811
350,andhra pradesh,krishna,2018,Rabi,maize,17370.0,114051.0,6.565975820379966,273.6229165241102,125.63639994305083,57.18066271004237,70.62146892372881,342,,,17893488.0,5763240.0,12130248.0,2725.1833527106296,877.7431044006628,1847.4402483099666
351,andhra pradesh,krishna,2018,Rabi,jowar,263.0,722.0,2.745247148288973,43.71953379905455,18.196736595890908,0.0,58.74125874909092,349,,,3048825.0,853830.0,153435.0,1110.583067867036,311.0211772853186,55.89114265927978
352,andhra pradesh,krishna,2018,Rabi,rice,28199.0,124621.0,4.419341111386928,135.6714212464256,52.64239616088073,47.44924380057976,1195.5365501545464,345,,,26872696.0,1891305.0,24981391.0,6080.701924266376,427.9608548719719,5652.741069394405
353,andhra pradesh,krishna,2019,Rabi,maize,21676.0,128018.0,5.905978962908286,293.4617248943686,107.08008016042662,77.06214535520479,0.0,342,,,17893488.0,5763240.0,12130248.0,3029.724303519817,975.8314474527019,2053.892856067115
354,andhra pradesh,krishna,2019,Rabi,jowar,395.0,1959.0,4.959493670886076,144.22961922387597,1.3774597494573644,0.0,0.0,349,,,3048825.0,853830.0,153435.0,614.7452143950995,172.16071975497704,30.937633996937212
355,andhra pradesh,krishna,2019,Rabi,rice,71173.0,315771.0,4.436668399533531,152.80491260292357,65.16252067151311,54.07036363227432,1853.438461968875,345,,,26872696.0,1891305.0,24981391.0,6056.953907762271,426.2894653562234,5630.664442406048
356,andhra pradesh,kurnool,2009,Rabi,maize,4191.0,30636.0,7.309949892627058,35.47184264933333,67.83888888933333,0.0,881.1594202666668,342,840.0,,17893488.0,5763240.0,12130248.0,2447.826354876616,788.4103290246768,1659.416025851939
357,andhra pradesh,kurnool,2009,Rabi,bajra,488.0,352.0,0.7213114754098361,,,,,361,840.0,,3427116.0,2995608.0,85008.0,4751.228999999999,4153.0019999999995,117.85199999999999
358,andhra pradesh,kurnool,2009,Rabi,jowar,59444.0,97072.0,1.6329991252271046,72.4431818175,24.829545455,0.0,125.0,349,840.0,,3048825.0,853830.0,153435.0,1867.0095733064118,522.8600473875061,93.95902155101368
359,andhra pradesh,kurnool,2009,Rabi,rice,44772.0,157911.0,3.527003484320557,127.16597118984126,74.12781870777778,1.2698412698412698,0.0,345,1000.0,,26872696.0,1891305.0,24981391.0,7619.129416646087,536.2356483082243,7082.893768337862
360,andhra pradesh,kurnool,2009,Rabi,wheat,550.0,251.0,0.4563636363636363,,,,,346,1100.0,,2779625.0,391852.0,1840863.0,6090.811752988048,858.6398406374503,4033.7635458167333
361,andhra pradesh,kurnool,2010,Rabi,maize,5551.0,50608.0,9.116915871014232,139.06172837407408,8.518518518518519,0.0,651.851851874074,342,880.0,,17893488.0,5763240.0,12130248.0,1962.6689829276002,632.1479852987669,1330.5209976288331
362,andhra pradesh,kurnool,2010,Rabi,bajra,416.0,618.0,1.4855769230769231,,,,,361,880.0,,3427116.0,2995608.0,85008.0,2306.925980582524,2016.4610485436892,57.22221359223301
363,andhra pradesh,kurnool,2010,Rabi,jowar,54101.0,98410.0,1.8190051939890208,104.3881118876923,55.08741258769231,0.0,115.3846153846154,349,880.0,,3048825.0,853830.0,153435.0,1676.0947192866574,469.3939318158723,84.35105106188394
364,andhra pradesh,kurnool,2010,Rabi,ragi,5.0,7.0,1.4,71.7032967032967,37.91208790879121,0.0,0.0,328,880.0,,3427116.0,2995608.0,85008.0,2447.94,2139.72,60.72
365,andhra pradesh,kurnool,2010,Rabi,rice,32967.0,105626.0,3.203991870658537,113.61103278125,84.79073685791667,0.608974359,31.25,345,1000.0,,26872696.0,1891305.0,24981391.0,8387.254738719634,590.2964415484824,7796.958297171152
366,andhra pradesh,kurnool,2010,Rabi,wheat,563.0,808.0,1.4351687388987566,,,,,346,1170.0,,2779625.0,391852.0,1840863.0,1936.793162128713,273.0354900990099,1282.680530940594
367,andhra pradesh,kurnool,2011,Rabi,maize,7852.0,60924.0,7.75904228222109,124.80425174515386,67.96600459938007,35.38075580045178,889.1850283868655,342,980.0,,17893488.0,5763240.0,12130248.0,2306.1464739019107,742.777238526689,1563.3692353752215
368,andhra pradesh,kurnool,2011,Rabi,bajra,619.0,290.0,0.468497576736672,,,,,361,980.0,,3427116.0,2995608.0,85008.0,7315.120013793105,6394.073627586208,181.4481103448276
369,andhra pradesh,kurnool,2011,Rabi,jowar,70555.0,128692.0,1.8239954645312169,25.96875,31.09375,0.0,125.0,349,990.0,,3048825.0,853830.0,153435.0,1671.509090502906,468.1097166102011,84.1202749588164
370,andhra pradesh,kurnool,2011,Rabi,rice,14738.0,46042.0,3.124033111684082,154.74389097535715,100.38345864625,0.2008928571428571,982.1428571428572,345,1095.0,,26872696.0,1891305.0,24981391.0,8601.92419199861,605.404914860345,7996.519277138266
371,andhra pradesh,kurnool,2011,Rabi,wheat,221.0,243.0,1.0995475113122173,,,,,346,1285.0,,2779625.0,391852.0,1840863.0,2527.97170781893,356.37568724279834,1674.2005061728394
372,andhra pradesh,kurnool,2012,Rabi,maize,9000.0,62000.0,6.888888888888889,120.86633603581856,62.340499587172296,40.1991986022097,1251.8851511950616,342,1175.0,34990.18,17893488.0,5763240.0,12130248.0,2597.4418064516126,836.5993548387096,1760.842451612903
373,andhra pradesh,kurnool,2012,Rabi,bajra,1000.0,1000.0,1.0,,,,,361,1175.0,,3427116.0,2995608.0,85008.0,3427.116,2995.608,85.008
374,andhra pradesh,kurnool,2012,Rabi,jowar,67000.0,115000.0,1.7164179104477613,25.58946135845714,28.18946135845714,15.060889929999998,0.0,349,1510.0,21895.8,3048825.0,853830.0,153435.0,1776.2719565217392,497.44878260869564,89.39256521739131
375,andhra pradesh,kurnool,2012,Rabi,rice,17000.0,60000.0,3.5294117647058822,122.1309840425532,59.619015957446805,13.085106382978724,0.0,345,1265.0,42669.85,26872696.0,1891305.0,24981391.0,7613.930533333333,535.86975,7078.060783333333
376,andhra pradesh,kurnool,2013,Rabi,maize,13120.0,97796.0,7.453963414634146,141.25443541416806,70.60294731261237,33.22389361164811,909.703561254738,342,1310.0,,17893488.0,5763240.0,12130248.0,2400.5333813243897,773.1779295676715,1627.3554517567181
377,andhra pradesh,kurnool,2013,Rabi,bajra,219.0,249.0,1.1369863013698631,,,,,361,1310.0,,3427116.0,2995608.0,85008.0,3014.2104578313247,2634.6913734939753,74.76607228915661
378,andhra pradesh,kurnool,2013,Rabi,jowar,49305.0,90721.0,1.839995943616266,29.562877013636363,47.86590731727272,4.545454545454546,303.030303,349,1500.0,,3048825.0,853830.0,153435.0,1656.973761587725,464.03906647854416,83.38877079176817
379,andhra pradesh,kurnool,2013,Rabi,rice,32298.0,118017.0,3.654003343860301,149.74220272777777,103.72246588666668,1.3157894733333333,671.2962963055556,345,1327.5,,26872696.0,1891305.0,24981391.0,7354.316203665574,517.598048501487,6836.718155164087
380,andhra pradesh,kurnool,2013,Rabi,wheat,274.0,202.0,0.7372262773722628,,,,,346,1400.0,,2779625.0,391852.0,1840863.0,3770.3824257425745,531.5220198019803,2497.012188118812
381,andhra pradesh,kurnool,2014,Rabi,maize,7612.0,47347.0,6.220047293746716,188.6875,11.97916666625,0.0,531.25,342,1310.0,41509.6,17893488.0,5763240.0,12130248.0,2876.7446861680783,926.5588713118043,1950.185814856274
382,andhra pradesh,kurnool,2014,Rabi,bajra,184.0,258.0,1.4021739130434785,,,,,361,1250.0,,3427116.0,2995608.0,85008.0,2444.144744186046,2136.4026046511626,60.62586046511627
383,andhra pradesh,kurnool,2014,Rabi,jowar,50107.0,94001.0,1.8760053485540944,79.20557640642757,88.96408906609001,1.405297702981716,0.0,349,1540.0,23309.78,3048825.0,853830.0,153435.0,1625.1686075148136,455.1319646599504,81.78814634950692
384,andhra pradesh,kurnool,2014,Rabi,rice,23329.0,82748.0,3.54700158600883,167.03491875678466,78.4639910006834,5.606422864405114,752.2955619223205,345,1380.0,52092.45,26872696.0,1891305.0,24981391.0,7576.172535698748,533.2123355851501,7042.960200113598
385,andhra pradesh,kurnool,2014,Rabi,wheat,46.0,61.0,1.326086956521739,,,,,346,1450.0,,2779625.0,391852.0,1840863.0,2096.110655737705,295.49495081967217,1388.1917704918035
386,andhra pradesh,kurnool,2015,Rabi,maize,5319.0,22914.0,4.307952622673435,176.88247491232144,22.87621140678571,6.446469716964286,3281.25,342,1325.0,43025.34,17893488.0,5763240.0,12130248.0,4153.594425765907,1337.814155538099,2815.780270227808
387,andhra pradesh,kurnool,2015,Rabi,bajra,99.0,134.0,1.3535353535353536,,,,,361,1275.0,,3427116.0,2995608.0,85008.0,2531.97376119403,2213.1730746268654,62.80441791044776
388,andhra pradesh,kurnool,2015,Rabi,jowar,73859.0,141292.0,1.9129963850038587,49.31789781,30.93943562894737,0.0,1035.0877193157894,349,1580.0,20671.52,3048825.0,853830.0,153435.0,1593.7432103374572,446.3312145769046,80.20663353197634
389,andhra pradesh,kurnool,2015,Rabi,rice,9276.0,25589.0,2.7586244070720136,170.10097174920608,100.70476731246622,16.23466045527027,2185.4678927027026,345,1430.0,53108.28,26872696.0,1891305.0,24981391.0,9741.339172925867,685.5971386142484,9055.74203431162
390,andhra pradesh,kurnool,2015,Rabi,wheat,141.0,100.0,0.7092198581560284,,,,,346,1525.0,,2779625.0,391852.0,1840863.0,3919.27125,552.51132,2595.61683
391,andhra pradesh,kurnool,2016,Rabi,maize,7879.0,45092.0,5.72306130219571,,,,,342,1365.0,67284.98,17893488.0,5763240.0,12130248.0,3126.558856382507,1007.020490552648,2119.5383658298592
392,andhra pradesh,kurnool,2016,Rabi,bajra,219.0,377.0,1.721461187214612,,,,,361,1330.0,,3427116.0,2995608.0,85008.0,1990.818047745358,1740.15424933687,49.3813050397878
393,andhra pradesh,kurnool,2016,Rabi,jowar,46921.0,74229.0,1.5819995311267876,,,,,349,1637.5,39771.88,3048825.0,853830.0,153435.0,1927.1971577819988,539.7157098977489,96.98801863153216
394,andhra pradesh,kurnool,2016,Rabi,rice,29451.0,112817.0,3.8306678890360257,,,,,345,1490.0,80303.72,26872696.0,1891305.0,24981391.0,7015.1463865906735,493.72721801678824,6521.419168573885
395,andhra pradesh,kurnool,2016,Rabi,wheat,32.0,74.0,2.3125,,,,,346,1625.0,,2779625.0,391852.0,1840863.0,1202.0,169.44951351351352,796.0488648648649
396,andhra pradesh,kurnool,2017,Rabi,maize,12880.0,64992.0,5.045962732919255,191.67624211654743,86.8980148736094,37.91278252137506,162.60584067651635,342,1425.0,49333.13,17893488.0,5763240.0,12130248.0,3546.099911373707,1142.1487444608565,2403.9511669128506
397,andhra pradesh,kurnool,2017,Rabi,bajra,310.0,602.0,1.941935483870968,,,,,361,1425.0,,3427116.0,2995608.0,85008.0,1764.793953488372,1542.588837209302,43.77488372093023
398,andhra pradesh,kurnool,2017,Rabi,jowar,47424.0,83988.0,1.771002024291498,53.33333333,38.33333333,0.0,5000.0,349,1712.5,49333.13,3048825.0,853830.0,153435.0,1721.5254179168453,482.1168966995285,86.6373939134162
399,andhra pradesh,kurnool,2017,Rabi,rice,42498.0,155500.0,3.658995717445527,175.08483311778346,81.80386272177127,49.79181438318543,1104.4716494348618,345,1570.0,60845.66,26872696.0,1891305.0,24981391.0,7344.281894585209,516.8918320900322,6827.390062495177
400,andhra pradesh,kurnool,2017,Rabi,wheat,16.0,11.0,0.6875,,,,,346,1735.0,,2779625.0,391852.0,1840863.0,4043.090909090909,569.9665454545454,2677.6189090909093
401,andhra pradesh,kurnool,2018,Rabi,maize,7548.0,37363.0,4.950052994170641,68.57142857,49.28571429,0.0,0.0,342,,,17893488.0,5763240.0,12130248.0,3614.807360865027,1164.2784444503923,2450.5289164146348
402,andhra pradesh,kurnool,2018,Rabi,bajra,112.0,82.0,0.7321428571428571,,,,,361,,,3427116.0,2995608.0,85008.0,4680.938926829269,4091.5621463414636,116.10848780487805
403,andhra pradesh,kurnool,2018,Rabi,jowar,63673.0,59916.0,0.9409953983635136,57.435897435,41.28205128,0.0,0.0,349,,,3048825.0,853830.0,153435.0,3239.9999036150607,907.3689430202282,163.05605773082314
404,andhra pradesh,kurnool,2018,Rabi,rice,21039.0,74787.0,3.5546841579923,143.45681821604236,65.54535157827667,42.84926008715608,2054.7856403707765,345,,,26872696.0,1891305.0,24981391.0,7559.798509687512,532.0599287977857,7027.738580889726
405,andhra pradesh,kurnool,2018,Rabi,wheat,101.0,19.0,0.1881188118811881,,,,,346,,,2779625.0,391852.0,1840863.0,14775.901315789475,2083.0027368421056,9785.640157894739
406,andhra pradesh,kurnool,2019,Rabi,maize,14029.0,69864.0,4.979970062014399,293.4617248943686,107.08008016042662,77.06214535520479,0.0,342,,,17893488.0,5763240.0,12130248.0,3593.0914799038133,1157.2840656131914,2435.807414290622
407,andhra pradesh,kurnool,2019,Rabi,bajra,820.0,1870.0,2.2804878048780486,,,,,361,,,3427116.0,2995608.0,85008.0,1502.7995294117648,1313.5821176470588,37.27623529411765
408,andhra pradesh,kurnool,2019,Rabi,jowar,47460.0,80160.0,1.6890012642225032,29.615384613333333,29.615384613333333,0.0,0.0,349,,,3048825.0,853830.0,153435.0,1805.1052208083834,505.5236002994012,90.84362649700599
409,andhra pradesh,kurnool,2019,Rabi,rice,38714.0,151604.0,3.9159993800692257,155.1355007548129,80.69539974486851,46.27320676115862,2234.718026469016,345,,,26872696.0,1891305.0,24981391.0,6862.283006675286,482.9686668557558,6379.31433981953
410,andhra pradesh,kurnool,2019,Rabi,wheat,25.0,8.0,0.32,,,,,346,,,2779625.0,391852.0,1840863.0,8686.328125,1224.5375,5752.696875
411,andhra pradesh,mahbubnagar,2009,Rabi,maize,3298.0,15639.0,4.741964827167981,35.38731629196309,32.14475733630872,0.1398210290604026,0.0,342,840.0,,17893488.0,5763240.0,12130248.0,3773.4333028966043,1215.3696220985996,2558.063680798005
412,andhra pradesh,mahbubnagar,2009,Rabi,jowar,14032.0,11871.0,0.8459948688711516,15.640243902439025,39.96951219512195,0.0,121.95121951219512,349,840.0,,3048825.0,853830.0,153435.0,3603.833914581754,1009.2614404852161,181.36634824361892
413,andhra pradesh,mahbubnagar,2009,Rabi,ragi,339.0,630.0,1.8584070796460177,59.479166665,28.02083333,8.854166665,0.0,328,840.0,,3427116.0,2995608.0,85008.0,1844.1147999999998,1611.9224,45.742399999999996
414,andhra pradesh,mahbubnagar,2009,Rabi,rice,68468.0,184384.0,2.692995267862359,126.3994965037542,64.05780009390573,15.69130986760943,2321.465159492256,345,1000.0,,26872696.0,1891305.0,24981391.0,9978.7386634849,702.3053558877126,9276.433307597188
415,andhra pradesh,mahbubnagar,2009,Rabi,wheat,67.0,73.0,1.0895522388059702,,,,,346,1100.0,,2779625.0,391852.0,1840863.0,2551.162671232877,359.6449863013699,1689.559191780822
416,andhra pradesh,mahbubnagar,2010,Rabi,maize,3535.0,18718.0,5.295049504950495,25.839342946634613,39.69751602355769,11.06770833125,168.26923078846156,342,880.0,,17893488.0,5763240.0,12130248.0,3379.2862528047867,1088.4204188481674,2290.865833956619
417,andhra pradesh,mahbubnagar,2010,Rabi,bajra,14.0,10.0,0.7142857142857143,,,,,361,880.0,,3427116.0,2995608.0,85008.0,4797.962399999999,4193.8512,119.01119999999999
418,andhra pradesh,mahbubnagar,2010,Rabi,jowar,8515.0,7025.0,0.825014679976512,19.475,14.391666667,14.916666666999998,0.0,349,880.0,,3048825.0,853830.0,153435.0,3695.479697508897,1034.9270391459077,185.97850889679717
419,andhra pradesh,mahbubnagar,2010,Rabi,ragi,274.0,404.0,1.4744525547445255,71.7032967032967,37.91208790879121,0.0,0.0,328,880.0,,3427116.0,2995608.0,85008.0,2324.3311485148515,2031.6747326732673,57.65394059405941
420,andhra pradesh,mahbubnagar,2010,Rabi,rice,66287.0,185537.0,2.79899527810883,130.55237699945593,66.83502831500545,17.42119146036997,2082.8491793873777,345,1000.0,,26872696.0,1891305.0,24981391.0,9600.836489498051,675.7085354134215,8925.12795408463
421,andhra pradesh,mahbubnagar,2010,Rabi,wheat,32.0,42.0,1.3125,,,,,346,1170.0,,2779625.0,391852.0,1840863.0,2117.809523809524,298.5539047619048,1402.5622857142857
422,andhra pradesh,mahbubnagar,2011,Rabi,maize,4976.0,23935.0,4.810088424437299,54.22756756021667,61.53346959709999,3.5342566285,0.0,342,980.0,,17893488.0,5763240.0,12130248.0,3719.9914889492375,1198.1567679130978,2521.8347210361394
423,andhra pradesh,mahbubnagar,2011,Rabi,bajra,20.0,11.0,0.55,,,,,361,980.0,,3427116.0,2995608.0,85008.0,6231.12,5446.56,154.56
424,andhra pradesh,mahbubnagar,2011,Rabi,jowar,12692.0,6409.0,0.504963756697132,10.11904762,10.11904762,10.11904762,0.0,349,990.0,,3048825.0,853830.0,153435.0,6037.710547667343,1690.8738274301766,303.8534904041192
425,andhra pradesh,mahbubnagar,2011,Rabi,ragi,212.0,375.0,1.768867924528302,2.94,5.75,0.0,150.0,328,1050.0,,3427116.0,2995608.0,85008.0,1937.4629119999997,1693.5170559999997,48.057855999999994
426,andhra pradesh,mahbubnagar,2011,Rabi,rice,51242.0,129950.0,2.536005620389524,127.46538325972476,75.48682973911315,14.52599388357798,578.1272752293578,345,1095.0,,26872696.0,1891305.0,24981391.0,10596.465474659484,745.7810758753367,9850.684398784148
427,andhra pradesh,mahbubnagar,2011,Rabi,wheat,14.0,20.0,1.4285714285714286,,,,,346,1285.0,,2779625.0,391852.0,1840863.0,1945.7375,274.2964,1288.6041
428,andhra pradesh,mahbubnagar,2012,Rabi,maize,4000.0,22000.0,5.5,58.50802471732816,43.71933354442351,7.075225785543236,582.760532150776,342,1175.0,34990.18,17893488.0,5763240.0,12130248.0,3253.3614545454548,1047.861818181818,2205.4996363636365
429,andhra pradesh,mahbubnagar,2012,Rabi,jowar,9000.0,9000.0,1.0,60.69295647869988,38.3918345609842,3.472850228128797,4801.028028345079,349,1510.0,21895.8,3048825.0,853830.0,153435.0,3048.825,853.83,153.435
430,andhra pradesh,mahbubnagar,2012,Rabi,rice,45000.0,124000.0,2.7555555555555555,132.77649377503093,62.12343908226804,24.70919040362681,253.670727886598,345,1265.0,42669.85,26872696.0,1891305.0,24981391.0,9752.188064516129,686.360685483871,9065.827379032258
431,andhra pradesh,medak,2009,Rabi,maize,5920.0,19489.0,3.2920608108108107,83.49269125644808,73.68224043759562,12.773224043715848,0.0,342,840.0,,17893488.0,5763240.0,12130248.0,5435.345526194264,1750.6480989276001,3684.697427266663
432,andhra pradesh,medak,2009,Rabi,jowar,17432.0,21511.0,1.2339949518127582,0.87890625,2.24609375,0.0,0.0,349,840.0,,3048825.0,853830.0,153435.0,2470.6948723908695,691.9234140672214,124.34005485565524
433,andhra pradesh,medak,2009,Rabi,rice,33645.0,99421.0,2.95500074305246,125.5,57.5,45.0,0.0,345,1000.0,,26872696.0,1891305.0,24981391.0,9093.972670964884,640.0353720541937,8453.93729891069
434,andhra pradesh,medak,2009,Rabi,wheat,2948.0,2574.0,0.8731343283582089,,,,,346,1100.0,,2779625.0,391852.0,1840863.0,3183.5021367521367,448.7877606837607,2108.338820512821
435,andhra pradesh,medak,2010,Rabi,maize,6100.0,21844.0,3.580983606557377,121.02272727157342,79.27010489548951,22.29020979020979,0.0,342,880.0,,17893488.0,5763240.0,12130248.0,4996.808130379051,1609.4013916865042,3387.406738692547
436,andhra pradesh,medak,2010,Rabi,jowar,16025.0,17531.0,1.093978159126365,110.06460734140845,62.74898634253522,8.113262910845071,21.12676056338028,349,880.0,,3048825.0,853830.0,153435.0,2786.9157848953278,780.4817608807255,140.25417118247674
437,andhra pradesh,medak,2010,Rabi,rice,62644.0,229026.0,3.655992593065577,75.83333333333333,95.83333333333331,50.0,0.0,345,1000.0,,26872696.0,1891305.0,24981391.0,7350.314672674718,517.3164200571115,6832.998252617607
438,andhra pradesh,medak,2010,Rabi,wheat,2758.0,3594.0,1.3031182015953588,,,,,346,1170.0,,2779625.0,391852.0,1840863.0,2133.056691708403,300.70334335002786,1412.6600317195328
439,andhra pradesh,medak,2011,Rabi,maize,11819.0,49793.0,4.2129621795414165,63.90562722234269,42.94758677917716,5.082284607938044,2573.2671436156825,342,980.0,,17893488.0,5763240.0,12130248.0,4247.246293093406,1367.9781005362197,2879.2681925571865
440,andhra pradesh,medak,2011,Rabi,jowar,13021.0,15156.0,1.1639659012364645,116.17478061685637,24.10262614531165,0.3695638146883468,34.14634146341464,349,990.0,,3048825.0,853830.0,153435.0,2619.3421961599356,733.5524168646078,131.8208719319081
441,andhra pradesh,medak,2011,Rabi,rice,46632.0,121383.0,2.6029979413278435,37.19695617555386,43.074918392924296,2.5498602642276422,1033.4624830741868,345,1095.0,,26872696.0,1891305.0,24981391.0,10323.748464546106,726.5872054571068,9597.161259089
442,andhra pradesh,medak,2011,Rabi,wheat,2539.0,3405.0,1.3410791650256009,,,,,346,1285.0,,2779625.0,391852.0,1840863.0,2072.677790014684,292.1915500734214,1372.6728801762113
443,andhra pradesh,medak,2012,Rabi,maize,18000.0,93000.0,5.166666666666667,61.13309942828446,43.18949867297655,0.0,6290.549504256598,342,1175.0,34990.18,17893488.0,5763240.0,12130248.0,3463.2557419354835,1115.465806451613,2347.789935483871
444,andhra pradesh,medak,2012,Rabi,jowar,12000.0,12000.0,1.0,60.69295647869988,38.3918345609842,3.472850228128797,4801.028028345079,349,1510.0,21895.8,3048825.0,853830.0,153435.0,3048.825,853.83,153.435
445,andhra pradesh,medak,2012,Rabi,rice,34000.0,103000.0,3.0294117647058822,43.339584437978296,35.4772413185775,1.5945261685727767,2411.6843624932767,345,1265.0,42669.85,26872696.0,1891305.0,24981391.0,8870.59867961165,624.3142718446602,8246.28440776699
446,andhra pradesh,medak,2012,Rabi,wheat,2000.0,2000.0,1.0,,,,,346,1350.0,,2779625.0,391852.0,1840863.0,2779.625,391.852,1840.863
447,andhra pradesh,nalgonda,2009,Rabi,maize,333.0,1579.0,4.741741741741742,123.6481394854559,74.45378266895804,27.133445126542085,402.8602190207725,342,840.0,,17893488.0,5763240.0,12130248.0,3773.610832172261,1215.4268017732743,2558.1840303989866
448,andhra pradesh,nalgonda,2009,Rabi,jowar,8743.0,5858.0,0.6700217316710512,37.789183384669606,27.11765027129956,4.834741083171806,24.22907488986784,349,840.0,,3048825.0,853830.0,153435.0,4550.337482929327,1274.3318009559575,229.00003499487877
449,andhra pradesh,nalgonda,2009,Rabi,rice,174740.0,599708.0,3.4320018312922054,123.14269227496366,60.688918935264894,46.065053746736005,2713.1706958492946,345,1000.0,,26872696.0,1891305.0,24981391.0,7830.035448985173,551.0792514023492,7278.956197582825
450,andhra pradesh,nalgonda,2010,Rabi,maize,217.0,1149.0,5.2949308755760365,123.16418499690876,85.20426061133692,36.01024421516639,713.032680424864,342,880.0,,17893488.0,5763240.0,12130248.0,3379.3619634464753,1088.4448041775456,2290.9171592689295
451,andhra pradesh,nalgonda,2010,Rabi,jowar,3388.0,2294.0,0.6770956316410862,110.06460734140845,62.74898634253522,8.113262910845071,21.12676056338028,349,880.0,,3048825.0,853830.0,153435.0,4502.798212728858,1261.0183260680035,226.60757628596338
452,andhra pradesh,nalgonda,2010,Rabi,rice,199166.0,681148.0,3.4200014058624464,123.05100005359697,65.49602041709748,37.25898495867568,998.0793912561096,345,1000.0,,26872696.0,1891305.0,24981391.0,7857.510220298672,553.0129305672189,7304.497289731453
453,andhra pradesh,nalgonda,2011,Rabi,maize,465.0,2237.0,4.810752688172043,124.80425174515386,67.96600459938007,35.38075580045178,889.1850283868655,342,980.0,,17893488.0,5763240.0,12130248.0,3719.4778363880196,1197.9913276709879,2521.4865087170315
454,andhra pradesh,nalgonda,2011,Rabi,jowar,543.0,394.0,0.7255985267034991,116.17478061685637,24.10262614531165,0.3695638146883468,34.14634146341464,349,990.0,,3048825.0,853830.0,153435.0,4201.807043147208,1176.7251015228426,211.45991116751267
455,andhra pradesh,nalgonda,2011,Rabi,rice,111214.0,329750.0,2.965004405920118,95.5393617936567,69.60698420605598,10.141510615231343,125.8018195522388,345,1095.0,,26872696.0,1891305.0,24981391.0,9063.290410747537,637.8759492645944,8425.414461482942
456,andhra pradesh,nalgonda,2012,Rabi,maize,2000.0,7000.0,3.5,120.86633603581856,62.340499587172296,40.1991986022097,1251.8851511950616,342,1175.0,34990.18,17893488.0,5763240.0,12130248.0,5112.425142857142,1646.64,3465.785142857143
457,andhra pradesh,nalgonda,2012,Rabi,jowar,2000.0,1000.0,0.5,60.69295647869988,38.3918345609842,3.472850228128797,4801.028028345079,349,1510.0,21895.8,3048825.0,853830.0,153435.0,6097.65,1707.66,306.87
