,state,district,Year,Season,crop,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),N_applied(kg/ha),P_applied(kg/ha),K_applied(kg/ha),Manure (kg/ha),calorie_per_100g,MSP_RsperQntl,CostofCultivation_rs_ha,CWR_y,CWU green_y,CWU blue_y,CWR m3/ha,CWU green m3/ha,CWU blue m3/ha
5637,karnataka,bengaluru urban,2016,Rabi,ragi,227.0,284.0,1.251101321585903,40.51348628271028,38.639005699217286,1.086854672353972,928.7614882061916,328,1725.0,46718.91,4363794.0,4057632.0,30222.0,3487.9621056338033,3243.2481126760567,24.156316901408452
5638,karnataka,bengaluru urban,2016,Rabi,rice,40.0,135.0,3.375,67.07482277958728,54.06948788651152,15.642093890555726,2694.869720916636,345,1490.0,73998.04,24498964.0,1566712.0,22932252.0,7258.9522962962965,464.210962962963,6794.741333333333
5639,karnataka,bengaluru urban,2017,Rabi,maize,116.0,432.0,3.724137931034482,111.45083840620174,67.90572587962959,10.714468823222374,79.32094208279007,342,1425.0,36514.27,9856970.0,2154354.0,7702616.0,2646.778981481482,578.4839444444445,2068.295037037037
5640,karnataka,bengaluru urban,2017,Rabi,ragi,181.0,296.0,1.6353591160220995,73.58898597551492,34.03490348278327,5.806573207879625,986.2202494621756,328,1900.0,48235.81,4363794.0,4057632.0,30222.0,2668.401060810811,2481.187135135135,18.480344594594595
5641,karnataka,bengaluru urban,2017,Rabi,rice,44.0,133.0,3.022727272727273,124.68629159456884,127.89550675844804,33.08357046574342,92.98076019930474,345,1570.0,63370.69,24498964.0,1566712.0,22932252.0,8104.920421052631,518.3107368421053,7586.609684210525
5642,karnataka,bengaluru urban,2018,Rabi,maize,136.0,464.0,3.411764705882353,126.1623913672223,65.36159363627623,15.375533245879522,1055.0952022296565,342,,,9856970.0,2154354.0,7702616.0,2889.1118965517244,631.4485862068966,2257.6633103448276
5643,karnataka,bengaluru urban,2018,Rabi,ragi,50.0,78.0,1.56,74.00717158472177,43.61543284526438,4.46279375759355,318.8905205850805,328,,,4363794.0,4057632.0,30222.0,2797.3038461538463,2601.0461538461536,19.373076923076923
5644,karnataka,bengaluru urban,2018,Rabi,rice,33.0,106.0,3.212121212121212,135.10028714238643,104.01273534478604,39.6534163054853,21.796711339298707,345,,,24498964.0,1566712.0,22932252.0,7627.035962264151,487.74996226415095,7139.286
5645,karnataka,bengaluru urban,2018,Rabi,wheat,3.0,3.0,1.0,70.4799625529153,53.19026355915292,1.8907306770825083,0.0,346,,,3838484.0,293746.0,1524283.0,3838.484,293.746,1524.283
5646,karnataka,bengaluru urban,2019,Rabi,maize,39.0,147.0,3.769230769230769,116.002314418678,57.87360486326543,19.553482227263668,842.5001413748146,342,,,9856970.0,2154354.0,7702616.0,2615.1144897959184,571.563306122449,2043.5511836734695
5647,karnataka,bengaluru urban,2019,Rabi,bajra,2.0,2.0,1.0,,,,,361,,,4363794.0,4057632.0,30222.0,4363.794,4057.632,30.222
5648,karnataka,bengaluru urban,2019,Rabi,jowar,48.0,53.0,1.1041666666666667,21.142949764356874,25.463828094144795,3.7966394767158382,20.89427496865859,349,,,2921624.0,540452.0,251888.0,2645.9990943396224,489.4659622641509,228.12498113207545
5649,karnataka,bengaluru urban,2019,Rabi,ragi,384.0,547.0,1.4244791666666667,94.78828251208289,39.29060267312611,9.183738166552027,333.28057401410933,328,,,4363794.0,4057632.0,30222.0,3063.4312541133454,2848.502171846435,21.216175502742228
5650,karnataka,bengaluru urban,2019,Rabi,rice,37.0,112.0,3.027027027027027,133.93351558940304,77.24080794659636,17.21572445208472,15.01639805123318,345,,,24498964.0,1566712.0,22932252.0,8093.407749999999,517.5745,7575.83325
5651,karnataka,bidar,2009,Rabi,maize,245.0,476.0,1.9428571428571428,65.54386986097384,65.18659384503448,11.842185588413791,616.7846687763175,342,840.0,,9856970.0,2154354.0,7702616.0,5073.440441176471,1108.8586764705883,3964.5817647058825
5652,karnataka,bidar,2009,Rabi,jowar,26124.0,13677.0,0.5235415709692237,9.33504566237443,7.3772831052968035,0.0,0.0,349,840.0,,2921624.0,540452.0,251888.0,5580.500502741829,1032.3000693134459,481.12320772099145
5653,karnataka,bidar,2009,Rabi,wheat,6387.0,8518.0,1.3336464693909504,,,,,346,1100.0,,3838484.0,293746.0,1524283.0,2878.187051890115,220.25777201220944,1142.9438273068795
5654,karnataka,bidar,2010,Rabi,maize,431.0,963.0,2.234338747099768,57.564818146456965,51.39770781944905,21.34464014254071,1141.9918174743757,342,880.0,,9856970.0,2154354.0,7702616.0,4411.582627206645,964.2020498442366,3447.380577362409
5655,karnataka,bidar,2010,Rabi,jowar,22485.0,8414.0,0.3742050255726039,2.521551724137931,6.443965517241379,0.0,0.0,349,880.0,,2921624.0,540452.0,251888.0,7807.548804373665,1444.2670810553843,673.1283194675542
5656,karnataka,bidar,2010,Rabi,wheat,7876.0,10271.0,1.304088369730828,,,,,346,1170.0,,3838484.0,293746.0,1524283.0,2943.4232288968933,225.25007263168138,1168.849470158699
5657,karnataka,bidar,2011,Rabi,maize,584.0,1421.0,2.433219178082192,0.0,0.0,0.0,0.0,342,980.0,,9856970.0,2154354.0,7702616.0,4050.9996340605207,885.3924954257565,3165.6071386347644
5658,karnataka,bidar,2011,Rabi,jowar,21863.0,15414.0,0.7050267575355623,10.044849752819722,25.67017159070878,0.0,0.0,349,990.0,,2921624.0,540452.0,251888.0,4143.990236927469,766.569487219411,357.2743832879201
5659,karnataka,bidar,2011,Rabi,wheat,6908.0,7810.0,1.1305732484076434,,,,,346,1285.0,,3838484.0,293746.0,1524283.0,3395.1661295774643,259.8204056338028,1348.2390478873237
5660,karnataka,bidar,2012,Rabi,maize,781.0,2502.0,3.20358514724712,99.52437485592822,64.95988884695282,33.467770031151105,992.2242586589426,342,1175.0,26681.99,9856970.0,2154354.0,7702616.0,3076.8559432454026,672.4822038369301,2404.3737394084724
5661,karnataka,bidar,2012,Rabi,jowar,20511.0,16910.0,0.824435668665594,14.740384615384617,33.294354838933,0.0,0.0,349,1510.0,13491.81,2921624.0,540452.0,251888.0,3543.7865088113545,655.5417487876997,305.5277804849202
5662,karnataka,bidar,2012,Rabi,wheat,6878.0,9422.0,1.3698749636522245,,,,,346,1350.0,,3838484.0,293746.0,1524283.0,2802.0688762470813,214.43270940352366,1112.7168832519635
5663,karnataka,bidar,2013,Rabi,maize,621.0,1933.0,3.112721417069243,114.56722198455076,72.36514629925863,40.26269857295537,798.0500805286225,342,1310.0,,9856970.0,2154354.0,7702616.0,3166.6727211588204,692.1126921883083,2474.560028970512
5664,karnataka,bidar,2013,Rabi,jowar,24711.0,20072.0,0.8122698393428028,11.563871668095238,29.55211648675325,0.0,0.0,349,1500.0,,2921624.0,540452.0,251888.0,3596.8638234356317,665.3601719808688,310.10384455958547
5665,karnataka,bidar,2013,Rabi,wheat,6656.0,8498.0,1.2767427884615383,,,,,346,1400.0,,3838484.0,293746.0,1524283.0,3006.466168980937,230.07453236055545,1193.8841666274418
5666,karnataka,bidar,2014,Rabi,maize,418.0,1409.0,3.3708133971291865,101.37780109645963,80.42401746178369,20.037381396631297,5483.026829670054,342,1310.0,30760.69,9856970.0,2154354.0,7702616.0,2924.2111142654367,639.1199233498936,2285.091190915543
5667,karnataka,bidar,2014,Rabi,jowar,15021.0,10346.0,0.6887690566540177,6.8625,17.5375,0.0,0.0,349,1540.0,17515.09,2921624.0,540452.0,251888.0,4241.804958824667,784.6635890199112,365.70748579161034
5668,karnataka,bidar,2014,Rabi,wheat,4340.0,5385.0,1.2407834101382489,26.15146550098824,32.45311078323529,7.58915942445647,0.0,346,1450.0,21188.53,3838484.0,293746.0,1524283.0,3093.5971327762304,236.74236583101205,1228.4843491179201
5669,karnataka,bidar,2015,Rabi,maize,148.0,368.0,2.4864864864864864,101.09216323161397,67.91605346164657,19.84084459365152,44.148144618614864,342,1325.0,35269.82,9856970.0,2154354.0,7702616.0,3964.2161956521745,866.4249782608697,3097.7912173913046
5670,karnataka,bidar,2015,Rabi,jowar,26851.0,8520.0,0.3173066180030539,1.3283923567868852,3.394780467786885,0.0,0.0,349,1580.0,15526.75,2921624.0,540452.0,251888.0,9207.573476995305,1703.2484333333334,793.8315361502348
5671,karnataka,bidar,2015,Rabi,wheat,3842.0,4281.0,1.114263404476835,34.37413079957478,36.96869618994136,9.741073817258064,0.0,346,1525.0,22662.21,3838484.0,293746.0,1524283.0,3444.8623050689093,263.6234832982948,1367.9736711048822
5672,karnataka,bidar,2016,Rabi,maize,203.0,612.0,3.0147783251231526,82.98630422936883,61.51958417208535,16.28545939549671,243.5510428100988,342,1365.0,42557.14,9856970.0,2154354.0,7702616.0,3269.550506535948,714.5978137254903,2554.9526928104574
5673,karnataka,bidar,2016,Rabi,jowar,27006.0,25450.0,0.9423831741094572,3.1931112367619043,8.160173160238095,0.0,0.0,349,1637.5,21120.88,2921624.0,540452.0,251888.0,3100.250598978389,573.4949592141454,267.28830365422397
5674,karnataka,bidar,2016,Rabi,wheat,4708.0,6311.0,1.3404842820730671,92.0,0.0,0.0,0.0,346,1625.0,20121.33,3838484.0,293746.0,1524283.0,2863.5054146727934,219.1342367295199,1137.1136688321978
5675,karnataka,bidar,2017,Rabi,maize,149.0,555.0,3.724832214765101,111.45083840620174,67.90572587962959,10.714468823222374,79.32094208279007,342,1425.0,36514.27,9856970.0,2154354.0,7702616.0,2646.285639639639,578.3761189189189,2067.9095207207206
5676,karnataka,bidar,2017,Rabi,jowar,22355.0,21853.0,0.9775441735629612,18.28125,46.71875,0.0,0.0,349,1712.5,36514.27,2921624.0,540452.0,251888.0,2988.7385951585597,552.8670873564271,257.6742891136229
5677,karnataka,bidar,2017,Rabi,wheat,4657.0,6234.0,1.338630019325746,70.4799625529153,53.19026355915292,1.8907306770825083,0.0,346,1735.0,24703.56,3838484.0,293746.0,1524283.0,2867.4719262111003,219.43778023740776,1138.6887922682067
5678,karnataka,bidar,2018,Rabi,maize,141.0,480.0,3.404255319148936,126.1623913672223,65.36159363627623,15.375533245879522,1055.0952022296565,342,,,9856970.0,2154354.0,7702616.0,2895.4849375000003,632.8414875000001,2262.64345
5679,karnataka,bidar,2018,Rabi,jowar,16350.0,10624.0,0.6497859327217126,11.25,28.75,0.0,0.0,349,,,2921624.0,540452.0,251888.0,4496.286935240963,831.7385353915662,387.6476656626506
5680,karnataka,bidar,2018,Rabi,wheat,2927.0,2764.0,0.9443115818243936,70.4799625529153,53.19026355915292,1.8907306770825083,0.0,346,,,3838484.0,293746.0,1524283.0,4064.8490115774243,311.0689370477569,1614.173784732272
5681,karnataka,bidar,2019,Rabi,maize,376.0,1343.0,3.5718085106382977,116.002314418678,57.87360486326543,19.553482227263668,842.5001413748146,342,,,9856970.0,2154354.0,7702616.0,2759.658019359643,603.1549545793001,2156.5030647803424
5682,karnataka,bidar,2019,Rabi,bajra,7.0,7.0,1.0,,,,,361,,,4363794.0,4057632.0,30222.0,4363.794,4057.632,30.222
5683,karnataka,bidar,2019,Rabi,jowar,30312.0,25053.0,0.8265043547110056,22.5,57.5,0.0,0.0,349,,,2921624.0,540452.0,251888.0,3534.9166442342234,653.9009709016884,304.76306454316847
5684,karnataka,bidar,2019,Rabi,ragi,24.0,34.0,1.4166666666666667,94.78828251208289,39.29060267312611,9.183738166552027,333.28057401410933,328,,,4363794.0,4057632.0,30222.0,3080.325176470588,2864.2108235294118,21.333176470588235
5685,karnataka,bidar,2019,Rabi,rice,24.0,73.0,3.0416666666666665,133.93351558940304,77.24080794659636,17.21572445208472,15.01639805123318,345,,,24498964.0,1566712.0,22932252.0,8054.45391780822,515.083397260274,7539.3705205479455
5686,karnataka,bidar,2019,Rabi,wheat,5552.0,5712.0,1.0288184438040346,57.65422750417254,36.12075062501761,8.056791637464789,0.0,346,,,3838484.0,293746.0,1524283.0,3730.9634397759105,285.5178207282913,1481.5859971988796
5687,karnataka,chamarajanagara,2009,Rabi,maize,2068.0,5247.0,2.5372340425531914,65.54386986097384,65.18659384503448,11.842185588413791,616.7846687763175,342,840.0,,9856970.0,2154354.0,7702616.0,3884.9273794549267,849.0954968553459,3035.8318825995807
5688,karnataka,chamarajanagara,2009,Rabi,jowar,201.0,301.0,1.4975124378109452,19.038306103058023,28.31914216016873,1.5943463543339256,93.89481494750346,349,840.0,,2921624.0,540452.0,251888.0,1950.984797342193,360.8998405315615,168.20427906976747
5689,karnataka,chamarajanagara,2009,Rabi,ragi,955.0,1328.0,1.3905759162303666,54.64337994014009,53.890685505394735,15.788533463932364,1705.5741844947736,328,840.0,,4363794.0,4057632.0,30222.0,3138.1199322289153,2917.950722891566,21.73344126506024
5690,karnataka,chamarajanagara,2009,Rabi,rice,634.0,2146.0,3.3848580441640377,114.0168318014219,86.47192648152777,38.11397961484373,2941.6685057114314,345,1000.0,,24498964.0,1566712.0,22932252.0,7237.811358807083,462.85899720410066,6774.952361602982
5691,karnataka,chamarajanagara,2010,Rabi,maize,1931.0,8177.0,4.23459347488348,57.564818146456965,51.39770781944905,21.34464014254071,1141.9918174743757,342,880.0,,9856970.0,2154354.0,7702616.0,2327.7252134034484,508.7510791243732,1818.974134279075
5692,karnataka,chamarajanagara,2010,Rabi,ragi,691.0,944.0,1.366136034732272,38.13789219165735,46.92109446141837,9.196505759461491,1050.5528386778187,328,880.0,,4363794.0,4057632.0,30222.0,3194.260226694915,2970.1522372881354,22.122247881355932
5693,karnataka,chamarajanagara,2010,Rabi,rice,2199.0,6841.0,3.1109595270577537,119.37566201321252,88.36475266615795,65.03878535446235,1106.2691888148097,345,1000.0,,24498964.0,1566712.0,22932252.0,7875.05069960532,503.6105376406958,7371.440161964624
5694,karnataka,chamarajanagara,2011,Rabi,maize,3338.0,14044.0,4.207309766327142,100.27262343262,75.38500300812761,27.422086790244897,1564.589074645569,342,980.0,,9856970.0,2154354.0,7702616.0,2342.8201267445174,512.0502457989177,1830.7698809455997
5695,karnataka,chamarajanagara,2011,Rabi,ragi,560.0,1129.0,2.0160714285714287,51.99886671746591,36.73542064049026,4.550750930732449,1079.467333709044,328,1050.0,,4363794.0,4057632.0,30222.0,2164.503666961913,2012.6429760850308,14.99054030115146
5696,karnataka,chamarajanagara,2011,Rabi,rice,998.0,3258.0,3.2645290581162323,142.19186878552483,109.50513459300552,78.22069824203821,985.1491719110526,345,1095.0,,24498964.0,1566712.0,22932252.0,7504.593637814611,479.91975936157155,7024.67387845304
5697,karnataka,chamarajanagara,2012,Rabi,maize,9610.0,38385.0,3.9942767950052014,99.52437485592822,64.95988884695282,33.467770031151105,992.2242586589426,342,1175.0,26681.99,9856970.0,2154354.0,7702616.0,2467.773393252574,539.3602172723722,1928.4131759802015
5698,karnataka,chamarajanagara,2012,Rabi,ragi,5128.0,10396.0,2.0273010920436816,46.066604169431855,35.416255435217884,4.965803111646625,559.4368190176269,328,1500.0,27245.84,4363794.0,4057632.0,30222.0,2152.514008464794,2001.4945071181226,14.907504424778763
5699,karnataka,chamarajanagara,2012,Rabi,rice,6193.0,21866.0,3.530760536089133,142.24650967914653,87.19149823478804,78.75340639654243,1618.759079174152,345,1265.0,43324.0,24498964.0,1566712.0,22932252.0,6938.721487789262,443.73216024878803,6494.989327540474
5700,karnataka,chamarajanagara,2013,Rabi,maize,1862.0,5955.0,3.198174006444684,114.56722198455076,72.36514629925863,40.26269857295537,798.0500805286225,342,1310.0,,9856970.0,2154354.0,7702616.0,3082.061820319059,673.6200080604532,2408.4418122586058
5701,karnataka,chamarajanagara,2013,Rabi,ragi,637.0,1411.0,2.2150706436420724,66.74179818316625,29.0235827258514,10.658042189792337,236.00043321967385,328,1500.0,,4363794.0,4057632.0,30222.0,1970.0473267186392,1831.8296130403967,13.643808646350106
5702,karnataka,chamarajanagara,2013,Rabi,rice,376.0,1291.0,3.4335106382978724,152.80549257118415,97.44340129205636,81.56319157214493,1032.8570248817705,345,1327.5,,24498964.0,1566712.0,22932252.0,7135.252102246321,456.30031913245546,6678.951783113865
5703,karnataka,chamrajnagar,2014,Rabi,maize,1925.0,7391.0,3.83948051948052,40.04582307034482,93.83796866474138,5.465158045977011,0.0,342,1310.0,30760.69,9856970.0,2154354.0,7702616.0,2567.266574211879,561.1055946421322,2006.1609795697468
5704,karnataka,chamrajnagar,2014,Rabi,ragi,175.0,284.0,1.6228571428571428,22.5,57.5,0.0,0.0,328,1550.0,,4363794.0,4057632.0,30222.0,2688.9575704225354,2500.3014084507045,18.622711267605634
5705,karnataka,chamarajanagara,2014,Rabi,rice,77.0,266.0,3.4545454545454546,112.46161136621237,69.0504688108732,41.28943440940915,2647.8883587002933,345,1380.0,48704.2,24498964.0,1566712.0,22932252.0,7091.805368421053,453.5218947368421,6638.283473684211
5706,karnataka,chamrajnagar,2015,Rabi,maize,2520.0,9026.0,3.581746031746032,84.61715666150883,117.13897222186256,54.039536425932354,0.0,342,1325.0,35269.82,9856970.0,2154354.0,7702616.0,2752.001373808996,601.4815067582539,2150.519867050742
5707,karnataka,chamrajnagar,2015,Rabi,ragi,148.0,269.0,1.8175675675675675,22.5,57.5,0.0,0.0,328,1650.0,,4363794.0,4057632.0,30222.0,2400.897814126394,2232.4518066914497,16.62771747211896
5708,karnataka,chamrajnagar,2015,Rabi,rice,295.0,921.0,3.1220338983050846,88.39285714285714,225.8928571428572,0.0,0.0,345,1430.0,52392.87,24498964.0,1566712.0,22932252.0,7847.116590662324,501.8241476655809,7345.2924429967425
5709,karnataka,chamrajnagar,2016,Rabi,maize,4835.0,13173.0,2.724508790072389,50.895348837209305,83.66569767253488,44.38953488372093,2063.953488372093,342,1365.0,42557.14,9856970.0,2154354.0,7702616.0,3617.8888597889622,790.7311614666363,2827.157698322326
5710,karnataka,chamarajanagara,2016,Rabi,ragi,654.0,1339.0,2.047400611620795,40.51348628271028,38.639005699217286,1.086854672353972,928.7614882061916,328,1725.0,46718.91,4363794.0,4057632.0,30222.0,2131.38258103062,1981.845651979089,14.761156086631816
5711,karnataka,chamarajanagara,2016,Rabi,rice,113.0,362.0,3.2035398230088497,67.07482277958728,54.06948788651152,15.642093890555726,2694.869720916636,345,1490.0,73998.04,24498964.0,1566712.0,22932252.0,7647.4666629834255,489.05650828729284,7158.410154696133
5712,karnataka,chamarajanagara,2017,Rabi,maize,6994.0,33670.0,4.814126394052044,111.45083840620174,67.90572587962959,10.714468823222374,79.32094208279007,342,1425.0,36514.27,9856970.0,2154354.0,7702616.0,2047.5095984555987,447.50673822393827,1600.0028602316604
5713,karnataka,chamarajanagara,2017,Rabi,jowar,40.0,45.0,1.125,24.858615909717685,29.81652756919966,1.876440874985124,0.0,349,1712.5,36514.27,2921624.0,540452.0,251888.0,2596.9991111111112,480.4017777777778,223.90044444444445
5714,karnataka,chamrajnagar,2017,Rabi,ragi,503.0,1383.0,2.749502982107356,10.88709677,17.33870968,17.33870968,0.0,328,1900.0,48235.81,4363794.0,4057632.0,30222.0,1587.1210281995661,1475.7692668112797,10.991804772234273
5715,karnataka,chamarajanagara,2017,Rabi,rice,363.0,1394.0,3.840220385674931,124.68629159456884,127.89550675844804,33.08357046574342,92.98076019930474,345,1570.0,63370.69,24498964.0,1566712.0,22932252.0,6379.572404591105,407.97450215208033,5971.597902439024
5716,karnataka,chamrajnagar,2018,Rabi,maize,4872.0,18252.0,3.746305418719212,40.58333333,40.58333333,15.583333335,0.0,342,,,9856970.0,2154354.0,7702616.0,2631.1175673898747,575.0609625246548,2056.05660486522
5717,karnataka,chamarajanagara,2018,Rabi,ragi,380.0,614.0,1.6157894736842104,74.00717158472177,43.61543284526438,4.46279375759355,318.8905205850805,328,,,4363794.0,4057632.0,30222.0,2700.719413680782,2511.2380456026062,18.704169381107494
5718,karnataka,chamarajanagara,2018,Rabi,rice,646.0,2119.0,3.280185758513932,135.10028714238643,104.01273534478604,39.6534163054853,21.796711339298707,345,,,24498964.0,1566712.0,22932252.0,7468.773357243983,477.6290476639924,6991.1443095799905
5719,karnataka,chamarajanagara,2018,Rabi,wheat,1.0,1.0,1.0,70.4799625529153,53.19026355915292,1.8907306770825083,0.0,346,,,3838484.0,293746.0,1524283.0,3838.484,293.746,1524.283
5720,karnataka,chamarajanagara,2019,Rabi,maize,6185.0,25876.0,4.183670169765562,116.002314418678,57.87360486326543,19.553482227263668,842.5001413748146,342,,,9856970.0,2154354.0,7702616.0,2356.0581021023345,514.9435573504405,1841.1145447518936
5721,karnataka,chamarajanagara,2019,Rabi,bajra,3.0,3.0,1.0,,,,,361,,,4363794.0,4057632.0,30222.0,4363.794,4057.632,30.222
5722,karnataka,chamarajanagara,2019,Rabi,jowar,1047.0,1151.0,1.0993314231136582,21.142949764356874,25.463828094144795,3.7966394767158382,20.89427496865859,349,,,2921624.0,540452.0,251888.0,2657.6371225021717,491.61880451781053,229.12835447437007
5723,karnataka,chamarajanagara,2019,Rabi,ragi,529.0,840.0,1.5879017013232517,94.78828251208289,39.29060267312611,9.183738166552027,333.28057401410933,328,,,4363794.0,4057632.0,30222.0,2748.151221428571,2555.342057142857,19.032664285714283
5724,karnataka,chamarajanagara,2019,Rabi,rice,1775.0,5806.0,3.270985915492958,133.93351558940304,77.24080794659636,17.21572445208472,15.01639805123318,345,,,24498964.0,1566712.0,22932252.0,7489.7797278677235,478.9724078539442,7010.807320013779
5725,karnataka,chamarajanagara,2019,Rabi,wheat,16.0,18.0,1.125,57.65422750417254,36.12075062501761,8.056791637464789,0.0,346,,,3838484.0,293746.0,1524283.0,3411.985777777778,261.10755555555556,1354.9182222222223
5726,karnataka,chikkaballapura,2009,Rabi,maize,1330.0,4393.0,3.3030075187969925,65.54386986097384,65.18659384503448,11.842185588413791,616.7846687763175,342,840.0,,9856970.0,2154354.0,7702616.0,2984.2408604598227,652.2401138174368,2332.000746642386
5727,karnataka,chikkaballapura,2009,Rabi,ragi,138.0,285.0,2.065217391304348,54.64337994014009,53.890685505394735,15.788533463932364,1705.5741844947736,328,840.0,,4363794.0,4057632.0,30222.0,2112.994989473684,1964.7481263157892,14.633810526315788
5728,karnataka,chikkaballapura,2009,Rabi,rice,710.0,1761.0,2.480281690140845,114.0168318014219,86.47192648152777,38.11397961484373,2941.6685057114314,345,1000.0,,24498964.0,1566712.0,22932252.0,9877.492583759227,631.6669619534356,9245.825621805792
5729,karnataka,chikkaballapura,2010,Rabi,maize,2620.0,6759.0,2.579770992366412,57.564818146456965,51.39770781944905,21.34464014254071,1141.9918174743757,342,880.0,,9856970.0,2154354.0,7702616.0,3820.870158307442,835.0950554815802,2985.775102825862
5730,karnataka,chikkaballapura,2010,Rabi,ragi,283.0,580.0,2.049469964664311,38.13789219165735,46.92109446141837,9.196505759461491,1050.5528386778187,328,880.0,,4363794.0,4057632.0,30222.0,2129.2305206896553,1979.8445793103451,14.746251724137933
5731,karnataka,chikkaballapura,2010,Rabi,rice,3067.0,7856.0,2.5614607107923053,119.37566201321252,88.36475266615795,65.03878535446235,1106.2691888148097,345,1000.0,,24498964.0,1566712.0,22932252.0,9564.450431262729,611.6478747454175,8952.802556517312
5732,karnataka,chikballapura,2011,Rabi,maize,1364.0,5864.0,4.299120234604105,154.04348860328588,134.46595032309966,23.39952950740416,1058.4605660777656,342,980.0,,9856970.0,2154354.0,7702616.0,2292.787701227831,501.11508458390176,1791.6726166439291
5733,karnataka,chikkaballapura,2011,Rabi,ragi,230.0,445.0,1.934782608695652,51.99886671746591,36.73542064049026,4.550750930732449,1079.467333709044,328,1050.0,,4363794.0,4057632.0,30222.0,2255.4440898876405,2097.2030561797756,15.6203595505618
5734,karnataka,chikballapura,2011,Rabi,rice,470.0,1594.0,3.391489361702128,185.0,180.0,140.0,0.0,345,1095.0,,24498964.0,1566712.0,22932252.0,7223.65939774153,461.95397741530735,6761.705420326222
5735,karnataka,chikballapura,2012,Rabi,maize,1079.0,4718.0,4.3725671918443005,183.517545239117,103.37021204925053,33.1314841222998,672.0282606724845,342,1175.0,26681.99,9856970.0,2154354.0,7702616.0,2254.275250105977,492.69774607884693,1761.57750402713
5736,karnataka,chikballapura,2012,Rabi,ragi,279.0,410.0,1.4695340501792116,43.5633608831405,94.6404958677686,0.0,0.0,328,1500.0,27245.84,4363794.0,4057632.0,30222.0,2969.5085999999997,2761.1690926829265,20.56570243902439
5737,karnataka,chikballapura,2012,Rabi,rice,133.0,422.0,3.172932330827068,307.5,250.0,250.0,5000.0,345,1265.0,43324.0,24498964.0,1566712.0,22932252.0,7721.237469194312,493.77416113744073,7227.463308056872
5738,karnataka,chikballapura,2013,Rabi,maize,499.0,1632.0,3.270541082164329,165.28193930064256,99.15456785287122,15.709912535794572,1580.7897936342388,342,1310.0,,9856970.0,2154354.0,7702616.0,3013.8652144607845,658.7148566176471,2355.1503578431375
5739,karnataka,chikballapura,2013,Rabi,ragi,57.0,89.0,1.5614035087719298,73.75,63.75,63.75,0.0,328,1500.0,,4363794.0,4057632.0,30222.0,2794.789415730337,2598.7081348314605,19.355662921348316
5740,karnataka,chikkaballapura,2013,Rabi,rice,9.0,26.0,2.888888888888889,152.80549257118415,97.44340129205636,81.56319157214493,1032.8570248817705,345,1327.5,,24498964.0,1566712.0,22932252.0,8480.410615384615,542.3233846153846,7938.087230769232
5741,karnataka,chikballapura,2014,Rabi,maize,718.0,2290.0,3.1894150417827296,253.0333419561741,484.1681961344249,0.0,1904.212062907658,342,1310.0,30760.69,9856970.0,2154354.0,7702616.0,3090.5259650655025,675.4699441048035,2415.056020960699
5742,karnataka,chikballapura,2014,Rabi,ragi,182.0,316.0,1.7362637362637363,67.09632334823344,46.30426758166411,0.0,5172.306800743497,328,1550.0,,4363794.0,4057632.0,30222.0,2513.3243924050635,2336.990582278481,17.406341772151897
5743,karnataka,chikkaballapura,2014,Rabi,rice,15.0,27.0,1.8,112.46161136621237,69.0504688108732,41.28943440940915,2647.8883587002933,345,1380.0,48704.2,24498964.0,1566712.0,22932252.0,13610.535555555556,870.3955555555556,12740.14
5744,karnataka,chikballapura,2015,Rabi,maize,970.0,3393.0,3.497938144329897,84.64790985282609,61.13177898466057,0.0,0.0,342,1325.0,35269.82,9856970.0,2154354.0,7702616.0,2817.937194223401,615.8925375773651,2202.044656646036
5745,karnataka,chikballapura,2015,Rabi,ragi,199.0,340.0,1.7085427135678393,69.42852085101696,41.958267806677966,0.0,0.0,328,1650.0,,4363794.0,4057632.0,30222.0,2554.102958823529,2374.9081411764705,17.68875882352941
5746,karnataka,chikkaballapura,2015,Rabi,rice,117.0,273.0,2.333333333333333,85.40888339393001,65.22771096964624,47.10898802515784,4840.487168421645,345,1430.0,52392.87,24498964.0,1566712.0,22932252.0,10499.556,671.4480000000001,9828.108000000002
5747,karnataka,chikkaballapura,2016,Rabi,maize,992.0,6179.0,6.22883064516129,82.98630422936883,61.51958417208535,16.28545939549671,243.5510428100988,342,1365.0,42557.14,9856970.0,2154354.0,7702616.0,1582.4751966337597,345.86812882343423,1236.6070678103254
5748,karnataka,chikkaballapura,2016,Rabi,ragi,556.0,749.0,1.3471223021582734,40.51348628271028,38.639005699217286,1.086854672353972,928.7614882061916,328,1725.0,46718.91,4363794.0,4057632.0,30222.0,3239.3450787716956,3012.0739546061413,22.43448865153538
5749,karnataka,chikkaballapura,2016,Rabi,rice,14.0,40.0,2.857142857142857,67.07482277958728,54.06948788651152,15.642093890555726,2694.869720916636,345,1490.0,73998.04,24498964.0,1566712.0,22932252.0,8574.6374,548.3492,8026.288199999999
5750,karnataka,chikballapura,2017,Rabi,maize,696.0,2979.0,4.280172413793103,50.08271935192558,68.23950969351175,4.498623949738904,0.0,342,1425.0,36514.27,9856970.0,2154354.0,7702616.0,2302.937603222558,503.33346223564956,1799.6041409869085
