,state,district,crop,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
757,haryana,hisar,jowar,94.0,0.0,0.0
758,haryana,hisar,rice,84400.0,215500.0,2.909090909090909
759,haryana,jhajjar,Maize,200.0,600.0,3.0
760,haryana,jhajjar,bajra,45629.0,92000.0,2.421052631578948
761,haryana,jhajjar,jowar,35738.0,12000.0,0.5714285714285714
762,haryana,jhajjar,rice,50900.0,130400.0,2.9302899444787167
763,haryana,jind,Maize,1000.0,2000.0,4.19287211740042
764,haryana,jind,bajra,55722.0,130000.0,2.3330103011377914
765,haryana,jind,jowar,3000.0,1000.0,0.6666666666666666
766,haryana,jind,rice,145800.0,431300.0,2.958161865569273
767,haryana,kaithal,Maize,1000.0,2000.0,2.833333333333333
768,haryana,kaithal,bajra,13944.0,46000.0,3.2989099254159493
769,haryana,kaithal,jowar,156.0,20.0,0.6666666666666666
770,haryana,kaithal,rice,174300.0,643000.0,3.864182692307693
771,haryana,karnal,Maize,1000.0,3000.0,6.968641114982578
772,haryana,karnal,bajra,2831.0,9000.0,3.663003663003663
773,haryana,karnal,jowar,3965.0,1000.0,1.0
774,haryana,karnal,rice,180700.0,679400.0,3.798850574712644
775,haryana,kurukshetra,Maize,1300.0,4000.0,6.557377049180328
776,haryana,kurukshetra,bajra,141.0,0.0,0.0
777,haryana,kurukshetra,jowar,2000.0,1100.0,0.55
778,haryana,kurukshetra,rice,131000.0,542400.0,4.482644628099173
779,haryana,mahendragarh,Maize,5.0,0.0,0.0
780,haryana,mahendragarh,bajra,113500.0,282800.0,2.4916299559471367
781,haryana,mahendragarh,jowar,200.0,100.0,1.0
782,haryana,mewat,Maize,30.0,90.0,3.0
783,haryana,mewat,bajra,30100.0,83200.0,2.764119601328904
784,haryana,mewat,jowar,14036.0,6180.0,0.5714285714285714
785,haryana,mewat,rice,11200.0,32400.0,3.209084176746482
786,haryana,palwal,Maize,52.0,200.0,3.8461538461538463
787,haryana,palwal,bajra,11300.0,27900.0,2.7142857142857144
788,haryana,palwal,jowar,9199.0,5000.0,0.5435373410153278
789,haryana,palwal,rice,37300.0,109000.0,2.9222520107238608
790,haryana,panchkula,Maize,10543.0,25000.0,3.159090909090909
791,haryana,panchkula,bajra,1329.0,3000.0,6.315789473684211
792,haryana,panchkula,jowar,4606.0,3000.0,1.524390243902439
793,haryana,panchkula,rice,12900.0,46100.0,3.909090909090909
794,haryana,panipat,Maize,106.0,60.0,3.0
795,haryana,panipat,bajra,1000.0,3000.0,4.261363636363637
796,haryana,panipat,jowar,342.0,10.0,1.0
797,haryana,panipat,rice,86000.0,266300.0,3.0965116279069766
798,haryana,rewari,Maize,1.0,0.0,0.0
799,haryana,rewari,bajra,68000.0,148700.0,2.342330858217279
800,haryana,rewari,jowar,2010.0,1000.0,2.066115702479338
801,haryana,rewari,rice,3298.0,9000.0,6.315789473684211
802,haryana,rohtak,Maize,1000.0,3000.0,4.3604651162790695
803,haryana,rohtak,bajra,22753.0,43000.0,2.25
804,haryana,rohtak,jowar,28054.0,10000.0,0.5333333333333333
805,haryana,rohtak,rice,67000.0,163900.0,2.7291666666666665
806,haryana,sirsa,Maize,300.0,900.0,3.333333333333333
807,haryana,sirsa,bajra,8177.0,19000.0,3.446399419553782
808,haryana,sirsa,jowar,60.0,30.0,0.5
809,haryana,sirsa,rice,104200.0,322600.0,3.927536231884058
810,haryana,sonipat,Maize,1200.0,3000.0,6.036217303822937
811,haryana,sonipat,bajra,13301.0,27000.0,2.567164179104477
812,haryana,sonipat,jowar,15000.0,6000.0,0.5555555555555556
813,haryana,sonipat,rice,116100.0,314000.0,2.9074074074074074
814,haryana,yamunanagar,Maize,3000.0,7000.0,4.791666666666667
815,haryana,yamunanagar,bajra,1498.0,2000.0,3.3444816053511706
816,haryana,yamunanagar,rice,84500.0,358200.0,4.23905325443787
817,himachal pradesh,bilaspur,Maize,30985.0,70920.0,2.8181892366069605
818,himachal pradesh,bilaspur,bajra,147.0,74.0,1.0
819,himachal pradesh,bilaspur,jowar,4.0,0.1,0.025
820,himachal pradesh,bilaspur,ragi,17.0,21.0,1.2352941176470589
821,himachal pradesh,bilaspur,rice,2123.0,4768.0,2.5950134770889486
822,himachal pradesh,chamba,Maize,29233.0,98789.0,3.693046728971962
823,himachal pradesh,chamba,bajra,109.0,51.0,1.0
824,himachal pradesh,chamba,jowar,1.0,0.1,0.1
825,himachal pradesh,chamba,ragi,22.0,22.0,1.0
826,himachal pradesh,chamba,rice,2990.0,4996.0,1.780470420527441
827,himachal pradesh,hamirpur,Maize,33223.0,88041.0,2.6500015049814887
828,himachal pradesh,hamirpur,bajra,241.0,118.0,1.0
829,himachal pradesh,hamirpur,ragi,7.0,7.0,1.0
830,himachal pradesh,hamirpur,rice,4627.0,4040.0,1.610128617363344
831,himachal pradesh,kangra,Maize,58951.0,136597.0,2.4200017716361057
832,himachal pradesh,kangra,bajra,555.0,284.0,1.0266666666666666
833,himachal pradesh,kangra,jowar,282.0,89.0,0.3156028368794326
834,himachal pradesh,kangra,ragi,20.0,13.0,1.0
835,himachal pradesh,kangra,rice,38334.0,63082.0,1.6924769263790511
836,himachal pradesh,kinnaur,Maize,428.0,1046.0,3.283505154639175
837,himachal pradesh,kinnaur,ragi,109.0,115.0,1.3333333333333333
838,himachal pradesh,kinnaur,rice,31.0,49.0,1.7142857142857142
839,himachal pradesh,kullu,Maize,17409.0,59115.0,3.925038178075825
840,himachal pradesh,kullu,ragi,408.0,308.0,0.9818181818181818
841,himachal pradesh,kullu,rice,1719.0,2776.0,1.6630012936610608
842,himachal pradesh,lahul and spiti,Maize,85.0,156.0,2.761904761904762
843,himachal pradesh,mandi,Maize,50290.0,155524.0,3.332561926802091
844,himachal pradesh,mandi,bajra,268.0,139.0,1.0
845,himachal pradesh,mandi,ragi,1182.0,996.0,1.2097560975609756
846,himachal pradesh,mandi,rice,20942.0,33767.0,1.7330870712401056
847,himachal pradesh,shimla,Maize,17284.0,43322.0,3.13162024323264
848,himachal pradesh,shimla,bajra,334.0,164.0,2.0
849,himachal pradesh,shimla,ragi,1335.0,2001.0,1.6861377506538795
850,himachal pradesh,shimla,rice,3087.0,3722.0,1.2843340234644582
851,himachal pradesh,sirmaur,Maize,25084.0,77137.0,3.3048616448885477
852,himachal pradesh,sirmaur,bajra,291.0,161.0,1.0
853,himachal pradesh,sirmaur,ragi,420.0,411.0,0.9785714285714284
854,himachal pradesh,sirmaur,rice,6555.0,12805.0,2.2728079517216897
855,himachal pradesh,solan,Maize,24421.0,73279.0,3.501313966266902
856,himachal pradesh,solan,bajra,60.0,33.0,6.0
857,himachal pradesh,solan,rice,5355.0,10968.0,2.773269084453462
858,himachal pradesh,una,Maize,39655.0,89057.0,2.9969376766725
859,himachal pradesh,una,bajra,490.0,245.0,0.5
860,himachal pradesh,una,rice,3248.0,7795.0,2.5398886827458256
861,jammu and kashmir,anantnag,Maize,25686.0,31810.0,2.531316245904798
862,jammu and kashmir,anantnag,rice,41279.0,117980.0,3.075075440067058
863,jammu and kashmir,badgam,Maize,16619.0,27414.0,2.014413177762526
864,jammu and kashmir,badgam,rice,31803.0,73416.0,2.8214311777822827
865,jammu and kashmir,bandipora,Maize,6653.0,14323.0,2.159354741444293
866,jammu and kashmir,bandipora,bajra,12.0,3.5,0.2916666666666667
867,jammu and kashmir,bandipora,ragi,59.0,35.4,0.6000000000000001
868,jammu and kashmir,bandipora,rice,12942.0,41760.666,3.22675521557719
869,jammu and kashmir,baramulla,Maize,32436.0,50110.0,2.4364272864297174
870,jammu and kashmir,baramulla,rice,34304.0,77878.9,2.898861277590996
871,jammu and kashmir,baramulla,wheat,197.0,30.6,0.1553299492385786
872,jammu and kashmir,doda,Maize,52051.0,89040.0,1.711059435598297
873,jammu and kashmir,doda,bajra,238.0,124.0,0.6000000000000001
874,jammu and kashmir,doda,barley,37.0,11.4,0.6
875,jammu and kashmir,doda,rice,4203.0,7455.0,2.155810419681621
876,jammu and kashmir,doda,wheat,239.0,28.8,0.1205020920502092
877,jammu and kashmir,ganderbal,Maize,4556.0,7250.0,1.7504985044865404
878,jammu and kashmir,ganderbal,barley,23.0,8.1,0.40625
879,jammu and kashmir,ganderbal,rice,8363.0,24385.33,3.148119029176349
880,jammu and kashmir,jammu,Maize,28555.0,71436.0,2.9503159459794324
881,jammu and kashmir,jammu,bajra,14470.0,8670.0,0.5991706979958535
882,jammu and kashmir,jammu,barley,124.0,43.7,0.3524193548387097
883,jammu and kashmir,jammu,jowar,5977.0,3586.0,0.6
884,jammu and kashmir,jammu,rice,79153.0,167348.0,2.600671349536893
885,jammu and kashmir,kathua,Maize,24802.0,62181.1,3.503752746943145
886,jammu and kashmir,kathua,bajra,3909.0,2150.0,0.5503166783954961
887,jammu and kashmir,kathua,barley,48.0,16.900000000000002,0.3666666666666667
888,jammu and kashmir,kathua,jowar,1175.0,293.3,0.2496170212765957
889,jammu and kashmir,kathua,rice,36591.0,85781.6,2.5285659543109804
890,jammu and kashmir,kishtwar,Maize,13104.0,23567.0,1.938075657894737
891,jammu and kashmir,kishtwar,bajra,567.0,199.2,0.3513227513227513
892,jammu and kashmir,kishtwar,barley,71.0,23.5,0.352
893,jammu and kashmir,kishtwar,ragi,178.0,89.6,0.5033707865168539
894,jammu and kashmir,kishtwar,rice,1729.0,3512.0,2.941252991452992
895,jammu and kashmir,kishtwar,wheat,20.0,2.4,0.12
896,jammu and kashmir,kulgam,Maize,4928.0,12629.0,3.505134610047183
897,jammu and kashmir,kulgam,rice,19537.0,49531.3,3.3689432651485918
898,jammu and kashmir,kupwara,Maize,26643.0,34534.0,1.919195287317995
899,jammu and kashmir,kupwara,bajra,45.0,27.0,0.6
900,jammu and kashmir,kupwara,rice,17680.0,66244.0,3.764077504403659
901,jammu and kashmir,poonch,Maize,24201.0,79880.0,3.358984062907363
902,jammu and kashmir,poonch,rice,3682.0,6861.1,2.4186467468175388
903,jammu and kashmir,pulwama,Maize,12564.0,13600.0,2.0209406110538963
904,jammu and kashmir,pulwama,rice,26296.0,60261.0,2.9307237278928
905,jammu and kashmir,rajauri,Maize,47978.0,137275.0,3.0345734686208194
906,jammu and kashmir,rajauri,bajra,733.0,493.0,0.6742268041237114
907,jammu and kashmir,rajauri,barley,414.0,144.9,0.3505154639175257
908,jammu and kashmir,rajauri,jowar,243.0,145.8,0.6000000000000001
909,jammu and kashmir,rajauri,rice,15684.0,24853.0,1.909344262295082
910,jammu and kashmir,ramban,Maize,18360.0,32005.0,1.88010338953181
911,jammu and kashmir,ramban,rice,6043.0,9775.3,3.2852092352092352
912,jammu and kashmir,reasi,Maize,23540.0,42640.0,1.9385103489953168
913,jammu and kashmir,reasi,bajra,896.0,546.2,0.6096385542168675
914,jammu and kashmir,reasi,barley,47.0,12.3,0.3526315789473684
915,jammu and kashmir,reasi,rice,5824.0,9297.33,1.646107843137255
916,jammu and kashmir,samba,Maize,6320.0,10674.0,2.337595334230597
917,jammu and kashmir,samba,bajra,6450.0,3835.6,0.5991336633663366
918,jammu and kashmir,samba,barley,544.0,142.6,0.35
919,jammu and kashmir,samba,jowar,63.0,37.6,0.5968253968253968
920,jammu and kashmir,samba,rice,19328.0,33182.466,1.9255916751082047
921,jammu and kashmir,shopian,Maize,2208.0,2283.0,1.909433962264151
922,jammu and kashmir,shopian,rice,556.0,1838.6,3.572182410423453
923,jammu and kashmir,srinagar,Maize,5344.0,6990.0,1.907216494845361
924,jammu and kashmir,srinagar,rice,12458.0,35813.0,3.195526162225248
925,jammu and kashmir,udhampur,Maize,63639.0,124240.0,2.64323684138045
926,jammu and kashmir,udhampur,bajra,3306.0,1983.6,0.7366771159874608
927,jammu and kashmir,udhampur,barley,643.0,226.7,0.3525660964230171
928,jammu and kashmir,udhampur,ragi,1.0,0.6000000000000001,0.6000000000000001
929,jammu and kashmir,udhampur,rice,29743.0,34078.0,1.7503823423423424
930,jharkhand,bokaro,Maize,7524.0,21718.0,2.950013583265417
931,jharkhand,bokaro,bajra,85.0,77.0,0.9058823529411764
932,jharkhand,bokaro,jowar,150.0,287.0,3.5
933,jharkhand,bokaro,ragi,2166.16,1547.0,2.2007042253521125
934,jharkhand,bokaro,rice,41752.35,90554.0,2.6666470345721187
935,jharkhand,chatra,Maize,9813.0,41807.0,5.077978865541115
936,jharkhand,chatra,jowar,130.0,62.0,0.4857142857142857
937,jharkhand,chatra,ragi,732.0,1069.0,1.460382513661202
938,jharkhand,chatra,rice,36170.0,98902.0,3.349998306405176
939,jharkhand,chatra,wheat,4714.0,12723.0,2.698981756470089
940,jharkhand,deoghar,Maize,14450.0,26790.0,3.2969602494154326
941,jharkhand,deoghar,ragi,55.98,44.0,1.0
942,jharkhand,deoghar,rice,67317.4,139608.0,3.750014915577829
943,jharkhand,dhanbad,Maize,2482.0,6205.0,5.634091374718295
944,jharkhand,dhanbad,bajra,14.0,8.0,0.5714285714285714
945,jharkhand,dhanbad,jowar,117.0,70.0,0.5982905982905983
946,jharkhand,dhanbad,ragi,292.0,201.0,1.1971268954509178
947,jharkhand,dhanbad,rice,42070.0,90131.0,2.836002643088638
948,jharkhand,dumka,Maize,22152.0,64530.0,3.4959816303099887
949,jharkhand,dumka,bajra,67.0,52.0,0.7761194029850746
950,jharkhand,dumka,jowar,147.0,98.0,0.6796116504854369
951,jharkhand,dumka,ragi,1690.0,1208.0,1.16
952,jharkhand,dumka,rice,109874.0,270836.0,2.8899962652723685
953,jharkhand,east singhbum,Maize,11111.0,17000.0,2.273567764860997
954,jharkhand,east singhbum,bajra,333.0,180.0,0.5405405405405406
955,jharkhand,east singhbum,jowar,800.0,448.0,0.58
956,jharkhand,east singhbum,ragi,5.85,5.0,0.8547008547008548
957,jharkhand,east singhbum,rice,291648.51,277288.0,3.2
958,jharkhand,east singhbum,wheat,952.0,1237.0,1.2993697478991597
959,jharkhand,garhwa,Maize,22627.0,44469.0,2.396992238033635
960,jharkhand,garhwa,jowar,649.0,325.0,0.5007704160246533
961,jharkhand,garhwa,ragi,566.14,461.0,1.1646341463414631
962,jharkhand,garhwa,rice,50969.0,106689.0,2.65
963,jharkhand,giridih,Maize,20873.0,45517.0,2.2849899598393573
964,jharkhand,giridih,bajra,22.0,17.0,1.0
965,jharkhand,giridih,jowar,408.0,483.0,1.2086092715231789
966,jharkhand,giridih,ragi,7227.08,3719.0,1.7417980001405051
967,jharkhand,giridih,rice,79708.0,210075.0,3.345995795107034
968,jharkhand,giridih,wheat,3232.0,3920.0,1.2128712871287128
969,jharkhand,godda,Maize,13563.0,27194.0,2.6340954352878567
970,jharkhand,godda,bajra,17.0,9.0,0.5294117647058824
971,jharkhand,godda,jowar,48.0,25.0,0.5208333333333334
972,jharkhand,godda,ragi,198.54,157.0,1.0916666666666666
973,jharkhand,godda,rice,52947.86,100850.0,2.1664876476906554
974,jharkhand,gumla,Maize,7577.0,18852.0,2.805209513023782
975,jharkhand,gumla,jowar,65.0,39.0,0.6
976,jharkhand,gumla,ragi,20190.6,18999.52,2.420999515787864
977,jharkhand,gumla,rice,213004.0,410442.66,2.3520002835187035
978,jharkhand,gumla,wheat,836.0,1101.0,1.3169856459330145
979,jharkhand,hazaribagh,Maize,12380.0,30207.0,2.5
980,jharkhand,hazaribagh,bajra,13.0,7.0,0.5384615384615384
981,jharkhand,hazaribagh,jowar,50.0,35.0,0.7
982,jharkhand,hazaribagh,ragi,3434.22,3657.44,1.2078305836000984
983,jharkhand,hazaribagh,rice,80976.0,137663.0,2.540001476069228
984,jharkhand,hazaribagh,wheat,4325.0,8395.0,1.9410404624277455
985,jharkhand,jamtara,Maize,13345.0,33363.0,2.500037467216186
986,jharkhand,jamtara,bajra,2.0,1.0,0.5
987,jharkhand,jamtara,jowar,80.0,96.0,1.6666666666666667
988,jharkhand,jamtara,ragi,107.37,778.0,7.553398058252427
989,jharkhand,jamtara,rice,54830.0,132798.0,2.745003598516304
990,jharkhand,khunti,Maize,3744.0,8705.0,2.400055141990626
991,jharkhand,khunti,bajra,20.0,12.0,0.6
992,jharkhand,khunti,jowar,54.0,37.0,1.1666666666666667
993,jharkhand,khunti,ragi,3635.0,6337.0,1.9001499250374811
994,jharkhand,khunti,rice,76000.0,173034.0,2.7999935272986183
995,jharkhand,khunti,wheat,459.0,547.0,1.1917211328976034
996,jharkhand,koderma,Maize,8453.0,16906.0,2.0
997,jharkhand,koderma,bajra,5.0,3.0,0.6
998,jharkhand,koderma,jowar,78.0,39.0,0.5217391304347826
999,jharkhand,koderma,ragi,1451.12,2041.73,1.4070028667511991
1000,jharkhand,koderma,rice,18345.0,30720.0,2.5
1001,jharkhand,koderma,wheat,1252.0,1621.0,1.2947284345047922
1002,jharkhand,latehar,Maize,19100.0,30636.0,2.888009049773756
1003,jharkhand,latehar,jowar,110.0,38.0,0.3454545454545454
1004,jharkhand,latehar,ragi,609.16,639.0,1.1607843137254903
1005,jharkhand,latehar,rice,30099.04,83163.0,2.899989538654671
1006,jharkhand,lohardaga,Maize,6464.0,19663.0,3.308040770101925
1007,jharkhand,lohardaga,jowar,20.0,12.0,0.6
1008,jharkhand,lohardaga,ragi,2707.11,2137.0,1.241864555848725
1009,jharkhand,lohardaga,rice,53169.37,186140.0,3.500887823195949
1010,jharkhand,lohardaga,wheat,2662.0,4895.0,1.838842975206612
1011,jharkhand,pakur,Maize,10735.0,21470.0,2.287878787878788
1012,jharkhand,pakur,jowar,167.0,125.0,0.75
1013,jharkhand,pakur,ragi,8.67,7.0,1.0
1014,jharkhand,pakur,rice,419831.52,517772.0533,2.7857495064284685
1015,jharkhand,palamu,Maize,27520.0,57792.0,2.748977681430753
1016,jharkhand,palamu,bajra,5.0,3.0,0.6
1017,jharkhand,palamu,jowar,23.0,16.0,0.6956521739130435
1018,jharkhand,palamu,ragi,844.0,710.97,1.1649484536082475
1019,jharkhand,palamu,rice,55886.97,153689.33,4.913415578814643
1020,jharkhand,ramgarh,Maize,10032.0,25080.0,2.5
1021,jharkhand,ramgarh,bajra,9.0,5.0,0.5555555555555556
1022,jharkhand,ramgarh,jowar,190.0,129.0,0.6923076923076923
1023,jharkhand,ramgarh,ragi,620.0,428.0,1.483952605544691
1024,jharkhand,ramgarh,rice,38087.0,69894.0,3.178012179208352
1025,jharkhand,ramgarh,wheat,630.0,1121.0,1.7793650793650793
1026,jharkhand,ranchi,Maize,11287.0,29651.0,3.423112767940354
1027,jharkhand,ranchi,jowar,51.0,26.0,0.5098039215686274
1028,jharkhand,ranchi,ragi,25469.7,17064.7,1.23805032940043
1029,jharkhand,ranchi,rice,250449.15,464849.99,3.242000398485754
1030,jharkhand,ranchi,wheat,2305.0,4813.0,2.0880694143167027
1031,jharkhand,sahebganj,Maize,14700.0,33003.0,3.0530064754856614
1032,jharkhand,sahebganj,bajra,13.0,9.0,0.6923076923076923
1033,jharkhand,sahebganj,jowar,42.0,27.0,0.6666666666666666
1034,jharkhand,sahebganj,ragi,24.0,19.0,0.7916666666666666
1035,jharkhand,sahebganj,rice,70795.79,135378.0,3.1099931082012406
1036,jharkhand,saraikela kharsawan,Maize,6805.0,14291.0,2.100073475385746
1037,jharkhand,saraikela kharsawan,bajra,112.0,78.0,0.6964285714285714
1038,jharkhand,saraikela kharsawan,jowar,591.0,473.0,0.8003384094754653
1039,jharkhand,saraikela kharsawan,ragi,842.88,667.0,0.7913344722854974
1040,jharkhand,saraikela kharsawan,rice,97807.0,208654.0,2.3
1041,jharkhand,saraikela kharsawan,wheat,348.0,474.0,1.362068965517241
1042,jharkhand,simdega,Maize,8000.0,20000.0,2.7697841726618706
1043,jharkhand,simdega,bajra,20.0,15.0,0.75
1044,jharkhand,simdega,jowar,30.0,18.0,0.6
1045,jharkhand,simdega,ragi,12821.47,10487.96,1.2839616995810892
1046,jharkhand,simdega,rice,95953.45,249777.0,3.0
1047,jharkhand,simdega,wheat,57.0,52.0,0.912280701754386
1048,jharkhand,west singhbhum,Maize,7892.0,9154.0,1.711963589076723
1049,jharkhand,west singhbhum,bajra,36.0,15.0,0.4285714285714285
1050,jharkhand,west singhbhum,jowar,287.0,134.0,0.4668989547038327
1051,jharkhand,west singhbhum,ragi,2465.0,1444.0,1.1612903225806452
1052,jharkhand,west singhbhum,rice,181299.0,308732.0,1.9860022900665149
1053,jharkhand,west singhbhum,wheat,1376.0,1617.0,1.1751453488372092
1054,karnataka,bagalkote,Maize,60240.0,242030.0,4.569490957803081
1055,karnataka,bagalkote,bajra,51037.0,69104.0,1.6558598710852324
1056,karnataka,bagalkote,jowar,12363.0,27092.0,3.0451977401129944
1057,karnataka,bagalkote,ragi,46.0,80.0,1.7391304347826086
1058,karnataka,bagalkote,rice,197.0,411.0,3.2151898734177213
1059,karnataka,ballari,Maize,188994.0,665405.0,3.850347277450824
1060,karnataka,ballari,bajra,31500.0,47192.0,1.843961952026468
1061,karnataka,ballari,jowar,55896.0,98268.0,2.613480662983425
1062,karnataka,ballari,ragi,17185.0,13590.0,1.3838124572210817
1063,karnataka,ballari,rice,105813.0,427823.0,4.342447005556699
1064,karnataka,bangalore rural,Maize,14695.0,66335.0,5.2753981600553965
1065,karnataka,bangalore rural,bajra,33.0,19.0,2.0
1066,karnataka,bangalore rural,jowar,3250.0,4282.0,1.3717948717948718
1067,karnataka,bangalore rural,ragi,147095.0,346941.0,2.622760488993102
1068,karnataka,bangalore rural,rice,14828.0,39567.0,4.4270000000000005
1069,karnataka,belagavi,Maize,138709.0,488666.0,4.598949706369523
1070,karnataka,belagavi,bajra,42290.0,20594.0,1.2103572346440503
1071,karnataka,belagavi,jowar,58038.0,92470.0,2.3398273540825216
1072,karnataka,belagavi,ragi,14499.0,3103.0,1.3787528868360277
1073,karnataka,belagavi,rice,71730.0,176688.0,2.947846107644566
1074,karnataka,bengaluru urban,Maize,5972.0,16426.0,6.692715870718765
1075,karnataka,bengaluru urban,bajra,16.0,17.0,1.6666666666666667
1076,karnataka,bengaluru urban,jowar,1960.0,2583.0,1.4225352112676055
1077,karnataka,bengaluru urban,ragi,178931.0,309672.0,3.152092239927452
1078,karnataka,bengaluru urban,rice,5124.0,14255.0,3.910994764397906
1079,karnataka,bidar,Maize,2145.0,8359.0,3.896969696969697
1080,karnataka,bidar,bajra,14756.0,9804.0,1.450655021834061
1081,karnataka,bidar,jowar,85602.0,115225.0,1.976934048099149
1082,karnataka,bidar,ragi,36.0,63.0,1.75
1083,karnataka,bidar,rice,11483.0,10428.0,1.8644400785854616
1084,karnataka,chamarajanagara,Maize,36353.0,149109.0,5.116707782013904
1085,karnataka,chamarajanagara,bajra,1704.0,2985.0,2.306214689265537
1086,karnataka,chamarajanagara,jowar,27540.0,32609.0,1.2126812941613982
1087,karnataka,chamarajanagara,ragi,24133.0,48314.0,2.408234473133287
1088,karnataka,chamarajanagara,rice,16603.0,55778.0,3.718285447636824
1089,karnataka,chikkaballapura,Maize,64454.0,261726.0,4.450743984355072
1090,karnataka,chikkaballapura,bajra,843.0,1001.0,1.5943396226415094
1091,karnataka,chikkaballapura,jowar,14887.0,20422.0,1.6226497595102756
1092,karnataka,chikkaballapura,ragi,48262.0,110404.0,2.2875968671004103
1093,karnataka,chikkaballapura,rice,6599.0,21666.0,3.326359832635984
1094,karnataka,chikkamagaluru,Maize,28467.0,100251.0,3.8893698893698896
1095,karnataka,chikkamagaluru,bajra,34.0,31.0,1.0869565217391304
1096,karnataka,chikkamagaluru,jowar,7927.0,10074.0,1.270846474075943
1097,karnataka,chikkamagaluru,ragi,65128.0,116628.0,1.7907505220488884
1098,karnataka,chikkamagaluru,rice,48320.0,114524.0,2.7521616835086986
1099,karnataka,chitradurga,Maize,109411.0,317040.0,4.163853902628019
1100,karnataka,chitradurga,bajra,8649.0,6113.0,1.0384407146724417
1101,karnataka,chitradurga,jowar,26982.0,43938.0,1.7220045370179418
1102,karnataka,chitradurga,ragi,76547.0,124206.0,1.8971589676859684
1103,karnataka,chitradurga,rice,39725.0,136465.0,3.435242290748899
1104,karnataka,dakshina kannada,bajra,8.0,9.0,1.125
1105,karnataka,dakshina kannada,rice,92885.0,180119.0,3.114085494043448
1106,karnataka,davangere,Maize,187911.0,810817.0,4.314899074561894
1107,karnataka,davangere,bajra,1562.0,2327.0,1.4989323843416371
1108,karnataka,davangere,jowar,46262.0,110135.0,2.4898953705030817
1109,karnataka,davangere,ragi,44856.0,76013.0,2.018401486988848
1110,karnataka,davangere,rice,78404.0,278618.0,3.8446508162110695
1111,karnataka,dharwad,Maize,109236.0,281572.0,3.988302289048474
1112,karnataka,dharwad,bajra,1581.0,564.0,1.125
1113,karnataka,dharwad,jowar,62307.0,81074.0,1.3012021121222337
1114,karnataka,dharwad,ragi,5389.0,3889.0,2.0
1115,karnataka,dharwad,rice,89655.0,103406.0,1.7437045109562916
1116,karnataka,gadag,Maize,72737.0,193204.0,4.461798227100042
1117,karnataka,gadag,bajra,3617.0,3198.0,1.64
1118,karnataka,gadag,jowar,14575.0,20141.0,1.8068716094032549
1119,karnataka,gadag,ragi,101.0,135.0,2.0
1120,karnataka,gadag,rice,3222.0,9526.0,4.44612885760693
1121,karnataka,hassan,Maize,97727.0,522850.0,6.403002804413584
1122,karnataka,hassan,bajra,96.0,94.0,1.186046511627907
1123,karnataka,hassan,jowar,15903.0,15682.0,1.9911242603550297
1124,karnataka,hassan,ragi,115642.0,238532.0,2.603947425876599
1125,karnataka,hassan,rice,55878.0,153841.0,3.214788732394366
1126,karnataka,haveri,Maize,204680.0,721458.0,4.242697607132146
1127,karnataka,haveri,bajra,892.0,589.0,1.0952380952380951
1128,karnataka,haveri,jowar,33309.0,63708.0,2.177243046285941
1129,karnataka,haveri,ragi,4756.0,4897.0,1.601897284919856
1130,karnataka,haveri,rice,56369.0,112869.0,2.4823532360756
1131,karnataka,kalaburagi,Maize,5918.0,13977.0,3.8921911421911424
1132,karnataka,kalaburagi,bajra,86296.0,77248.0,2.6533885844138485
1133,karnataka,kalaburagi,jowar,17686.0,17321.0,2.834697217675941
1134,karnataka,kalaburagi,ragi,76.0,107.0,1.7540983606557377
1135,karnataka,kalaburagi,rice,52131.0,141389.0,3.890302516256715
1136,karnataka,kodagu,Maize,3880.0,26743.0,7.516301292861158
1137,karnataka,kodagu,bajra,1.0,1.0,1.0
1138,karnataka,kodagu,jowar,339.0,447.0,1.3185840707964602
1139,karnataka,kodagu,ragi,787.0,1333.0,1.9035087719298245
1140,karnataka,kodagu,rice,40092.0,94257.0,2.8775574145439733
1141,karnataka,kolar,Maize,25698.0,60505.0,4.350877192982456
1142,karnataka,kolar,bajra,378.0,138.0,1.0854700854700854
1143,karnataka,kolar,jowar,2247.0,2961.0,1.3722426470588236
1144,karnataka,kolar,ragi,130824.0,241192.0,2.744542540968737
1145,karnataka,kolar,rice,13466.0,34437.0,3.142098273572377
1146,karnataka,koppal,Maize,67180.0,217360.0,4.088821118841132
1147,karnataka,koppal,bajra,105746.0,144472.0,1.824003232078378
1148,karnataka,koppal,jowar,33803.0,32764.0,2.3111259160559627
1149,karnataka,koppal,ragi,77.0,134.0,1.7402597402597402
1150,karnataka,koppal,rice,60971.0,224490.0,4.712939231087226
1151,karnataka,mandya,Maize,7403.0,20923.0,4.092725409836065
1152,karnataka,mandya,bajra,35.0,37.0,1.1
1153,karnataka,mandya,jowar,3968.0,6001.0,1.7565217391304349
1154,karnataka,mandya,ragi,80593.0,156027.0,2.26337855239122
1155,karnataka,mandya,rice,72125.0,243926.75,3.9464970159441344
1156,karnataka,mysuru,Maize,43013.0,162428.0,4.29211199265622
1157,karnataka,mysuru,bajra,365.0,161.0,1.25
1158,karnataka,mysuru,jowar,39698.0,35995.0,1.9624076255756664
1159,karnataka,mysuru,ragi,90302.0,171342.0,2.242966372206963
1160,karnataka,mysuru,rice,110591.0,349693.0,3.39055124976836
