,Target,Source,quantity,year
9320,Other ports of Gujarat,Meghalaya,,2016
9321,Haryana,Meghalaya,,2016
9322,Himachal Pradesh,Meghalaya,,2016
9323,Jammu and Kasmir,Meghalaya,,2016
9324,Jharkhand,Meghalaya,,2016
9325,Karnataka(excluding ports,Meghalaya,,2016
9326,Other ports of Karnataka,Meghalaya,,2016
9327,Kerala(excluding ports),Meghalaya,,2016
9328,Other ports of Kerala,Meghalaya,,2016
9329,Madhya Pradesh,Meghalaya,,2016
9330,Maharashtra(excluding ports),Meghalaya,,2016
9331,Other ports of Maharashtra,Meghalaya,,2016
9332,Manipur,Meghalaya,,2016
9333,Meghalaya,Meghalaya,,2016
9334,Mizoram,Meghalaya,,2016
9335,Nagaland,Meghalaya,,2016
9336,Orissa,Meghalaya,,2016
9337,Pondicheri and Karikal,Meghalaya,,2016
9338,Punjab,Meghalaya,,2016
9339,Rajasthan,Meghalaya,,2016
9340,Tamil Nadu(excluding ports),Meghalaya,,2016
9341,Other ports of Tamil Nadu,Meghalaya,,2016
9342,Tripura,Meghalaya,,2016
9343,Uttaranchal,Meghalaya,,2016
9344,Uttar Pradesh,Meghalaya,,2016
9345,West Bengal(excluding ports) ,Meghalaya,,2016
9346,Other ports of West Bengal,Meghalaya,,2016
9347,OUTWARD -->,Meghalaya,0,2016
9348,Andhra(excluding ports),Mizoram,,2016
9349,Other ports of Andhra,Mizoram,,2016
9350,Assam,Mizoram,,2016
9351,Arunachal Pradesh,Mizoram,,2016
9352,Bihar,Mizoram,,2016
9353,Chattishgarh,Mizoram,,2016
9354,Chandigarh,Mizoram,,2016
9355,Delhi,Mizoram,,2016
9356,Goa,Mizoram,,2016
9357,Gujarat(excluding ports),Mizoram,,2016
9358,Other ports of Gujarat,Mizoram,,2016
9359,Haryana,Mizoram,,2016
9360,Himachal Pradesh,Mizoram,,2016
9361,Jammu and Kasmir,Mizoram,,2016
9362,Jharkhand,Mizoram,,2016
9363,Karnataka(excluding ports,Mizoram,,2016
9364,Other ports of Karnataka,Mizoram,,2016
9365,Kerala(excluding ports),Mizoram,,2016
9366,Other ports of Kerala,Mizoram,,2016
9367,Madhya Pradesh,Mizoram,,2016
9368,Maharashtra(excluding ports),Mizoram,,2016
9369,Other ports of Maharashtra,Mizoram,,2016
9370,Manipur,Mizoram,,2016
9371,Meghalaya,Mizoram,,2016
9372,Mizoram,Mizoram,,2016
9373,Nagaland,Mizoram,,2016
9374,Orissa,Mizoram,,2016
9375,Pondicheri and Karikal,Mizoram,,2016
9376,Punjab,Mizoram,,2016
9377,Rajasthan,Mizoram,,2016
9378,Tamil Nadu(excluding ports),Mizoram,,2016
9379,Other ports of Tamil Nadu,Mizoram,,2016
9380,Tripura,Mizoram,,2016
9381,Uttaranchal,Mizoram,,2016
9382,Uttar Pradesh,Mizoram,,2016
9383,West Bengal(excluding ports) ,Mizoram,,2016
9384,Other ports of West Bengal,Mizoram,,2016
9385,OUTWARD -->,Mizoram,0,2016
9386,Andhra(excluding ports),Nagaland,,2016
9387,Other ports of Andhra,Nagaland,,2016
9388,Assam,Nagaland,,2016
9389,Arunachal Pradesh,Nagaland,,2016
9390,Bihar,Nagaland,,2016
9391,Chattishgarh,Nagaland,,2016
9392,Chandigarh,Nagaland,,2016
9393,Delhi,Nagaland,,2016
9394,Goa,Nagaland,,2016
9395,Gujarat(excluding ports),Nagaland,,2016
9396,Other ports of Gujarat,Nagaland,,2016
9397,Haryana,Nagaland,,2016
9398,Himachal Pradesh,Nagaland,,2016
9399,Jammu and Kasmir,Nagaland,,2016
9400,Jharkhand,Nagaland,,2016
9401,Karnataka(excluding ports,Nagaland,,2016
9402,Other ports of Karnataka,Nagaland,,2016
9403,Kerala(excluding ports),Nagaland,,2016
9404,Other ports of Kerala,Nagaland,,2016
9405,Madhya Pradesh,Nagaland,,2016
9406,Maharashtra(excluding ports),Nagaland,,2016
9407,Other ports of Maharashtra,Nagaland,,2016
9408,Manipur,Nagaland,,2016
9409,Meghalaya,Nagaland,,2016
9410,Mizoram,Nagaland,,2016
9411,Nagaland,Nagaland,,2016
9412,Orissa,Nagaland,,2016
9413,Pondicheri and Karikal,Nagaland,,2016
9414,Punjab,Nagaland,,2016
9415,Rajasthan,Nagaland,,2016
9416,Tamil Nadu(excluding ports),Nagaland,,2016
9417,Other ports of Tamil Nadu,Nagaland,,2016
9418,Tripura,Nagaland,,2016
9419,Uttaranchal,Nagaland,,2016
9420,Uttar Pradesh,Nagaland,,2016
9421,West Bengal(excluding ports) ,Nagaland,,2016
9422,Other ports of West Bengal,Nagaland,,2016
9423,OUTWARD -->,Nagaland,0,2016
9424,Andhra(excluding ports),Orissa,,2016
9425,Other ports of Andhra,Orissa,,2016
9426,Assam,Orissa,51640,2016
9427,Arunachal Pradesh,Orissa,,2016
9428,Bihar,Orissa,,2016
9429,Chattishgarh,Orissa,,2016
9430,Chandigarh,Orissa,,2016
9431,Delhi,Orissa,,2016
9432,Goa,Orissa,,2016
9433,Gujarat(excluding ports),Orissa,,2016
9434,Other ports of Gujarat,Orissa,,2016
9435,Haryana,Orissa,,2016
9436,Himachal Pradesh,Orissa,,2016
9437,Jammu and Kasmir,Orissa,,2016
9438,Jharkhand,Orissa,,2016
9439,Karnataka(excluding ports,Orissa,,2016
9440,Other ports of Karnataka,Orissa,,2016
9441,Kerala(excluding ports),Orissa,,2016
9442,Other ports of Kerala,Orissa,,2016
9443,Madhya Pradesh,Orissa,,2016
9444,Maharashtra(excluding ports),Orissa,,2016
9445,Other ports of Maharashtra,Orissa,,2016
9446,Manipur,Orissa,,2016
9447,Meghalaya,Orissa,,2016
9448,Mizoram,Orissa,,2016
9449,Nagaland,Orissa,,2016
9450,Orissa,Orissa,,2016
9451,Pondicheri and Karikal,Orissa,,2016
9452,Punjab,Orissa,,2016
9453,Rajasthan,Orissa,,2016
9454,Tamil Nadu(excluding ports),Orissa,,2016
9455,Other ports of Tamil Nadu,Orissa,,2016
9456,Tripura,Orissa,,2016
9457,Uttaranchal,Orissa,,2016
9458,Uttar Pradesh,Orissa,,2016
9459,West Bengal(excluding ports) ,Orissa,236970,2016
9460,Other ports of West Bengal,Orissa,,2016
9461,OUTWARD -->,Orissa,288610,2016
9462,Andhra(excluding ports),Pondicheri and Karikal,,2016
9463,Other ports of Andhra,Pondicheri and Karikal,,2016
9464,Assam,Pondicheri and Karikal,,2016
9465,Arunachal Pradesh,Pondicheri and Karikal,,2016
9466,Bihar,Pondicheri and Karikal,,2016
9467,Chattishgarh,Pondicheri and Karikal,,2016
9468,Chandigarh,Pondicheri and Karikal,,2016
9469,Delhi,Pondicheri and Karikal,,2016
9470,Goa,Pondicheri and Karikal,,2016
9471,Gujarat(excluding ports),Pondicheri and Karikal,,2016
9472,Other ports of Gujarat,Pondicheri and Karikal,,2016
9473,Haryana,Pondicheri and Karikal,,2016
9474,Himachal Pradesh,Pondicheri and Karikal,,2016
9475,Jammu and Kasmir,Pondicheri and Karikal,,2016
9476,Jharkhand,Pondicheri and Karikal,,2016
9477,Karnataka(excluding ports,Pondicheri and Karikal,,2016
9478,Other ports of Karnataka,Pondicheri and Karikal,,2016
9479,Kerala(excluding ports),Pondicheri and Karikal,,2016
9480,Other ports of Kerala,Pondicheri and Karikal,,2016
9481,Madhya Pradesh,Pondicheri and Karikal,,2016
9482,Maharashtra(excluding ports),Pondicheri and Karikal,,2016
9483,Other ports of Maharashtra,Pondicheri and Karikal,,2016
9484,Manipur,Pondicheri and Karikal,,2016
9485,Meghalaya,Pondicheri and Karikal,,2016
9486,Mizoram,Pondicheri and Karikal,,2016
9487,Nagaland,Pondicheri and Karikal,,2016
9488,Orissa,Pondicheri and Karikal,,2016
9489,Pondicheri and Karikal,Pondicheri and Karikal,,2016
9490,Punjab,Pondicheri and Karikal,,2016
9491,Rajasthan,Pondicheri and Karikal,,2016
9492,Tamil Nadu(excluding ports),Pondicheri and Karikal,,2016
9493,Other ports of Tamil Nadu,Pondicheri and Karikal,,2016
9494,Tripura,Pondicheri and Karikal,,2016
9495,Uttaranchal,Pondicheri and Karikal,,2016
9496,Uttar Pradesh,Pondicheri and Karikal,,2016
9497,West Bengal(excluding ports) ,Pondicheri and Karikal,,2016
9498,Other ports of West Bengal,Pondicheri and Karikal,,2016
9499,OUTWARD -->,Pondicheri and Karikal,0,2016
9500,Andhra(excluding ports),Punjab,,2016
9501,Other ports of Andhra,Punjab,,2016
9502,Assam,Punjab,,2016
9503,Arunachal Pradesh,Punjab,,2016
9504,Bihar,Punjab,,2016
9505,Chattishgarh,Punjab,,2016
9506,Chandigarh,Punjab,,2016
9507,Delhi,Punjab,,2016
9508,Goa,Punjab,,2016
9509,Gujarat(excluding ports),Punjab,,2016
9510,Other ports of Gujarat,Punjab,,2016
9511,Haryana,Punjab,,2016
9512,Himachal Pradesh,Punjab,,2016
9513,Jammu and Kasmir,Punjab,,2016
9514,Jharkhand,Punjab,,2016
9515,Karnataka(excluding ports,Punjab,,2016
9516,Other ports of Karnataka,Punjab,,2016
9517,Kerala(excluding ports),Punjab,,2016
9518,Other ports of Kerala,Punjab,,2016
9519,Madhya Pradesh,Punjab,,2016
9520,Maharashtra(excluding ports),Punjab,,2016
9521,Other ports of Maharashtra,Punjab,,2016
9522,Manipur,Punjab,,2016
9523,Meghalaya,Punjab,,2016
9524,Mizoram,Punjab,,2016
9525,Nagaland,Punjab,,2016
9526,Orissa,Punjab,,2016
9527,Pondicheri and Karikal,Punjab,,2016
9528,Punjab,Punjab,,2016
9529,Rajasthan,Punjab,,2016
9530,Tamil Nadu(excluding ports),Punjab,,2016
9531,Other ports of Tamil Nadu,Punjab,,2016
9532,Tripura,Punjab,,2016
9533,Uttaranchal,Punjab,,2016
9534,Uttar Pradesh,Punjab,,2016
9535,West Bengal(excluding ports) ,Punjab,,2016
9536,Other ports of West Bengal,Punjab,,2016
9537,OUTWARD -->,Punjab,0,2016
9538,Andhra(excluding ports),Rajasthan,,2016
9539,Other ports of Andhra,Rajasthan,,2016
9540,Assam,Rajasthan,,2016
9541,Arunachal Pradesh,Rajasthan,,2016
9542,Bihar,Rajasthan,,2016
9543,Chattishgarh,Rajasthan,,2016
9544,Chandigarh,Rajasthan,,2016
9545,Delhi,Rajasthan,,2016
9546,Goa,Rajasthan,,2016
9547,Gujarat(excluding ports),Rajasthan,,2016
9548,Other ports of Gujarat,Rajasthan,,2016
9549,Haryana,Rajasthan,,2016
9550,Himachal Pradesh,Rajasthan,,2016
9551,Jammu and Kasmir,Rajasthan,,2016
9552,Jharkhand,Rajasthan,,2016
9553,Karnataka(excluding ports,Rajasthan,,2016
9554,Other ports of Karnataka,Rajasthan,,2016
9555,Kerala(excluding ports),Rajasthan,,2016
9556,Other ports of Kerala,Rajasthan,,2016
9557,Madhya Pradesh,Rajasthan,,2016
9558,Maharashtra(excluding ports),Rajasthan,,2016
9559,Other ports of Maharashtra,Rajasthan,,2016
9560,Manipur,Rajasthan,,2016
9561,Meghalaya,Rajasthan,,2016
9562,Mizoram,Rajasthan,,2016
9563,Nagaland,Rajasthan,,2016
9564,Orissa,Rajasthan,,2016
9565,Pondicheri and Karikal,Rajasthan,,2016
9566,Punjab,Rajasthan,,2016
9567,Rajasthan,Rajasthan,,2016
9568,Tamil Nadu(excluding ports),Rajasthan,,2016
9569,Other ports of Tamil Nadu,Rajasthan,,2016
9570,Tripura,Rajasthan,,2016
9571,Uttaranchal,Rajasthan,,2016
9572,Uttar Pradesh,Rajasthan,,2016
9573,West Bengal(excluding ports) ,Rajasthan,,2016
9574,Other ports of West Bengal,Rajasthan,,2016
9575,OUTWARD -->,Rajasthan,0,2016
9576,Andhra(excluding ports),Tamil Nadu(excluding ports),,2016
9577,Other ports of Andhra,Tamil Nadu(excluding ports),,2016
9578,Assam,Tamil Nadu(excluding ports),,2016
9579,Arunachal Pradesh,Tamil Nadu(excluding ports),,2016
9580,Bihar,Tamil Nadu(excluding ports),,2016
9581,Chattishgarh,Tamil Nadu(excluding ports),,2016
9582,Chandigarh,Tamil Nadu(excluding ports),,2016
9583,Delhi,Tamil Nadu(excluding ports),,2016
9584,Goa,Tamil Nadu(excluding ports),,2016
9585,Gujarat(excluding ports),Tamil Nadu(excluding ports),,2016
9586,Other ports of Gujarat,Tamil Nadu(excluding ports),,2016
9587,Haryana,Tamil Nadu(excluding ports),,2016
9588,Himachal Pradesh,Tamil Nadu(excluding ports),,2016
9589,Jammu and Kasmir,Tamil Nadu(excluding ports),,2016
9590,Jharkhand,Tamil Nadu(excluding ports),,2016
9591,Karnataka(excluding ports,Tamil Nadu(excluding ports),,2016
9592,Other ports of Karnataka,Tamil Nadu(excluding ports),,2016
9593,Kerala(excluding ports),Tamil Nadu(excluding ports),,2016
9594,Other ports of Kerala,Tamil Nadu(excluding ports),,2016
9595,Madhya Pradesh,Tamil Nadu(excluding ports),,2016
9596,Maharashtra(excluding ports),Tamil Nadu(excluding ports),,2016
9597,Other ports of Maharashtra,Tamil Nadu(excluding ports),,2016
9598,Manipur,Tamil Nadu(excluding ports),,2016
9599,Meghalaya,Tamil Nadu(excluding ports),,2016
9600,Mizoram,Tamil Nadu(excluding ports),,2016
9601,Nagaland,Tamil Nadu(excluding ports),,2016
9602,Orissa,Tamil Nadu(excluding ports),,2016
9603,Pondicheri and Karikal,Tamil Nadu(excluding ports),,2016
9604,Punjab,Tamil Nadu(excluding ports),,2016
9605,Rajasthan,Tamil Nadu(excluding ports),,2016
9606,Tamil Nadu(excluding ports),Tamil Nadu(excluding ports),,2016
9607,Other ports of Tamil Nadu,Tamil Nadu(excluding ports),,2016
9608,Tripura,Tamil Nadu(excluding ports),,2016
9609,Uttaranchal,Tamil Nadu(excluding ports),,2016
9610,Uttar Pradesh,Tamil Nadu(excluding ports),,2016
9611,West Bengal(excluding ports) ,Tamil Nadu(excluding ports),,2016
9612,Other ports of West Bengal,Tamil Nadu(excluding ports),,2016
9613,OUTWARD -->,Tamil Nadu(excluding ports),0,2016
9614,Andhra(excluding ports),Other ports of Tamil Nadu,,2016
9615,Other ports of Andhra,Other ports of Tamil Nadu,,2016
9616,Assam,Other ports of Tamil Nadu,,2016
9617,Arunachal Pradesh,Other ports of Tamil Nadu,,2016
9618,Bihar,Other ports of Tamil Nadu,,2016
9619,Chattishgarh,Other ports of Tamil Nadu,,2016
9620,Chandigarh,Other ports of Tamil Nadu,,2016
9621,Delhi,Other ports of Tamil Nadu,,2016
9622,Goa,Other ports of Tamil Nadu,,2016
9623,Gujarat(excluding ports),Other ports of Tamil Nadu,,2016
9624,Other ports of Gujarat,Other ports of Tamil Nadu,,2016
9625,Haryana,Other ports of Tamil Nadu,,2016
9626,Himachal Pradesh,Other ports of Tamil Nadu,,2016
9627,Jammu and Kasmir,Other ports of Tamil Nadu,,2016
9628,Jharkhand,Other ports of Tamil Nadu,,2016
9629,Karnataka(excluding ports,Other ports of Tamil Nadu,,2016
9630,Other ports of Karnataka,Other ports of Tamil Nadu,,2016
9631,Kerala(excluding ports),Other ports of Tamil Nadu,,2016
9632,Other ports of Kerala,Other ports of Tamil Nadu,,2016
9633,Madhya Pradesh,Other ports of Tamil Nadu,,2016
9634,Maharashtra(excluding ports),Other ports of Tamil Nadu,,2016
9635,Other ports of Maharashtra,Other ports of Tamil Nadu,,2016
9636,Manipur,Other ports of Tamil Nadu,,2016
9637,Meghalaya,Other ports of Tamil Nadu,,2016
9638,Mizoram,Other ports of Tamil Nadu,,2016
9639,Nagaland,Other ports of Tamil Nadu,,2016
9640,Orissa,Other ports of Tamil Nadu,,2016
9641,Pondicheri and Karikal,Other ports of Tamil Nadu,,2016
9642,Punjab,Other ports of Tamil Nadu,,2016
9643,Rajasthan,Other ports of Tamil Nadu,,2016
9644,Tamil Nadu(excluding ports),Other ports of Tamil Nadu,,2016
9645,Other ports of Tamil Nadu,Other ports of Tamil Nadu,,2016
9646,Tripura,Other ports of Tamil Nadu,,2016
9647,Uttaranchal,Other ports of Tamil Nadu,,2016
9648,Uttar Pradesh,Other ports of Tamil Nadu,,2016
9649,West Bengal(excluding ports) ,Other ports of Tamil Nadu,,2016
9650,Other ports of West Bengal,Other ports of Tamil Nadu,,2016
9651,OUTWARD -->,Other ports of Tamil Nadu,0,2016
9652,Andhra(excluding ports),Tripura,,2016
9653,Other ports of Andhra,Tripura,,2016
9654,Assam,Tripura,,2016
9655,Arunachal Pradesh,Tripura,,2016
9656,Bihar,Tripura,,2016
9657,Chattishgarh,Tripura,,2016
9658,Chandigarh,Tripura,,2016
9659,Delhi,Tripura,,2016
9660,Goa,Tripura,,2016
9661,Gujarat(excluding ports),Tripura,,2016
9662,Other ports of Gujarat,Tripura,,2016
9663,Haryana,Tripura,,2016
9664,Himachal Pradesh,Tripura,,2016
9665,Jammu and Kasmir,Tripura,,2016
9666,Jharkhand,Tripura,,2016
9667,Karnataka(excluding ports,Tripura,,2016
9668,Other ports of Karnataka,Tripura,,2016
9669,Kerala(excluding ports),Tripura,,2016
9670,Other ports of Kerala,Tripura,,2016
9671,Madhya Pradesh,Tripura,,2016
9672,Maharashtra(excluding ports),Tripura,,2016
9673,Other ports of Maharashtra,Tripura,,2016
9674,Manipur,Tripura,,2016
9675,Meghalaya,Tripura,,2016
9676,Mizoram,Tripura,,2016
9677,Nagaland,Tripura,,2016
9678,Orissa,Tripura,,2016
9679,Pondicheri and Karikal,Tripura,,2016
9680,Punjab,Tripura,,2016
9681,Rajasthan,Tripura,,2016
9682,Tamil Nadu(excluding ports),Tripura,,2016
9683,Other ports of Tamil Nadu,Tripura,,2016
9684,Tripura,Tripura,,2016
9685,Uttaranchal,Tripura,,2016
9686,Uttar Pradesh,Tripura,,2016
9687,West Bengal(excluding ports) ,Tripura,,2016
9688,Other ports of West Bengal,Tripura,,2016
9689,OUTWARD -->,Tripura,0,2016
9690,Andhra(excluding ports),Uttaranchal,,2016
9691,Other ports of Andhra,Uttaranchal,,2016
9692,Assam,Uttaranchal,,2016
9693,Arunachal Pradesh,Uttaranchal,,2016
9694,Bihar,Uttaranchal,,2016
9695,Chattishgarh,Uttaranchal,,2016
9696,Chandigarh,Uttaranchal,,2016
9697,Delhi,Uttaranchal,,2016
9698,Goa,Uttaranchal,,2016
9699,Gujarat(excluding ports),Uttaranchal,,2016
9700,Other ports of Gujarat,Uttaranchal,,2016
9701,Haryana,Uttaranchal,,2016
9702,Himachal Pradesh,Uttaranchal,,2016
9703,Jammu and Kasmir,Uttaranchal,,2016
9704,Jharkhand,Uttaranchal,,2016
9705,Karnataka(excluding ports,Uttaranchal,,2016
9706,Other ports of Karnataka,Uttaranchal,,2016
9707,Kerala(excluding ports),Uttaranchal,,2016
9708,Other ports of Kerala,Uttaranchal,,2016
9709,Madhya Pradesh,Uttaranchal,,2016
9710,Maharashtra(excluding ports),Uttaranchal,,2016
9711,Other ports of Maharashtra,Uttaranchal,,2016
9712,Manipur,Uttaranchal,,2016
9713,Meghalaya,Uttaranchal,,2016
9714,Mizoram,Uttaranchal,,2016
9715,Nagaland,Uttaranchal,,2016
9716,Orissa,Uttaranchal,,2016
9717,Pondicheri and Karikal,Uttaranchal,,2016
9718,Punjab,Uttaranchal,,2016
9719,Rajasthan,Uttaranchal,,2016
9720,Tamil Nadu(excluding ports),Uttaranchal,,2016
9721,Other ports of Tamil Nadu,Uttaranchal,,2016
9722,Tripura,Uttaranchal,,2016
9723,Uttaranchal,Uttaranchal,,2016
9724,Uttar Pradesh,Uttaranchal,,2016
9725,West Bengal(excluding ports) ,Uttaranchal,,2016
9726,Other ports of West Bengal,Uttaranchal,,2016
9727,OUTWARD -->,Uttaranchal,0,2016
9728,Andhra(excluding ports),Uttar Pradesh,,2016
9729,Other ports of Andhra,Uttar Pradesh,,2016
9730,Assam,Uttar Pradesh,,2016
9731,Arunachal Pradesh,Uttar Pradesh,,2016
9732,Bihar,Uttar Pradesh,20870,2016
9733,Chattishgarh,Uttar Pradesh,,2016
9734,Chandigarh,Uttar Pradesh,,2016
9735,Delhi,Uttar Pradesh,,2016
9736,Goa,Uttar Pradesh,,2016
9737,Gujarat(excluding ports),Uttar Pradesh,,2016
9738,Other ports of Gujarat,Uttar Pradesh,,2016
9739,Haryana,Uttar Pradesh,51580,2016
9740,Himachal Pradesh,Uttar Pradesh,,2016
9741,Jammu and Kasmir,Uttar Pradesh,,2016
9742,Jharkhand,Uttar Pradesh,,2016
9743,Karnataka(excluding ports,Uttar Pradesh,,2016
9744,Other ports of Karnataka,Uttar Pradesh,,2016
9745,Kerala(excluding ports),Uttar Pradesh,,2016
9746,Other ports of Kerala,Uttar Pradesh,,2016
9747,Madhya Pradesh,Uttar Pradesh,,2016
9748,Maharashtra(excluding ports),Uttar Pradesh,,2016
9749,Other ports of Maharashtra,Uttar Pradesh,,2016
9750,Manipur,Uttar Pradesh,,2016
9751,Meghalaya,Uttar Pradesh,,2016
9752,Mizoram,Uttar Pradesh,,2016
9753,Nagaland,Uttar Pradesh,,2016
9754,Orissa,Uttar Pradesh,,2016
9755,Pondicheri and Karikal,Uttar Pradesh,,2016
9756,Punjab,Uttar Pradesh,,2016
9757,Rajasthan,Uttar Pradesh,,2016
9758,Tamil Nadu(excluding ports),Uttar Pradesh,,2016
9759,Other ports of Tamil Nadu,Uttar Pradesh,,2016
9760,Tripura,Uttar Pradesh,,2016
9761,Uttaranchal,Uttar Pradesh,,2016
9762,Uttar Pradesh,Uttar Pradesh,,2016
9763,West Bengal(excluding ports) ,Uttar Pradesh,,2016
9764,Other ports of West Bengal,Uttar Pradesh,,2016
9765,OUTWARD -->,Uttar Pradesh,72450,2016
9766,Andhra(excluding ports),West Bengal(excluding ports) ,,2016
9767,Other ports of Andhra,West Bengal(excluding ports) ,,2016
9768,Assam,West Bengal(excluding ports) ,,2016
9769,Arunachal Pradesh,West Bengal(excluding ports) ,,2016
9770,Bihar,West Bengal(excluding ports) ,39080,2016
9771,Chattishgarh,West Bengal(excluding ports) ,,2016
9772,Chandigarh,West Bengal(excluding ports) ,,2016
9773,Delhi,West Bengal(excluding ports) ,,2016
9774,Goa,West Bengal(excluding ports) ,,2016
