,target,source,avg_trade_qtl
641,Sikkim,Karnataka,0.0
642,Telangana,Karnataka,5114.333333333333
643,Tamil Nadu,Karnataka,12584.166666666666
644,Tripura,Karnataka,0.0
645,Uttarakhand,Karnataka,0.0
646,Uttar Pradesh,Karnataka,0.0
647,West Bengal,Karnataka,0.0
648,Andhra Pradesh,Lakshadeep,0.0
649,Andaman & Nicobar Islands,Lakshadeep,0.0
650,Arunachal Pradesh,Lakshadeep,0.0
651,Assam,Lakshadeep,0.0
652,Bihar,Lakshadeep,0.0
653,Chattisgarh,Lakshadeep,0.0
654,Chandigarh,Lakshadeep,0.0
655,Daman & Diu,Lakshadeep,0.0
656,Delhi,Lakshadeep,0.0
657,Dadra & Nagar Haveli,Lakshadeep,0.0
658,Goa,Lakshadeep,0.0
659,Gujarat,Lakshadeep,0.0
660,Himachal Pradesh,Lakshadeep,0.0
661,Haryana,Lakshadeep,0.0
662,Jharkhand,Lakshadeep,0.0
663,Jammu & Kashmir,Lakshadeep,0.0
664,Kerala,Lakshadeep,0.0
665,Karnataka,Lakshadeep,0.0
666,Lakshadeep,Lakshadeep,0.0
667,Maharashtra,Lakshadeep,0.0
668,Meghalaya,Lakshadeep,0.0
669,Manipur,Lakshadeep,0.0
670,Madhya Pradesh,Lakshadeep,0.0
671,Mizoram,Lakshadeep,0.0
672,Nagaland,Lakshadeep,0.0
673,Odisha,Lakshadeep,0.0
674,Punjab,Lakshadeep,0.0
675,Puducherry,Lakshadeep,0.0
676,Rajasthan,Lakshadeep,0.0
677,Sikkim,Lakshadeep,0.0
678,Telangana,Lakshadeep,0.0
679,Tamil Nadu,Lakshadeep,0.0
680,Tripura,Lakshadeep,0.0
681,Uttarakhand,Lakshadeep,0.0
682,Uttar Pradesh,Lakshadeep,0.0
683,West Bengal,Lakshadeep,0.0
684,Andhra Pradesh,Maharashtra,647123.6666666666
685,Andaman & Nicobar Islands,Maharashtra,0.0
686,Arunachal Pradesh,Maharashtra,0.0
687,Assam,Maharashtra,110657.25
688,Bihar,Maharashtra,0.0
689,Chattisgarh,Maharashtra,0.0
690,Chandigarh,Maharashtra,4349.166666666667
691,Daman & Diu,Maharashtra,0.0
692,Delhi,Maharashtra,0.0
693,Dadra & Nagar Haveli,Maharashtra,0.0
694,Goa,Maharashtra,14702.5
695,Gujarat,Maharashtra,29323.666666666668
696,Himachal Pradesh,Maharashtra,0.0
697,Haryana,Maharashtra,40039.916666666664
698,Jharkhand,Maharashtra,17345.0
699,Jammu & Kashmir,Maharashtra,0.0
700,Kerala,Maharashtra,41247.5
701,Karnataka,Maharashtra,7136.666666666667
702,Lakshadeep,Maharashtra,0.0
703,Maharashtra,Maharashtra,43042.583333333336
704,Meghalaya,Maharashtra,0.0
705,Manipur,Maharashtra,0.0
706,Madhya Pradesh,Maharashtra,2170.0
707,Mizoram,Maharashtra,0.0
708,Nagaland,Maharashtra,1093.3333333333333
709,Odisha,Maharashtra,0.0
710,Punjab,Maharashtra,107777.05833333333
711,Puducherry,Maharashtra,0.0
712,Rajasthan,Maharashtra,0.0
713,Sikkim,Maharashtra,0.0
714,Telangana,Maharashtra,0.0
715,Tamil Nadu,Maharashtra,7254.666666666667
716,Tripura,Maharashtra,0.0
717,Uttarakhand,Maharashtra,0.0
718,Uttar Pradesh,Maharashtra,875.5
719,West Bengal,Maharashtra,30564.166666666668
720,Andhra Pradesh,Meghalaya,0.0
721,Andaman & Nicobar Islands,Meghalaya,0.0
722,Arunachal Pradesh,Meghalaya,0.0
723,Assam,Meghalaya,0.0
724,Bihar,Meghalaya,0.0
725,Chattisgarh,Meghalaya,0.0
726,Chandigarh,Meghalaya,0.0
727,Daman & Diu,Meghalaya,0.0
728,Delhi,Meghalaya,0.0
729,Dadra & Nagar Haveli,Meghalaya,0.0
730,Goa,Meghalaya,0.0
731,Gujarat,Meghalaya,0.0
732,Himachal Pradesh,Meghalaya,0.0
733,Haryana,Meghalaya,0.0
734,Jharkhand,Meghalaya,0.0
735,Jammu & Kashmir,Meghalaya,0.0
736,Kerala,Meghalaya,0.0
737,Karnataka,Meghalaya,0.0
738,Lakshadeep,Meghalaya,0.0
739,Maharashtra,Meghalaya,0.0
740,Meghalaya,Meghalaya,0.0
741,Manipur,Meghalaya,0.0
742,Madhya Pradesh,Meghalaya,0.0
743,Mizoram,Meghalaya,0.0
744,Nagaland,Meghalaya,0.0
745,Odisha,Meghalaya,0.0
746,Punjab,Meghalaya,0.0
747,Puducherry,Meghalaya,0.0
748,Rajasthan,Meghalaya,0.0
749,Sikkim,Meghalaya,0.0
750,Telangana,Meghalaya,0.0
751,Tamil Nadu,Meghalaya,0.0
752,Tripura,Meghalaya,0.0
753,Uttarakhand,Meghalaya,0.0
754,Uttar Pradesh,Meghalaya,0.0
755,West Bengal,Meghalaya,0.0
756,Andhra Pradesh,Manipur,0.0
757,Andaman & Nicobar Islands,Manipur,0.0
758,Arunachal Pradesh,Manipur,0.0
759,Assam,Manipur,2945.0
760,Bihar,Manipur,0.0
761,Chattisgarh,Manipur,0.0
762,Chandigarh,Manipur,0.0
763,Daman & Diu,Manipur,0.0
764,Delhi,Manipur,0.0
765,Dadra & Nagar Haveli,Manipur,0.0
766,Goa,Manipur,0.0
767,Gujarat,Manipur,0.0
768,Himachal Pradesh,Manipur,0.0
769,Haryana,Manipur,1525.9166666666667
770,Jharkhand,Manipur,0.0
771,Jammu & Kashmir,Manipur,0.0
772,Kerala,Manipur,0.0
773,Karnataka,Manipur,0.0
774,Lakshadeep,Manipur,0.0
775,Maharashtra,Manipur,0.0
776,Meghalaya,Manipur,0.0
777,Manipur,Manipur,0.0
778,Madhya Pradesh,Manipur,0.0
779,Mizoram,Manipur,0.0
780,Nagaland,Manipur,0.0
781,Odisha,Manipur,0.0
782,Punjab,Manipur,6607.083333333333
783,Puducherry,Manipur,0.0
784,Rajasthan,Manipur,0.0
785,Sikkim,Manipur,0.0
786,Telangana,Manipur,0.0
787,Tamil Nadu,Manipur,0.0
788,Tripura,Manipur,0.0
789,Uttarakhand,Manipur,0.0
790,Uttar Pradesh,Manipur,0.0
791,West Bengal,Manipur,0.0
792,Andhra Pradesh,Madhya Pradesh,11069.916666666666
793,Andaman & Nicobar Islands,Madhya Pradesh,0.0
794,Arunachal Pradesh,Madhya Pradesh,0.0
795,Assam,Madhya Pradesh,5984.916666666667
796,Bihar,Madhya Pradesh,8472.916666666666
797,Chattisgarh,Madhya Pradesh,299.6666666666667
798,Chandigarh,Madhya Pradesh,0.0
799,Daman & Diu,Madhya Pradesh,0.0
800,Delhi,Madhya Pradesh,1056.6666666666667
801,Dadra & Nagar Haveli,Madhya Pradesh,0.0
802,Goa,Madhya Pradesh,2207.5
803,Gujarat,Madhya Pradesh,11078.333333333334
804,Himachal Pradesh,Madhya Pradesh,0.0
805,Haryana,Madhya Pradesh,442.25
806,Jharkhand,Madhya Pradesh,0.0
807,Jammu & Kashmir,Madhya Pradesh,0.0
808,Kerala,Madhya Pradesh,19975.0
809,Karnataka,Madhya Pradesh,40332.5
810,Lakshadeep,Madhya Pradesh,0.0
811,Maharashtra,Madhya Pradesh,238371.91666666666
812,Meghalaya,Madhya Pradesh,0.0
813,Manipur,Madhya Pradesh,0.0
814,Madhya Pradesh,Madhya Pradesh,770790.9916666667
815,Mizoram,Madhya Pradesh,0.0
816,Nagaland,Madhya Pradesh,0.0
817,Odisha,Madhya Pradesh,0.0
818,Punjab,Madhya Pradesh,25150.0
819,Puducherry,Madhya Pradesh,0.0
820,Rajasthan,Madhya Pradesh,0.0
821,Sikkim,Madhya Pradesh,0.0
822,Telangana,Madhya Pradesh,0.0
823,Tamil Nadu,Madhya Pradesh,11209.166666666666
824,Tripura,Madhya Pradesh,0.0
825,Uttarakhand,Madhya Pradesh,0.0
826,Uttar Pradesh,Madhya Pradesh,889900.0
827,West Bengal,Madhya Pradesh,2305.8333333333335
828,Andhra Pradesh,Mizoram,0.0
829,Andaman & Nicobar Islands,Mizoram,0.0
830,Arunachal Pradesh,Mizoram,0.0
831,Assam,Mizoram,0.0
832,Bihar,Mizoram,0.0
833,Chattisgarh,Mizoram,0.0
834,Chandigarh,Mizoram,0.0
835,Daman & Diu,Mizoram,0.0
836,Delhi,Mizoram,0.0
837,Dadra & Nagar Haveli,Mizoram,0.0
838,Goa,Mizoram,0.0
839,Gujarat,Mizoram,0.0
840,Himachal Pradesh,Mizoram,0.0
841,Haryana,Mizoram,1230.5
842,Jharkhand,Mizoram,0.0
843,Jammu & Kashmir,Mizoram,0.0
844,Kerala,Mizoram,0.0
845,Karnataka,Mizoram,0.0
846,Lakshadeep,Mizoram,0.0
847,Maharashtra,Mizoram,0.0
848,Meghalaya,Mizoram,0.0
849,Manipur,Mizoram,0.0
850,Madhya Pradesh,Mizoram,0.0
851,Mizoram,Mizoram,0.0
852,Nagaland,Mizoram,0.0
853,Odisha,Mizoram,0.0
854,Punjab,Mizoram,5760.416666666667
855,Puducherry,Mizoram,0.0
856,Rajasthan,Mizoram,0.0
857,Sikkim,Mizoram,0.0
858,Telangana,Mizoram,0.0
859,Tamil Nadu,Mizoram,0.0
860,Tripura,Mizoram,0.0
861,Uttarakhand,Mizoram,0.0
862,Uttar Pradesh,Mizoram,0.0
863,West Bengal,Mizoram,0.0
864,Andhra Pradesh,Nagaland,1093.8333333333333
865,Andaman & Nicobar Islands,Nagaland,0.0
866,Arunachal Pradesh,Nagaland,0.0
867,Assam,Nagaland,36769.5
868,Bihar,Nagaland,266991.5
869,Chattisgarh,Nagaland,0.0
870,Chandigarh,Nagaland,0.0
871,Daman & Diu,Nagaland,0.0
872,Delhi,Nagaland,361.80833333333334
873,Dadra & Nagar Haveli,Nagaland,0.0
874,Goa,Nagaland,0.0
875,Gujarat,Nagaland,0.0
876,Himachal Pradesh,Nagaland,11048.166666666666
877,Haryana,Nagaland,6123.0
878,Jharkhand,Nagaland,394397.6666666667
879,Jammu & Kashmir,Nagaland,0.0
880,Kerala,Nagaland,0.0
881,Karnataka,Nagaland,10903.0
882,Lakshadeep,Nagaland,0.0
883,Maharashtra,Nagaland,0.0
884,Meghalaya,Nagaland,0.0
885,Manipur,Nagaland,0.0
886,Madhya Pradesh,Nagaland,0.0
887,Mizoram,Nagaland,0.0
888,Nagaland,Nagaland,0.0
889,Odisha,Nagaland,0.0
890,Punjab,Nagaland,10775.633333333333
891,Puducherry,Nagaland,0.0
892,Rajasthan,Nagaland,0.0
893,Sikkim,Nagaland,0.0
894,Telangana,Nagaland,441.5
895,Tamil Nadu,Nagaland,63600.0
896,Tripura,Nagaland,0.0
897,Uttarakhand,Nagaland,445.0
898,Uttar Pradesh,Nagaland,885.25
899,West Bengal,Nagaland,91655.41666666667
900,Andhra Pradesh,Odisha,2215.0
901,Andaman & Nicobar Islands,Odisha,0.0
902,Arunachal Pradesh,Odisha,0.0
903,Assam,Odisha,9641.666666666666
904,Bihar,Odisha,922420.9166666666
905,Chattisgarh,Odisha,0.0
906,Chandigarh,Odisha,0.0
907,Daman & Diu,Odisha,0.0
908,Delhi,Odisha,0.0
909,Dadra & Nagar Haveli,Odisha,0.0
910,Goa,Odisha,0.0
911,Gujarat,Odisha,0.0
912,Himachal Pradesh,Odisha,17605.833333333332
913,Haryana,Odisha,0.0
914,Jharkhand,Odisha,4337344.0
915,Jammu & Kashmir,Odisha,4442.0
916,Kerala,Odisha,21808.333333333332
917,Karnataka,Odisha,156025.75
918,Lakshadeep,Odisha,0.0
919,Maharashtra,Odisha,0.0
920,Meghalaya,Odisha,0.0
921,Manipur,Odisha,0.0
922,Madhya Pradesh,Odisha,0.0
923,Mizoram,Odisha,0.0
924,Nagaland,Odisha,0.0
925,Odisha,Odisha,63687.75
926,Punjab,Odisha,2212.5
927,Puducherry,Odisha,0.0
928,Rajasthan,Odisha,0.0
929,Sikkim,Odisha,0.0
930,Telangana,Odisha,0.0
931,Tamil Nadu,Odisha,1443680.8333333333
932,Tripura,Odisha,0.0
933,Uttarakhand,Odisha,0.0
934,Uttar Pradesh,Odisha,0.0
935,West Bengal,Odisha,1034506.9166666666
936,Andhra Pradesh,Punjab,2197.5
937,Andaman & Nicobar Islands,Punjab,0.0
938,Arunachal Pradesh,Punjab,19265.0
939,Assam,Punjab,8999001.916666666
940,Bihar,Punjab,6470652.5
941,Chattisgarh,Punjab,0.0
942,Chandigarh,Punjab,2135594.1666666665
943,Daman & Diu,Punjab,0.0
944,Delhi,Punjab,253823.33333333334
945,Dadra & Nagar Haveli,Punjab,0.0
946,Goa,Punjab,212992.5
947,Gujarat,Punjab,2841799.3333333335
948,Himachal Pradesh,Punjab,44093.333333333336
949,Haryana,Punjab,306.6666666666667
950,Jharkhand,Punjab,27781.666666666668
951,Jammu & Kashmir,Punjab,2113822.8333333335
952,Kerala,Punjab,781452.5
953,Karnataka,Punjab,10354270.25
954,Lakshadeep,Punjab,0.0
955,Maharashtra,Punjab,7321953.5
956,Meghalaya,Punjab,0.0
957,Manipur,Punjab,256313.58333333334
958,Madhya Pradesh,Punjab,147202.5
959,Mizoram,Punjab,250220.0
960,Nagaland,Punjab,961557.0833333334
961,Odisha,Punjab,34280.0
962,Punjab,Punjab,0.0
963,Puducherry,Punjab,0.0
964,Rajasthan,Punjab,31639.0
965,Sikkim,Punjab,0.0
966,Telangana,Punjab,0.0
967,Tamil Nadu,Punjab,1494652.3333333333
968,Tripura,Punjab,594664.0
969,Uttarakhand,Punjab,64534.166666666664
970,Uttar Pradesh,Punjab,4551802.916666667
971,West Bengal,Punjab,289893.3333333333
972,Andhra Pradesh,Puducherry,0.0
973,Andaman & Nicobar Islands,Puducherry,0.0
974,Arunachal Pradesh,Puducherry,0.0
975,Assam,Puducherry,0.0
976,Bihar,Puducherry,0.0
977,Chattisgarh,Puducherry,0.0
978,Chandigarh,Puducherry,0.0
979,Daman & Diu,Puducherry,0.0
980,Delhi,Puducherry,0.0
981,Dadra & Nagar Haveli,Puducherry,0.0
982,Goa,Puducherry,0.0
983,Gujarat,Puducherry,0.0
984,Himachal Pradesh,Puducherry,0.0
985,Haryana,Puducherry,0.0
986,Jharkhand,Puducherry,0.0
987,Jammu & Kashmir,Puducherry,0.0
988,Kerala,Puducherry,0.0
989,Karnataka,Puducherry,0.0
990,Lakshadeep,Puducherry,0.0
991,Maharashtra,Puducherry,0.0
992,Meghalaya,Puducherry,0.0
993,Manipur,Puducherry,0.0
994,Madhya Pradesh,Puducherry,0.0
995,Mizoram,Puducherry,0.0
996,Nagaland,Puducherry,0.0
997,Odisha,Puducherry,0.0
998,Punjab,Puducherry,0.0
999,Puducherry,Puducherry,0.0
1000,Rajasthan,Puducherry,0.0
1001,Sikkim,Puducherry,0.0
1002,Telangana,Puducherry,0.0
1003,Tamil Nadu,Puducherry,0.0
1004,Tripura,Puducherry,0.0
1005,Uttarakhand,Puducherry,0.0
1006,Uttar Pradesh,Puducherry,0.0
1007,West Bengal,Puducherry,0.0
1008,Andhra Pradesh,Rajasthan,0.0
1009,Andaman & Nicobar Islands,Rajasthan,0.0
1010,Arunachal Pradesh,Rajasthan,0.0
1011,Assam,Rajasthan,1915905.5833333333
1012,Bihar,Rajasthan,1540098.3333333333
1013,Chattisgarh,Rajasthan,0.0
1014,Chandigarh,Rajasthan,7363.333333333333
1015,Daman & Diu,Rajasthan,0.0
1016,Delhi,Rajasthan,7431.666666666667
1017,Dadra & Nagar Haveli,Rajasthan,0.0
1018,Goa,Rajasthan,47029.166666666664
1019,Gujarat,Rajasthan,613955.0
1020,Himachal Pradesh,Rajasthan,0.0
1021,Haryana,Rajasthan,0.0
1022,Jharkhand,Rajasthan,12951.666666666666
1023,Jammu & Kashmir,Rajasthan,274421.6666666667
1024,Kerala,Rajasthan,42026.666666666664
1025,Karnataka,Rajasthan,1294154.1666666667
1026,Lakshadeep,Rajasthan,0.0
1027,Maharashtra,Rajasthan,1302326.6666666667
1028,Meghalaya,Rajasthan,0.0
1029,Manipur,Rajasthan,0.0
1030,Madhya Pradesh,Rajasthan,12002.5
1031,Mizoram,Rajasthan,0.0
1032,Nagaland,Rajasthan,183230.83333333334
1033,Odisha,Rajasthan,0.0
1034,Punjab,Rajasthan,0.0
1035,Puducherry,Rajasthan,0.0
1036,Rajasthan,Rajasthan,4117.5
1037,Sikkim,Rajasthan,0.0
1038,Telangana,Rajasthan,0.0
1039,Tamil Nadu,Rajasthan,513905.0
1040,Tripura,Rajasthan,0.0
1041,Uttarakhand,Rajasthan,0.0
1042,Uttar Pradesh,Rajasthan,1802540.8333333333
1043,West Bengal,Rajasthan,57348.333333333336
1044,Andhra Pradesh,Sikkim,0.0
1045,Andaman & Nicobar Islands,Sikkim,0.0
1046,Arunachal Pradesh,Sikkim,0.0
1047,Assam,Sikkim,0.0
1048,Bihar,Sikkim,0.0
1049,Chattisgarh,Sikkim,0.0
1050,Chandigarh,Sikkim,0.0
1051,Daman & Diu,Sikkim,0.0
1052,Delhi,Sikkim,0.0
1053,Dadra & Nagar Haveli,Sikkim,0.0
1054,Goa,Sikkim,0.0
1055,Gujarat,Sikkim,0.0
1056,Himachal Pradesh,Sikkim,0.0
1057,Haryana,Sikkim,0.0
1058,Jharkhand,Sikkim,0.0
1059,Jammu & Kashmir,Sikkim,0.0
1060,Kerala,Sikkim,0.0
1061,Karnataka,Sikkim,0.0
1062,Lakshadeep,Sikkim,0.0
1063,Maharashtra,Sikkim,0.0
1064,Meghalaya,Sikkim,0.0
1065,Manipur,Sikkim,0.0
1066,Madhya Pradesh,Sikkim,0.0
1067,Mizoram,Sikkim,0.0
1068,Nagaland,Sikkim,0.0
1069,Odisha,Sikkim,0.0
1070,Punjab,Sikkim,0.0
1071,Puducherry,Sikkim,0.0
1072,Rajasthan,Sikkim,0.0
1073,Sikkim,Sikkim,0.0
1074,Telangana,Sikkim,0.0
1075,Tamil Nadu,Sikkim,0.0
1076,Tripura,Sikkim,0.0
1077,Uttarakhand,Sikkim,0.0
1078,Uttar Pradesh,Sikkim,0.0
1079,West Bengal,Sikkim,0.0
1080,Andhra Pradesh,Telangana,4586.175
1081,Andaman & Nicobar Islands,Telangana,0.0
1082,Arunachal Pradesh,Telangana,0.0
1083,Assam,Telangana,1119.6666666666667
1084,Bihar,Telangana,42801.666666666664
1085,Chattisgarh,Telangana,0.0
1086,Chandigarh,Telangana,0.0
1087,Daman & Diu,Telangana,0.0
1088,Delhi,Telangana,0.0
1089,Dadra & Nagar Haveli,Telangana,0.0
1090,Goa,Telangana,0.0
1091,Gujarat,Telangana,0.0
1092,Himachal Pradesh,Telangana,0.0
1093,Haryana,Telangana,0.0
1094,Jharkhand,Telangana,19987.5
1095,Jammu & Kashmir,Telangana,0.0
1096,Kerala,Telangana,1285529.1666666667
1097,Karnataka,Telangana,414534.5
1098,Lakshadeep,Telangana,0.0
1099,Maharashtra,Telangana,0.0
1100,Meghalaya,Telangana,0.0
1101,Manipur,Telangana,0.0
1102,Madhya Pradesh,Telangana,0.0
1103,Mizoram,Telangana,0.0
1104,Nagaland,Telangana,6523.333333333333
1105,Odisha,Telangana,0.0
1106,Punjab,Telangana,0.0
1107,Puducherry,Telangana,0.0
1108,Rajasthan,Telangana,0.0
1109,Sikkim,Telangana,0.0
1110,Telangana,Telangana,492877.2416666667
1111,Tamil Nadu,Telangana,3951880.5
1112,Tripura,Telangana,0.0
1113,Uttarakhand,Telangana,0.0
1114,Uttar Pradesh,Telangana,0.0
1115,West Bengal,Telangana,443052.0
1116,Andhra Pradesh,Tamil Nadu,14619.608333333332
1117,Andaman & Nicobar Islands,Tamil Nadu,0.0
1118,Arunachal Pradesh,Tamil Nadu,0.0
1119,Assam,Tamil Nadu,0.0
1120,Bihar,Tamil Nadu,0.0
1121,Chattisgarh,Tamil Nadu,77398.125
1122,Chandigarh,Tamil Nadu,0.0
1123,Daman & Diu,Tamil Nadu,0.0
1124,Delhi,Tamil Nadu,0.0
1125,Dadra & Nagar Haveli,Tamil Nadu,0.0
1126,Goa,Tamil Nadu,0.0
1127,Gujarat,Tamil Nadu,0.0
1128,Himachal Pradesh,Tamil Nadu,0.0
1129,Haryana,Tamil Nadu,14741.666666666666
1130,Jharkhand,Tamil Nadu,0.0
1131,Jammu & Kashmir,Tamil Nadu,0.0
1132,Kerala,Tamil Nadu,4823.333333333333
1133,Karnataka,Tamil Nadu,2738.3333333333335
1134,Lakshadeep,Tamil Nadu,0.0
1135,Maharashtra,Tamil Nadu,0.0
1136,Meghalaya,Tamil Nadu,0.0
1137,Manipur,Tamil Nadu,0.0
1138,Madhya Pradesh,Tamil Nadu,0.0
1139,Mizoram,Tamil Nadu,0.0
1140,Nagaland,Tamil Nadu,0.0
1141,Odisha,Tamil Nadu,14615.433333333334
1142,Punjab,Tamil Nadu,31737.975000000002
1143,Puducherry,Tamil Nadu,0.0
1144,Rajasthan,Tamil Nadu,0.0
1145,Sikkim,Tamil Nadu,0.0
1146,Telangana,Tamil Nadu,97219.20833333333
1147,Tamil Nadu,Tamil Nadu,1041104.1333333333
1148,Tripura,Tamil Nadu,0.0
1149,Uttarakhand,Tamil Nadu,0.0
1150,Uttar Pradesh,Tamil Nadu,100.0
1151,West Bengal,Tamil Nadu,0.0
1152,Andhra Pradesh,Tripura,8862.5
1153,Andaman & Nicobar Islands,Tripura,0.0
1154,Arunachal Pradesh,Tripura,0.0
1155,Assam,Tripura,73201.66666666667
1156,Bihar,Tripura,15450.0
1157,Chattisgarh,Tripura,2100.8333333333335
1158,Chandigarh,Tripura,4661.666666666667
1159,Daman & Diu,Tripura,0.0
1160,Delhi,Tripura,0.0
1161,Dadra & Nagar Haveli,Tripura,0.0
1162,Goa,Tripura,0.0
1163,Gujarat,Tripura,0.0
1164,Himachal Pradesh,Tripura,0.0
1165,Haryana,Tripura,4805.583333333333
1166,Jharkhand,Tripura,0.0
1167,Jammu & Kashmir,Tripura,0.0
1168,Kerala,Tripura,0.0
1169,Karnataka,Tripura,0.0
1170,Lakshadeep,Tripura,0.0
1171,Maharashtra,Tripura,0.0
1172,Meghalaya,Tripura,0.0
1173,Manipur,Tripura,0.0
1174,Madhya Pradesh,Tripura,0.0
1175,Mizoram,Tripura,0.0
1176,Nagaland,Tripura,0.0
1177,Odisha,Tripura,0.0
1178,Punjab,Tripura,15578.658333333333
1179,Puducherry,Tripura,0.0
1180,Rajasthan,Tripura,0.0
1181,Sikkim,Tripura,0.0
1182,Telangana,Tripura,0.0
1183,Tamil Nadu,Tripura,54852.5
1184,Tripura,Tripura,0.0
1185,Uttarakhand,Tripura,0.0
1186,Uttar Pradesh,Tripura,882.75
1187,West Bengal,Tripura,0.0
1188,Andhra Pradesh,Uttarakhand,2212.5
1189,Andaman & Nicobar Islands,Uttarakhand,0.0
1190,Arunachal Pradesh,Uttarakhand,0.0
1191,Assam,Uttarakhand,1010650.8333333334
1192,Bihar,Uttarakhand,484480.0
1193,Chattisgarh,Uttarakhand,4313.333333333333
1194,Chandigarh,Uttarakhand,50765.833333333336
1195,Daman & Diu,Uttarakhand,0.0
1196,Delhi,Uttarakhand,4430.0
1197,Dadra & Nagar Haveli,Uttarakhand,0.0
1198,Goa,Uttarakhand,0.0
1199,Gujarat,Uttarakhand,95672.5
1200,Himachal Pradesh,Uttarakhand,6592.5
1201,Haryana,Uttarakhand,4318.333333333333
1202,Jharkhand,Uttarakhand,0.0
1203,Jammu & Kashmir,Uttarakhand,4381.666666666667
1204,Kerala,Uttarakhand,22046.666666666668
1205,Karnataka,Uttarakhand,77899.16666666667
1206,Lakshadeep,Uttarakhand,0.0
1207,Maharashtra,Uttarakhand,4412.5
1208,Meghalaya,Uttarakhand,0.0
1209,Manipur,Uttarakhand,7300.0
1210,Madhya Pradesh,Uttarakhand,8799.166666666666
1211,Mizoram,Uttarakhand,5862.5
1212,Nagaland,Uttarakhand,99211.66666666667
1213,Odisha,Uttarakhand,0.0
1214,Punjab,Uttarakhand,2215.0
1215,Puducherry,Uttarakhand,0.0
1216,Rajasthan,Uttarakhand,6651.666666666667
1217,Sikkim,Uttarakhand,0.0
1218,Telangana,Uttarakhand,0.0
1219,Tamil Nadu,Uttarakhand,35246.666666666664
1220,Tripura,Uttarakhand,66805.83333333333
1221,Uttarakhand,Uttarakhand,0.0
1222,Uttar Pradesh,Uttarakhand,8918.333333333334
1223,West Bengal,Uttarakhand,2232.5
1224,Andhra Pradesh,Uttar Pradesh,88959.41666666667
1225,Andaman & Nicobar Islands,Uttar Pradesh,0.0
1226,Arunachal Pradesh,Uttar Pradesh,0.0
1227,Assam,Uttar Pradesh,576585.6666666666
1228,Bihar,Uttar Pradesh,484107.25
1229,Chattisgarh,Uttar Pradesh,13209.166666666666
1230,Chandigarh,Uttar Pradesh,716.6666666666666
1231,Daman & Diu,Uttar Pradesh,0.0
1232,Delhi,Uttar Pradesh,0.0
1233,Dadra & Nagar Haveli,Uttar Pradesh,0.0
1234,Goa,Uttar Pradesh,0.0
1235,Gujarat,Uttar Pradesh,178110.0
1236,Himachal Pradesh,Uttar Pradesh,0.0
1237,Haryana,Uttar Pradesh,34917.583333333336
1238,Jharkhand,Uttar Pradesh,0.0
1239,Jammu & Kashmir,Uttar Pradesh,0.0
1240,Kerala,Uttar Pradesh,84916.66666666667
1241,Karnataka,Uttar Pradesh,5029.166666666667
1242,Lakshadeep,Uttar Pradesh,0.0
1243,Maharashtra,Uttar Pradesh,15362.5
1244,Meghalaya,Uttar Pradesh,0.0
1245,Manipur,Uttar Pradesh,11260.0
1246,Madhya Pradesh,Uttar Pradesh,0.0
1247,Mizoram,Uttar Pradesh,2670.0
1248,Nagaland,Uttar Pradesh,97576.66666666667
1249,Odisha,Uttar Pradesh,368.3333333333333
1250,Punjab,Uttar Pradesh,61672.700000000004
1251,Puducherry,Uttar Pradesh,0.0
1252,Rajasthan,Uttar Pradesh,0.0
1253,Sikkim,Uttar Pradesh,0.0
1254,Telangana,Uttar Pradesh,0.0
1255,Tamil Nadu,Uttar Pradesh,50.833333333333336
1256,Tripura,Uttar Pradesh,153144.0
1257,Uttarakhand,Uttar Pradesh,0.0
1258,Uttar Pradesh,Uttar Pradesh,595758.375
1259,West Bengal,Uttar Pradesh,25932.5
1260,Andhra Pradesh,West Bengal,19313.666666666668
1261,Andaman & Nicobar Islands,West Bengal,0.0
1262,Arunachal Pradesh,West Bengal,2207.5
1263,Assam,West Bengal,170097.16666666666
1264,Bihar,West Bengal,356234.5
1265,Chattisgarh,West Bengal,9711.208333333334
1266,Chandigarh,West Bengal,0.0
1267,Daman & Diu,West Bengal,0.0
1268,Delhi,West Bengal,0.0
1269,Dadra & Nagar Haveli,West Bengal,0.0
1270,Goa,West Bengal,0.0
1271,Gujarat,West Bengal,0.0
1272,Himachal Pradesh,West Bengal,0.0
1273,Haryana,West Bengal,667.75
1274,Jharkhand,West Bengal,72328.58333333333
1275,Jammu & Kashmir,West Bengal,0.0
1276,Kerala,West Bengal,0.0
1277,Karnataka,West Bengal,0.0
1278,Lakshadeep,West Bengal,0.0
1279,Maharashtra,West Bengal,0.0
1280,Meghalaya,West Bengal,0.0
1281,Manipur,West Bengal,0.0
1282,Madhya Pradesh,West Bengal,3333.3333333333335
1283,Mizoram,West Bengal,0.0
1284,Nagaland,West Bengal,4378.583333333333
1285,Odisha,West Bengal,0.0
1286,Punjab,West Bengal,1791.4166666666667
1287,Puducherry,West Bengal,0.0
1288,Rajasthan,West Bengal,0.0
1289,Sikkim,West Bengal,0.0
1290,Telangana,West Bengal,0.0
1291,Tamil Nadu,West Bengal,12935.833333333334
1292,Tripura,West Bengal,24741.416666666668
1293,Uttarakhand,West Bengal,0.0
1294,Uttar Pradesh,West Bengal,2214.1666666666665
1295,West Bengal,West Bengal,60087.041666666664
