,state,district,crop,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
418,chhattisgarh,balrampur,barley,1398.0,1354.0,1.1162407254740314
419,chhattisgarh,balrampur,wheat,10811.0,19052.0,2.0645860424794105
420,chhattisgarh,bastar,wheat,1160.0,2135.0,2.4814814814814814
421,chhattisgarh,bemetara,barley,196.0,77.0,0.8783783783783784
422,chhattisgarh,bemetara,wheat,21831.0,18333.0,1.2234042553191489
423,chhattisgarh,bijapur,wheat,2.0,3.0,1.5
424,chhattisgarh,bilaspur,barley,18.0,11.0,1.2222222222222223
425,chhattisgarh,bilaspur,wheat,19057.0,21846.0,1.7609800362976409
426,chhattisgarh,dantewada,wheat,31.0,41.0,2.4
427,chhattisgarh,dhamtari,wheat,4547.0,7016.0,1.8301781737193763
428,chhattisgarh,durg,barley,110.0,72.0,2.6875
429,chhattisgarh,durg,wheat,26321.0,26725.0,1.4287917017101206
430,chhattisgarh,gariyaband,wheat,534.0,874.0,2.0529595015576323
431,chhattisgarh,gaurella-pendra-marwahi,wheat,1086.0,1326.0,1.2209944751381216
432,chhattisgarh,janjgir-champa,wheat,4537.0,5584.0,2.1934127540294326
433,chhattisgarh,jashpur,barley,22.0,22.0,1.2666666666666666
434,chhattisgarh,jashpur,wheat,1496.0,2161.0,2.0046620046620047
435,chhattisgarh,kabirdham,wheat,10265.0,12414.0,1.543070229956495
436,chhattisgarh,kanker,wheat,1423.0,2722.0,2.333333333333333
437,chhattisgarh,kondagaon,wheat,250.0,479.0,2.3954802259887007
438,chhattisgarh,korba,barley,249.0,287.0,1.2587719298245614
439,chhattisgarh,korba,wheat,801.0,951.0,1.4194029850746268
440,chhattisgarh,korea,barley,639.0,559.0,1.089820359281437
441,chhattisgarh,korea,wheat,5157.0,6885.0,1.606437454279444
442,chhattisgarh,mahasamund,barley,1.0,1.0,1.0
443,chhattisgarh,mahasamund,wheat,2313.0,3580.0,2.1259259259259258
444,chhattisgarh,mungeli,wheat,6210.0,9957.0,1.7985910404624277
445,chhattisgarh,narayanpur,wheat,35.0,85.0,2.833333333333333
446,chhattisgarh,raigarh,wheat,7025.0,10808.0,2.166396103896104
447,chhattisgarh,raipur,barley,2.0,2.0,1.0
448,chhattisgarh,raipur,wheat,9963.0,12897.0,2.1024636058230683
449,chhattisgarh,rajnandgaon,barley,71.0,90.0,2.2222222222222223
450,chhattisgarh,rajnandgaon,wheat,19086.0,25948.0,1.637097791798107
451,chhattisgarh,sukma,barley,344.0,285.0,0.8284883720930233
452,chhattisgarh,sukma,wheat,2.0,3.0,1.5
453,chhattisgarh,surajpur,barley,745.0,651.0,1.1240105540897098
454,chhattisgarh,surajpur,wheat,6872.0,13163.0,1.915454016298021
455,chhattisgarh,surguja,barley,3722.0,3677.0,1.189921151868358
456,chhattisgarh,surguja,wheat,20556.0,27559.0,1.831763619575254
457,dadra and nagar haveli,dadra and nagar haveli,rice,3350.0,8486.0,3.5
458,dadra and nagar haveli,dadra and nagar haveli,wheat,40.0,92.0,2.3
459,gujarat,ahmadabad,Maize,1046.0,2373.0,2.268642447418738
460,gujarat,ahmadabad,bajra,12200.0,26300.0,3.637037037037037
461,gujarat,ahmadabad,jowar,9000.0,9600.0,1.3218673218673218
462,gujarat,ahmadabad,rice,33885.0,95566.0,3.872340425531915
463,gujarat,ahmadabad,wheat,230400.0,547600.0,2.6896770026665986
464,gujarat,amreli,Maize,800.0,1500.0,2.3
465,gujarat,amreli,bajra,3959.000000000001,11373.0,3.0
466,gujarat,amreli,jowar,1700.0,1500.0,1.323943661971831
467,gujarat,amreli,wheat,55000.0,208200.0,4.047431832593532
468,gujarat,anand,Maize,3600.0,7100.0,2.5
469,gujarat,anand,bajra,48100.0,144359.0,3.2937577478306075
470,gujarat,anand,jowar,400.0,400.0,1.0
471,gujarat,anand,rice,9100.0,27100.0,3.5
472,gujarat,anand,wheat,70156.0,189576.0,3.18825522499006
473,gujarat,aravalli,Maize,13825.0,67288.0,5.519422107128254
474,gujarat,aravalli,bajra,4258.0,12554.0,3.062157221206581
475,gujarat,aravalli,jowar,290.0,383.0,1.4333333333333331
476,gujarat,aravalli,rice,50.0,147.0,2.94
477,gujarat,aravalli,wheat,78409.0,232780.0,2.968791847874606
478,gujarat,banas kantha,Maize,500.0,1145.0,2.708108108108108
479,gujarat,banas kantha,bajra,170308.0,473177.00000000006,2.874267150404878
480,gujarat,banas kantha,jowar,400.0,400.0,1.0
481,gujarat,banas kantha,wheat,93158.0,290342.0,3.135893065904193
482,gujarat,bharuch,Maize,1600.0,3400.0,2.2666666666666666
483,gujarat,bharuch,bajra,2100.0,5300.0,3.0
484,gujarat,bharuch,jowar,35400.0,28800.0,1.3274774774774776
485,gujarat,bharuch,rice,2885.0,8900.0,4.833333333333333
486,gujarat,bharuch,wheat,29300.0,47313.0,2.081818181818182
487,gujarat,bhavnagar,Maize,1614.0,3843.0,3.0
488,gujarat,bhavnagar,bajra,7000.0,17700.0,3.2535121328224776
489,gujarat,bhavnagar,jowar,1900.0,1600.0,1.515384615384615
490,gujarat,bhavnagar,wheat,49500.0,160000.0,3.4982323140285017
491,gujarat,botad,Maize,12.0,31.0,2.583333333333333
492,gujarat,botad,bajra,601.0,1726.0000000000002,2.923076923076923
493,gujarat,botad,wheat,13245.0,51432.0,3.8831257078142696
494,gujarat,chhotaudepur,Maize,47245.0,119111.0,2.947553411440386
495,gujarat,chhotaudepur,bajra,53.0,155.0,2.9245283018867925
496,gujarat,chhotaudepur,jowar,400.0,528.0,1.5142857142857142
497,gujarat,chhotaudepur,wheat,1258.0,3933.0,3.564885496183206
498,gujarat,dang,Maize,130.0,327.0,2.5153846153846158
499,gujarat,dang,jowar,400.0,400.0,1.0
500,gujarat,dang,wheat,4400.0,13900.0,4.0
501,gujarat,devbhumi dwarka,Maize,644.0,1288.0,2.0
502,gujarat,devbhumi dwarka,bajra,313.0,899.0,2.933333333333333
503,gujarat,devbhumi dwarka,jowar,319.0,421.0,1.3197492163009403
504,gujarat,devbhumi dwarka,wheat,14882.0,64126.0,4.308963848945035
505,gujarat,dohad,Maize,48860.0,94251.0,2.1602765270387048
506,gujarat,dohad,bajra,100.0,247.00000000000003,3.0
507,gujarat,dohad,jowar,300.0,200.0,1.2
508,gujarat,dohad,wheat,65300.0,151300.0,3.106776180698152
509,gujarat,gandhinagar,Maize,500.0,800.0,2.1515151515151514
510,gujarat,gandhinagar,bajra,15700.0,42700.0,3.632070081889164
511,gujarat,gandhinagar,jowar,400.0,400.0,1.0
512,gujarat,gandhinagar,rice,3000.0,9200.0,3.333333333333333
513,gujarat,gandhinagar,wheat,43800.0,141700.0,3.945205479452055
514,gujarat,gir somnath,Maize,430.0,626.0,2.549019607843137
515,gujarat,gir somnath,bajra,6077.0,19163.0,3.655040871934604
516,gujarat,gir somnath,jowar,1010.0,1334.0,1.425
517,gujarat,gir somnath,wheat,91600.0,359118.0,4.177357075913777
518,gujarat,jamnagar,Maize,115.0,262.0,2.2782608695652176
519,gujarat,jamnagar,bajra,2300.0,5900.0,3.0
520,gujarat,jamnagar,jowar,2600.0,2100.0,1.44
521,gujarat,jamnagar,wheat,60400.0,219900.0,4.100347082851274
522,gujarat,junagadh,Maize,24600.0,47400.0,2.550943396226415
523,gujarat,junagadh,bajra,10000.0,25803.0,3.8432371250707407
524,gujarat,junagadh,jowar,13900.0,8400.0,2.0
525,gujarat,junagadh,wheat,210000.0,905900.0,4.770433964483123
526,gujarat,kachchh,Maize,2218.0,5012.0,2.2857142857142856
527,gujarat,kachchh,bajra,4600.0,11700.0,2.9189356435643563
528,gujarat,kachchh,jowar,300.0,300.0,1.0
529,gujarat,kachchh,wheat,34800.0,97000.0,3.292488474470519
530,gujarat,kheda,Maize,7500.0,14800.0,2.8689320388349517
531,gujarat,kheda,bajra,52000.0,132700.0,3.462658257859548
532,gujarat,kheda,jowar,1000.0,1100.0,1.5454545454545454
533,gujarat,kheda,rice,13988.0,43606.0,5.0
534,gujarat,kheda,wheat,100400.0,271200.0,3.348921007326741
535,gujarat,mahesana,Maize,1500.0,3000.0,2.217391304347826
536,gujarat,mahesana,bajra,69400.0,172800.0,3.247769784172662
537,gujarat,mahesana,jowar,400.0,400.0,1.0
538,gujarat,mahesana,rice,402.0,1071.0,3.2555555555555555
539,gujarat,mahesana,wheat,90160.0,280141.0,3.4666540383802764
540,gujarat,mahisagar,Maize,12380.0,30951.0,2.5104646697388637
541,gujarat,mahisagar,bajra,5938.0,11020.0,2.5390048154093097
542,gujarat,mahisagar,jowar,91.0,120.0,1.3186813186813189
543,gujarat,mahisagar,rice,449.0,1324.0,3.2551020408163267
544,gujarat,mahisagar,wheat,26186.0,70192.0,2.762043795620438
545,gujarat,morbi,bajra,488.0,1402.0,2.9185185185185185
546,gujarat,morbi,jowar,70.0,85.0,1.2142857142857142
547,gujarat,morbi,wheat,20993.0,87921.0,4.188110322488448
548,gujarat,narmada,Maize,6100.0,11800.0,2.25
549,gujarat,narmada,bajra,1700.0,4300.0,3.0
550,gujarat,narmada,jowar,5100.0,4500.0,1.2419904567143831
551,gujarat,narmada,rice,100.0,100.0,3.185185185185185
552,gujarat,narmada,wheat,4300.0,13700.0,3.3362936648904675
553,gujarat,navsari,Maize,351.0,764.0,2.1766381766381766
554,gujarat,navsari,bajra,83.0,218.00000000000003,2.626506024096386
555,gujarat,navsari,jowar,1318.0,1877.0,2.763285024154589
556,gujarat,navsari,rice,27400.0,80700.0,3.876923076923077
557,gujarat,navsari,wheat,700.0,1900.0,3.340659340659341
558,gujarat,panch mahals,Maize,36491.0,83302.0,2.5000257904781558
559,gujarat,panch mahals,bajra,14200.0,35800.0,2.794011765738871
560,gujarat,panch mahals,jowar,3900.0,2600.0,1.2
561,gujarat,panch mahals,rice,3213.0,5938.0,5.0
562,gujarat,panch mahals,wheat,70700.0,156100.0,3.153452685421995
563,gujarat,patan,Maize,2300.0,4500.0,2.106382978723404
564,gujarat,patan,bajra,15100.0,42300.0,3.01569290197972
565,gujarat,patan,jowar,1100.0,1200.0,1.425
566,gujarat,patan,rice,520.0,1386.0,2.6653846153846152
567,gujarat,patan,wheat,47800.0,154800.0,3.4135338345864663
568,gujarat,porbandar,Maize,500.0,900.0,1.8
569,gujarat,porbandar,bajra,700.0,1700.0,3.0
570,gujarat,porbandar,jowar,25500.0,31063.0,2.1654234925061
571,gujarat,porbandar,wheat,34600.0,117492.0,3.513757878722017
572,gujarat,rajkot,Maize,400.0,763.0,2.392156862745098
573,gujarat,rajkot,bajra,1313.0,3772.0,3.0
574,gujarat,rajkot,jowar,4500.0,4400.0,1.31875
575,gujarat,rajkot,wheat,170200.0,678300.0,4.283910555639211
576,gujarat,sabar kantha,Maize,12700.0,24472.0,6.468939994713191
577,gujarat,sabar kantha,bajra,22000.0,53100.0,3.473158551810237
578,gujarat,sabar kantha,jowar,300.0,357.0,1.423809523809524
579,gujarat,sabar kantha,wheat,179466.0,526650.0,3.4427385372773167
580,gujarat,surat,Maize,1000.0,1700.0,1.8888888888888888
581,gujarat,surat,bajra,200.0,400.0,3.0
582,gujarat,surat,jowar,9200.0,9400.0,1.8299435028248587
583,gujarat,surat,rice,19000.0,64000.0,4.823529411764706
584,gujarat,surat,wheat,13545.0,30190.0,3.048387096774193
585,gujarat,surendranagar,Maize,765.0,1473.0,2.5
586,gujarat,surendranagar,bajra,2200.0,6101.0,3.126829268292683
587,gujarat,surendranagar,jowar,4000.0,4300.0,1.1912087912087912
588,gujarat,surendranagar,wheat,66900.0,207100.0,3.1270801815431164
589,gujarat,tapi,Maize,1717.0,2448.0,2.2519083969465647
590,gujarat,tapi,bajra,125.0,349.0,2.8666666666666667
591,gujarat,tapi,jowar,4800.0,5200.0,1.8001249219237974
592,gujarat,tapi,rice,2600.0,8300.0,3.2523489932885905
593,gujarat,tapi,wheat,5496.0,17816.0,3.30188679245283
594,gujarat,vadodara,Maize,81000.0,165800.0,2.580388692579505
595,gujarat,vadodara,bajra,11300.0,25200.0,4.127659574468085
596,gujarat,vadodara,jowar,21200.0,19400.0,1.490909090909091
597,gujarat,vadodara,rice,1353.0,3991.0,3.2517857142857145
598,gujarat,vadodara,wheat,47500.0,132600.0,3.4246575342465757
599,gujarat,valsad,Maize,35.0,68.0,2.5
600,gujarat,valsad,bajra,100.0,200.0,2.0
601,gujarat,valsad,jowar,500.0,400.0,1.5151515151515151
602,gujarat,valsad,rice,9500.0,28800.0,4.47457627118644
603,gujarat,valsad,wheat,1000.0,2200.0,3.5
604,haryana,ambala,barley,77.0,120.0,4.0
605,haryana,ambala,wheat,174000.0,797000.0,4.858662317225853
606,haryana,bhiwani,barley,12816.0,43000.0,3.9
607,haryana,bhiwani,wheat,219000.0,843000.0,4.465661578328333
608,haryana,charki dadri,barley,2100.0,7300.0,4.357142857142857
609,haryana,charki dadri,wheat,54800.0,273000.0,5.0
610,haryana,faridabad,barley,3024.0,7000.0,8.241758241758241
611,haryana,faridabad,wheat,135774.0,545000.0,5.135135135135135
612,haryana,fatehabad,barley,7000.0,21000.0,4.439746300211416
613,haryana,fatehabad,wheat,191900.0,1034000.0,5.461334910817563
614,haryana,gurgaon,barley,4000.0,13000.0,4.950495049504951
615,haryana,gurgaon,wheat,136504.0,486000.0,5.064039408866995
616,haryana,hisar,barley,9366.0,32000.0,3.876651982378855
617,haryana,hisar,wheat,237072.0,1208000.0,5.095498413983937
618,haryana,jhajjar,barley,6923.0,25000.0,4.424242424242424
619,haryana,jhajjar,wheat,114000.0,512600.0,5.086021505376344
620,haryana,jind,barley,2000.0,6000.0,7.092198581560283
621,haryana,jind,wheat,219000.0,1136000.0,5.244448548081806
622,haryana,kaithal,barley,108.0,0.0,0.0
623,haryana,kaithal,wheat,215000.0,1057000.0,5.446648260884633
624,haryana,karnal,barley,311.0,700.0,4.0
625,haryana,karnal,wheat,197000.0,1027000.0,5.676161866671324
626,haryana,kurukshetra,barley,13.0,40.0,4.0
627,haryana,kurukshetra,wheat,115107.0,609000.0,5.437305810506768
628,haryana,mahendragarh,barley,1373.0,4000.0,5.891016200294551
629,haryana,mahendragarh,wheat,217000.0,946000.0,5.021739130434782
630,haryana,mewat,barley,1873.0,6000.0,4.205128205128205
631,haryana,mewat,wheat,98099.0,362300.0,4.603557814485388
632,haryana,palwal,barley,1035.0,4000.0,4.3057050592034445
633,haryana,palwal,wheat,105000.0,507000.0,5.0909748162429205
634,haryana,panchkula,barley,100.0,400.0,4.0
635,haryana,panchkula,wheat,88000.0,378000.0,4.295454545454546
636,haryana,panipat,barley,142.0,40.0,4.0
637,haryana,panipat,wheat,174000.0,858000.0,5.564067413918233
638,haryana,rewari,barley,4443.0,15000.0,5.038461538461538
639,haryana,rewari,wheat,54781.0,243000.0,5.020833333333333
640,haryana,rohtak,barley,3435.0,12000.0,4.0
641,haryana,rohtak,wheat,107000.0,512000.0,4.995950547895749
642,haryana,sirsa,barley,11755.0,46000.0,4.2
643,haryana,sirsa,wheat,304500.0,1602000.0,5.356909979167573
644,haryana,sonipat,barley,1000.0,3000.0,5.235602094240837
645,haryana,sonipat,wheat,162264.0,894000.0,5.509540008874427
646,haryana,yamunanagar,barley,937.0,3000.0,3.2017075773746
647,haryana,yamunanagar,wheat,93500.0,457500.0,5.378056115769734
648,himachal pradesh,bilaspur,barley,317.0,370.0,1.9545454545454544
649,himachal pradesh,bilaspur,wheat,28143.0,67319.0,2.3951825233046327
650,himachal pradesh,chamba,barley,4740.0,9057.0,2.161201432901626
651,himachal pradesh,chamba,wheat,23075.0,50277.0,2.6917764214584
652,himachal pradesh,hamirpur,barley,134.0,167.0,1.7590361445783131
653,himachal pradesh,hamirpur,wheat,35035.0,71439.0,2.059413646977428
654,himachal pradesh,kangra,barley,3412.0,5559.0,2.1430223592906708
655,himachal pradesh,kangra,wheat,119675.0,190985.0,2.2500029524653087
656,himachal pradesh,kinnaur,barley,1475.0,3154.0,3.0538847117794488
657,himachal pradesh,kinnaur,wheat,479.0,996.0,2.119148936170213
658,himachal pradesh,kullu,barley,5967.0,7098.0,1.997715404699739
659,himachal pradesh,kullu,wheat,36689.0,55769.0,2.4018691588785046
660,himachal pradesh,lahul and spiti,barley,647.0,1016.0,1.7801801801801802
661,himachal pradesh,lahul and spiti,wheat,185.0,275.0,3.2698412698412698
662,himachal pradesh,mandi,barley,4290.0,8056.0,2.098463141443084
663,himachal pradesh,mandi,wheat,68477.0,132072.0,2.050202579984166
664,himachal pradesh,shimla,barley,5234.0,6026.0,1.7646493756003845
665,himachal pradesh,shimla,wheat,24294.0,28154.0,1.996879211291581
666,himachal pradesh,sirmaur,barley,2776.0,3890.0,1.7098901098901098
667,himachal pradesh,sirmaur,wheat,36635.0,59749.0,2.501945358929411
668,himachal pradesh,solan,barley,1966.0,2975.0,1.7603550295857988
669,himachal pradesh,solan,wheat,39923.0,65003.0,2.689152656923207
670,himachal pradesh,una,barley,1.0,1.0,1.0
671,himachal pradesh,una,wheat,38968.0,69021.0,2.203172880490296
672,jammu and kashmir,anantnag,wheat,466.0,1020.0,2.515337423312884
673,jammu and kashmir,badgam,wheat,3134.0,2149.5,1.5909090909090908
674,jammu and kashmir,bandipora,barley,2125.0,1912.5,0.9
675,jammu and kashmir,baramulla,barley,1.0,0.5,0.5
676,jammu and kashmir,baramulla,wheat,678.0,980.0,1.4454277286135693
677,jammu and kashmir,doda,barley,7860.0,2481.6,0.3212309820193638
678,jammu and kashmir,doda,wheat,11735.0,14930.0,2.073832562053008
679,jammu and kashmir,jammu,bajra,24.0,16.8,0.7000000000000001
680,jammu and kashmir,jammu,barley,610.0,901.267,1.483116883116883
681,jammu and kashmir,jammu,wheat,101280.0,240468.0,2.800100080064051
682,jammu and kashmir,kargil,ragi,3993.0,2962.3,0.7418732782369146
683,jammu and kashmir,kargil,wheat,1623.0,1404.2,0.8652173913043478
684,jammu and kashmir,kathua,bajra,3.0,0.9,0.3
685,jammu and kashmir,kathua,barley,1897.0,1669.8000000000002,0.8911014312383323
686,jammu and kashmir,kathua,wheat,55982.0,127168.7,2.5159003679816405
687,jammu and kashmir,kishtwar,barley,2340.0,751.5,0.3211764705882354
688,jammu and kashmir,kishtwar,wheat,3416.0,4615.7,1.919209979209979
689,jammu and kashmir,kulgam,wheat,13.0,10.0,1.4
690,jammu and kashmir,kupwara,wheat,130.0,140.0,1.3131313131313131
691,jammu and kashmir,leh ladakh,bajra,4542.0,1805.7,0.397556142668428
692,jammu and kashmir,leh ladakh,barley,154.0,138.6,0.9
693,jammu and kashmir,leh ladakh,ragi,4562.0,1813.7,0.3975668566418238
694,jammu and kashmir,leh ladakh,wheat,2713.0,2508.6,0.924908424908425
695,jammu and kashmir,poonch,wheat,17020.0,38122.4,2.453652571281457
696,jammu and kashmir,pulwama,wheat,828.0,870.0,2.074404761904762
697,jammu and kashmir,rajauri,barley,67.0,40.400000000000006,3.0
698,jammu and kashmir,rajauri,wheat,53832.0,109289.2,2.297101540660403
699,jammu and kashmir,ramban,barley,2781.0,892.8,0.3214285714285714
700,jammu and kashmir,ramban,wheat,5416.0,6931.9,1.4384519609877566
701,jammu and kashmir,reasi,bajra,8.0,7.300000000000001,0.9125
702,jammu and kashmir,reasi,barley,392.0,359.3,0.9188405797101448
703,jammu and kashmir,reasi,wheat,15064.0,28825.0,1.913502389803505
704,jammu and kashmir,samba,barley,745.0,371.3,0.4988372093023256
705,jammu and kashmir,samba,wheat,30728.0,82586.0,2.769639102409431
706,jammu and kashmir,srinagar,barley,20.0,5.0,0.25
707,jammu and kashmir,srinagar,wheat,16.0,10.0,5.0
708,jammu and kashmir,udhampur,bajra,167.0,41.8,0.2506024096385542
709,jammu and kashmir,udhampur,barley,1506.0,1380.0,0.9182432432432432
710,jammu and kashmir,udhampur,wheat,41552.0,67350.0,1.857999943771261
711,jharkhand,bokaro,wheat,4143.0,15536.0,3.749939657253198
712,jharkhand,chatra,Maize,75.0,122.0,1.8125
713,jharkhand,chatra,wheat,11262.43,25133.0,2.698981756470089
714,jharkhand,deoghar,Maize,256.0,461.0,2.5968992248062017
715,jharkhand,deoghar,wheat,12029.0,31275.0,2.599966747028016
716,jharkhand,dhanbad,wheat,3228.0,6919.0,2.5
717,jharkhand,dumka,Maize,1056.0,2275.0,2.5
718,jharkhand,dumka,wheat,15359.0,34558.0,2.3519806471121862
719,jharkhand,east singhbum,Maize,750.0,1013.0,1.5008130081300812
720,jharkhand,east singhbum,wheat,5980.0,13036.0,2.179933110367893
721,jharkhand,garhwa,Maize,250.0,233.0,1.2
722,jharkhand,garhwa,barley,2962.57,1801.24,0.6079991358853968
723,jharkhand,garhwa,wheat,17118.0,31038.0,2.1
724,jharkhand,giridih,Maize,20.0,28.0,1.4
725,jharkhand,giridih,wheat,10897.0,28376.0,2.6219538037719854
726,jharkhand,godda,Maize,1200.0,2089.0,2.3806451612903228
727,jharkhand,godda,barley,1051.19,1249.86,1.1889953291032067
728,jharkhand,godda,wheat,17341.0,30366.0,2.41
729,jharkhand,gumla,Maize,518.0,1036.0,2.0
730,jharkhand,gumla,wheat,9138.0,21401.0,2.354021990740741
731,jharkhand,hazaribagh,Maize,34.0,51.0,1.5
732,jharkhand,hazaribagh,barley,43.2,36.76,0.8509259259259259
733,jharkhand,hazaribagh,wheat,13890.0,34725.0,2.5000362187613185
734,jharkhand,jamtara,Maize,160.0,410.0,2.5625
735,jharkhand,jamtara,wheat,6882.0,10906.0,2.182582780881548
736,jharkhand,khunti,Maize,107.0,225.0,2.8125
737,jharkhand,khunti,wheat,6916.0,12103.0,2.519018404907976
738,jharkhand,koderma,Maize,135.0,257.0,2.1666666666666665
739,jharkhand,koderma,wheat,8765.0,21913.0,2.500057045065602
740,jharkhand,latehar,wheat,8640.0,12592.0,2.5219307029841778
741,jharkhand,lohardaga,Maize,20.0,61.0,3.05
742,jharkhand,lohardaga,wheat,7525.0,20152.0,2.69993876301286
743,jharkhand,pakur,Maize,734.0,1652.0,2.250681198910082
744,jharkhand,pakur,wheat,8518.0,18314.0,2.281940563881128
745,jharkhand,palamu,Maize,1028.0,1645.0,2.0
746,jharkhand,palamu,barley,3425.43,2702.66,0.7889987534411738
747,jharkhand,palamu,wheat,23544.07,39831.0,2.2
748,jharkhand,ramgarh,Maize,14.0,20.0,1.5384615384615383
749,jharkhand,ramgarh,wheat,3724.0,9310.0,2.5001367989056087
750,jharkhand,ranchi,Maize,1803.0,4688.0,2.699873896595208
751,jharkhand,ranchi,wheat,15012.0,30024.0,2.305982905982906
752,jharkhand,sahebganj,Maize,1005.0,864.0,0.8603491271820449
753,jharkhand,sahebganj,wheat,12110.0,22343.0,1.9380234505862648
754,jharkhand,saraikela kharsawan,Maize,480.0,864.0,1.8
755,jharkhand,saraikela kharsawan,wheat,4880.0,15128.0,3.100136054421769
756,jharkhand,simdega,Maize,1165.0,3262.0,3.1142857142857143
757,jharkhand,simdega,wheat,10477.0,23049.0,3.6346153846153846
758,jharkhand,west singhbhum,Maize,34.0,73.0,2.147058823529412
759,jharkhand,west singhbhum,wheat,4054.0,4784.0,1.6829268292682926
760,karnataka,bagalkote,Maize,27780.0,91134.0,4.297319060250095
761,karnataka,bagalkote,bajra,219.0,229.0,1.0456621004566211
762,karnataka,bagalkote,jowar,170489.0,178029.0,1.441565382155032
763,karnataka,bagalkote,ragi,76.0,108.0,1.4210526315789471
764,karnataka,bagalkote,rice,63.0,196.0,3.5
765,karnataka,bagalkote,wheat,26356.0,41483.0,1.650293002412961
766,karnataka,ballari,Maize,14920.0,45461.0,3.952307692307692
767,karnataka,ballari,bajra,2224.0,2617.0,1.2622309197651664
768,karnataka,ballari,jowar,67303.0,64446.0,2.232114770506649
769,karnataka,ballari,ragi,8552.0,11567.0,2.25
770,karnataka,ballari,rice,46372.0,157854.0,4.6774475524475525
771,karnataka,ballari,wheat,2900.0,2658.0,1.8771929824561404
772,karnataka,bangalore rural,Maize,509.0,1641.0,3.718181818181818
773,karnataka,bangalore rural,jowar,196.0,248.0,1.2653061224489797
774,karnataka,bangalore rural,ragi,2863.0,5419.0,2.3480243161094223
775,karnataka,bangalore rural,rice,8761.0,23493.0,4.467080745341615
776,karnataka,bangalore rural,wheat,9.0,14.0,1.5555555555555556
777,karnataka,belagavi,Maize,44298.0,172028.0,3.965977605512489
778,karnataka,belagavi,bajra,217.0,238.0,1.1176470588235294
779,karnataka,belagavi,jowar,209518.0,153578.0,1.1772934095341003
780,karnataka,belagavi,ragi,133.0,171.0,1.693069306930693
781,karnataka,belagavi,rice,1363.0,4138.0,4.440559440559441
782,karnataka,belagavi,wheat,72367.0,89933.0,1.6282927836115484
783,karnataka,bengaluru urban,Maize,2674.0,4901.0,3.769230769230769
784,karnataka,bengaluru urban,bajra,2.0,2.0,1.0
785,karnataka,bengaluru urban,jowar,48.0,53.0,1.6
786,karnataka,bengaluru urban,ragi,3001.0,5080.0,2.38659793814433
787,karnataka,bengaluru urban,rice,2491.0,7315.0,4.953703703703703
788,karnataka,bengaluru urban,wheat,3.0,3.0,1.0
789,karnataka,bidar,Maize,781.0,2502.0,3.724832214765101
790,karnataka,bidar,bajra,7.0,7.0,1.0
791,karnataka,bidar,jowar,37206.0,25450.0,0.9775441735629612
792,karnataka,bidar,ragi,24.0,34.0,1.4166666666666667
793,karnataka,bidar,rice,112.0,180.0,3.0416666666666665
794,karnataka,bidar,wheat,10101.0,10271.0,1.3698749636522245
795,karnataka,chamarajanagara,Maize,9610.0,38385.0,4.814126394052044
796,karnataka,chamarajanagara,bajra,3.0,3.0,1.0
797,karnataka,chamarajanagara,jowar,1047.0,1151.0,2.0448430493273544
798,karnataka,chamarajanagara,ragi,5128.0,10396.0,2.749502982107356
799,karnataka,chamarajanagara,rice,6193.0,21866.0,4.1993769470404985
800,karnataka,chamarajanagara,wheat,16.0,18.0,1.5
801,karnataka,chikkaballapura,Maize,2620.0,7546.0,6.22883064516129
802,karnataka,chikkaballapura,bajra,9.0,9.0,1.0
803,karnataka,chikkaballapura,jowar,585.0,681.0,1.1641025641025642
804,karnataka,chikkaballapura,ragi,852.0,1270.0,2.088652482269504
805,karnataka,chikkaballapura,rice,3067.0,9590.0,4.1063829787234045
806,karnataka,chikkaballapura,wheat,4.0,4.0,1.0
807,karnataka,chikkamagaluru,Maize,437.0,1518.0,3.5
808,karnataka,chikkamagaluru,bajra,2.0,2.0,1.0
809,karnataka,chikkamagaluru,jowar,12739.0,11231.0,1.1902915894151356
810,karnataka,chikkamagaluru,ragi,885.0,848.0,2.8947368421052637
811,karnataka,chikkamagaluru,rice,4880.0,16816.0,4.473530194200586
812,karnataka,chikkamagaluru,wheat,68.0,58.0,1.5
813,karnataka,chitradurga,Maize,8000.0,22758.0,3.743492063492064
814,karnataka,chitradurga,bajra,80.0,84.0,1.05
815,karnataka,chitradurga,jowar,34337.0,17605.0,0.964170367379895
816,karnataka,chitradurga,ragi,8171.0,14055.0,2.2844574780058653
817,karnataka,chitradurga,rice,33313.0,111621.0,3.727433628318584
818,karnataka,chitradurga,wheat,1566.0,2577.0,2.2744924977934686
819,karnataka,dakshina kannada,Maize,31.0,101.0,3.4615384615384617
820,karnataka,dakshina kannada,jowar,1.0,1.0,1.0
821,karnataka,dakshina kannada,rice,45851.0,89112.0,3.292485411456473
822,karnataka,dakshina kannada,wheat,3.0,3.0,1.0
823,karnataka,davangere,Maize,6273.0,21314.0,3.710640138408305
824,karnataka,davangere,bajra,10.0,10.0,1.0
825,karnataka,davangere,jowar,26082.0,26040.0,1.7580225498699047
826,karnataka,davangere,ragi,4796.0,6730.0,2.846361185983828
827,karnataka,davangere,rice,66915.0,269152.0,4.976148095407618
828,karnataka,davangere,wheat,1006.0,813.0,1.927807486631016
829,karnataka,dharwad,Maize,8008.0,28436.0,3.550949050949051
