,state,district,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),crop
19199,Odisha, KANDHAMAL,2019,Kharif,110.0,60.0,0.5454545454545454,jowar
19200,Odisha, KENDUJHAR,1999,Kharif,450.0,250.0,0.5555555555555556,jowar
19201,Odisha, KENDUJHAR,2000,Kharif,430.0,240.0,0.5581395348837209,jowar
19202,Odisha, KENDUJHAR,2001,Kharif,390.0,220.0,0.5641025641025641,jowar
19203,Odisha, KENDUJHAR,2002,Kharif,260.0,140.0,0.5384615384615384,jowar
19204,Odisha, KENDUJHAR,2003,Kharif,290.0,160.0,0.5517241379310345,jowar
19205,Odisha, KENDUJHAR,2004,Kharif,317.0,172.0,0.5425867507886435,jowar
19206,Odisha, KENDUJHAR,2019,Kharif,80.0,50.0,0.625,jowar
19207,Odisha, KHORDHA,1999,Kharif,80.0,50.0,0.625,jowar
19208,Odisha, KHORDHA,2000,Kharif,80.0,50.0,0.625,jowar
19209,Odisha, KHORDHA,2001,Kharif,180.0,60.0,0.3333333333333333,jowar
19210,Odisha, KORAPUT,1999,Kharif,2000.0,1450.0,0.725,jowar
19211,Odisha, KORAPUT,2000,Kharif,1860.0,1480.0,0.7956989247311828,jowar
19212,Odisha, KORAPUT,2001,Kharif,1790.0,950.0,0.5307262569832403,jowar
19213,Odisha, KORAPUT,2002,Kharif,1750.0,1160.0,0.6628571428571428,jowar
19214,Odisha, KORAPUT,2003,Kharif,1690.0,1160.0,0.6863905325443787,jowar
19215,Odisha, KORAPUT,2004,Kharif,1790.0,1108.0,0.6189944134078212,jowar
19216,Odisha, KORAPUT,2019,Kharif,540.0,350.0,0.6481481481481481,jowar
19217,Odisha, MALKANGIRI,1999,Kharif,950.0,690.0,0.7263157894736842,jowar
19218,Odisha, MALKANGIRI,2000,Kharif,870.0,560.0,0.6436781609195402,jowar
19219,Odisha, MALKANGIRI,2001,Kharif,1140.0,830.0,0.7280701754385965,jowar
19220,Odisha, MALKANGIRI,2002,Kharif,560.0,300.0,0.5357142857142857,jowar
19221,Odisha, MALKANGIRI,2003,Kharif,510.0,290.0,0.5686274509803921,jowar
19222,Odisha, MALKANGIRI,2004,Kharif,360.0,184.0,0.5111111111111111,jowar
19223,Odisha, MALKANGIRI,2019,Kharif,140.0,90.0,0.6428571428571429,jowar
19224,Odisha, MAYURBHANJ,1999,Kharif,490.0,270.0,0.5510204081632653,jowar
19225,Odisha, MAYURBHANJ,2000,Kharif,440.0,240.0,0.5454545454545454,jowar
19226,Odisha, MAYURBHANJ,2001,Kharif,320.0,170.0,0.53125,jowar
19227,Odisha, MAYURBHANJ,2002,Kharif,310.0,150.0,0.4838709677419355,jowar
19228,Odisha, MAYURBHANJ,2003,Kharif,340.0,160.0,0.47058823529411764,jowar
19229,Odisha, MAYURBHANJ,2004,Kharif,237.0,125.0,0.5274261603375527,jowar
19230,Odisha, NABARANGPUR,1999,Kharif,770.0,680.0,0.8831168831168831,jowar
19231,Odisha, NABARANGPUR,2000,Kharif,290.0,260.0,0.896551724137931,jowar
19232,Odisha, NABARANGPUR,2001,Kharif,210.0,180.0,0.8571428571428571,jowar
19233,Odisha, NABARANGPUR,2002,Kharif,150.0,110.0,0.7333333333333333,jowar
19234,Odisha, NABARANGPUR,2003,Kharif,150.0,90.0,0.6,jowar
19235,Odisha, NABARANGPUR,2004,Kharif,190.0,132.0,0.6947368421052632,jowar
19236,Odisha, NABARANGPUR,2019,Kharif,50.0,30.0,0.6,jowar
19237,Odisha, NAYAGARH,1999,Kharif,80.0,50.0,0.625,jowar
19238,Odisha, NAYAGARH,2000,Kharif,90.0,70.0,0.7777777777777778,jowar
19239,Odisha, NAYAGARH,2001,Kharif,80.0,70.0,0.875,jowar
19240,Odisha, NAYAGARH,2002,Kharif,80.0,60.0,0.75,jowar
19241,Odisha, NAYAGARH,2003,Kharif,130.0,50.0,0.38461538461538464,jowar
19242,Odisha, NAYAGARH,2004,Kharif,48.0,18.0,0.375,jowar
19243,Odisha, NAYAGARH,2019,Kharif,100.0,60.0,0.6,jowar
19244,Odisha, NUAPADA,1999,Kharif,410.0,110.0,0.2682926829268293,jowar
19245,Odisha, NUAPADA,2000,Kharif,490.0,100.0,0.20408163265306123,jowar
19246,Odisha, NUAPADA,2001,Kharif,400.0,100.0,0.25,jowar
19247,Odisha, NUAPADA,2002,Kharif,60.0,20.0,0.3333333333333333,jowar
19248,Odisha, NUAPADA,2003,Kharif,200.0,100.0,0.5,jowar
19249,Odisha, NUAPADA,2004,Kharif,98.0,38.0,0.3877551020408163,jowar
19250,Odisha, NUAPADA,2019,Kharif,230.0,150.0,0.6521739130434783,jowar
19251,Odisha, RAYAGADA,1999,Kharif,1440.0,780.0,0.5416666666666666,jowar
19252,Odisha, RAYAGADA,2000,Kharif,1500.0,940.0,0.6266666666666667,jowar
19253,Odisha, RAYAGADA,2001,Kharif,1510.0,930.0,0.6158940397350994,jowar
19254,Odisha, RAYAGADA,2002,Kharif,1430.0,720.0,0.5034965034965035,jowar
19255,Odisha, RAYAGADA,2003,Kharif,2260.0,1380.0,0.6106194690265486,jowar
19256,Odisha, RAYAGADA,2004,Kharif,1576.0,946.0,0.600253807106599,jowar
19257,Odisha, RAYAGADA,2019,Kharif,630.0,420.0,0.6666666666666666,jowar
19258,Odisha, SAMBALPUR,1999,Kharif,130.0,70.0,0.5384615384615384,jowar
19259,Odisha, SAMBALPUR,2000,Kharif,190.0,90.0,0.47368421052631576,jowar
19260,Odisha, SAMBALPUR,2001,Kharif,190.0,90.0,0.47368421052631576,jowar
19261,Odisha, SAMBALPUR,2002,Kharif,220.0,110.0,0.5,jowar
19262,Odisha, SAMBALPUR,2003,Kharif,210.0,100.0,0.47619047619047616,jowar
19263,Odisha, SAMBALPUR,2004,Kharif,240.0,138.0,0.575,jowar
19264,Odisha, SAMBALPUR,2019,Kharif,10.0,10.0,1.0,jowar
19265,Odisha, SONEPUR,2000,Kharif,10.0,10.0,1.0,jowar
19266,Odisha, SONEPUR,2001,Kharif,10.0,10.0,1.0,jowar
19267,Odisha, SONEPUR,2002,Kharif,10.0,10.0,1.0,jowar
19268,Odisha, SONEPUR,2003,Kharif,10.0,10.0,1.0,jowar
19269,Odisha, SONEPUR,2004,Kharif,10.0,4.0,0.4,jowar
19270,Odisha, SUNDARGARH,1999,Kharif,820.0,590.0,0.7195121951219512,jowar
19271,Odisha, SUNDARGARH,2000,Kharif,990.0,670.0,0.6767676767676768,jowar
19272,Odisha, SUNDARGARH,2001,Kharif,1030.0,540.0,0.5242718446601942,jowar
19273,Odisha, SUNDARGARH,2002,Kharif,850.0,300.0,0.35294117647058826,jowar
19274,Odisha, SUNDARGARH,2003,Kharif,830.0,510.0,0.6144578313253012,jowar
19275,Odisha, SUNDARGARH,2004,Kharif,792.0,393.0,0.4962121212121212,jowar
19276,Odisha, SUNDARGARH,2019,Kharif,1270.0,810.0,0.6377952755905512,jowar
19277,Puducherry, KARAIKAL,1999,Kharif,3.0,3.0,1.0,jowar
19278,Puducherry, KARAIKAL,2000,Kharif,6.0,6.0,1.0,jowar
19280,Puducherry, PONDICHERRY,2007,Kharif,3.0,5.0,1.6666666666666667,jowar
19281,Puducherry, PONDICHERRY,2008,Kharif,2.0,3.0,1.5,jowar
19282,Puducherry, PONDICHERRY,2009,Kharif,6.0,9.0,1.5,jowar
19284,Puducherry, PONDICHERRY,2012,Kharif,2.0,4.0,2.0,jowar
19286,Puducherry, PONDICHERRY,2013,Kharif,1.0,2.0,2.0,jowar
19288,Puducherry, PONDICHERRY,2014,Kharif,2.0,3.0,1.5,jowar
19289,Puducherry, PONDICHERRY,2016,Kharif,1.0,2.0,2.0,jowar
19291,Puducherry, PONDICHERRY,2017,Kharif,3.0,9.0,3.0,jowar
19293,Puducherry, PONDICHERRY,2018,Kharif,4.0,10.0,2.5,jowar
19295,Punjab, FIROZEPUR,2006,Kharif,100.0,100.0,1.0,jowar
19296,Punjab, FIROZEPUR,2007,Kharif,100.0,100.0,1.0,jowar
19297,Punjab, FIROZEPUR,2008,Kharif,100.0,100.0,1.0,jowar
19298,Punjab, FIROZEPUR,2009,Kharif,100.0,100.0,1.0,jowar
19299,Rajasthan, AJMER,1997,Kharif,105900.0,34600.0,0.3267233238904627,jowar
19300,Rajasthan, AJMER,1998,Kharif,105177.0,6080.0,0.05780731528756287,jowar
19301,Rajasthan, AJMER,1999,Kharif,112136.0,21196.0,0.18902047513733325,jowar
19302,Rajasthan, AJMER,2000,Kharif,123767.0,12309.0,0.09945300443575428,jowar
19303,Rajasthan, AJMER,2001,Kharif,129137.0,59749.0,0.46267917018360344,jowar
19304,Rajasthan, AJMER,2002,Kharif,108116.0,4110.0,0.03801472492508047,jowar
19305,Rajasthan, AJMER,2003,Kharif,137488.0,80161.0,0.5830399743977657,jowar
19306,Rajasthan, AJMER,2004,Kharif,119921.0,30195.0,0.2517907622518158,jowar
19307,Rajasthan, AJMER,2005,Kharif,133856.0,3602.0,0.026909514702366723,jowar
19308,Rajasthan, AJMER,2006,Kharif,149417.0,87848.0,0.5879384541250327,jowar
19309,Rajasthan, AJMER,2007,Kharif,136794.0,63174.0,0.4618185008114391,jowar
19310,Rajasthan, AJMER,2008,Kharif,143298.0,76740.0,0.5355273625591425,jowar
19311,Rajasthan, AJMER,2009,Kharif,147086.0,2375.0,0.01614701603143739,jowar
19312,Rajasthan, AJMER,2010,Kharif,160379.0,121578.0,0.7580668291983365,jowar
19313,Rajasthan, AJMER,2011,Kharif,116289.0,89363.0,0.7684561738427538,jowar
19314,Rajasthan, AJMER,2012,Kharif,135097.0,104895.0,0.7764421119639963,jowar
19315,Rajasthan, AJMER,2013,Kharif,138621.0,83062.0,0.5992021410897339,jowar
19316,Rajasthan, AJMER,2014,Kharif,137356.0,77223.0,0.5622106060164828,jowar
19317,Rajasthan, AJMER,2015,Kharif,147324.0,45202.0,0.30682034156009885,jowar
19318,Rajasthan, AJMER,2016,Kharif,143958.0,81569.0,0.5666166520790786,jowar
19319,Rajasthan, AJMER,2017,Kharif,126845.0,74554.0,0.5877567109464307,jowar
19320,Rajasthan, AJMER,2018,Kharif,134615.0,101153.0,0.7514244326412362,jowar
19321,Rajasthan, AJMER,2019,Kharif,152515.0,90858.0,0.5957315673868144,jowar
19322,Rajasthan, ALWAR,1997,Kharif,20100.0,12600.0,0.6268656716417911,jowar
19323,Rajasthan, ALWAR,1998,Kharif,24284.0,16457.0,0.6776890133421183,jowar
19324,Rajasthan, ALWAR,1999,Kharif,24108.0,19659.0,0.815455450472872,jowar
19325,Rajasthan, ALWAR,2000,Kharif,26095.0,16426.0,0.6294692469821805,jowar
19326,Rajasthan, ALWAR,2001,Kharif,24008.0,13276.0,0.55298233922026,jowar
19327,Rajasthan, ALWAR,2002,Kharif,33954.0,5137.0,0.15129292572303704,jowar
19328,Rajasthan, ALWAR,2003,Kharif,31738.0,16503.0,0.5199760539416473,jowar
19329,Rajasthan, ALWAR,2004,Kharif,29386.0,14906.0,0.5072483495542095,jowar
19330,Rajasthan, ALWAR,2005,Kharif,27769.0,15984.0,0.5756058914617019,jowar
19331,Rajasthan, ALWAR,2006,Kharif,28505.0,20138.0,0.7064725486756709,jowar
19332,Rajasthan, ALWAR,2007,Kharif,31535.0,21874.0,0.6936419850959251,jowar
19333,Rajasthan, ALWAR,2008,Kharif,24459.0,15315.0,0.6261498834784742,jowar
19334,Rajasthan, ALWAR,2009,Kharif,43288.0,14734.0,0.34037146553317316,jowar
19335,Rajasthan, ALWAR,2010,Kharif,31990.0,20975.0,0.6556736480150047,jowar
19336,Rajasthan, ALWAR,2011,Kharif,29895.0,28279.0,0.9459441378156882,jowar
19337,Rajasthan, ALWAR,2012,Kharif,28476.0,20742.0,0.7284028655710072,jowar
19338,Rajasthan, ALWAR,2013,Kharif,24703.0,20846.0,0.843865117597053,jowar
19339,Rajasthan, ALWAR,2014,Kharif,27752.0,25011.0,0.9012323436148746,jowar
19340,Rajasthan, ALWAR,2015,Kharif,28320.0,24418.0,0.8622175141242938,jowar
19341,Rajasthan, ALWAR,2016,Kharif,24062.0,20930.0,0.869836256337794,jowar
19342,Rajasthan, ALWAR,2017,Kharif,23759.0,16248.0,0.6838671661265204,jowar
19343,Rajasthan, ALWAR,2018,Kharif,24667.0,23664.0,0.9593383873190903,jowar
19344,Rajasthan, ALWAR,2019,Kharif,19100.0,13400.0,0.7015706806282722,jowar
19345,Rajasthan, BANSWARA,1997,Kharif,1700.0,800.0,0.47058823529411764,jowar
19346,Rajasthan, BANSWARA,1998,Kharif,1748.0,502.0,0.28718535469107553,jowar
19347,Rajasthan, BANSWARA,1999,Kharif,1009.0,314.0,0.311199207135778,jowar
19348,Rajasthan, BANSWARA,2000,Kharif,838.0,167.0,0.19928400954653938,jowar
19349,Rajasthan, BANSWARA,2001,Kharif,996.0,412.0,0.41365461847389556,jowar
19350,Rajasthan, BANSWARA,2002,Kharif,1123.0,144.0,0.12822796081923418,jowar
19351,Rajasthan, BANSWARA,2003,Kharif,1130.0,804.0,0.7115044247787611,jowar
19352,Rajasthan, BANSWARA,2004,Kharif,698.0,324.0,0.46418338108882523,jowar
19353,Rajasthan, BANSWARA,2005,Kharif,688.0,197.0,0.2863372093023256,jowar
19354,Rajasthan, BANSWARA,2006,Kharif,566.0,355.0,0.627208480565371,jowar
19355,Rajasthan, BANSWARA,2007,Kharif,360.0,207.0,0.575,jowar
19356,Rajasthan, BANSWARA,2008,Kharif,454.0,307.0,0.6762114537444934,jowar
19357,Rajasthan, BANSWARA,2009,Kharif,447.0,350.0,0.7829977628635347,jowar
19358,Rajasthan, BANSWARA,2010,Kharif,526.0,368.0,0.6996197718631179,jowar
19359,Rajasthan, BANSWARA,2011,Kharif,383.0,284.0,0.741514360313316,jowar
19360,Rajasthan, BANSWARA,2012,Kharif,319.0,197.0,0.6175548589341693,jowar
19361,Rajasthan, BANSWARA,2013,Kharif,335.0,206.0,0.6149253731343284,jowar
19362,Rajasthan, BANSWARA,2014,Kharif,236.0,180.0,0.7627118644067796,jowar
19363,Rajasthan, BANSWARA,2015,Kharif,265.0,144.0,0.5433962264150943,jowar
19364,Rajasthan, BANSWARA,2016,Kharif,324.0,195.0,0.6018518518518519,jowar
19365,Rajasthan, BANSWARA,2017,Kharif,291.0,170.0,0.584192439862543,jowar
19366,Rajasthan, BANSWARA,2018,Kharif,220.0,183.0,0.8318181818181818,jowar
19367,Rajasthan, BANSWARA,2019,Kharif,207.0,147.0,0.7101449275362319,jowar
19368,Rajasthan, BARAN,1997,Kharif,12100.0,13300.0,1.0991735537190082,jowar
19369,Rajasthan, BARAN,1998,Kharif,6650.0,6724.0,1.0111278195488722,jowar
19370,Rajasthan, BARAN,1999,Kharif,4273.0,3374.0,0.7896091738825182,jowar
19371,Rajasthan, BARAN,2000,Kharif,7764.0,5848.0,0.753219989696033,jowar
19372,Rajasthan, BARAN,2001,Kharif,8692.0,10188.0,1.1721122871606076,jowar
19373,Rajasthan, BARAN,2002,Kharif,6399.0,1311.0,0.20487576183778716,jowar
19374,Rajasthan, BARAN,2003,Kharif,16036.0,17886.0,1.1153654277874783,jowar
19375,Rajasthan, BARAN,2004,Kharif,2454.0,3974.0,1.619396903015485,jowar
19376,Rajasthan, BARAN,2005,Kharif,2195.0,2680.0,1.2209567198177675,jowar
19377,Rajasthan, BARAN,2006,Kharif,2075.0,3310.0,1.5951807228915662,jowar
19378,Rajasthan, BARAN,2007,Kharif,2704.0,5299.0,1.959689349112426,jowar
19379,Rajasthan, BARAN,2008,Kharif,944.0,1283.0,1.3591101694915255,jowar
19380,Rajasthan, BARAN,2009,Kharif,945.0,1552.0,1.6423280423280424,jowar
19381,Rajasthan, BARAN,2010,Kharif,2006.0,1404.0,0.6999002991026919,jowar
19382,Rajasthan, BARAN,2011,Kharif,474.0,1040.0,2.1940928270042193,jowar
19383,Rajasthan, BARAN,2012,Kharif,203.0,318.0,1.5665024630541873,jowar
19384,Rajasthan, BARAN,2013,Kharif,23.0,14.0,0.6086956521739131,jowar
19385,Rajasthan, BARAN,2014,Kharif,247.0,188.0,0.7611336032388664,jowar
19386,Rajasthan, BARAN,2015,Kharif,320.0,174.0,0.54375,jowar
19387,Rajasthan, BARAN,2016,Kharif,248.0,150.0,0.6048387096774194,jowar
19388,Rajasthan, BARAN,2017,Kharif,132.0,77.0,0.5833333333333334,jowar
19389,Rajasthan, BARAN,2018,Kharif,61.0,51.0,0.8360655737704918,jowar
19390,Rajasthan, BARAN,2019,Kharif,1553.0,1102.0,0.7095943335479716,jowar
19391,Rajasthan, BARMER,1997,Kharif,1400.0,700.0,0.5,jowar
19392,Rajasthan, BARMER,1998,Kharif,616.0,178.0,0.288961038961039,jowar
19393,Rajasthan, BARMER,1999,Kharif,2593.0,811.0,0.3127651369070575,jowar
19394,Rajasthan, BARMER,2000,Kharif,1389.0,279.0,0.20086393088552915,jowar
19395,Rajasthan, BARMER,2001,Kharif,1325.0,548.0,0.41358490566037737,jowar
19396,Rajasthan, BARMER,2002,Kharif,360.0,46.0,0.12777777777777777,jowar
19397,Rajasthan, BARMER,2003,Kharif,1765.0,1260.0,0.7138810198300283,jowar
19398,Rajasthan, BARMER,2004,Kharif,2244.0,1041.0,0.46390374331550804,jowar
19399,Rajasthan, BARMER,2005,Kharif,1439.0,414.0,0.2876997915218902,jowar
19400,Rajasthan, BARMER,2006,Kharif,3788.0,1744.0,0.4604012671594509,jowar
19401,Rajasthan, BARMER,2007,Kharif,1221.0,117.0,0.09582309582309582,jowar
19402,Rajasthan, BARMER,2008,Kharif,1926.0,321.0,0.16666666666666666,jowar
19403,Rajasthan, BARMER,2010,Kharif,2752.0,1927.0,0.700218023255814,jowar
19404,Rajasthan, BARMER,2011,Kharif,3763.0,1448.0,0.38479936221100186,jowar
19405,Rajasthan, BARMER,2012,Kharif,9830.0,1386.0,0.14099694811800612,jowar
19406,Rajasthan, BARMER,2013,Kharif,3960.0,1394.0,0.352020202020202,jowar
19407,Rajasthan, BARMER,2014,Kharif,5294.0,3857.0,0.7285606346807707,jowar
19408,Rajasthan, BARMER,2015,Kharif,5962.0,948.0,0.1590070446159007,jowar
19409,Rajasthan, BARMER,2016,Kharif,6608.0,461.0,0.06976392251815981,jowar
19410,Rajasthan, BARMER,2017,Kharif,3581.0,471.0,0.13152750628316112,jowar
19411,Rajasthan, BARMER,2018,Kharif,4745.0,111.0,0.02339304531085353,jowar
19412,Rajasthan, BARMER,2019,Kharif,9519.0,3924.0,0.41222817522849037,jowar
19413,Rajasthan, BHARATPUR,1997,Kharif,33900.0,24300.0,0.7168141592920354,jowar
19414,Rajasthan, BHARATPUR,1998,Kharif,36716.0,24284.0,0.6614010240766968,jowar
19415,Rajasthan, BHARATPUR,1999,Kharif,38772.0,31004.0,0.799649231404106,jowar
19416,Rajasthan, BHARATPUR,2000,Kharif,47094.0,45611.0,0.9685097889327727,jowar
19417,Rajasthan, BHARATPUR,2001,Kharif,39998.0,22006.0,0.5501775088754438,jowar
19418,Rajasthan, BHARATPUR,2002,Kharif,47074.0,15411.0,0.32737817054000085,jowar
19419,Rajasthan, BHARATPUR,2003,Kharif,48898.0,34389.0,0.7032802977626896,jowar
19420,Rajasthan, BHARATPUR,2004,Kharif,45208.0,22024.0,0.4871704123164042,jowar
19421,Rajasthan, BHARATPUR,2005,Kharif,50263.0,28448.0,0.5659829297893082,jowar
19422,Rajasthan, BHARATPUR,2006,Kharif,52943.0,32932.0,0.6220274634984795,jowar
19423,Rajasthan, BHARATPUR,2007,Kharif,52097.0,40932.0,0.7856882354070291,jowar
19424,Rajasthan, BHARATPUR,2008,Kharif,42653.0,28748.0,0.673997139708813,jowar
19425,Rajasthan, BHARATPUR,2009,Kharif,60691.0,33549.0,0.5527837735413818,jowar
19426,Rajasthan, BHARATPUR,2010,Kharif,54932.0,34170.0,0.6220417971309983,jowar
19427,Rajasthan, BHARATPUR,2011,Kharif,51814.0,44087.0,0.8508704211217045,jowar
19428,Rajasthan, BHARATPUR,2012,Kharif,49303.0,36496.0,0.7402389306938726,jowar
19429,Rajasthan, BHARATPUR,2013,Kharif,46852.0,41720.0,0.8904635874669171,jowar
19430,Rajasthan, BHARATPUR,2014,Kharif,46113.0,49930.0,1.0827749224730554,jowar
19431,Rajasthan, BHARATPUR,2015,Kharif,50496.0,56019.0,1.109375,jowar
19432,Rajasthan, BHARATPUR,2016,Kharif,49910.0,34802.0,0.6972951312362252,jowar
19433,Rajasthan, BHARATPUR,2017,Kharif,50276.0,28622.0,0.5692974779218712,jowar
19434,Rajasthan, BHARATPUR,2018,Kharif,50787.0,43616.0,0.8588024494457243,jowar
19435,Rajasthan, BHARATPUR,2019,Kharif,47525.0,51971.0,1.093550762756444,jowar
19436,Rajasthan, BHILWARA,1997,Kharif,27100.0,13600.0,0.5018450184501845,jowar
19437,Rajasthan, BHILWARA,1998,Kharif,28602.0,1939.0,0.06779246206558982,jowar
19438,Rajasthan, BHILWARA,1999,Kharif,29612.0,12115.0,0.40912467918411455,jowar
19439,Rajasthan, BHILWARA,2000,Kharif,36069.0,5060.0,0.14028667276608722,jowar
19440,Rajasthan, BHILWARA,2001,Kharif,39185.0,16960.0,0.4328186806175833,jowar
19441,Rajasthan, BHILWARA,2002,Kharif,38232.0,471.0,0.012319522912743252,jowar
19442,Rajasthan, BHILWARA,2003,Kharif,44780.0,28596.0,0.6385886556498437,jowar
19443,Rajasthan, BHILWARA,2004,Kharif,38671.0,17181.0,0.44428641617749737,jowar
19444,Rajasthan, BHILWARA,2005,Kharif,38176.0,5071.0,0.1328321458507963,jowar
19445,Rajasthan, BHILWARA,2006,Kharif,37990.0,33451.0,0.880521189786786,jowar
19446,Rajasthan, BHILWARA,2007,Kharif,30933.0,19121.0,0.6181424368797077,jowar
19447,Rajasthan, BHILWARA,2008,Kharif,28223.0,11891.0,0.42132303440456365,jowar
19448,Rajasthan, BHILWARA,2009,Kharif,40080.0,4870.0,0.12150698602794412,jowar
19449,Rajasthan, BHILWARA,2010,Kharif,54236.0,34793.0,0.641511173390368,jowar
19450,Rajasthan, BHILWARA,2011,Kharif,36746.0,27861.0,0.7582049746911228,jowar
19451,Rajasthan, BHILWARA,2012,Kharif,35308.0,53613.0,1.518437747819191,jowar
19452,Rajasthan, BHILWARA,2013,Kharif,33025.0,29176.0,0.8834519303557911,jowar
19453,Rajasthan, BHILWARA,2014,Kharif,32327.0,30270.0,0.9363689794908281,jowar
19454,Rajasthan, BHILWARA,2015,Kharif,43047.0,12081.0,0.280646734964109,jowar
19455,Rajasthan, BHILWARA,2016,Kharif,45152.0,35496.0,0.786144578313253,jowar
19456,Rajasthan, BHILWARA,2017,Kharif,40352.0,40373.0,1.0005204203013482,jowar
19457,Rajasthan, BHILWARA,2018,Kharif,55400.0,74450.0,1.3438628158844765,jowar
19458,Rajasthan, BHILWARA,2019,Kharif,68598.0,64435.0,0.9393130995072743,jowar
19459,Rajasthan, BIKANER,1997,Kharif,1400.0,700.0,0.5,jowar
19460,Rajasthan, BIKANER,1998,Kharif,1019.0,293.0,0.2875368007850834,jowar
19461,Rajasthan, BIKANER,1999,Kharif,513.0,160.0,0.31189083820662766,jowar
19462,Rajasthan, BIKANER,2000,Kharif,1210.0,242.0,0.2,jowar
19463,Rajasthan, BIKANER,2001,Kharif,959.0,397.0,0.41397288842544316,jowar
19464,Rajasthan, BIKANER,2002,Kharif,88.0,11.0,0.125,jowar
19465,Rajasthan, BIKANER,2003,Kharif,1998.0,1426.0,0.7137137137137137,jowar
19466,Rajasthan, BIKANER,2004,Kharif,488.0,227.0,0.4651639344262295,jowar
19467,Rajasthan, BIKANER,2005,Kharif,991.0,286.0,0.2885973763874874,jowar
19468,Rajasthan, BIKANER,2006,Kharif,529.0,294.0,0.555765595463138,jowar
19469,Rajasthan, BIKANER,2007,Kharif,782.0,494.0,0.6317135549872123,jowar
19470,Rajasthan, BIKANER,2008,Kharif,1640.0,947.0,0.5774390243902439,jowar
19471,Rajasthan, BIKANER,2009,Kharif,611.0,89.0,0.14566284779050737,jowar
19472,Rajasthan, BIKANER,2010,Kharif,574.0,402.0,0.7003484320557491,jowar
19473,Rajasthan, BIKANER,2011,Kharif,826.0,612.0,0.7409200968523002,jowar
19474,Rajasthan, BIKANER,2012,Kharif,332.0,205.0,0.6174698795180723,jowar
19475,Rajasthan, BIKANER,2013,Kharif,194.0,119.0,0.6134020618556701,jowar
19476,Rajasthan, BIKANER,2014,Kharif,293.0,224.0,0.764505119453925,jowar
19477,Rajasthan, BIKANER,2015,Kharif,358.0,195.0,0.5446927374301676,jowar
19478,Rajasthan, BIKANER,2016,Kharif,41.0,25.0,0.6097560975609756,jowar
19479,Rajasthan, BIKANER,2017,Kharif,2052.0,1196.0,0.5828460038986355,jowar
19480,Rajasthan, BIKANER,2018,Kharif,428.0,356.0,0.8317757009345794,jowar
19481,Rajasthan, BIKANER,2019,Kharif,215.0,152.0,0.7069767441860465,jowar
19482,Rajasthan, BUNDI,1997,Kharif,8500.0,6100.0,0.7176470588235294,jowar
19483,Rajasthan, BUNDI,1998,Kharif,6864.0,5032.0,0.7331002331002331,jowar
19484,Rajasthan, BUNDI,1999,Kharif,4829.0,5394.0,1.1170014495754814,jowar
19485,Rajasthan, BUNDI,2000,Kharif,6444.0,3187.0,0.49456859093730604,jowar
19486,Rajasthan, BUNDI,2001,Kharif,6023.0,3978.0,0.6604682052133488,jowar
19487,Rajasthan, BUNDI,2002,Kharif,3901.0,276.0,0.07075108946423994,jowar
19488,Rajasthan, BUNDI,2003,Kharif,7572.0,11137.0,1.4708135235076598,jowar
19489,Rajasthan, BUNDI,2004,Kharif,1113.0,749.0,0.6729559748427673,jowar
19490,Rajasthan, BUNDI,2005,Kharif,4065.0,4610.0,1.134071340713407,jowar
19491,Rajasthan, BUNDI,2006,Kharif,1309.0,871.0,0.6653934300993124,jowar
19492,Rajasthan, BUNDI,2007,Kharif,2789.0,2867.0,1.0279670132664038,jowar
19493,Rajasthan, BUNDI,2008,Kharif,1156.0,972.0,0.8408304498269896,jowar
19494,Rajasthan, BUNDI,2009,Kharif,1567.0,190.0,0.12125079770261646,jowar
19495,Rajasthan, BUNDI,2010,Kharif,669.0,468.0,0.6995515695067265,jowar
19496,Rajasthan, BUNDI,2011,Kharif,142.0,105.0,0.7394366197183099,jowar
19497,Rajasthan, BUNDI,2012,Kharif,99.0,104.0,1.0505050505050506,jowar
19498,Rajasthan, BUNDI,2013,Kharif,68.0,42.0,0.6176470588235294,jowar
19499,Rajasthan, BUNDI,2014,Kharif,68.0,52.0,0.7647058823529411,jowar
19500,Rajasthan, BUNDI,2015,Kharif,97.0,53.0,0.5463917525773195,jowar
19501,Rajasthan, BUNDI,2016,Kharif,167.0,101.0,0.6047904191616766,jowar
19502,Rajasthan, BUNDI,2017,Kharif,99.0,58.0,0.5858585858585859,jowar
19503,Rajasthan, BUNDI,2018,Kharif,120.0,100.0,0.8333333333333334,jowar
19504,Rajasthan, BUNDI,2019,Kharif,1006.0,714.0,0.709741550695825,jowar
19505,Rajasthan, CHITTORGARH,1997,Kharif,16400.0,14400.0,0.8780487804878049,jowar
19506,Rajasthan, CHITTORGARH,1998,Kharif,14400.0,9562.0,0.6640277777777778,jowar
19507,Rajasthan, CHITTORGARH,1999,Kharif,13384.0,9518.0,0.7111476389719068,jowar
19508,Rajasthan, CHITTORGARH,2000,Kharif,13690.0,6668.0,0.4870708546384222,jowar
19509,Rajasthan, CHITTORGARH,2001,Kharif,17452.0,11411.0,0.6538505615402246,jowar
19510,Rajasthan, CHITTORGARH,2002,Kharif,15896.0,7154.0,0.4500503271263211,jowar
19511,Rajasthan, CHITTORGARH,2003,Kharif,21742.0,8946.0,0.41146168705730846,jowar
