,state,district,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),crop
14,Andhra Pradesh, ANANTAPUR,1997,Kharif,1400.0,500.0,0.35714285714285715,bajra
15,Andhra Pradesh, ANANTAPUR,1998,Kharif,2600.0,1900.0,0.7307692307692307,bajra
16,Andhra Pradesh, ANANTAPUR,1999,Kharif,1635.0,889.0,0.5437308868501529,bajra
18,Andhra Pradesh, ANANTAPUR,2000,Kharif,2477.0,1449.0,0.5849818328623335,bajra
20,Andhra Pradesh, ANANTAPUR,2001,Kharif,1595.0,526.0,0.32978056426332286,bajra
22,Andhra Pradesh, ANANTAPUR,2002,Kharif,1925.0,581.0,0.3018181818181818,bajra
24,Andhra Pradesh, ANANTAPUR,2003,Kharif,2280.0,378.0,0.16578947368421051,bajra
26,Andhra Pradesh, ANANTAPUR,2004,Kharif,1021.0,403.0,0.39471106758080315,bajra
28,Andhra Pradesh, ANANTAPUR,2005,Kharif,993.0,1888.0,1.9013091641490434,bajra
30,Andhra Pradesh, ANANTAPUR,2006,Kharif,620.0,189.0,0.30483870967741933,bajra
32,Andhra Pradesh, ANANTAPUR,2007,Kharif,1000.0,3000.0,3.0,bajra
33,Andhra Pradesh, ANANTAPUR,2008,Kharif,743.0,1011.0,1.360699865410498,bajra
35,Andhra Pradesh, ANANTAPUR,2009,Kharif,1722.0,3167.0,1.8391405342624856,bajra
37,Andhra Pradesh, ANANTAPUR,2010,Kharif,2010.0,1465.0,0.7288557213930348,bajra
39,Andhra Pradesh, ANANTAPUR,2011,Kharif,2614.0,3307.0,1.2651109410864576,bajra
41,Andhra Pradesh, ANANTAPUR,2012,Kharif,2000.0,1000.0,0.5,bajra
42,Andhra Pradesh, ANANTAPUR,2013,Kharif,1332.0,1227.0,0.9211711711711712,bajra
44,Andhra Pradesh, ANANTAPUR,2014,Kharif,1752.0,1028.0,0.58675799086758,bajra
46,Andhra Pradesh, ANANTAPUR,2015,Kharif,3226.0,3326.0,1.0309981401115933,bajra
48,Andhra Pradesh, ANANTAPUR,2016,Kharif,2467.0,1258.0,0.5099310903931901,bajra
50,Andhra Pradesh, ANANTAPUR,2017,Kharif,5261.0,7034.0,1.337008173351074,bajra
52,Andhra Pradesh, ANANTAPUR,2018,Kharif,2979.0,3447.0,1.1570996978851964,bajra
54,Andhra Pradesh, ANANTAPUR,2019,Kharif,2241.0,3431.0,1.531012940651495,bajra
56,Andhra Pradesh, CHITTOOR,1997,Kharif,1700.0,1900.0,1.1176470588235294,bajra
57,Andhra Pradesh, CHITTOOR,1998,Kharif,1700.0,3400.0,2.0,bajra
58,Andhra Pradesh, CHITTOOR,1999,Kharif,2531.0,2817.0,1.1129988146977479,bajra
60,Andhra Pradesh, CHITTOOR,2000,Kharif,3771.0,4936.0,1.3089366215857863,bajra
62,Andhra Pradesh, CHITTOOR,2001,Kharif,2934.0,3556.0,1.2119972733469666,bajra
64,Andhra Pradesh, CHITTOOR,2002,Kharif,2366.0,1171.0,0.49492814877430263,bajra
66,Andhra Pradesh, CHITTOOR,2003,Kharif,2166.0,3611.0,1.6671283471837488,bajra
68,Andhra Pradesh, CHITTOOR,2004,Kharif,2684.0,3521.0,1.3118479880774963,bajra
70,Andhra Pradesh, CHITTOOR,2005,Kharif,1860.0,2217.0,1.1919354838709677,bajra
72,Andhra Pradesh, CHITTOOR,2006,Kharif,1456.0,942.0,0.646978021978022,bajra
74,Andhra Pradesh, CHITTOOR,2007,Kharif,2000.0,3000.0,1.5,bajra
75,Andhra Pradesh, CHITTOOR,2008,Kharif,1714.0,3286.0,1.9171528588098017,bajra
77,Andhra Pradesh, CHITTOOR,2009,Kharif,2859.0,3336.0,1.166841552990556,bajra
79,Andhra Pradesh, CHITTOOR,2010,Kharif,3081.0,5882.0,1.9091204154495294,bajra
81,Andhra Pradesh, CHITTOOR,2011,Kharif,2353.0,4958.0,2.107097322566936,bajra
83,Andhra Pradesh, CHITTOOR,2012,Kharif,2000.0,4000.0,2.0,bajra
84,Andhra Pradesh, CHITTOOR,2013,Kharif,1789.0,3907.0,2.1839016210173283,bajra
86,Andhra Pradesh, CHITTOOR,2014,Kharif,2071.0,4622.0,2.2317720907774024,bajra
88,Andhra Pradesh, CHITTOOR,2015,Kharif,2374.0,6669.0,2.809182813816344,bajra
89,Andhra Pradesh, CHITTOOR,2016,Kharif,2242.0,6188.0,2.760035682426405,bajra
91,Andhra Pradesh, CHITTOOR,2017,Kharif,2104.0,4810.0,2.286121673003802,bajra
92,Andhra Pradesh, CHITTOOR,2018,Kharif,1830.0,3958.0,2.162841530054645,bajra
94,Andhra Pradesh, CHITTOOR,2019,Kharif,2085.0,7717.0,3.7011990407673863,bajra
96,Andhra Pradesh, EAST GODAVARI,1997,Kharif,2500.0,1400.0,0.56,bajra
97,Andhra Pradesh, EAST GODAVARI,1998,Kharif,4300.0,2400.0,0.5581395348837209,bajra
98,Andhra Pradesh, EAST GODAVARI,1999,Kharif,3248.0,2339.0,0.7201354679802956,bajra
99,Andhra Pradesh, EAST GODAVARI,2000,Kharif,3034.0,2005.0,0.6608437705998682,bajra
101,Andhra Pradesh, EAST GODAVARI,2001,Kharif,2219.0,2048.0,0.9229382604776927,bajra
102,Andhra Pradesh, EAST GODAVARI,2002,Kharif,1196.0,1051.0,0.8787625418060201,bajra
103,Andhra Pradesh, EAST GODAVARI,2003,Kharif,2698.0,2301.0,0.8528539659006672,bajra
104,Andhra Pradesh, EAST GODAVARI,2004,Kharif,1840.0,1404.0,0.7630434782608696,bajra
105,Andhra Pradesh, EAST GODAVARI,2005,Kharif,1500.0,1037.0,0.6913333333333334,bajra
107,Andhra Pradesh, EAST GODAVARI,2006,Kharif,1516.0,713.0,0.4703166226912929,bajra
109,Andhra Pradesh, EAST GODAVARI,2007,Kharif,1000.0,1000.0,1.0,bajra
110,Andhra Pradesh, EAST GODAVARI,2008,Kharif,823.0,546.0,0.6634264884568651,bajra
111,Andhra Pradesh, EAST GODAVARI,2009,Kharif,375.0,287.0,0.7653333333333333,bajra
112,Andhra Pradesh, EAST GODAVARI,2010,Kharif,159.0,83.0,0.5220125786163522,bajra
113,Andhra Pradesh, EAST GODAVARI,2011,Kharif,94.0,78.0,0.8297872340425532,bajra
115,Andhra Pradesh, EAST GODAVARI,2013,Kharif,66.0,78.0,1.1818181818181819,bajra
116,Andhra Pradesh, EAST GODAVARI,2014,Kharif,58.0,75.0,1.293103448275862,bajra
117,Andhra Pradesh, EAST GODAVARI,2015,Kharif,65.0,62.0,0.9538461538461539,bajra
118,Andhra Pradesh, EAST GODAVARI,2016,Kharif,78.0,86.0,1.1025641025641026,bajra
120,Andhra Pradesh, EAST GODAVARI,2017,Kharif,61.0,68.0,1.1147540983606556,bajra
121,Andhra Pradesh, EAST GODAVARI,2018,Kharif,90.0,93.0,1.0333333333333334,bajra
122,Andhra Pradesh, EAST GODAVARI,2019,Kharif,5.0,6.0,1.2,bajra
123,Andhra Pradesh, GUNTUR,1997,Kharif,100.0,100.0,1.0,bajra
124,Andhra Pradesh, GUNTUR,1998,Kharif,100.0,100.0,1.0,bajra
126,Andhra Pradesh, GUNTUR,1999,Kharif,142.0,159.0,1.119718309859155,bajra
127,Andhra Pradesh, GUNTUR,2000,Kharif,406.0,550.0,1.354679802955665,bajra
129,Andhra Pradesh, GUNTUR,2001,Kharif,77.0,76.0,0.987012987012987,bajra
131,Andhra Pradesh, GUNTUR,2002,Kharif,419.0,356.0,0.8496420047732697,bajra
133,Andhra Pradesh, GUNTUR,2003,Kharif,16082.0,21839.0,1.3579778634498196,bajra
135,Andhra Pradesh, GUNTUR,2004,Kharif,5824.0,1584.0,0.27197802197802196,bajra
137,Andhra Pradesh, GUNTUR,2005,Kharif,796.0,464.0,0.5829145728643216,bajra
139,Andhra Pradesh, GUNTUR,2009,Kharif,315.0,557.0,1.7682539682539682,bajra
140,Andhra Pradesh, GUNTUR,2010,Kharif,1065.0,1984.0,1.8629107981220658,bajra
142,Andhra Pradesh, GUNTUR,2011,Kharif,12.0,21.0,1.75,bajra
143,Andhra Pradesh, GUNTUR,2012,Kharif,2000.0,4000.0,2.0,bajra
144,Andhra Pradesh, GUNTUR,2013,Kharif,3323.0,5812.0,1.7490219681011134,bajra
145,Andhra Pradesh, GUNTUR,2014,Kharif,689.0,758.0,1.100145137880987,bajra
147,Andhra Pradesh, GUNTUR,2015,Kharif,1556.0,3179.0,2.0430591259640103,bajra
149,Andhra Pradesh, GUNTUR,2016,Kharif,2219.0,1267.0,0.5709779179810726,bajra
150,Andhra Pradesh, GUNTUR,2017,Kharif,1273.0,1192.0,0.9363707776904949,bajra
152,Andhra Pradesh, GUNTUR,2018,Kharif,67.0,95.0,1.4179104477611941,bajra
153,Andhra Pradesh, GUNTUR,2019,Kharif,18.0,36.0,2.0,bajra
155,Andhra Pradesh, KADAPA,1997,Kharif,2000.0,2400.0,1.2,bajra
156,Andhra Pradesh, KADAPA,1998,Kharif,3000.0,6000.0,2.0,bajra
158,Andhra Pradesh, KADAPA,1999,Kharif,3478.0,3537.0,1.0169637722829212,bajra
160,Andhra Pradesh, KADAPA,2000,Kharif,7329.0,10385.0,1.4169736662573338,bajra
162,Andhra Pradesh, KADAPA,2001,Kharif,1395.0,2514.0,1.8021505376344087,bajra
164,Andhra Pradesh, KADAPA,2002,Kharif,2866.0,2814.0,0.9818562456385206,bajra
166,Andhra Pradesh, KADAPA,2003,Kharif,4332.0,3829.0,0.883887349953832,bajra
168,Andhra Pradesh, KADAPA,2004,Kharif,3709.0,5512.0,1.4861148557562684,bajra
170,Andhra Pradesh, KADAPA,2005,Kharif,3327.0,3553.0,1.0679290652239255,bajra
172,Andhra Pradesh, KADAPA,2006,Kharif,2010.0,2945.0,1.4651741293532339,bajra
174,Andhra Pradesh, KADAPA,2007,Kharif,2000.0,5000.0,2.5,bajra
176,Andhra Pradesh, KADAPA,2008,Kharif,1170.0,3170.0,2.7094017094017095,bajra
178,Andhra Pradesh, KADAPA,2009,Kharif,2182.0,5678.0,2.602199816681943,bajra
180,Andhra Pradesh, KADAPA,2010,Kharif,2870.0,7178.0,2.5010452961672476,bajra
182,Andhra Pradesh, KADAPA,2011,Kharif,2209.0,5728.0,2.5930285196921683,bajra
184,Andhra Pradesh, KADAPA,2012,Kharif,2000.0,3000.0,1.5,bajra
186,Andhra Pradesh, KADAPA,2013,Kharif,2833.0,5476.0,1.9329332862689728,bajra
188,Andhra Pradesh, KADAPA,2014,Kharif,1173.0,3010.0,2.5660699062233587,bajra
190,Andhra Pradesh, KADAPA,2015,Kharif,2340.0,3749.0,1.6021367521367522,bajra
192,Andhra Pradesh, KADAPA,2016,Kharif,3610.0,4220.0,1.1689750692520775,bajra
194,Andhra Pradesh, KADAPA,2017,Kharif,5842.0,12181.0,2.0850736049298186,bajra
196,Andhra Pradesh, KADAPA,2018,Kharif,845.0,1208.0,1.429585798816568,bajra
198,Andhra Pradesh, KADAPA,2019,Kharif,1081.0,2733.0,2.528214616096207,bajra
214,Andhra Pradesh, KHAMMAM,1997,Kharif,500.0,200.0,0.4,bajra
215,Andhra Pradesh, KHAMMAM,1998,Kharif,600.0,300.0,0.5,bajra
216,Andhra Pradesh, KHAMMAM,1999,Kharif,420.0,246.0,0.5857142857142857,bajra
217,Andhra Pradesh, KHAMMAM,2000,Kharif,221.0,133.0,0.6018099547511312,bajra
219,Andhra Pradesh, KHAMMAM,2001,Kharif,124.0,58.0,0.46774193548387094,bajra
221,Andhra Pradesh, KHAMMAM,2002,Kharif,292.0,138.0,0.4726027397260274,bajra
223,Andhra Pradesh, KHAMMAM,2003,Kharif,675.0,412.0,0.6103703703703703,bajra
225,Andhra Pradesh, KHAMMAM,2004,Kharif,202.0,64.0,0.31683168316831684,bajra
226,Andhra Pradesh, KHAMMAM,2005,Kharif,261.0,165.0,0.632183908045977,bajra
228,Andhra Pradesh, KHAMMAM,2006,Kharif,35.0,12.0,0.34285714285714286,bajra
229,Andhra Pradesh, KHAMMAM,2008,Kharif,33.0,21.0,0.6363636363636364,bajra
231,Andhra Pradesh, KHAMMAM,2009,Kharif,4.0,2.0,0.5,bajra
233,Andhra Pradesh, KHAMMAM,2010,Kharif,6.0,4.0,0.6666666666666666,bajra
234,Andhra Pradesh, KHAMMAM,2011,Kharif,4.0,3.0,0.75,bajra
235,Andhra Pradesh, KRISHNA,2000,Kharif,1.0,1.0,1.0,bajra
236,Andhra Pradesh, KRISHNA,2003,Kharif,10.0,14.0,1.4,bajra
238,Andhra Pradesh, KRISHNA,2009,Kharif,1.0,2.0,2.0,bajra
239,Andhra Pradesh, KURNOOL,1997,Kharif,11600.0,9300.0,0.8017241379310345,bajra
240,Andhra Pradesh, KURNOOL,1998,Kharif,17700.0,16200.0,0.9152542372881356,bajra
242,Andhra Pradesh, KURNOOL,1999,Kharif,15261.0,9187.0,0.6019920057663325,bajra
244,Andhra Pradesh, KURNOOL,2000,Kharif,18718.0,15199.0,0.8119991452078213,bajra
246,Andhra Pradesh, KURNOOL,2001,Kharif,13932.0,11062.0,0.7939994257823715,bajra
248,Andhra Pradesh, KURNOOL,2002,Kharif,10352.0,6863.0,0.6629636785162287,bajra
250,Andhra Pradesh, KURNOOL,2003,Kharif,14793.0,17707.0,1.1969850605015886,bajra
252,Andhra Pradesh, KURNOOL,2004,Kharif,10376.0,9598.0,0.9250192752505783,bajra
254,Andhra Pradesh, KURNOOL,2005,Kharif,10949.0,13391.0,1.2230340670380857,bajra
256,Andhra Pradesh, KURNOOL,2006,Kharif,8784.0,7993.0,0.9099499089253188,bajra
258,Andhra Pradesh, KURNOOL,2007,Kharif,10000.0,11000.0,1.1,bajra
259,Andhra Pradesh, KURNOOL,2008,Kharif,7864.0,8540.0,1.0859613428280772,bajra
261,Andhra Pradesh, KURNOOL,2009,Kharif,6259.0,4519.0,0.7220003195398625,bajra
263,Andhra Pradesh, KURNOOL,2010,Kharif,7195.0,10692.0,1.4860319666435025,bajra
265,Andhra Pradesh, KURNOOL,2011,Kharif,5174.0,2427.0,0.4690761499806726,bajra
267,Andhra Pradesh, KURNOOL,2012,Kharif,12000.0,15000.0,1.25,bajra
269,Andhra Pradesh, KURNOOL,2013,Kharif,7614.0,8642.0,1.1350144470711847,bajra
271,Andhra Pradesh, KURNOOL,2014,Kharif,5056.0,7083.0,1.4009098101265822,bajra
273,Andhra Pradesh, KURNOOL,2015,Kharif,9765.0,13251.0,1.356989247311828,bajra
275,Andhra Pradesh, KURNOOL,2016,Kharif,8413.0,14479.0,1.7210269820515869,bajra
277,Andhra Pradesh, KURNOOL,2017,Kharif,7885.0,15305.0,1.9410272669625872,bajra
279,Andhra Pradesh, KURNOOL,2018,Kharif,6612.0,4827.0,0.7300362976406534,bajra
281,Andhra Pradesh, KURNOOL,2019,Kharif,6529.0,14886.0,2.279981620462552,bajra
283,Andhra Pradesh, MAHBUBNAGAR,1997,Kharif,9500.0,3500.0,0.3684210526315789,bajra
284,Andhra Pradesh, MAHBUBNAGAR,1998,Kharif,14500.0,5500.0,0.3793103448275862,bajra
285,Andhra Pradesh, MAHBUBNAGAR,1999,Kharif,16554.0,7946.0,0.48000483266884136,bajra
287,Andhra Pradesh, MAHBUBNAGAR,2000,Kharif,17965.0,11013.0,0.6130253270247704,bajra
289,Andhra Pradesh, MAHBUBNAGAR,2001,Kharif,17952.0,8617.0,0.48000222816399285,bajra
291,Andhra Pradesh, MAHBUBNAGAR,2002,Kharif,11793.0,6498.0,0.5510048333757314,bajra
293,Andhra Pradesh, MAHBUBNAGAR,2003,Kharif,11501.0,6671.0,0.5800365185636032,bajra
295,Andhra Pradesh, MAHBUBNAGAR,2004,Kharif,8405.0,3925.0,0.46698393813206424,bajra
296,Andhra Pradesh, MAHBUBNAGAR,2005,Kharif,8628.0,6807.0,0.78894297635605,bajra
297,Andhra Pradesh, MAHBUBNAGAR,2006,Kharif,6344.0,2417.0,0.38098991172761665,bajra
298,Andhra Pradesh, MAHBUBNAGAR,2007,Kharif,6000.0,4000.0,0.6666666666666666,bajra
299,Andhra Pradesh, MAHBUBNAGAR,2008,Kharif,10945.0,7246.0,0.6620374600274098,bajra
301,Andhra Pradesh, MAHBUBNAGAR,2009,Kharif,4979.0,2206.0,0.4430608555934927,bajra
302,Andhra Pradesh, MAHBUBNAGAR,2010,Kharif,3885.0,2863.0,0.736936936936937,bajra
304,Andhra Pradesh, MAHBUBNAGAR,2011,Kharif,2322.0,1275.0,0.5490956072351422,bajra
306,Andhra Pradesh, MAHBUBNAGAR,2012,Kharif,3000.0,3000.0,1.0,bajra
307,Andhra Pradesh, MEDAK,1997,Kharif,1700.0,600.0,0.35294117647058826,bajra
308,Andhra Pradesh, MEDAK,1998,Kharif,1700.0,800.0,0.47058823529411764,bajra
309,Andhra Pradesh, MEDAK,1999,Kharif,1471.0,861.0,0.5853161114887832,bajra
310,Andhra Pradesh, MEDAK,2000,Kharif,1077.0,646.0,0.5998142989786444,bajra
311,Andhra Pradesh, MEDAK,2001,Kharif,870.0,406.0,0.4666666666666667,bajra
312,Andhra Pradesh, MEDAK,2002,Kharif,588.0,279.0,0.4744897959183674,bajra
313,Andhra Pradesh, MEDAK,2003,Kharif,665.0,406.0,0.6105263157894737,bajra
315,Andhra Pradesh, MEDAK,2004,Kharif,338.0,107.0,0.3165680473372781,bajra
316,Andhra Pradesh, MEDAK,2005,Kharif,613.0,389.0,0.634584013050571,bajra
318,Andhra Pradesh, MEDAK,2006,Kharif,508.0,179.0,0.35236220472440943,bajra
319,Andhra Pradesh, MEDAK,2007,Kharif,1000.0,1000.0,1.0,bajra
320,Andhra Pradesh, MEDAK,2008,Kharif,739.0,469.0,0.6346414073071719,bajra
321,Andhra Pradesh, MEDAK,2009,Kharif,266.0,129.0,0.4849624060150376,bajra
322,Andhra Pradesh, MEDAK,2010,Kharif,406.0,294.0,0.7241379310344828,bajra
323,Andhra Pradesh, MEDAK,2011,Kharif,323.0,202.0,0.6253869969040248,bajra
324,Andhra Pradesh, NALGONDA,1997,Kharif,17300.0,6600.0,0.3815028901734104,bajra
325,Andhra Pradesh, NALGONDA,1998,Kharif,19200.0,10300.0,0.5364583333333334,bajra
326,Andhra Pradesh, NALGONDA,1999,Kharif,17044.0,11675.0,0.6849917859657357,bajra
327,Andhra Pradesh, NALGONDA,2000,Kharif,16133.0,9438.0,0.5850120870265915,bajra
329,Andhra Pradesh, NALGONDA,2001,Kharif,9786.0,4325.0,0.4419578990394441,bajra
331,Andhra Pradesh, NALGONDA,2002,Kharif,15097.0,6235.0,0.4129959594621448,bajra
332,Andhra Pradesh, NALGONDA,2003,Kharif,21433.0,13438.0,0.6269770914011105,bajra
334,Andhra Pradesh, NALGONDA,2004,Kharif,11005.0,2201.0,0.2,bajra
336,Andhra Pradesh, NALGONDA,2005,Kharif,8322.0,3936.0,0.47296322999279017,bajra
338,Andhra Pradesh, NALGONDA,2006,Kharif,3854.0,1187.0,0.30799169693824596,bajra
339,Andhra Pradesh, NALGONDA,2007,Kharif,5000.0,2000.0,0.4,bajra
340,Andhra Pradesh, NALGONDA,2008,Kharif,2310.0,1153.0,0.49913419913419915,bajra
342,Andhra Pradesh, NALGONDA,2009,Kharif,1809.0,1080.0,0.5970149253731343,bajra
343,Andhra Pradesh, NALGONDA,2010,Kharif,2158.0,1517.0,0.7029657089898054,bajra
344,Andhra Pradesh, NALGONDA,2011,Kharif,916.0,752.0,0.8209606986899564,bajra
345,Andhra Pradesh, NALGONDA,2012,Kharif,2000.0,2000.0,1.0,bajra
347,Andhra Pradesh, NIZAMABAD,1999,Kharif,1.0,1.0,1.0,bajra
357,Andhra Pradesh, NIZAMABAD,2008,Kharif,18.0,11.0,0.6111111111111112,bajra
360,Andhra Pradesh, NIZAMABAD,2010,Kharif,2.0,1.0,0.5,bajra
362,Andhra Pradesh, NIZAMABAD,2011,Kharif,37.0,23.0,0.6216216216216216,bajra
365,Andhra Pradesh, PRAKASAM,1997,Kharif,12200.0,11600.0,0.9508196721311475,bajra
366,Andhra Pradesh, PRAKASAM,1998,Kharif,17200.0,23800.0,1.3837209302325582,bajra
368,Andhra Pradesh, PRAKASAM,1999,Kharif,15401.0,20668.0,1.3419907798194923,bajra
370,Andhra Pradesh, PRAKASAM,2000,Kharif,28546.0,42876.0,1.5019967771316471,bajra
372,Andhra Pradesh, PRAKASAM,2001,Kharif,7969.0,9786.0,1.2280085330656294,bajra
374,Andhra Pradesh, PRAKASAM,2002,Kharif,10062.0,9378.0,0.9320214669051878,bajra
376,Andhra Pradesh, PRAKASAM,2003,Kharif,26565.0,37324.0,1.4050065876152833,bajra
378,Andhra Pradesh, PRAKASAM,2004,Kharif,17641.0,20958.0,1.1880278895754208,bajra
380,Andhra Pradesh, PRAKASAM,2005,Kharif,16523.0,27015.0,1.6349936452218121,bajra
382,Andhra Pradesh, PRAKASAM,2006,Kharif,9212.0,10760.0,1.16804168475901,bajra
384,Andhra Pradesh, PRAKASAM,2007,Kharif,18000.0,37000.0,2.0555555555555554,bajra
385,Andhra Pradesh, PRAKASAM,2008,Kharif,12174.0,13744.0,1.128963364547396,bajra
387,Andhra Pradesh, PRAKASAM,2009,Kharif,4915.0,12450.0,2.533062054933876,bajra
389,Andhra Pradesh, PRAKASAM,2010,Kharif,18830.0,40729.0,2.1629845990440786,bajra
391,Andhra Pradesh, PRAKASAM,2011,Kharif,9738.0,20450.0,2.100020538098172,bajra
393,Andhra Pradesh, PRAKASAM,2012,Kharif,29000.0,60000.0,2.0689655172413794,bajra
395,Andhra Pradesh, PRAKASAM,2013,Kharif,25277.0,45726.0,1.8089963207659137,bajra
397,Andhra Pradesh, PRAKASAM,2014,Kharif,10611.0,10887.0,1.0260107435679955,bajra
399,Andhra Pradesh, PRAKASAM,2015,Kharif,10744.0,24056.0,2.2390171258376768,bajra
401,Andhra Pradesh, PRAKASAM,2016,Kharif,16399.0,32568.0,1.9859747545582047,bajra
403,Andhra Pradesh, PRAKASAM,2017,Kharif,17246.0,35027.0,2.0310216861881014,bajra
405,Andhra Pradesh, PRAKASAM,2018,Kharif,6607.0,5272.0,0.7979415771151809,bajra
407,Andhra Pradesh, PRAKASAM,2019,Kharif,7178.0,16495.0,2.2979938701588187,bajra
409,Andhra Pradesh, RANGAREDDI,1997,Kharif,900.0,300.0,0.3333333333333333,bajra
410,Andhra Pradesh, RANGAREDDI,1998,Kharif,1400.0,700.0,0.5,bajra
411,Andhra Pradesh, RANGAREDDI,1999,Kharif,1224.0,716.0,0.5849673202614379,bajra
412,Andhra Pradesh, RANGAREDDI,2000,Kharif,1102.0,661.0,0.5998185117967332,bajra
414,Andhra Pradesh, RANGAREDDI,2001,Kharif,706.0,330.0,0.46742209631728043,bajra
416,Andhra Pradesh, RANGAREDDI,2002,Kharif,691.0,328.0,0.47467438494934877,bajra
417,Andhra Pradesh, RANGAREDDI,2003,Kharif,969.0,592.0,0.6109391124871001,bajra
419,Andhra Pradesh, RANGAREDDI,2004,Kharif,967.0,306.0,0.3164426059979317,bajra
421,Andhra Pradesh, RANGAREDDI,2005,Kharif,521.0,330.0,0.6333973128598849,bajra
422,Andhra Pradesh, RANGAREDDI,2006,Kharif,354.0,125.0,0.3531073446327684,bajra
423,Andhra Pradesh, RANGAREDDI,2008,Kharif,333.0,211.0,0.6336336336336337,bajra
424,Andhra Pradesh, RANGAREDDI,2009,Kharif,168.0,81.0,0.48214285714285715,bajra
425,Andhra Pradesh, RANGAREDDI,2010,Kharif,331.0,240.0,0.7250755287009063,bajra
426,Andhra Pradesh, RANGAREDDI,2011,Kharif,88.0,55.0,0.625,bajra
427,Andhra Pradesh, SPSR NELLORE,1997,Kharif,2100.0,4700.0,2.238095238095238,bajra
428,Andhra Pradesh, SPSR NELLORE,1998,Kharif,2300.0,4200.0,1.826086956521739,bajra
429,Andhra Pradesh, SPSR NELLORE,1999,Kharif,2067.0,3706.0,1.7929366231253023,bajra
431,Andhra Pradesh, SPSR NELLORE,2000,Kharif,3048.0,5617.0,1.8428477690288714,bajra
433,Andhra Pradesh, SPSR NELLORE,2001,Kharif,917.0,1357.0,1.479825517993457,bajra
435,Andhra Pradesh, SPSR NELLORE,2002,Kharif,1326.0,1671.0,1.260180995475113,bajra
437,Andhra Pradesh, SPSR NELLORE,2003,Kharif,1216.0,1982.0,1.6299342105263157,bajra
439,Andhra Pradesh, SPSR NELLORE,2004,Kharif,1477.0,3565.0,2.413676371022343,bajra
440,Andhra Pradesh, SPSR NELLORE,2005,Kharif,836.0,1135.0,1.3576555023923444,bajra
441,Andhra Pradesh, SPSR NELLORE,2006,Kharif,488.0,1038.0,2.127049180327869,bajra
443,Andhra Pradesh, SPSR NELLORE,2007,Kharif,1000.0,2000.0,2.0,bajra
444,Andhra Pradesh, SPSR NELLORE,2008,Kharif,419.0,937.0,2.236276849642005,bajra
446,Andhra Pradesh, SPSR NELLORE,2009,Kharif,835.0,2036.0,2.438323353293413,bajra
448,Andhra Pradesh, SPSR NELLORE,2010,Kharif,1550.0,3684.0,2.3767741935483873,bajra
450,Andhra Pradesh, SPSR NELLORE,2011,Kharif,604.0,1436.0,2.377483443708609,bajra
452,Andhra Pradesh, SPSR NELLORE,2012,Kharif,1000.0,3000.0,3.0,bajra
453,Andhra Pradesh, SPSR NELLORE,2013,Kharif,1100.0,3996.0,3.632727272727273,bajra
455,Andhra Pradesh, SPSR NELLORE,2014,Kharif,622.0,1663.0,2.6736334405144695,bajra
457,Andhra Pradesh, SPSR NELLORE,2015,Kharif,371.0,1350.0,3.638814016172507,bajra
459,Andhra Pradesh, SPSR NELLORE,2016,Kharif,1388.0,5186.0,3.7363112391930837,bajra
461,Andhra Pradesh, SPSR NELLORE,2017,Kharif,1802.0,4801.0,2.6642619311875695,bajra
463,Andhra Pradesh, SPSR NELLORE,2018,Kharif,219.0,364.0,1.6621004566210045,bajra
465,Andhra Pradesh, SPSR NELLORE,2019,Kharif,173.0,472.0,2.7283236994219653,bajra
467,Andhra Pradesh, SRIKAKULAM,1997,Kharif,3500.0,6100.0,1.7428571428571429,bajra
468,Andhra Pradesh, SRIKAKULAM,1998,Kharif,4100.0,4600.0,1.1219512195121952,bajra
469,Andhra Pradesh, SRIKAKULAM,1999,Kharif,3672.0,5016.0,1.3660130718954249,bajra
470,Andhra Pradesh, SRIKAKULAM,2000,Kharif,4203.0,7263.0,1.728051391862955,bajra
471,Andhra Pradesh, SRIKAKULAM,2001,Kharif,2910.0,2927.0,1.0058419243986254,bajra
472,Andhra Pradesh, SRIKAKULAM,2002,Kharif,3476.0,4508.0,1.2968929804372842,bajra
473,Andhra Pradesh, SRIKAKULAM,2003,Kharif,3654.0,8634.0,2.3628899835796386,bajra
474,Andhra Pradesh, SRIKAKULAM,2004,Kharif,3711.0,6954.0,1.873888439773646,bajra
475,Andhra Pradesh, SRIKAKULAM,2005,Kharif,4350.0,4663.0,1.0719540229885058,bajra
476,Andhra Pradesh, SRIKAKULAM,2006,Kharif,3986.0,2077.0,0.5210737581535374,bajra
477,Andhra Pradesh, SRIKAKULAM,2007,Kharif,4000.0,4000.0,1.0,bajra
478,Andhra Pradesh, SRIKAKULAM,2008,Kharif,2921.0,4492.0,1.5378295104416295,bajra
479,Andhra Pradesh, SRIKAKULAM,2009,Kharif,1047.0,1671.0,1.5959885386819483,bajra
480,Andhra Pradesh, SRIKAKULAM,2010,Kharif,1184.0,2723.0,2.299831081081081,bajra
481,Andhra Pradesh, SRIKAKULAM,2011,Kharif,1143.0,1599.0,1.398950131233596,bajra
482,Andhra Pradesh, SRIKAKULAM,2012,Kharif,1000.0,1000.0,1.0,bajra
483,Andhra Pradesh, SRIKAKULAM,2013,Kharif,210.0,363.0,1.7285714285714286,bajra
