season,retain_crop,gamma,nominal_substitution_pct,original_n_surplus,optimized_n_surplus,pct_reduction_n_surplus,baseline_retained_area,optimized_retained_area,realized_retained_share_pct,realized_staple_replacement_pct,solve_status,use_historical_caps,retention_level,cap_floor_repairs
kharif,rice,0.0,100.0,5287506520.162541,4110366790.881177,22.262662462781766,40085352.75,27802181.718097597,69.35745805080285,30.642541949197152,Optimal,False,state,5
kharif,rice,0.1,90.0,5287506520.162541,4117780135.57843,22.12245753501507,40085352.75,28031195.718097597,69.92877396619042,30.07122603380958,Optimal,False,state,5
kharif,rice,0.2,80.0,5287506520.162541,4129630334.0468893,21.898340582661984,40085352.75,28445922.918097597,70.96338429527128,29.036615704728714,Optimal,False,state,5
kharif,rice,0.3,70.0,5287506520.162541,4156914630.6250067,21.382326153666465,40085352.75,29243072.618869927,72.95201516935616,27.047984830643838,Optimal,False,state,5
kharif,rice,0.4,60.0,5287506520.162541,4192509771.998556,20.709132820706657,40085352.75,30306248.918869928,75.60429643186795,24.39570356813206,Optimal,False,state,5
kharif,rice,0.5,50.0,5287506520.162541,4238007378.258996,19.848659058888177,40085352.75,31606842.58467786,78.84885729158978,21.151142708410216,Optimal,False,state,5
kharif,rice,0.6,40.0,5287506520.162541,4290597926.348262,18.854039990548017,40085352.75,33009118.765089724,82.34708316266402,17.65291683733599,Optimal,False,state,5
kharif,rice,0.7,30.000000000000004,5287506520.162541,4352801404.967023,17.677616313687025,40085352.75,34418118.349599406,85.86208175403772,14.137918245962283,Optimal,False,state,5
kharif,rice,0.8,19.999999999999996,5287506520.162541,4427909007.7146635,16.257143308855024,40085352.75,35925661.469162434,89.62291461726612,10.377085382733886,Optimal,False,state,5
kharif,rice,0.9,9.999999999999998,5287506520.162541,4520069608.9468565,14.514155363955812,40085352.75,37726850.93623471,94.11630021450843,5.883699785491566,Optimal,False,state,5
kharif,rice,1.0,0.0,5287506520.162541,4653575101.113729,11.989231911705055,40085352.75,40395861.23421119,100.7746183154424,-0.7746183154423945,Optimal,False,state,5
